GHG emissions per subsector per period (metric ton)
t_periods,emissions_comm,sector,Emisions
2016,CH4,Commercial building,46.534416916298305
2016,CH4,District Energy,7.53053756485901
2016,CH4,Freight transportation,86.0159296321478
2016,CH4,Industrial building,16.313422066254397
2016,CH4,Long distance transportation,5.029953803288564
2016,CH4,Passenger transportation,463.19165668795335
2016,CH4,Public building,8.650669555132756
2016,CH4,Public transportation,3.7038317448404525
2016,CH4,Residential building,232.3805468927159
2016,CH4,Solid waste,67255.31263953767
2016,CH4,Water waste,2.7750227115441377
2016,CO2,Commercial building,2404285.0925890887
2016,CO2,District Energy,365047.8966574464
2016,CO2,Freight transportation,1645590.1794964606
2016,CO2,Industrial building,822364.5261167932
2016,CO2,Long distance transportation,169607.7539655195
2016,CO2,Passenger transportation,4576436.986407257
2016,CO2,Public building,449456.3978008626
2016,CO2,Public transportation,83457.83202779938
2016,CO2,Residential building,3685160.2669473537
2016,CO2,Solid waste,126.47661063795141
2016,CO2,Water waste,115316.56882468883
2016,CO2e,Commercial building,2421402.967324479
2016,CO2e,District Energy,367328.83542742935
2016,CO2e,Freight transportation,1729318.1248467877
2016,CO2e,Industrial building,827287.0281344744
2016,CO2e,Long distance transportation,178098.08786216602
2016,CO2e,Passenger transportation,4616540.659425927
2016,CO2e,Public building,452093.57185517973
2016,CO2e,Public transportation,84611.6321589623
2016,CO2e,Residential building,3710633.0651557557
2016,CO2e,Solid waste,1426166.7543273314
2016,CO2e,Trade energy,1092206.1076355749
2016,CO2e,Water waste,68056.37442986808
2016,N2O,Commercial building,54.163261678360726
2016,N2O,District Energy,7.123481480272038
2016,N2O,Freight transportation,91.66058064410991
2016,N2O,Industrial building,15.36885957815291
2016,N2O,Long distance transportation,28.13659351267604
2016,N2O,Passenger transportation,101.93506116853769
2016,N2O,Public building,8.239966421674778
2016,N2O,Public transportation,3.6108042433601217
2016,N2O,Residential building,69.10337826729851
2016,N2O,Solid waste,45.901719081887336
2016,N2O,Water waste,101.84387476208528
2017,CH4,Commercial building,46.994778409612245
2017,CH4,District Energy,6.891876953402644
2017,CH4,Freight transportation,85.30348522841088
2017,CH4,Industrial building,16.33235084091293
2017,CH4,Long distance transportation,5.253003149182786
2017,CH4,Passenger transportation,464.4746471932847
2017,CH4,Public building,8.741341959550677
2017,CH4,Public transportation,3.8217928550442126
2017,CH4,Residential building,255.60624209624507
2017,CH4,Solid waste,64934.61834796597
2017,CH4,Water waste,2.7935176594832285
2017,CO2,Commercial building,2422867.6311226864
2017,CO2,District Energy,334088.39198971586
2017,CO2,Freight transportation,1592218.6895984157
2017,CO2,Industrial building,823318.7313557958
2017,CO2,Long distance transportation,169899.00397823635
2017,CO2,Passenger transportation,4466633.293129922
2017,CO2,Public building,453158.6455960259
2017,CO2,Public transportation,83162.21504444539
2017,CO2,Residential building,3685335.785464223
2017,CO2,Solid waste,137.13530607494937
2017,CO2,Water waste,116199.75456906774
2017,CO2e,Commercial building,2439985.9559850018
2017,CO2e,District Energy,336175.8856388181
2017,CO2e,Freight transportation,1673788.7059848441
2017,CO2e,Industrial building,828246.9450464214
2017,CO2e,Long distance transportation,178586.8886109712
2017,CO2e,Passenger transportation,4506971.616442138
2017,CO2e,Public building,455824.4662323759
2017,CO2e,Public transportation,84353.03732910937
2017,CO2e,Residential building,3711436.0580078666
2017,CO2e,Solid waste,1378958.4550992018
2017,CO2e,Trade energy,1102468.8407113033
2017,CO2e,Water waste,68508.39731390245
2017,N2O,Commercial building,54.13233058964427
2017,N2O,District Energy,6.519343064029528
2017,N2O,Freight transportation,84.34990038548581
2017,N2O,Industrial building,15.386692358947222
2017,N2O,Long distance transportation,28.783797203362436
