GHG emissions by building type (metric ton)
t_periods,emissions_comm,Sub,Archetype,NewOld,Emisions
2016,N2O,Commercial,Wholesale Trade,Old,4.771647365097141
2016,N2O,Industry,,,15.36885957815291
2016,N2O,Public,Hospital,Old,1.6341996421790608
2016,N2O,Public,Municipality,Old,1.3910213169007684
2016,N2O,Public,Post-Secondary Institution,Old,2.57787466140953
2016,N2O,Public,School board,Old,2.6368708011854194
2016,N2O,Residential,Apartments,Old,25.233634342615954
2016,N2O,Residential,Single Attached,Old,13.40587711388594
2016,N2O,Residential,Single Detached,Old,30.46386681079659
2017,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.889247965154492
2017,CH4,Commercial,Accommodation and Food Services,Old,2.2006352317916913
2017,CH4,Commercial,Educational Services,Old,5.468141693257267
2017,CH4,Commercial,Health Care and Social Assistance,Old,3.4078915667996146
2017,CH4,Commercial,Information and Cultural Industries,Old,0.28883567939011096
2017,CH4,Commercial,Offices,Old,18.99394627545389
2017,CH4,Commercial,Other Services,Old,2.249695641434638
2017,CH4,Commercial,Retail Trade,Old,6.891757304470882
2017,CH4,Commercial,Transportation and Warehousing,Old,1.2324518841684766
2017,CH4,Commercial,Wholesale Trade,Old,4.3721751676911245
2017,CH4,Industry,,,16.33235084091293
2017,CH4,Public,Hospital,Old,1.704724221756451
2017,CH4,Public,Municipality,Old,1.4950185329420411
2017,CH4,Public,Post-Secondary Institution,Old,2.7275909095398085
2017,CH4,Public,School board,Old,2.8140082953123677
2017,CH4,Residential,Apartments,Old,99.94632785909421
2017,CH4,Residential,Single Attached,Old,46.29121841184397
2017,CH4,Residential,Single Detached,Old,109.36869582530696
2017,CO2,Commercial,"Arts, Entertainment and Recreation",Old,96288.26444529633
2017,CO2,Commercial,Accommodation and Food Services,Old,112361.86145315073
2017,CO2,Commercial,Educational Services,Old,281615.17714616406
2017,CO2,Commercial,Health Care and Social Assistance,Old,174772.72109728734
2017,CO2,Commercial,Information and Cultural Industries,Old,14596.960148808002
2017,CO2,Commercial,Offices,Old,987984.7702173729
2017,CO2,Commercial,Other Services,Old,114788.2044881615
2017,CO2,Commercial,Retail Trade,Old,354213.3449284066
2017,CO2,Commercial,Transportation and Warehousing,Old,62796.52980234711
2017,CO2,Commercial,Wholesale Trade,Old,223449.79739569072
2017,CO2,Industry,,,823318.7313557958
2017,CO2,Public,Hospital,Old,94928.44891512171
2017,CO2,Public,Municipality,Old,75436.37312028024
2017,CO2,Public,Post-Secondary Institution,Old,140848.6362317697
2017,CO2,Public,School board,Old,141945.1873288541
2017,CO2,Residential,Apartments,Old,1353312.800144708
2017,CO2,Residential,Single Attached,Old,713007.3358622954
2017,CO2,Residential,Single Detached,Old,1619015.6494572181
2017,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,96928.47818561977
2017,CO2e,Commercial,Accommodation and Food Services,Old,113114.78686553854
2017,CO2e,Commercial,Educational Services,Old,283495.60720244644
2017,CO2e,Commercial,Health Care and Social Assistance,Old,175968.4529999915
2017,CO2e,Commercial,Information and Cultural Industries,Old,14695.913936021916
2017,CO2e,Commercial,Offices,Old,995522.2196390751
2017,CO2e,Commercial,Other Services,Old,115538.3993887626
2017,CO2e,Commercial,Retail Trade,Old,356536.90830432036
2017,CO2e,Commercial,Transportation and Warehousing,Old,63223.43854176805
2017,CO2e,Commercial,Wholesale Trade,Old,224961.75092145646
2017,CO2e,Industry,,,828246.9450464214
2017,CO2e,Public,Hospital,Old,95456.84117914624
2017,CO2e,Public,Municipality,Old,75889.21593321368
2017,CO2e,Public,Post-Secondary Institution,Old,141680.8622301496
2017,CO2e,Public,School board,Old,142797.54688986653
2017,CO2e,Residential,Apartments,Old,1363070.7834618967
2017,CO2e,Residential,Single Attached,Old,717977.4554086387
2017,CO2e,Residential,Single Detached,Old,1630387.8191373323
2017,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.015233332399898
2017,N2O,Commercial,Accommodation and Food Services,Old,2.3715170218799817
2017,N2O,Commercial,Educational Services,Old,5.924829129946447
2017,N2O,Commercial,Health Care and Social Assistance,Old,3.7723697308772777
2017,N2O,Commercial,Information and Cultural Industries,Old,0.3117054964654955
2017,N2O,Commercial,Offices,Old,23.95495486549627
2017,N2O,Commercial,Other Services,Old,2.358896953459658
2017,N2O,Commercial,Retail Trade,Old,7.311531786979543
2017,N2O,Commercial,Transportation and Warehousing,Old,1.3457290263536807
2017,N2O,Commercial,Wholesale Trade,Old,4.765563245785999
2017,N2O,Industry,,,15.386692358947222
2017,N2O,Public,Hospital,Old,1.6529968300926605
2017,N2O,Public,Municipality,Old,1.4142530998041456
2017,N2O,Public,Post-Secondary Institution,Old,2.6004919103340947
2017,N2O,Public,School board,Old,2.661964385271412
2017,N2O,Residential,Apartments,Old,25.701712859555503
2017,N2O,Residential,Single Attached,Old,13.41612067011557
2017,N2O,Residential,Single Detached,Old,30.45445324759231
2018,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.825406649957845
2018,CH4,Commercial,Accommodation and Food Services,Old,2.1298508977457313
2018,CH4,Commercial,Educational Services,Old,5.3346094089474665
2018,CH4,Commercial,Health Care and Social Assistance,Old,3.382556200786487
2018,CH4,Commercial,Information and Cultural Industries,Old,0.27660618516547036
2018,CH4,Commercial,Offices,Old,18.661626481569854
2018,CH4,Commercial,Other Services,Old,2.2126548466113976
2018,CH4,Commercial,Retail Trade,Old,6.78794750340764
2018,CH4,Commercial,Transportation and Warehousing,Old,1.1948745638894422
2018,CH4,Commercial,Wholesale Trade,Old,4.242495504063791
2018,CH4,Industry,,,16.351279615595686
2018,CH4,Public,Hospital,Old,1.7037513528399681
2018,CH4,Public,Municipality,Old,1.52066273461813
2018,CH4,Public,Post-Secondary Institution,Old,2.7520182925162064
2018,CH4,Public,School board,Old,2.8380443073791355
2018,CH4,Residential,Apartments,Old,422.9463330909745
2018,CH4,Residential,Single Attached,Old,183.26020221336952
2018,CH4,Residential,Single Detached,Old,367.30983582461937
2018,CO2,Commercial,"Arts, Entertainment and Recreation",Old,92356.16524903524
2018,CO2,Commercial,Accommodation and Food Services,Old,108043.79276822094
2018,CO2,Commercial,Educational Services,Old,274922.560695377
2018,CO2,Commercial,Health Care and Social Assistance,Old,173034.15602861228
2018,CO2,Commercial,Information and Cultural Industries,Old,13450.682125667074
2018,CO2,Commercial,Offices,Old,972923.7148219093
2018,CO2,Commercial,Other Services,Old,112283.08891176841
2018,CO2,Commercial,Retail Trade,Old,349440.84023791674
2018,CO2,Commercial,Transportation and Warehousing,Old,60454.42718021499
2018,CO2,Commercial,Wholesale Trade,Old,216718.15088935324
2018,CO2,Industry,,,824272.9365960627
2018,CO2,Public,Hospital,Old,94815.94325659651
2018,CO2,Public,Municipality,Old,75591.02162824397
2018,CO2,Public,Post-Secondary Institution,Old,141510.6685448088
2018,CO2,Public,School board,Old,141687.17494374586
2018,CO2,Residential,Apartments,Old,1427646.1871808625
2018,CO2,Residential,Single Attached,Old,726991.6237924418
2018,CO2,Residential,Single Detached,Old,1639517.2488212346
2018,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,92985.64819115505
2018,CO2e,Commercial,Accommodation and Food Services,Old,108785.06225286018
2018,CO2e,Commercial,Educational Services,Old,276797.0902295056
2018,CO2e,Commercial,Health Care and Social Assistance,Old,174240.35810489915
2018,CO2e,Commercial,Information and Cultural Industries,Old,13547.013081685594
2018,CO2e,Commercial,Offices,Old,980437.6630581055
2018,CO2e,Commercial,Other Services,Old,113030.46023094654
2018,CO2e,Commercial,Retail Trade,Old,351778.0648000529
2018,CO2e,Commercial,Transportation and Warehousing,Old,60878.85176753138
2018,CO2e,Commercial,Wholesale Trade,Old,218214.40842776152
2018,CO2e,Industry,,,829206.8619596399
2018,CO2e,Public,Hospital,Old,95345.14063334101
2018,CO2e,Public,Municipality,Old,76051.63591522745
2018,CO2e,Public,Post-Secondary Institution,Old,142351.13899531637
2018,CO2e,Public,School board,Old,142546.81985579705
2018,CO2e,Residential,Apartments,Old,1445799.7990017922
2018,CO2e,Residential,Single Attached,Old,735443.4424944312
2018,CO2e,Residential,Single Detached,Old,1657427.549560314
2018,N2O,Commercial,"Arts, Entertainment and Recreation",Old,1.983722827082822
2018,N2O,Commercial,Accommodation and Food Services,Old,2.337391328142926
2018,N2O,Commercial,Educational Services,Old,5.914438713223746
2018,N2O,Commercial,Health Care and Social Assistance,Old,3.8092899196990437
2018,N2O,Commercial,Information and Cultural Industries,Old,0.30376585949682366
2018,N2O,Commercial,Offices,Old,23.899510335849612
2018,N2O,Commercial,Other Services,Old,2.352032105366719
2018,N2O,Commercial,Retail Trade,Old,7.3646901495454875
2018,N2O,Commercial,Transportation and Warehousing,Old,1.3400410116600532
2018,N2O,Commercial,Wholesale Trade,Old,4.722030647056762
2018,N2O,Industry,,,15.404525139763956
2018,N2O,Public,Hospital,Old,1.6557671085061532
2018,N2O,Public,Municipality,Old,1.4385247300554775
2018,N2O,Public,Post-Secondary Institution,Old,2.6264364643110847
2018,N2O,Public,School board,Old,2.6847180590479875
2018,N2O,Residential,Apartments,Old,31.11321753697922
2018,N2O,Residential,Single Attached,Old,15.447498172846599
2018,N2O,Residential,Single Detached,Old,34.21743015691789
2019,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8443118910501732
2019,CH4,Commercial,Accommodation and Food Services,Old,2.149204756749295
2019,CH4,Commercial,Educational Services,Old,5.369605074609213
2019,CH4,Commercial,Health Care and Social Assistance,Old,3.4178472887093294
2019,CH4,Commercial,Information and Cultural Industries,Old,0.2793346137934475
2019,CH4,Commercial,Offices,Old,18.731252249678526
2019,CH4,Commercial,Other Services,Old,2.239644345632465
2019,CH4,Commercial,Retail Trade,Old,6.82745530925236
2019,CH4,Commercial,Transportation and Warehousing,Old,1.2137671806648462
2019,CH4,Commercial,Wholesale Trade,Old,4.273960744752697
2019,CH4,Industry,,,16.370208383980724
2019,CH4,Public,Hospital,Old,1.7136727064921788
2019,CH4,Public,Municipality,Old,1.5452874714603915
2019,CH4,Public,Post-Secondary Institution,Old,2.7638267299067616
2019,CH4,Public,School board,Old,2.862777828599198
2019,CH4,Residential,Apartments,Old,475.6906293929835
2019,CH4,Residential,Single Attached,Old,185.35801232479258
2019,CH4,Residential,Single Detached,Old,368.8802557155558
2019,CO2,Commercial,"Arts, Entertainment and Recreation",Old,93253.22228127018
2019,CO2,Commercial,Accommodation and Food Services,Old,108983.43776576799
2019,CO2,Commercial,Educational Services,Old,276628.3482367237
2019,CO2,Commercial,Health Care and Social Assistance,Old,174693.6446307744
2019,CO2,Commercial,Information and Cultural Industries,Old,13584.287410761823
2019,CO2,Commercial,Offices,Old,976244.3511925234
2019,CO2,Commercial,Other Services,Old,113516.02757713871
2019,CO2,Commercial,Retail Trade,Old,351376.8669912093
2019,CO2,Commercial,Transportation and Warehousing,Old,61302.14096709157
2019,CO2,Commercial,Wholesale Trade,Old,218227.72260481736
2019,CO2,Industry,,,825227.1415188434
2019,CO2,Public,Hospital,Old,95228.99363450767
2019,CO2,Public,Municipality,Old,76499.9816070527
2019,CO2,Public,Post-Secondary Institution,Old,141923.4874520333
2019,CO2,Public,School board,Old,142513.02649782173
2019,CO2,Residential,Apartments,Old,1459776.8856831747
2019,CO2,Residential,Single Attached,Old,736553.3228205317
2019,CO2,Residential,Single Detached,Old,1659858.8499146008
2019,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,93893.36718388078
2019,CO2e,Commercial,Accommodation and Food Services,Old,109736.25941727817
2019,CO2e,Commercial,Educational Services,Old,278523.11294322886
2019,CO2e,Commercial,Health Care and Social Assistance,Old,175919.23506748345
2019,CO2e,Commercial,Information and Cultural Industries,Old,13682.304431515226
2019,CO2e,Commercial,Offices,Old,983801.8461405714
2019,CO2e,Commercial,Other Services,Old,114276.69678253266
2019,CO2e,Commercial,Retail Trade,Old,353736.87250663416
2019,CO2e,Commercial,Transportation and Warehousing,Old,61736.71281364326
2019,CO2e,Commercial,Wholesale Trade,Old,219741.98672366823
2019,CO2e,Industry,,,830166.7785534716
2019,CO2e,Public,Hospital,Old,95761.2810528862
2019,CO2e,Public,Municipality,Old,76968.06690668804
2019,CO2e,Public,Post-Secondary Institution,Old,142767.57479961487
2019,CO2e,Public,School board,Old,143380.17817040608
2019,CO2e,Residential,Apartments,Old,1479334.5550594432
2019,CO2e,Residential,Single Attached,Old,745066.7647236083
2019,CO2e,Residential,Single Detached,Old,1677822.6568483943
2019,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.01816896945829
2019,N2O,Commercial,Accommodation and Food Services,Old,2.3747931262364452
2019,N2O,Commercial,Educational Services,Old,5.979875838719215
2019,N2O,Commercial,Health Care and Social Assistance,Old,3.8718645759937687
2019,N2O,Commercial,Information and Cultural Industries,Old,0.3092315230326784
2019,N2O,Commercial,Offices,Old,24.040733727532558
2019,N2O,Commercial,Other Services,Old,2.394753940052528
2019,N2O,Commercial,Retail Trade,Old,7.438352194398265
2019,N2O,Commercial,Transportation and Warehousing,Old,1.3727608582473119
2019,N2O,Commercial,Wholesale Trade,Old,4.7802380644665545
2019,N2O,Industry,,,15.422357914648119
2019,N2O,Public,Hospital,Old,1.6654372199402177
2019,N2O,Public,Municipality,Old,1.461859942062666
2019,N2O,Public,Post-Secondary Institution,Old,2.637741564609313
2019,N2O,Public,School board,Old,2.708165564375175
2019,N2O,Residential,Apartments,Old,32.10794013092503
2019,N2O,Residential,Single Attached,Old,15.506455182066723
2019,N2O,Residential,Single Detached,Old,34.28631397236867
2020,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8647645465804572
2020,CH4,Commercial,Accommodation and Food Services,Old,2.1688930229443573
2020,CH4,Commercial,Educational Services,Old,5.43046490359739
2020,CH4,Commercial,Health Care and Social Assistance,Old,3.4672215816356684
2020,CH4,Commercial,Information and Cultural Industries,Old,0.2793251374831831
2020,CH4,Commercial,Offices,Old,18.91085222280747
2020,CH4,Commercial,Other Services,Old,2.2737393536271937
2020,CH4,Commercial,Retail Trade,Old,6.9033840977658025
2020,CH4,Commercial,Transportation and Warehousing,Old,1.2327708857358433
2020,CH4,Commercial,Wholesale Trade,Old,4.321546493778518
2020,CH4,Industry,,,16.389137158659192
2020,CH4,Public,Hospital,Old,1.7537912840093721
2020,CH4,Public,Municipality,Old,1.5800686205190255
2020,CH4,Public,Post-Secondary Institution,Old,2.7973467238194987
2020,CH4,Public,School board,Old,3.022844072109116
2020,CH4,Residential,Apartments,Old,528.2674939868061
2020,CH4,Residential,Single Attached,Old,187.01516938468077
2020,CH4,Residential,Single Detached,Old,369.6776687154843
2020,CO2,Commercial,"Arts, Entertainment and Recreation",Old,94322.02966356525
2020,CO2,Commercial,Accommodation and Food Services,Old,109830.24613234271
2020,CO2,Commercial,Educational Services,Old,279442.2706750002
2020,CO2,Commercial,Health Care and Social Assistance,Old,176930.57547506219
2020,CO2,Commercial,Information and Cultural Industries,Old,13650.239626114258
2020,CO2,Commercial,Offices,Old,984742.3880220156
2020,CO2,Commercial,Other Services,Old,115224.02435059269
2020,CO2,Commercial,Retail Trade,Old,354993.50408118666
2020,CO2,Commercial,Transportation and Warehousing,Old,62286.231589605086
2020,CO2,Commercial,Wholesale Trade,Old,220347.32604189706
2020,CO2,Industry,,,826181.3467588532
2020,CO2,Public,Hospital,Old,96496.2271089431
2020,CO2,Public,Municipality,Old,77920.56541291089
2020,CO2,Public,Post-Secondary Institution,Old,143253.90534302458
2020,CO2,Public,School board,Old,148378.3792616409
2020,CO2,Residential,Apartments,Old,1481123.4018997508
2020,CO2,Residential,Single Attached,Old,733682.501760634
2020,CO2,Residential,Single Detached,Old,1649643.726588711
2020,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,94970.8939726783
2020,CO2e,Commercial,Accommodation and Food Services,Old,110591.90903264399
2020,CO2e,Commercial,Educational Services,Old,281363.93250676984
2020,CO2e,Commercial,Health Care and Social Assistance,Old,178178.04832109457
2020,CO2e,Commercial,Information and Cultural Industries,Old,13747.869992598076
2020,CO2e,Commercial,Offices,Old,992386.3726122059
2020,CO2e,Commercial,Other Services,Old,115998.17273868478
2020,CO2e,Commercial,Retail Trade,Old,357386.8102549098
2020,CO2e,Commercial,Transportation and Warehousing,Old,62729.22431653172
2020,CO2e,Commercial,Wholesale Trade,Old,221882.81427691347
2020,CO2e,Industry,,,831126.6954664331
2020,CO2e,Public,Hospital,Old,97040.75670022689
2020,CO2e,Public,Municipality,Old,78399.20062154434
2020,CO2e,Public,Post-Secondary Institution,Old,144108.18769190088
2020,CO2e,Public,School board,Old,149294.03343298208
2020,CO2e,Residential,Apartments,Old,1502060.815572525
2020,CO2e,Residential,Single Attached,Old,742208.3420651491
2020,CO2e,Residential,Single Detached,Old,1667539.0799420173
2020,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.0459874283051414
2020,N2O,Commercial,Accommodation and Food Services,Old,2.4030743181860372
2020,N2O,Commercial,Educational Services,Old,6.065845868436579
2020,N2O,Commercial,Health Care and Social Assistance,Old,3.9418160832819824
2020,N2O,Commercial,Information and Cultural Industries,Old,0.3079346932774014
2020,N2O,Commercial,Offices,Old,24.31831105205166
2020,N2O,Commercial,Other Services,Old,2.4375834284091678
2020,N2O,Commercial,Retail Trade,Old,7.5447486834562065
2020,N2O,Commercial,Transportation and Warehousing,Old,1.3996796588127451
2020,N2O,Commercial,Wholesale Trade,Old,4.848106572641412
2020,N2O,Industry,,,15.440190695461077
2020,N2O,Public,Hospital,Old,1.7036911889917878
2020,N2O,Public,Municipality,Old,1.4948113006798074
2020,N2O,Public,Post-Secondary Institution,Old,2.6695908311279988
2020,N2O,Public,School board,Old,2.859645791365526
2020,N2O,Residential,Apartments,Old,33.03287348674792
2020,N2O,Residential,Single Attached,Old,15.431281031667092
2020,N2O,Residential,Single Detached,Old,34.000410437186595
2021,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8699048753811691
2021,CH4,Commercial,Accommodation and Food Services,Old,2.1747827793677224
2021,CH4,Commercial,Educational Services,Old,5.444636482311913
2021,CH4,Commercial,Health Care and Social Assistance,Old,3.4856883069420683
2021,CH4,Commercial,Information and Cultural Industries,Old,0.28004809020451743
2021,CH4,Commercial,Offices,Old,18.94894334262811
2021,CH4,Commercial,Other Services,Old,2.2826655361844628
2021,CH4,Commercial,Retail Trade,Old,6.921764720663002
2021,CH4,Commercial,Transportation and Warehousing,Old,1.2373247525772886
2021,CH4,Commercial,Wholesale Trade,Old,4.331448232077114
2021,CH4,Industry,,,16.40806593332315
2021,CH4,Public,Hospital,Old,1.762172304117609
2021,CH4,Public,Municipality,Old,1.6060380112559582
2021,CH4,Public,Post-Secondary Institution,Old,2.8068061616429505
2021,CH4,Public,School board,Old,3.0475430622915805
2021,CH4,Residential,Apartments,Old,569.0980226973012
2021,CH4,Residential,Single Attached,Old,188.03573914660262
2021,CH4,Residential,Single Detached,Old,371.15454175758396
2021,CO2,Commercial,"Arts, Entertainment and Recreation",Old,94531.45617716388
2021,CO2,Commercial,Accommodation and Food Services,Old,110091.0270402865
2021,CO2,Commercial,Educational Services,Old,280134.29073730274
2021,CO2,Commercial,Health Care and Social Assistance,Old,177748.35537095685
2021,CO2,Commercial,Information and Cultural Industries,Old,13676.073914760507
2021,CO2,Commercial,Offices,Old,986521.5964673106
2021,CO2,Commercial,Other Services,Old,115565.59143378845
2021,CO2,Commercial,Retail Trade,Old,355887.1253836675
2021,CO2,Commercial,Transportation and Warehousing,Old,62462.04327622813
2021,CO2,Commercial,Wholesale Trade,Old,220799.82868776208
2021,CO2,Industry,,,827135.5519981681
2021,CO2,Public,Hospital,Old,96829.47339685635
2021,CO2,Public,Municipality,Old,78865.25418759527
2021,CO2,Public,Post-Secondary Institution,Old,143541.96249134917
2021,CO2,Public,School board,Old,149191.32677101242
2021,CO2,Residential,Apartments,Old,1490814.389202107
2021,CO2,Residential,Single Attached,Old,733882.1964167127
2021,CO2,Residential,Single Detached,Old,1650012.6233072476
2021,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,95183.18257746272
2021,CO2e,Commercial,Accommodation and Food Services,Old,110856.02046280539
2021,CO2e,Commercial,Educational Services,Old,282063.5073158975
2021,CO2e,Commercial,Health Care and Social Assistance,Old,179004.92158095274
2021,CO2e,Commercial,Information and Cultural Industries,Old,13774.137588812035
2021,CO2e,Commercial,Offices,Old,994189.5908422092
2021,CO2e,Commercial,Other Services,Old,116344.17391948016
2021,CO2e,Commercial,Retail Trade,Old,358289.90798606165
2021,CO2e,Commercial,Transportation and Warehousing,Old,62907.461629308586
2021,CO2e,Commercial,Wholesale Trade,Old,222340.67813669852
2021,CO2e,Industry,,,832086.6123786938
2021,CO2e,Public,Hospital,Old,97376.61301530866
2021,CO2e,Public,Municipality,Old,79351.76138497941
2021,CO2e,Public,Post-Secondary Institution,Old,144399.13177617462
2021,CO2e,Public,School board,Old,150114.4685151061
2021,CO2e,Residential,Apartments,Old,1512805.4833278584
2021,CO2e,Residential,Single Attached,Old,742434.1065398927
2021,CO2e,Residential,Single Detached,Old,1667945.7122789274
2021,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.05522952320752
2021,N2O,Commercial,Accommodation and Food Services,Old,2.4138355172892725
2021,N2O,Commercial,Educational Services,Old,6.0901986995505
2021,N2O,Commercial,Health Care and Social Assistance,Old,3.9710293810404984
2021,N2O,Commercial,Information and Cultural Industries,Old,0.30933779918531673
2021,N2O,Commercial,Offices,Old,24.396196525849895
2021,N2O,Commercial,Other Services,Old,2.4518339242680613
2021,N2O,Commercial,Retail Trade,Old,7.575253500872833
2021,N2O,Commercial,Transportation and Warehousing,Old,1.4074984338132916
2021,N2O,Commercial,Wholesale Trade,Old,4.8653994498748565
2021,N2O,Industry,,,15.458023476261037
2021,N2O,Public,Hospital,Old,1.7118590606235844
2021,N2O,Public,Municipality,Old,1.5193973125763736
2021,N2O,Public,Post-Secondary Institution,Old,2.678611930976274
2021,N2O,Public,School board,Old,2.8830313415624214
2021,N2O,Residential,Apartments,Old,33.69139479566603
2021,N2O,Residential,Single Attached,Old,15.446844298998078
2021,N2O,Residential,Single Detached,Old,34.02296508312227
2022,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8654394371561511
2022,CH4,Commercial,Accommodation and Food Services,Old,2.168840290205727
2022,CH4,Commercial,Educational Services,Old,5.428458017636816
2022,CH4,Commercial,Health Care and Social Assistance,Old,3.4837320458455334
2022,CH4,Commercial,Information and Cultural Industries,Old,0.2799020195933206
2022,CH4,Commercial,Offices,Old,18.92613305078688
2022,CH4,Commercial,Other Services,Old,2.281540732055058
2022,CH4,Commercial,Retail Trade,Old,6.905970736665835
2022,CH4,Commercial,Transportation and Warehousing,Old,1.2329988790569362
2022,CH4,Commercial,Wholesale Trade,Old,4.317166207992161
2022,CH4,Industry,,,16.42712616542241
2022,CH4,Public,Hospital,Old,1.7675911992116453
2022,CH4,Public,Municipality,Old,1.6247909374516443
2022,CH4,Public,Post-Secondary Institution,Old,2.8169171715503385
2022,CH4,Public,School board,Old,3.0660553655360223
2022,CH4,Residential,Apartments,Old,609.6779226388766
2022,CH4,Residential,Single Attached,Old,189.0330754153536
2022,CH4,Residential,Single Detached,Old,372.5838803981471
2022,CO2,Commercial,"Arts, Entertainment and Recreation",Old,94263.19036225608
2022,CO2,Commercial,Accommodation and Food Services,Old,109739.10244200635
2022,CO2,Commercial,Educational Services,Old,278996.88431021594
2022,CO2,Commercial,Health Care and Social Assistance,Old,177419.9131761329
2022,CO2,Commercial,Information and Cultural Industries,Old,13681.59973897888
2022,CO2,Commercial,Offices,Old,984748.9292921729
2022,CO2,Commercial,Other Services,Old,115449.18153766451
2022,CO2,Commercial,Retail Trade,Old,354662.58628223126
2022,CO2,Commercial,Transportation and Warehousing,Old,62192.85206935607
2022,CO2,Commercial,Wholesale Trade,Old,219895.06057995665
