"Buildin sector GHG emissions per subsector, per end use, per period (metric ton)"
t_periods,emissions_comm,Sub,Sector,EndUse,Tech_type_1,Energy_cat,Efficiency,Emisions
2016,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,17.35106159800386
2016,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,427.3149209032691
2016,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,6862.554921458364
2016,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,787295.2148770804
2016,CO2,Residential,Building,Water Heating,___,Propane,Standard,606.4059623285161
2016,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128521.75275160202
2016,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,117240.462655218
2016,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6027.370059968143
2016,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,123.36827894411866
2016,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,112.57589148373943
2016,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,13735.465734300555
2016,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,77.05461480361257
2016,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1787019.1815929122
2016,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,59400.74598437446
2016,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,247.0751370548718
2016,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,225.474071310581
2016,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16596.57905901255
2016,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,285966.5710444693
2016,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,6109.290449028039
2016,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,631996.9381008877
2016,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1469.876203691624
2016,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40581.491409017886
2016,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,153238.72242087717
2016,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18627.34510920906
2016,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,7993.715111951125
2016,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24453.907388545354
2016,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,352663.1440611936
2016,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,23.255135070799504
2016,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,21.22144057570182
2016,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,33.88372081631534
2016,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,48277.09988781768
2016,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6764.085634987893
2016,CO2e,Residential,Building,Range,___,Natural Gas,Standard,6885.848059803437
2016,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3528.3695543175513
2016,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,4.946455491736678
2016,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,15.071880276987002
2016,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,66321.6250121599
2016,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2079126.6725521276
2016,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,747728.0214592299
2016,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,17.72615374591278
2016,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,169.69560209963657
2016,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,176.38994282370788
2016,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,427.7045125190094
2016,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,6868.3730116486795
2016,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,791979.0201865057
2016,CO2e,Residential,Building,Water Heating,___,Propane,Standard,619.5151380195728
2016,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.3722761436651907
2016,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.181216088840218
2016,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.11517588406840834
2016,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.0024857995383869656
2016,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.001358034073450602
2016,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.1541196977529212
2016,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.003065059370960083
2016,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,33.2680870331142
2016,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,4.145073528333473
2016,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.004978421251350172
2016,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.0027199560002030086
2016,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.1862230090593987
2016,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.300167533470489
2016,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.42631548982202994
2016,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.423308288926476
2016,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.027087972574451794
2016,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.8070718273781307
2016,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.1113914892738506
2016,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.34337769035559673
2016,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.1869968215045958
2016,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.2743866799004156
2016,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.499203822109739
2016,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0004685775348321481
2016,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.0002560000992190494
2016,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.0003801945041067995
2016,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.9348966356662731
2016,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.12465360396448434
2016,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.12689753254548894
2016,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.5446054606460398
2016,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.0021653973728545097
2016,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,3.529261588465312e-05
2016,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.14442158541802366
2016,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.431883205214504
2016,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,13.889038046927729
2016,N2O,Residential,Building,Space Heating,Furnace,Propane,Standard,0.0012369073302849747
2016,N2O,Residential,Building,Water Heating,___,Biomass,Standard,0.0742872166919073
2016,N2O,Residential,Building,Water Heating,___,Wood Pellet,Standard,0.07721778138436498
2016,N2O,Residential,Building,Water Heating,___,Kerosene,Standard,0.0010015214289828339
2016,N2O,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.014956529836804615
2016,N2O,Residential,Building,Water Heating,___,Natural Gas,Standard,14.62774924712128
2016,N2O,Residential,Building,Water Heating,___,Propane,Standard,0.04322893879985689
2017,CH4,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.525010458436681
2017,CH4,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,1.8294666886738804
2017,CH4,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.12773212727561303
2017,CH4,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.004142004968391059
2017,CH4,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.002131095107654141
2017,CH4,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.13815617488308962
2017,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.0061948341775754255
2017,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,35.62429515955477
2017,CH4,Commercial,Building,Space Heating,Furnace,Propane,Standard,0.7732565256797125
2017,CH4,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.008669332421443195
2017,CH4,Commercial,Building,Water Heating,___,Kerosene,Standard,0.004460422619587427
2017,CH4,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.15944107196233254
2017,CH4,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.693234779940769
2017,CH4,Commercial,Building,Water Heating,___,Propane,Standard,0.09858773391067978
2017,CH4,Industry,Building,Industrial Processes,Self produced,Mix Energy,,12.611512747021772
2017,CH4,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.02866908345212323
2017,CH4,Industry,Building,Space Heating,Self produced,Mix Energy,,0.765518986200885
2017,CH4,Industry,Building,Water Heating,Self produced,Mix Energy,,2.92665002423815
2017,CH4,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.3651373266744075
2017,CH4,Public,Building,Space Cooling,___,Natural Gas,Standard,0.21473189310256813
2017,CH4,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.23094181772887618
2017,CH4,Public,Building,Space Heating,Furnace,Natural Gas,High,5.394980028284292e-06
2017,CH4,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.913689757060945
2017,CH4,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0006782633061427239
2017,CH4,Public,Building,Water Heating,___,Kerosene,Standard,0.00034895919317847314
2017,CH4,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.015295231670692378
2017,CH4,Public,Building,Water Heating,___,Natural Gas,Standard,1.0005133158338304
2017,CH4,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.13174228672404337
2017,CH4,Residential,Building,Range,___,Natural Gas,Standard,0.08933364360286074
2017,CH4,Residential,Building,Space Heating,Furnace,Biomass,Standard,153.38569718940406
2017,CH4,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.36774637287338374
2017,CH4,Residential,Building,Space Heating,Furnace,Kerosene,Standard,0.0002691915650819863
2017,CH4,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.5194911077658905
2017,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,High,40.65676193980756
2017,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,14.712968108577225
2017,CH4,Residential,Building,Space Heating,Furnace,Propane,Standard,0.0005436765854144351
2017,CH4,Residential,Building,Water Heating,___,Biomass,Standard,14.728613861976456
2017,CH4,Residential,Building,Water Heating,___,Wood Pellet,Standard,15.252080745519601
2017,CH4,Residential,Building,Water Heating,___,Kerosene,Standard,0.009149870760508216
2017,CH4,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.06928586231252364
2017,CH4,Residential,Building,Water Heating,___,Natural Gas,Standard,15.660024245157683
2017,CH4,Residential,Building,Water Heating,___,Propane,Standard,0.02253399361285856
2017,CO2,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128111.25807348137
2017,CO2,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,115485.0845195903
2017,CO2,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6096.352566845728
2017,CO2,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,229.3363555626815
2017,CO2,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,209.8309732908762
2017,CO2,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14628.613687431514
2017,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,High,145.12638178928447
2017,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1798770.826237221
2017,CO2,Commercial,Building,Space Heating,Furnace,Propane,Standard,48811.81724928582
2017,CO2,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,480.0074161831541
2017,CO2,Commercial,Building,Water Heating,___,Kerosene,Standard,439.18022062700163
2017,CO2,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16882.356676151623
2017,CO2,Commercial,Building,Water Heating,___,Natural Gas,Standard,286354.4901649231
2017,CO2,Commercial,Building,Water Heating,___,Propane,Standard,6223.350600301998
2017,CO2,Industry,Building,Industrial Processes,Self produced,Mix Energy,,629057.318664704
2017,CO2,Industry,Building,Space Cooling,Self produced,Mix Energy,,1462.8980961515854
2017,CO2,Industry,Building,Space Heating,Self produced,Mix Energy,,40371.71651861748
2017,CO2,Industry,Building,Water Heating,Self produced,Mix Energy,,152426.7980763227
2017,CO2,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18560.091666043714
2017,CO2,Public,Building,Space Cooling,___,Natural Gas,Standard,8236.93447496746
2017,CO2,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24453.185559366433
2017,CO2,Public,Building,Space Heating,Furnace,Natural Gas,High,0.09250788110867339
2017,CO2,Public,Building,Space Heating,Furnace,Natural Gas,Standard,351875.83943081624
2017,CO2,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,37.554381496333754
2017,CO2,Public,Building,Water Heating,___,Kerosene,Standard,34.35907054567801
2017,CO2,Public,Building,Water Heating,___,Light Fuel Oil,Standard,1619.5299451238693
2017,CO2,Public,Building,Water Heating,___,Natural Gas,Standard,48341.05855978499
2017,CO2,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6722.417225270106
2017,CO2,Residential,Building,Range,___,Natural Gas,Standard,4558.430246545976
2017,CO2,Residential,Building,Space Heating,Furnace,Kerosene,Standard,26.505024529395346
2017,CO2,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,55006.1170698267
2017,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,High,2069769.970275539
2017,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,746110.6493027024
2017,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,30.506298061132497
2017,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,900.9106539954369
2017,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,7336.307007331483
2017,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,793609.5649091819
2017,CO2,Residential,Building,Water Heating,___,Propane,Standard,1264.407451237769
2017,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128876.06326565603
2017,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,117976.81814473354
2017,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6135.041591129189
2017,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,230.80923815755094
2017,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,210.63292137469827
2017,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14680.602919067824
2017,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,147.00274614908494
2017,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1809561.1361578058
2017,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,49864.99261502477
2017,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,483.0902007114502
2017,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,440.8587132292169
2017,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16942.355578111532
2017,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,288078.92480240914
2017,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,6357.627091441276
2017,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,632730.2561978484
2017,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1471.5817290772054
2017,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40628.57888721334
2017,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,153416.52823228246
2017,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18670.68880146741
2017,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,8301.975015655626
2017,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24540.090741868393
2017,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,High,0.09414197622029911
2017,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,353969.93999650754
2017,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,37.79556957456639
2017,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,34.490386672910645
2017,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,1625.2856587166355
2017,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,48644.105919936716
2017,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6762.320895738116
2017,CO2e,Residential,Building,Range,___,Natural Gas,Standard,4585.488682866441
2017,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3704.3494782005
2017,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,8.881278433552353
2017,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,26.529189693836166
2017,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,55052.751382631424
2017,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2082084.573751729
2017,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,750567.0879885904
2017,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,31.165777759240203
2017,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,355.7041762952469
2017,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,368.34619124474943
2017,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,901.7320323750776
2017,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,7342.526745312326
2017,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,798352.8592515072
2017,CO2e,Residential,Building,Water Heating,___,Propane,Standard,1291.7411854901666
2017,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.388523397810394
2017,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.232600082822524
2017,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.12082768325729971
2017,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.00465067278702472
2017,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.0025409231092662393
2017,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.16472467101935642
2017,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.005859975980105311
2017,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,33.69865678602096
2017,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,3.479654290938417
2017,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.009733988414248182
2017,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.005318200426859079
2017,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.19010281694193823
2017,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.38549230572945
2017,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.44364479438642457
2017,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.43656297133167
2017,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.027119403265521983
2017,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.8080082882067698
2017,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.115001696143261
2017,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.345400173032015
2017,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.2031247346745384
2017,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.27535370580422924
2017,N2O,Public,Building,Space Heating,Furnace,Natural Gas,High,5.103357486683736e-06
2017,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.539976781184771
2017,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0007615588886028512
2017,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.00041606706099293645
2017,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.018236623247256275
2017,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.9464314782524186
2017,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.12462108203625734
2017,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.08450479800270615
2017,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.6216437490705222
2017,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.0038879349101050118
2017,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,6.212128045000828e-05
2017,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.11988254879739826
2017,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.459098910918954
