GHG emissions per sector per period (metric ton)
t_periods,emissions_comm,main_sector,Emisions
2030,CH4,Waste,13066.230586097085
2030,CO2,Building,3667309.090136499
2030,CO2,Energy,217470.31992642322
2030,CO2,Transportation,3311019.245141955
2030,CO2,Waste,114400.8010464761
2030,CO2e,Building,3719707.7932474855
2030,CO2e,Energy,1108439.7953869426
2030,CO2e,Transportation,3407698.0112085673
2030,CO2e,Waste,364014.3928154306
2030,N2O,Building,114.93112024070554
2030,N2O,Energy,6.7030502089179755
2030,N2O,Transportation,198.18927256846547
2030,N2O,Waste,109.89224210236446
2035,CH4,Building,579.1115915603581
2035,CH4,Energy,4.877131466829597
2035,CH4,Transportation,888.5161732491403
2035,CH4,Waste,10530.492813317907
2035,CO2,Building,1847546.5762652694
2035,CO2,Energy,644.2180516267491
2035,CO2,Transportation,1189066.2228905617
2035,CO2,Waste,117222.97633327979
2035,CO2e,Building,1885167.147953916
2035,CO2e,Energy,751469.1364232952
2035,CO2e,Transportation,1249720.334745839
2035,CO2e,Waste,313444.21399525413
2035,N2O,Building,85.433651898925
2035,N2O,Energy,4.613502738892865
2035,N2O,Transportation,140.8825672178276
2035,N2O,Waste,112.43330206352316
2040,CH4,Building,665.5387478077223
2040,CH4,Energy,9.114772574969306
2040,CH4,Transportation,775.9872592493256
2040,CH4,Waste,8511.924775166555
2040,CO2,Building,550952.4545014327
2040,CO2,Transportation,416447.271164072
2040,CO2,Waste,119887.49472836025
2040,CO2e,Building,570813.4084390694
2040,CO2e,Energy,895143.4867138707
2040,CO2e,Transportation,460286.57399903034
2040,CO2e,Waste,273559.46741952206
2040,N2O,Building,19.74711487810812
2040,N2O,Energy,8.62208216551151
2040,N2O,Transportation,92.42192067617032
2040,N2O,Waste,114.85209233319102
2045,CH4,Building,710.3958888602432
2045,CH4,Energy,12.221153654145493
2045,CH4,Transportation,230.85400542768082
2045,CH4,Waste,6615.759780370485
2045,CO2,Building,856744.1204159464
2045,CO2,Transportation,30527.05171835225
2045,CO2,Waste,114785.62836144355
2045,CO2e,Building,878781.7247834887
2045,CO2e,Energy,831444.3239674957
2045,CO2e,Transportation,61048.91042689124
2045,CO2e,Waste,228512.15333237193
2045,N2O,Building,23.890237253277736
2045,N2O,Energy,11.560550753921403
2045,N2O,Transportation,86.14783931919385
2045,N2O,Waste,117.43075457597531
2050,CH4,Building,743.24139794351
2050,CH4,Energy,12.900742642591084
2050,CH4,Transportation,230.90702967814158
2050,CH4,Waste,5345.492073533272
2050,CO2,Building,668944.4918384849
2050,CO2,Transportation,31030.324000907858
2050,CO2,Waste,117446.20314550251
2050,CO2e,Building,690791.3196336741
2050,CO2e,Energy,842533.3833174412
2050,CO2e,Transportation,62159.79051476501
2050,CO2e,Waste,204336.3457509643
2050,N2O,Building,20.935431001268928
2050,N2O,Energy,12.203405202451021
2050,N2O,Transportation,88.18296467387312
2050,N2O,Waste,119.84039139986474
