group_name,notes
NZ50-BDG-2-RESBDG-TEUI-T2,
NZ50-BDG-2-RESBDG-TEUI-T3,
NZ50-BDG-2-RESBDGAPA-TEDI-T2,
NZ50-BDG-2-RESBDGAPA-TEDI-T3,
NZ50-BDG-2-RESBDGSDE-TEDI-T2,
NZ50-BDG-2-RESBDGSDE-TEDI-T3,
NZ50-BDG-2-RESBDGSAT-TEDI-T2,
NZ50-BDG-2-RESBDGSAT-TEDI-T3,
NZ50-BDG-2-RESBDG-ESR,
