regions,tech,group_name,act_fraction,tech_desc
TO,RESBDGAPA2025SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGAPA2030SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGAPA2035SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGAPA2040SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGAPA2045SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSDE2025SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSDE2030SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSDE2035SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSDE2040SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSDE2045SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSAT2025SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSAT2030SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSAT2035SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSAT2040SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGSAT2045SH,NZ50-BDG-2-RESBDG-TEUI-T2,-360,
TO,RESBDGAPA1960SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA1977SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA1983SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA1995SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA2000SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA2005SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA2010SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA2015SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
TO,RESBDGAPA2020SH,NZ50-BDG-2-RESBDG-TEUI-T2,-972,
