group_name,notes
BAP-BDG-6-PUBBDGHSP-TH,
BAP-BDG-6-PUBBDGMUN-TH,
BAP-BDG-6-PUBBDGPSI-TH,
BAP-BDG-6-PUBBDGSBD-TH,
BAP-BDG-6-PUBBDG-ESR,
