regions,periods,input_comm,tech,TIS,ti_split_notes
TO,2042,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2042,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2042,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2042,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2042,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2042,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2042,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2043,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2043,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2043,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2043,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2043,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2043,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2043,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2043,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2043,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2043,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2043,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2043,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2043,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2043,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2044,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2044,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2044,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2044,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2044,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2044,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2044,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2044,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2044,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2044,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2044,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2044,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2044,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2044,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2045,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2045,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2045,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2045,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2045,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2045,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2045,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2045,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2045,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2045,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2045,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2045,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2045,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2045,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2046,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2046,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2046,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2046,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2046,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2046,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2046,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2046,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2046,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2046,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2046,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2046,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2046,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2046,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2047,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2047,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2047,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2047,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2047,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2047,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2047,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2047,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2047,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2047,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2047,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2047,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2047,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2047,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2048,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2048,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2048,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2048,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2048,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2048,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2048,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2048,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2048,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2048,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2048,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2048,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2048,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2048,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2049,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2049,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2049,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2049,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2049,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2049,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2049,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2049,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2049,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2049,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2049,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2049,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2049,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2049,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2050,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2050,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2050,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2050,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2050,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2050,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2050,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2050,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2050,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2050,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2050,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2050,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2050,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2050,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
