regions,periods,input_comm,tech,TIS,ti_split_notes
TO,2041,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2041,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2041,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2041,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2041,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
TO,2041,ADEMWATWASWWNT,WATWASSTPWW,0.02,WaterWasteSplit Treatment PlantWaste water
TO,2041,ADEMWATWASPUMFW,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2041,WATWASELC,WATWASPUMFW,0.50,WaterWastePumpFresh water
TO,2041,ADEMWATWASFWRCH,WATWASSTPFW,0.25,WaterWasteSplit Treatment PlantFresh water
TO,2041,ADEMWATWASFWFJH,WATWASSTPFW,0.24,WaterWasteSplit Treatment PlantFresh water
TO,2041,ADEMWATWASFWRLC,WATWASSTPFW,0.29,WaterWasteSplit Treatment PlantFresh water
TO,2041,ADEMWATWASFWISD,WATWASSTPFW,0.21,WaterWasteSplit Treatment PlantFresh water
TO,2042,ADEMWATWASFWWW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2042,ADEMWATWASFWFW,WATWASFWSPL,0.50,WaterWasteSplitFresh water
TO,2042,ADEMWATWASPUMWW,WATWASPUMWW,0.97,WaterWastePumpWaste water
TO,2042,WATWASELC,WATWASPUMWW,0.03,WaterWastePumpWaste water
TO,2042,ADEMWATWASWWAB,WATWASSTPWW,0.56,WaterWasteSplit Treatment PlantWaste water
TO,2042,ADEMWATWASWWHC,WATWASSTPWW,0.16,WaterWasteSplit Treatment PlantWaste water
TO,2042,ADEMWATWASWWHB,WATWASSTPWW,0.26,WaterWasteSplit Treatment PlantWaste water
