regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,COMBDGDCOAVGPIP___CW_EX,0.95,CommercialBuildingDistrict CoolingToronto AveragePipe
TO,W,D,COMBDGDCOAVGSUB___CW_EX,0.95,CommercialBuildingDistrict CoolingToronto AverageSubstation
TO,W,D,COMBDGDCOPRDDLAENWELC_EX,0.95,CommercialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,D,COMBDGDCOPRDHEPLARHWP_EX,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,COMBDGDCOSTGHTSMEDCW_EX,0.95,CommercialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,D,COMBDGDHEAVGPIP___HW_EX,0.95,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,W,D,COMBDGDHEAVGSUB___HW_EX,0.95,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,COMBDGDHEPRDBOILARNGA_EX,0.95,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,PUBBDGDCOAVGPIP___CW_EX,0.95,PublicBuildingDistrict CoolingToronto AveragePipe
TO,W,D,PUBBDGDCOAVGSUB___CW_EX,0.95,PublicBuildingDistrict CoolingToronto AverageSubstation
TO,W,D,PUBBDGDCOPRDHEPMEDELC_EX,0.95,PublicBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,PUBBDGDCOPRDHEPMEDHWP_EX,0.95,PublicBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,PUBBDGDHEAVGPIP___HW_EX,0.95,PublicBuildingDistrict HeatingToronto AveragePipe
TO,W,D,PUBBDGDHEAVGSUB___HW_EX,0.95,PublicBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,PUBBDGDHEPRDBOILARNGA_EX,0.95,PublicBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,RESBDGDCOAVGPIP___CW_EX,0.95,ResidentialBuildingDistrict CoolingToronto AveragePipe
TO,W,D,RESBDGDCOAVGSUB___CW_EX,0.95,ResidentialBuildingDistrict CoolingToronto AverageSubstation
TO,W,D,RESBDGDCOPRDDLAENWELC_EX,0.95,ResidentialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,D,RESBDGDCOPRDHEPLARHWP_EX,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,RESBDGDCOSTGHTSMEDCW_EX,0.95,ResidentialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,D,RESBDGDHEAVGPIP___HW_EX,0.95,ResidentialBuildingDistrict HeatingToronto AveragePipe
TO,W,D,RESBDGDHEAVGSUB___HW_EX,0.95,ResidentialBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,RESBDGDHEPRDBOILARNGA_EX,0.95,ResidentialBuildingDistrict HeatingProductionBoilerLarge
TO,W,N,COMBDGDCOAVGPIP___CW_EX,0.95,CommercialBuildingDistrict CoolingToronto AveragePipe
