regions,periods,demand_comm,demand,demand_units,demand_notes
TO,2016,ADEMFRETRAROATRULGT,1142.2591296218386,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2016,ADEMFRETRAROATRUMET,515.9393306059737,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2016,ADEMFRETRAROATRUHET,1772.8766832686044,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2016,ADEMFRETRAAIR______,25.858999179360744,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2016,ADEMFRETRARAI______,4393.141435678751,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2016,ADEMFRETRAMAR______,937.0175,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2017,ADEMFRETRAROATRULGT,1147.8923926658995,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2017,ADEMFRETRAROATRUMET,518.4837811567999,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2017,ADEMFRETRAROATRUHET,1781.6199542313343,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2017,ADEMFRETRAAIR______,25.953535576660535,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2017,ADEMFRETRARAI______,4409.20206359698,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2017,ADEMFRETRAMAR______,940.4430872797877,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2018,ADEMFRETRAROATRULGT,1153.5256557099606,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2018,ADEMFRETRAROATRUMET,521.028231833626,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2018,ADEMFRETRAROATRUHET,1790.3632243947482,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2018,ADEMFRETRAAIR______,26.048071973960326,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2018,ADEMFRETRARAI______,4425.262691515209,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2018,ADEMFRETRAMAR______,943.8686745595753,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2019,ADEMFRETRAROATRULGT,1159.1589187540217,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2019,ADEMFRETRAROATRUMET,523.5726823844522,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2019,ADEMFRETRAROATRUHET,1799.1064953574778,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2019,ADEMFRETRAAIR______,26.142608371260117,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2019,ADEMFRETRARAI______,4441.323319433438,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2019,ADEMFRETRAMAR______,947.294261839363,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2020,ADEMFRETRAROATRULGT,1164.7921817980825,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2020,ADEMFRETRAROATRUMET,526.1171330612782,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2020,ADEMFRETRAROATRUHET,1807.8497655208919,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2020,ADEMFRETRAAIR______,26.237144768559908,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2020,ADEMFRETRARAI______,4457.383947351667,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2020,ADEMFRETRAMAR______,950.7198491191506,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2021,ADEMFRETRAROATRULGT,1170.4254448421436,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2021,ADEMFRETRAROATRUMET,528.6615837381044,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2021,ADEMFRETRAROATRUHET,1816.5930364836213,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2021,ADEMFRETRAAIR______,26.3316811658597,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2021,ADEMFRETRARAI______,4473.444575269896,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2021,ADEMFRETRAMAR______,954.1454363989383,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2022,ADEMFRETRAROATRULGT,1174.4890044032636,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2022,ADEMFRETRAROATRUMET,530.4970256112576,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2022,ADEMFRETRAROATRUHET,1822.9000029680778,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2022,ADEMFRETRAAIR______,26.426217563159494,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2022,ADEMFRETRARAI______,4489.505203188125,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2022,ADEMFRETRAMAR______,957.5710236787259,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2023,ADEMFRETRAROATRULGT,1178.5525639643834,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2023,ADEMFRETRAROATRUMET,532.3324676104108,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2023,ADEMFRETRAROATRUHET,1829.2069694525344,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2023,ADEMFRETRAAIR______,26.520753960459285,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2023,ADEMFRETRARAI______,4505.565831106354,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2023,ADEMFRETRAMAR______,960.9966109585135,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2024,ADEMFRETRAROATRULGT,1182.616123525503,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2024,ADEMFRETRAROATRUMET,534.1679094835641,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2024,ADEMFRETRAROATRUHET,1835.5139367363067,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2024,ADEMFRETRAAIR______,26.615290357759076,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2024,ADEMFRETRARAI______,4521.626459024583,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2024,ADEMFRETRAMAR______,964.4221982383011,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2025,ADEMFRETRAROATRULGT,1186.6796830866233,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2025,ADEMFRETRAROATRUMET,536.0033513567173,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
TO,2025,ADEMFRETRAROATRUHET,1841.8209032207633,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckHeavy Trucks
TO,2025,ADEMFRETRAAIR______,26.709826755058867,M tkm,Aggregated DemandFreight TransportationTransportationAir
TO,2025,ADEMFRETRARAI______,4537.687086942812,M tkm,Aggregated DemandFreight TransportationTransportationRail
TO,2025,ADEMFRETRAMAR______,967.8477855180888,M tkm,Aggregated DemandFreight TransportationTransportationMarine
TO,2026,ADEMFRETRAROATRULGT,1190.743242647743,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckPassenger Light Trucks
TO,2026,ADEMFRETRAROATRUMET,537.8387933558705,M tkm,Aggregated DemandFreight TransportationTransportationRoadTruckMedium Trucks
