regions,periods,tech,maxact,maxact_unites,max_act_notes
TO,2042,COMBDGAEROldSHFUR___STDKER_16,0,,
TO,2042,COMBDGAEROldSHFUR___STDKER_23,0,,
TO,2042,COMBDGAEROldSHFUR___STDLFO_16,0,,
TO,2042,COMBDGAEROldSHFUR___STDLFO_23,0,,
TO,2042,COMBDGAEROldSHFUR___STDNGA_16,0,,
TO,2042,COMBDGAEROldSHFUR___STDNGA_23,0,,
TO,2042,COMBDGAEROldSHFUR___STDPRO_16,0,,
TO,2042,COMBDGAEROldSHFUR___STDPRO_23,0,,
TO,2042,COMBDGAEROldSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGAEROldSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGAEROldSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGAEROldSHHEP___STDNGA_23,0,,
TO,2042,COMBDGAEROldSHPLT___STDELC_16,0,,
TO,2042,COMBDGAEROldSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGAEROldSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGAEROldSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGAEROldWH______STDELC_16,0,,
TO,2042,COMBDGAEROldWH______STDHFO_16,0,,
TO,2042,COMBDGAEROldWH______STDKER_16,0,,
TO,2042,COMBDGAEROldWH______STDLFO_16,0,,
TO,2042,COMBDGAEROldWH______STDNGA_16,0,,
TO,2042,COMBDGAEROldWH______STDPRO_16,0,,
TO,2042,COMBDGAEROldWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGAEROldWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGAEROldWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGAEROldWHSYS___STDBMA_23,0,,
TO,2042,COMBDGAEROldWHSYS___STDBWP_23,0,,
TO,2042,COMBDGAEROldWHSYS___STDHFO_23,0,,
TO,2042,COMBDGAEROldWHSYS___STDKER_23,0,,
TO,2042,COMBDGAEROldWHSYS___STDLFO_23,0,,
TO,2042,COMBDGAEROldWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGAEROldWHWTK___HIGELC_23,0,,
TO,2042,COMBDGAEROldWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGAEROldWHWTK___STDELC_23,0,,
TO,2042,COMBDGAEROldWHWTK___STDNGA_23,0,,
TO,2042,COMBDGAFSNewSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGAFSNewSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGAFSNewSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGAFSNewSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDELC_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDELC_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDHFO_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDHFO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDKER_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDKER_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDLFO_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDLFO_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDNGA_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDNGA_23,0,,
TO,2042,COMBDGAFSNewSHFUR___STDPRO_16,0,,
TO,2042,COMBDGAFSNewSHFUR___STDPRO_23,0,,
TO,2042,COMBDGAFSNewSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGAFSNewSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGAFSNewSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGAFSNewSHHEP___STDNGA_23,0,,
TO,2042,COMBDGAFSNewSHPLT___STDELC_16,0,,
TO,2042,COMBDGAFSNewSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGAFSNewSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGAFSNewSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGAFSNewWH______STDELC_16,0,,
TO,2042,COMBDGAFSNewWH______STDHFO_16,0,,
TO,2042,COMBDGAFSNewWH______STDKER_16,0,,
TO,2042,COMBDGAFSNewWH______STDLFO_16,0,,
TO,2042,COMBDGAFSNewWH______STDNGA_16,0,,
TO,2042,COMBDGAFSNewWH______STDPRO_16,0,,
TO,2042,COMBDGAFSNewWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGAFSNewWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGAFSNewWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGAFSNewWHSYS___STDBMA_23,0,,
TO,2042,COMBDGAFSNewWHSYS___STDBWP_23,0,,
TO,2042,COMBDGAFSNewWHSYS___STDHFO_23,0,,
TO,2042,COMBDGAFSNewWHSYS___STDKER_23,0,,
TO,2042,COMBDGAFSNewWHSYS___STDLFO_23,0,,
TO,2042,COMBDGAFSNewWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGAFSNewWHWTK___HIGELC_23,0,,
TO,2042,COMBDGAFSNewWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGAFSNewWHWTK___STDELC_23,0,,
TO,2042,COMBDGAFSNewWHWTK___STDNGA_23,0,,
TO,2042,COMBDGAFSOldSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGAFSOldSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGAFSOldSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGAFSOldSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDELC_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDELC_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDHFO_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDHFO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDKER_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDKER_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDLFO_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDLFO_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDNGA_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDNGA_23,0,,
TO,2042,COMBDGAFSOldSHFUR___STDPRO_16,0,,
TO,2042,COMBDGAFSOldSHFUR___STDPRO_23,0,,
TO,2042,COMBDGAFSOldSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGAFSOldSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGAFSOldSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGAFSOldSHHEP___STDNGA_23,0,,
TO,2042,COMBDGAFSOldSHPLT___STDELC_16,0,,
TO,2042,COMBDGAFSOldSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGAFSOldSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGAFSOldSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGAFSOldWH______STDELC_16,0,,
TO,2042,COMBDGAFSOldWH______STDHFO_16,0,,
TO,2042,COMBDGAFSOldWH______STDKER_16,0,,
TO,2042,COMBDGAFSOldWH______STDLFO_16,0,,
TO,2042,COMBDGAFSOldWH______STDNGA_16,0,,
TO,2042,COMBDGAFSOldWH______STDPRO_16,0,,
TO,2042,COMBDGAFSOldWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGAFSOldWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGAFSOldWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGAFSOldWHSYS___STDBMA_23,0,,
TO,2042,COMBDGAFSOldWHSYS___STDBWP_23,0,,
TO,2042,COMBDGAFSOldWHSYS___STDHFO_23,0,,
TO,2042,COMBDGAFSOldWHSYS___STDKER_23,0,,
TO,2042,COMBDGAFSOldWHSYS___STDLFO_23,0,,
TO,2042,COMBDGAFSOldWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGAFSOldWHWTK___HIGELC_23,0,,
TO,2042,COMBDGAFSOldWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGAFSOldWHWTK___STDELC_23,0,,
TO,2042,COMBDGAFSOldWHWTK___STDNGA_23,0,,
TO,2042,COMBDGEDSNewSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGEDSNewSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGEDSNewSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGEDSNewSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDELC_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDELC_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDHFO_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDHFO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDKER_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDKER_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDLFO_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDLFO_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDNGA_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDNGA_23,0,,
TO,2042,COMBDGEDSNewSHFUR___STDPRO_16,0,,
TO,2042,COMBDGEDSNewSHFUR___STDPRO_23,0,,
TO,2042,COMBDGEDSNewSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGEDSNewSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGEDSNewSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGEDSNewSHHEP___STDNGA_23,0,,
TO,2042,COMBDGEDSNewSHPLT___STDELC_16,0,,
TO,2042,COMBDGEDSNewSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGEDSNewSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGEDSNewSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGEDSNewWH______STDELC_16,0,,
TO,2042,COMBDGEDSNewWH______STDHFO_16,0,,
TO,2042,COMBDGEDSNewWH______STDKER_16,0,,
TO,2042,COMBDGEDSNewWH______STDLFO_16,0,,
TO,2042,COMBDGEDSNewWH______STDNGA_16,0,,
TO,2042,COMBDGEDSNewWH______STDPRO_16,0,,
TO,2042,COMBDGEDSNewWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGEDSNewWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGEDSNewWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGEDSNewWHSYS___STDBMA_23,0,,
TO,2042,COMBDGEDSNewWHSYS___STDBWP_23,0,,
TO,2042,COMBDGEDSNewWHSYS___STDHFO_23,0,,
TO,2042,COMBDGEDSNewWHSYS___STDKER_23,0,,
TO,2042,COMBDGEDSNewWHSYS___STDLFO_23,0,,
TO,2042,COMBDGEDSNewWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGEDSNewWHWTK___HIGELC_23,0,,
TO,2042,COMBDGEDSNewWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGEDSNewWHWTK___STDELC_23,0,,
TO,2042,COMBDGEDSNewWHWTK___STDNGA_23,0,,
TO,2042,COMBDGEDSOldSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGEDSOldSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGEDSOldSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGEDSOldSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDELC_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDELC_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDHFO_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDHFO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDKER_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDKER_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDLFO_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDLFO_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDNGA_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDNGA_23,0,,
TO,2042,COMBDGEDSOldSHFUR___STDPRO_16,0,,
TO,2042,COMBDGEDSOldSHFUR___STDPRO_23,0,,
TO,2042,COMBDGEDSOldSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGEDSOldSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGEDSOldSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGEDSOldSHHEP___STDNGA_23,0,,
TO,2042,COMBDGEDSOldSHPLT___STDELC_16,0,,
TO,2042,COMBDGEDSOldSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGEDSOldSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGEDSOldSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGEDSOldWH______STDELC_16,0,,
TO,2042,COMBDGEDSOldWH______STDHFO_16,0,,
TO,2042,COMBDGEDSOldWH______STDKER_16,0,,
TO,2042,COMBDGEDSOldWH______STDLFO_16,0,,
TO,2042,COMBDGEDSOldWH______STDNGA_16,0,,
TO,2042,COMBDGEDSOldWH______STDPRO_16,0,,
TO,2042,COMBDGEDSOldWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGEDSOldWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGEDSOldWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGEDSOldWHSYS___STDBMA_23,0,,
TO,2042,COMBDGEDSOldWHSYS___STDBWP_23,0,,
TO,2042,COMBDGEDSOldWHSYS___STDHFO_23,0,,
TO,2042,COMBDGEDSOldWHSYS___STDKER_23,0,,
TO,2042,COMBDGEDSOldWHSYS___STDLFO_23,0,,
TO,2042,COMBDGEDSOldWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGEDSOldWHWTK___HIGELC_23,0,,
TO,2042,COMBDGEDSOldWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGEDSOldWHWTK___STDELC_23,0,,
TO,2042,COMBDGEDSOldWHWTK___STDNGA_23,0,,
TO,2042,COMBDGHLCNewSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGHLCNewSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGHLCNewSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGHLCNewSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDELC_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDELC_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDHFO_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDHFO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDKER_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDKER_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDLFO_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDLFO_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDNGA_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDNGA_23,0,,
TO,2042,COMBDGHLCNewSHFUR___STDPRO_16,0,,
TO,2042,COMBDGHLCNewSHFUR___STDPRO_23,0,,
TO,2042,COMBDGHLCNewSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGHLCNewSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGHLCNewSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGHLCNewSHHEP___STDNGA_23,0,,
TO,2042,COMBDGHLCNewSHPLT___STDELC_16,0,,
TO,2042,COMBDGHLCNewSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGHLCNewSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGHLCNewSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGHLCNewWH______STDELC_16,0,,
TO,2042,COMBDGHLCNewWH______STDHFO_16,0,,
TO,2042,COMBDGHLCNewWH______STDKER_16,0,,
TO,2042,COMBDGHLCNewWH______STDLFO_16,0,,
TO,2042,COMBDGHLCNewWH______STDNGA_16,0,,
TO,2042,COMBDGHLCNewWH______STDPRO_16,0,,
TO,2042,COMBDGHLCNewWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGHLCNewWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGHLCNewWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGHLCNewWHSYS___STDBMA_23,0,,
TO,2042,COMBDGHLCNewWHSYS___STDBWP_23,0,,
TO,2042,COMBDGHLCNewWHSYS___STDHFO_23,0,,
TO,2042,COMBDGHLCNewWHSYS___STDKER_23,0,,
TO,2042,COMBDGHLCNewWHSYS___STDLFO_23,0,,
TO,2042,COMBDGHLCNewWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGHLCNewWHWTK___HIGELC_23,0,,
TO,2042,COMBDGHLCNewWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGHLCNewWHWTK___STDELC_23,0,,
TO,2042,COMBDGHLCNewWHWTK___STDNGA_23,0,,
TO,2042,COMBDGHLCOldSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGHLCOldSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGHLCOldSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGHLCOldSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDELC_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDELC_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDHFO_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDHFO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDKER_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDKER_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDLFO_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDLFO_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDNGA_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDNGA_23,0,,
TO,2042,COMBDGHLCOldSHFUR___STDPRO_16,0,,
TO,2042,COMBDGHLCOldSHFUR___STDPRO_23,0,,
TO,2042,COMBDGHLCOldSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGHLCOldSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGHLCOldSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGHLCOldSHHEP___STDNGA_23,0,,
TO,2042,COMBDGHLCOldSHPLT___STDELC_16,0,,
TO,2042,COMBDGHLCOldSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGHLCOldSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGHLCOldSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGHLCOldWH______STDELC_16,0,,
TO,2042,COMBDGHLCOldWH______STDHFO_16,0,,
TO,2042,COMBDGHLCOldWH______STDKER_16,0,,
TO,2042,COMBDGHLCOldWH______STDLFO_16,0,,
TO,2042,COMBDGHLCOldWH______STDNGA_16,0,,
TO,2042,COMBDGHLCOldWH______STDPRO_16,0,,
TO,2042,COMBDGHLCOldWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGHLCOldWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGHLCOldWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGHLCOldWHSYS___STDBMA_23,0,,
TO,2042,COMBDGHLCOldWHSYS___STDBWP_23,0,,
TO,2042,COMBDGHLCOldWHSYS___STDHFO_23,0,,
TO,2042,COMBDGHLCOldWHSYS___STDKER_23,0,,
TO,2042,COMBDGHLCOldWHSYS___STDLFO_23,0,,
TO,2042,COMBDGHLCOldWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGHLCOldWHWTK___HIGELC_23,0,,
TO,2042,COMBDGHLCOldWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGHLCOldWHWTK___STDELC_23,0,,
TO,2042,COMBDGHLCOldWHWTK___STDNGA_23,0,,
TO,2042,COMBDGICINewSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGICINewSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGICINewSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGICINewSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGICINewSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGICINewSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGICINewSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGICINewSHFUR___STDELC_16,0,,
TO,2042,COMBDGICINewSHFUR___STDELC_23,0,,
TO,2042,COMBDGICINewSHFUR___STDHFO_16,0,,
TO,2042,COMBDGICINewSHFUR___STDHFO_23,0,,
TO,2042,COMBDGICINewSHFUR___STDKER_16,0,,
TO,2042,COMBDGICINewSHFUR___STDKER_23,0,,
TO,2042,COMBDGICINewSHFUR___STDLFO_16,0,,
TO,2042,COMBDGICINewSHFUR___STDLFO_23,0,,
TO,2042,COMBDGICINewSHFUR___STDNGA_16,0,,
TO,2042,COMBDGICINewSHFUR___STDNGA_23,0,,
TO,2042,COMBDGICINewSHFUR___STDPRO_16,0,,
TO,2042,COMBDGICINewSHFUR___STDPRO_23,0,,
TO,2042,COMBDGICINewSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGICINewSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGICINewSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGICINewSHHEP___STDNGA_23,0,,
TO,2042,COMBDGICINewSHPLT___STDELC_16,0,,
TO,2042,COMBDGICINewSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGICINewSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGICINewSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGICINewWH______STDELC_16,0,,
TO,2042,COMBDGICINewWH______STDHFO_16,0,,
TO,2042,COMBDGICINewWH______STDKER_16,0,,
TO,2042,COMBDGICINewWH______STDLFO_16,0,,
TO,2042,COMBDGICINewWH______STDNGA_16,0,,
TO,2042,COMBDGICINewWH______STDPRO_16,0,,
TO,2042,COMBDGICINewWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGICINewWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGICINewWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGICINewWHSYS___STDBMA_23,0,,
TO,2042,COMBDGICINewWHSYS___STDBWP_23,0,,
TO,2042,COMBDGICINewWHSYS___STDHFO_23,0,,
TO,2042,COMBDGICINewWHSYS___STDKER_23,0,,
TO,2042,COMBDGICINewWHSYS___STDLFO_23,0,,
TO,2042,COMBDGICINewWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGICINewWHWTK___HIGELC_23,0,,
TO,2042,COMBDGICINewWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGICINewWHWTK___STDELC_23,0,,
TO,2042,COMBDGICINewWHWTK___STDNGA_23,0,,
TO,2042,COMBDGICIOldSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGICIOldSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGICIOldSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGICIOldSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGICIOldSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGICIOldSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGICIOldSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDELC_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDELC_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDHFO_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDHFO_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDKER_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDKER_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDLFO_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDLFO_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDNGA_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDNGA_23,0,,
TO,2042,COMBDGICIOldSHFUR___STDPRO_16,0,,
TO,2042,COMBDGICIOldSHFUR___STDPRO_23,0,,
TO,2042,COMBDGICIOldSHFURLARSTDHH2_23,0,,
TO,2042,COMBDGICIOldSHFURMEDSTDHH2_23,0,,
TO,2042,COMBDGICIOldSHFURSMASTDHH2_23,0,,
TO,2042,COMBDGICIOldSHHEP___STDNGA_23,0,,
TO,2042,COMBDGICIOldSHPLT___STDELC_16,0,,
TO,2042,COMBDGICIOldSHPLT1000WSTDELC_23,0,,
TO,2042,COMBDGICIOldSHPLT1500WSTDELC_23,0,,
TO,2042,COMBDGICIOldSHPLT500WSTDELC_23,0,,
TO,2042,COMBDGICIOldWH______STDELC_16,0,,
TO,2042,COMBDGICIOldWH______STDHFO_16,0,,
TO,2042,COMBDGICIOldWH______STDKER_16,0,,
TO,2042,COMBDGICIOldWH______STDLFO_16,0,,
TO,2042,COMBDGICIOldWH______STDNGA_16,0,,
TO,2042,COMBDGICIOldWH______STDPRO_16,0,,
TO,2042,COMBDGICIOldWHSTHBCKSTDELC_23,0,,
TO,2042,COMBDGICIOldWHSTHBCKSTDNGA_23,0,,
TO,2042,COMBDGICIOldWHSYS___ESRPRO_23,0,,
TO,2042,COMBDGICIOldWHSYS___STDBMA_23,0,,
TO,2042,COMBDGICIOldWHSYS___STDBWP_23,0,,
TO,2042,COMBDGICIOldWHSYS___STDHFO_23,0,,
TO,2042,COMBDGICIOldWHSYS___STDKER_23,0,,
TO,2042,COMBDGICIOldWHSYS___STDLFO_23,0,,
TO,2042,COMBDGICIOldWHWTK___ESRNGA_23,0,,
TO,2042,COMBDGICIOldWHWTK___HIGELC_23,0,,
TO,2042,COMBDGICIOldWHWTK___HIGNGA_23,0,,
TO,2042,COMBDGICIOldWHWTK___STDELC_23,0,,
TO,2042,COMBDGICIOldWHWTK___STDNGA_23,0,,
TO,2042,COMBDGOFFNewSHFUR___ESRNGA_23,0,,
TO,2042,COMBDGOFFNewSHFUR___ESRPRO_23,0,,
TO,2042,COMBDGOFFNewSHFUR___HIGHFO_23,0,,
TO,2042,COMBDGOFFNewSHFUR___HIGLFO_23,0,,
TO,2042,COMBDGOFFNewSHFUR___HIGNGA_16,0,,
TO,2042,COMBDGOFFNewSHFUR___HIGNGA_23,0,,
TO,2042,COMBDGOFFNewSHFUR___HIGPRO_23,0,,
TO,2042,COMBDGOFFNewSHFUR___STDELC_16,0,,
TO,2042,COMBDGOFFNewSHFUR___STDELC_23,0,,
TO,2042,COMBDGOFFNewSHFUR___STDHFO_16,0,,
TO,2042,COMBDGOFFNewSHFUR___STDHFO_23,0,,
TO,2042,COMBDGOFFNewSHFUR___STDKER_16,0,,
TO,2042,COMBDGOFFNewSHFUR___STDKER_23,0,,
