regions,periods,tech,maxact,maxact_unites,max_act_notes
TO,2046,COMBDGRTTOldWH______STDKER_16,0,,
TO,2046,COMBDGRTTOldWH______STDLFO_16,0,,
TO,2046,COMBDGRTTOldWH______STDNGA_16,0,,
TO,2046,COMBDGRTTOldWH______STDPRO_16,0,,
TO,2046,COMBDGRTTOldWHSTHBCKSTDELC_23,0,,
TO,2046,COMBDGRTTOldWHSTHBCKSTDNGA_23,0,,
TO,2046,COMBDGRTTOldWHSYS___ESRPRO_23,0,,
TO,2046,COMBDGRTTOldWHSYS___STDBMA_23,0,,
TO,2046,COMBDGRTTOldWHSYS___STDBWP_23,0,,
TO,2046,COMBDGRTTOldWHSYS___STDHFO_23,0,,
TO,2046,COMBDGRTTOldWHSYS___STDKER_23,0,,
TO,2046,COMBDGRTTOldWHSYS___STDLFO_23,0,,
TO,2046,COMBDGRTTOldWHWTK___ESRNGA_23,0,,
TO,2046,COMBDGRTTOldWHWTK___HIGELC_23,0,,
TO,2046,COMBDGRTTOldWHWTK___HIGNGA_23,0,,
TO,2046,COMBDGRTTOldWHWTK___STDELC_23,0,,
TO,2046,COMBDGRTTOldWHWTK___STDNGA_23,0,,
TO,2046,COMBDGTAWNewSHFUR___ESRNGA_23,0,,
TO,2046,COMBDGTAWNewSHFUR___ESRPRO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___HIGHFO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___HIGLFO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___HIGNGA_16,0,,
TO,2046,COMBDGTAWNewSHFUR___HIGNGA_23,0,,
TO,2046,COMBDGTAWNewSHFUR___HIGPRO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDELC_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDELC_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDHFO_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDHFO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDKER_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDKER_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDLFO_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDLFO_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDNGA_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDNGA_23,0,,
TO,2046,COMBDGTAWNewSHFUR___STDPRO_16,0,,
TO,2046,COMBDGTAWNewSHFUR___STDPRO_23,0,,
TO,2046,COMBDGTAWNewSHFURLARSTDHH2_23,0,,
TO,2046,COMBDGTAWNewSHFURMEDSTDHH2_23,0,,
TO,2046,COMBDGTAWNewSHFURSMASTDHH2_23,0,,
TO,2046,COMBDGTAWNewSHHEP___STDNGA_23,0,,
TO,2046,COMBDGTAWNewSHPLT___STDELC_16,0,,
TO,2046,COMBDGTAWNewSHPLT1000WSTDELC_23,0,,
TO,2046,COMBDGTAWNewSHPLT1500WSTDELC_23,0,,
TO,2046,COMBDGTAWNewSHPLT500WSTDELC_23,0,,
TO,2046,COMBDGTAWNewWH______STDELC_16,0,,
TO,2046,COMBDGTAWNewWH______STDHFO_16,0,,
TO,2046,COMBDGTAWNewWH______STDKER_16,0,,
TO,2046,COMBDGTAWNewWH______STDLFO_16,0,,
TO,2046,COMBDGTAWNewWH______STDNGA_16,0,,
TO,2046,COMBDGTAWNewWH______STDPRO_16,0,,
TO,2046,COMBDGTAWNewWHSTHBCKSTDELC_23,0,,
TO,2046,COMBDGTAWNewWHSTHBCKSTDNGA_23,0,,
TO,2046,COMBDGTAWNewWHSYS___ESRPRO_23,0,,
TO,2046,COMBDGTAWNewWHSYS___STDBMA_23,0,,
TO,2046,COMBDGTAWNewWHSYS___STDBWP_23,0,,
TO,2046,COMBDGTAWNewWHSYS___STDHFO_23,0,,
TO,2046,COMBDGTAWNewWHSYS___STDKER_23,0,,
TO,2046,COMBDGTAWNewWHSYS___STDLFO_23,0,,
TO,2046,COMBDGTAWNewWHWTK___ESRNGA_23,0,,
TO,2046,COMBDGTAWNewWHWTK___HIGELC_23,0,,
TO,2046,COMBDGTAWNewWHWTK___HIGNGA_23,0,,
TO,2046,COMBDGTAWNewWHWTK___STDELC_23,0,,
TO,2046,COMBDGTAWNewWHWTK___STDNGA_23,0,,
TO,2046,COMBDGTAWOldSHFUR___ESRNGA_23,0,,
TO,2046,COMBDGTAWOldSHFUR___ESRPRO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___HIGHFO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___HIGLFO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___HIGNGA_16,0,,
TO,2046,COMBDGTAWOldSHFUR___HIGNGA_23,0,,
TO,2046,COMBDGTAWOldSHFUR___HIGPRO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDELC_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDELC_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDHFO_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDHFO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDKER_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDKER_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDLFO_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDLFO_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDNGA_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDNGA_23,0,,
TO,2046,COMBDGTAWOldSHFUR___STDPRO_16,0,,
TO,2046,COMBDGTAWOldSHFUR___STDPRO_23,0,,
TO,2046,COMBDGTAWOldSHFURLARSTDHH2_23,0,,
TO,2046,COMBDGTAWOldSHFURMEDSTDHH2_23,0,,
TO,2046,COMBDGTAWOldSHFURSMASTDHH2_23,0,,
TO,2046,COMBDGTAWOldSHHEP___STDNGA_23,0,,
TO,2046,COMBDGTAWOldSHPLT___STDELC_16,0,,
TO,2046,COMBDGTAWOldSHPLT1000WSTDELC_23,0,,
TO,2046,COMBDGTAWOldSHPLT1500WSTDELC_23,0,,
TO,2046,COMBDGTAWOldSHPLT500WSTDELC_23,0,,
TO,2046,COMBDGTAWOldWH______STDELC_16,0,,
TO,2046,COMBDGTAWOldWH______STDHFO_16,0,,
TO,2046,COMBDGTAWOldWH______STDKER_16,0,,
TO,2046,COMBDGTAWOldWH______STDLFO_16,0,,
TO,2046,COMBDGTAWOldWH______STDNGA_16,0,,
TO,2046,COMBDGTAWOldWH______STDPRO_16,0,,
TO,2046,COMBDGTAWOldWHSTHBCKSTDELC_23,0,,
TO,2046,COMBDGTAWOldWHSTHBCKSTDNGA_23,0,,
TO,2046,COMBDGTAWOldWHSYS___ESRPRO_23,0,,
TO,2046,COMBDGTAWOldWHSYS___STDBMA_23,0,,
TO,2046,COMBDGTAWOldWHSYS___STDBWP_23,0,,
TO,2046,COMBDGTAWOldWHSYS___STDHFO_23,0,,
TO,2046,COMBDGTAWOldWHSYS___STDKER_23,0,,
TO,2046,COMBDGTAWOldWHSYS___STDLFO_23,0,,
TO,2046,COMBDGTAWOldWHWTK___ESRNGA_23,0,,
TO,2046,COMBDGTAWOldWHWTK___HIGELC_23,0,,
TO,2046,COMBDGTAWOldWHWTK___HIGNGA_23,0,,
TO,2046,COMBDGTAWOldWHWTK___STDELC_23,0,,
TO,2046,COMBDGTAWOldWHWTK___STDNGA_23,0,,
TO,2046,COMBDGWSTNewSHFUR___ESRNGA_23,0,,
TO,2046,COMBDGWSTNewSHFUR___ESRPRO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___HIGHFO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___HIGLFO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___HIGNGA_16,0,,
TO,2046,COMBDGWSTNewSHFUR___HIGNGA_23,0,,
TO,2046,COMBDGWSTNewSHFUR___HIGPRO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDELC_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDELC_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDHFO_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDHFO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDKER_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDKER_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDLFO_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDLFO_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDNGA_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDNGA_23,0,,
TO,2046,COMBDGWSTNewSHFUR___STDPRO_16,0,,
TO,2046,COMBDGWSTNewSHFUR___STDPRO_23,0,,
TO,2046,COMBDGWSTNewSHFURLARSTDHH2_23,0,,
TO,2046,COMBDGWSTNewSHFURMEDSTDHH2_23,0,,
TO,2046,COMBDGWSTNewSHFURSMASTDHH2_23,0,,
TO,2046,COMBDGWSTNewSHHEP___STDNGA_23,0,,
TO,2046,COMBDGWSTNewSHPLT___STDELC_16,0,,
TO,2046,COMBDGWSTNewSHPLT1000WSTDELC_23,0,,
TO,2046,COMBDGWSTNewSHPLT1500WSTDELC_23,0,,
TO,2046,COMBDGWSTNewSHPLT500WSTDELC_23,0,,
TO,2046,COMBDGWSTNewWH______STDELC_16,0,,
TO,2046,COMBDGWSTNewWH______STDHFO_16,0,,
TO,2046,COMBDGWSTNewWH______STDKER_16,0,,
TO,2046,COMBDGWSTNewWH______STDLFO_16,0,,
TO,2046,COMBDGWSTNewWH______STDNGA_16,0,,
TO,2046,COMBDGWSTNewWH______STDPRO_16,0,,
TO,2046,COMBDGWSTNewWHSTHBCKSTDELC_23,0,,
TO,2046,COMBDGWSTNewWHSTHBCKSTDNGA_23,0,,
TO,2046,COMBDGWSTNewWHSYS___ESRPRO_23,0,,
TO,2046,COMBDGWSTNewWHSYS___STDBMA_23,0,,
TO,2046,COMBDGWSTNewWHSYS___STDBWP_23,0,,
TO,2046,COMBDGWSTNewWHSYS___STDHFO_23,0,,
TO,2046,COMBDGWSTNewWHSYS___STDKER_23,0,,
TO,2046,COMBDGWSTNewWHSYS___STDLFO_23,0,,
TO,2046,COMBDGWSTNewWHWTK___ESRNGA_23,0,,
TO,2046,COMBDGWSTNewWHWTK___HIGELC_23,0,,
TO,2046,COMBDGWSTNewWHWTK___HIGNGA_23,0,,
TO,2046,COMBDGWSTNewWHWTK___STDELC_23,0,,
TO,2046,COMBDGWSTNewWHWTK___STDNGA_23,0,,
TO,2046,COMBDGWSTOldSHFUR___ESRNGA_23,0,,
TO,2046,COMBDGWSTOldSHFUR___ESRPRO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___HIGHFO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___HIGLFO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___HIGNGA_16,0,,
TO,2046,COMBDGWSTOldSHFUR___HIGNGA_23,0,,
TO,2046,COMBDGWSTOldSHFUR___HIGPRO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDELC_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDELC_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDHFO_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDHFO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDKER_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDKER_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDLFO_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDLFO_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDNGA_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDNGA_23,0,,
TO,2046,COMBDGWSTOldSHFUR___STDPRO_16,0,,
TO,2046,COMBDGWSTOldSHFUR___STDPRO_23,0,,
TO,2046,COMBDGWSTOldSHFURLARSTDHH2_23,0,,
TO,2046,COMBDGWSTOldSHFURMEDSTDHH2_23,0,,
TO,2046,COMBDGWSTOldSHFURSMASTDHH2_23,0,,
TO,2046,COMBDGWSTOldSHHEP___STDNGA_23,0,,
TO,2046,COMBDGWSTOldSHPLT___STDELC_16,0,,
TO,2046,COMBDGWSTOldSHPLT1000WSTDELC_23,0,,
TO,2046,COMBDGWSTOldSHPLT1500WSTDELC_23,0,,
TO,2046,COMBDGWSTOldSHPLT500WSTDELC_23,0,,
TO,2046,COMBDGWSTOldWH______STDELC_16,0,,
TO,2046,COMBDGWSTOldWH______STDHFO_16,0,,
TO,2046,COMBDGWSTOldWH______STDKER_16,0,,
TO,2046,COMBDGWSTOldWH______STDLFO_16,0,,
TO,2046,COMBDGWSTOldWH______STDNGA_16,0,,
TO,2046,COMBDGWSTOldWH______STDPRO_16,0,,
TO,2046,COMBDGWSTOldWHSTHBCKSTDELC_23,0,,
TO,2046,COMBDGWSTOldWHSTHBCKSTDNGA_23,0,,
TO,2046,COMBDGWSTOldWHSYS___ESRPRO_23,0,,
TO,2046,COMBDGWSTOldWHSYS___STDBMA_23,0,,
TO,2046,COMBDGWSTOldWHSYS___STDBWP_23,0,,
TO,2046,COMBDGWSTOldWHSYS___STDHFO_23,0,,
TO,2046,COMBDGWSTOldWHSYS___STDKER_23,0,,
TO,2046,COMBDGWSTOldWHSYS___STDLFO_23,0,,
TO,2046,COMBDGWSTOldWHWTK___ESRNGA_23,0,,
TO,2046,COMBDGWSTOldWHWTK___HIGELC_23,0,,
TO,2046,COMBDGWSTOldWHWTK___HIGNGA_23,0,,
TO,2046,COMBDGWSTOldWHWTK___STDELC_23,0,,
TO,2046,COMBDGWSTOldWHWTK___STDNGA_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___ESRNGA_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___ESRPRO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___HIGHFO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___HIGLFO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___HIGNGA_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___HIGNGA_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___HIGPRO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDELC_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDELC_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDHFO_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDHFO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDKER_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDKER_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDLFO_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDLFO_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDNGA_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDNGA_23,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDPRO_16,0,,
TO,2046,PUBBDGHSPNewSHFUR___STDPRO_23,0,,
TO,2046,PUBBDGHSPNewSHFURLARSTDHH2_23,0,,
TO,2046,PUBBDGHSPNewSHFURMEDSTDHH2_23,0,,
TO,2046,PUBBDGHSPNewSHFURSMASTDHH2_23,0,,
TO,2046,PUBBDGHSPNewSHHEP___STDNGA_23,0,,
TO,2046,PUBBDGHSPNewSHPLT___STDELC_16,0,,
TO,2046,PUBBDGHSPNewSHPLT1000WSTDELC_23,0,,
TO,2046,PUBBDGHSPNewSHPLT1500WSTDELC_23,0,,
TO,2046,PUBBDGHSPNewSHPLT500WSTDELC_23,0,,
TO,2046,PUBBDGHSPNewWH______STDELC_16,0,,
TO,2046,PUBBDGHSPNewWH______STDHFO_16,0,,
TO,2046,PUBBDGHSPNewWH______STDKER_16,0,,
TO,2046,PUBBDGHSPNewWH______STDLFO_16,0,,
TO,2046,PUBBDGHSPNewWH______STDNGA_16,0,,
TO,2046,PUBBDGHSPNewWHSTHBCKSTDELC_23,0,,
TO,2046,PUBBDGHSPNewWHSTHBCKSTDNGA_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___ESRPRO_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___STDBMA_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___STDBWP_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___STDHFO_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___STDKER_23,0,,
TO,2046,PUBBDGHSPNewWHSYS___STDLFO_23,0,,
TO,2046,PUBBDGHSPNewWHWTK___ESRNGA_23,0,,
TO,2046,PUBBDGHSPNewWHWTK___HIGELC_23,0,,
TO,2046,PUBBDGHSPNewWHWTK___HIGNGA_23,0,,
TO,2046,PUBBDGHSPNewWHWTK___STDELC_23,0,,
TO,2046,PUBBDGHSPNewWHWTK___STDNGA_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___ESRNGA_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___ESRPRO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___HIGHFO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___HIGLFO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___HIGNGA_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___HIGNGA_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___HIGPRO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDELC_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDELC_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDHFO_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDHFO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDKER_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDKER_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDLFO_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDLFO_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDNGA_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDNGA_23,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDPRO_16,0,,
TO,2046,PUBBDGHSPOldSHFUR___STDPRO_23,0,,
TO,2046,PUBBDGHSPOldSHFURLARSTDHH2_23,0,,
TO,2046,PUBBDGHSPOldSHFURMEDSTDHH2_23,0,,
TO,2046,PUBBDGHSPOldSHFURSMASTDHH2_23,0,,
TO,2046,PUBBDGHSPOldSHHEP___STDNGA_23,0,,
TO,2046,PUBBDGHSPOldSHPLT___STDELC_16,0,,
TO,2046,PUBBDGHSPOldSHPLT1000WSTDELC_23,0,,
TO,2046,PUBBDGHSPOldSHPLT1500WSTDELC_23,0,,
TO,2046,PUBBDGHSPOldSHPLT500WSTDELC_23,0,,
TO,2046,PUBBDGHSPOldWH______STDELC_16,0,,
TO,2046,PUBBDGHSPOldWH______STDHFO_16,0,,
TO,2046,PUBBDGHSPOldWH______STDKER_16,0,,
TO,2046,PUBBDGHSPOldWH______STDLFO_16,0,,
TO,2046,PUBBDGHSPOldWH______STDNGA_16,0,,
TO,2046,PUBBDGHSPOldWHSTHBCKSTDELC_23,0,,
TO,2046,PUBBDGHSPOldWHSTHBCKSTDNGA_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___ESRPRO_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___STDBMA_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___STDBWP_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___STDHFO_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___STDKER_23,0,,
TO,2046,PUBBDGHSPOldWHSYS___STDLFO_23,0,,
TO,2046,PUBBDGHSPOldWHWTK___ESRNGA_23,0,,
TO,2046,PUBBDGHSPOldWHWTK___HIGELC_23,0,,
TO,2046,PUBBDGHSPOldWHWTK___HIGNGA_23,0,,
TO,2046,PUBBDGHSPOldWHWTK___STDELC_23,0,,
TO,2046,PUBBDGHSPOldWHWTK___STDNGA_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___ESRNGA_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___ESRPRO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___HIGHFO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___HIGLFO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___HIGNGA_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___HIGNGA_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___HIGPRO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDELC_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDELC_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDHFO_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDHFO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDKER_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDKER_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDLFO_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDLFO_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDNGA_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDNGA_23,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDPRO_16,0,,
TO,2046,PUBBDGMUNNewSHFUR___STDPRO_23,0,,
TO,2046,PUBBDGMUNNewSHFURLARSTDHH2_23,0,,
TO,2046,PUBBDGMUNNewSHFURMEDSTDHH2_23,0,,
TO,2046,PUBBDGMUNNewSHFURSMASTDHH2_23,0,,
TO,2046,PUBBDGMUNNewSHHEP___STDNGA_23,0,,
TO,2046,PUBBDGMUNNewSHPLT___STDELC_16,0,,
TO,2046,PUBBDGMUNNewSHPLT1000WSTDELC_23,0,,
TO,2046,PUBBDGMUNNewSHPLT1500WSTDELC_23,0,,
TO,2046,PUBBDGMUNNewSHPLT500WSTDELC_23,0,,
TO,2046,PUBBDGMUNNewWH______STDELC_16,0,,
TO,2046,PUBBDGMUNNewWH______STDHFO_16,0,,
TO,2046,PUBBDGMUNNewWH______STDKER_16,0,,
TO,2046,PUBBDGMUNNewWH______STDLFO_16,0,,
TO,2046,PUBBDGMUNNewWH______STDNGA_16,0,,
TO,2046,PUBBDGMUNNewWHSTHBCKSTDELC_23,0,,
TO,2046,PUBBDGMUNNewWHSTHBCKSTDNGA_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___ESRPRO_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___STDBMA_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___STDBWP_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___STDHFO_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___STDKER_23,0,,
TO,2046,PUBBDGMUNNewWHSYS___STDLFO_23,0,,
TO,2046,PUBBDGMUNNewWHWTK___ESRNGA_23,0,,
TO,2046,PUBBDGMUNNewWHWTK___HIGELC_23,0,,
TO,2046,PUBBDGMUNNewWHWTK___HIGNGA_23,0,,
TO,2046,PUBBDGMUNNewWHWTK___STDELC_23,0,,
TO,2046,PUBBDGMUNNewWHWTK___STDNGA_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___ESRNGA_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___ESRPRO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___HIGHFO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___HIGLFO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___HIGNGA_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___HIGNGA_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___HIGPRO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDELC_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDELC_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDHFO_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDHFO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDKER_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDKER_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDLFO_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDLFO_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDNGA_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDNGA_23,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDPRO_16,0,,
TO,2046,PUBBDGMUNOldSHFUR___STDPRO_23,0,,
TO,2046,PUBBDGMUNOldSHFURLARSTDHH2_23,0,,
TO,2046,PUBBDGMUNOldSHFURMEDSTDHH2_23,0,,
TO,2046,PUBBDGMUNOldSHFURSMASTDHH2_23,0,,
TO,2046,PUBBDGMUNOldSHHEP___STDNGA_23,0,,
TO,2046,PUBBDGMUNOldSHPLT___STDELC_16,0,,
TO,2046,PUBBDGMUNOldSHPLT1000WSTDELC_23,0,,
TO,2046,PUBBDGMUNOldSHPLT1500WSTDELC_23,0,,
TO,2046,PUBBDGMUNOldSHPLT500WSTDELC_23,0,,
TO,2046,PUBBDGMUNOldWH______STDELC_16,0,,
TO,2046,PUBBDGMUNOldWH______STDHFO_16,0,,
TO,2046,PUBBDGMUNOldWH______STDKER_16,0,,
TO,2046,PUBBDGMUNOldWH______STDLFO_16,0,,
TO,2046,PUBBDGMUNOldWH______STDNGA_16,0,,
TO,2046,PUBBDGMUNOldWHSTHBCKSTDELC_23,0,,
TO,2046,PUBBDGMUNOldWHSTHBCKSTDNGA_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___ESRPRO_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___STDBMA_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___STDBWP_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___STDHFO_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___STDKER_23,0,,
TO,2046,PUBBDGMUNOldWHSYS___STDLFO_23,0,,
TO,2046,PUBBDGMUNOldWHWTK___ESRNGA_23,0,,
TO,2046,PUBBDGMUNOldWHWTK___HIGELC_23,0,,
TO,2046,PUBBDGMUNOldWHWTK___HIGNGA_23,0,,
TO,2046,PUBBDGMUNOldWHWTK___STDELC_23,0,,
TO,2046,PUBBDGMUNOldWHWTK___STDNGA_23,0,,
TO,2046,PUBBDGPSINewSHFUR___ESRNGA_23,0,,
TO,2046,PUBBDGPSINewSHFUR___ESRPRO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___HIGHFO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___HIGLFO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___HIGNGA_16,0,,
TO,2046,PUBBDGPSINewSHFUR___HIGNGA_23,0,,
TO,2046,PUBBDGPSINewSHFUR___HIGPRO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDELC_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDELC_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDHFO_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDHFO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDKER_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDKER_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDLFO_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDLFO_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDNGA_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDNGA_23,0,,
TO,2046,PUBBDGPSINewSHFUR___STDPRO_16,0,,
TO,2046,PUBBDGPSINewSHFUR___STDPRO_23,0,,
TO,2046,PUBBDGPSINewSHFURLARSTDHH2_23,0,,
TO,2046,PUBBDGPSINewSHFURMEDSTDHH2_23,0,,
TO,2046,PUBBDGPSINewSHFURSMASTDHH2_23,0,,
TO,2046,PUBBDGPSINewSHHEP___STDNGA_23,0,,
TO,2046,PUBBDGPSINewSHPLT___STDELC_16,0,,
TO,2046,PUBBDGPSINewSHPLT1000WSTDELC_23,0,,
