group_name,notes
NZ50-TRA-5-PASTRA-ROACAR___ADR,
NZ50-TRA-5-PASTRA-ROACAR___APG,
NZ50-TRA-5-PASTRA-ROACAR___RSH,
NZ50-TRA-5-PASTRA-ROACAR___TAX,
NZ50-TRA-5-PASTRA-ROAMOR______,
NZ50-TRA-5-PASTRA-ROATRULGTADR,
NZ50-TRA-5-PASTRA-ROATRULGTAPG,
NZ50-TRA-5-PASTRA-ROATRULGTRSH,
NZ50-TRA-5-PASTRA-ROATRULGTTAX,
