group_name,notes
BAP-BDG-1-RESBDG-TEUI,
BAP-BDG-1-RESBDGAPA-TEDI,
BAP-BDG-1-RESBDGSDE-TEDI,
BAP-BDG-1-RESBDGSAT-TEDI,
BAP-BDG-1-RESBDG-ESR,
