regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,RESBDGELCPRDPVDCEBEP_23,0.3561359649647141,ResidentialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,W,D,RESBDGELCPRDPVDCEMEP_23,0.3091044787285319,ResidentialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,W,D,RESBDGELCPRDPVDCEPOP_23,0.26329102033284013,ResidentialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,W,D,COMBDGELCPRDPVDCEBEP_23,0.4131587191184903,CommercialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,W,D,COMBDGELCPRDPVDCEMEP_23,0.3570041554431634,CommercialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,W,D,COMBDGELCPRDPVDCEPOP_23,0.30419679691876705,CommercialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,W,D,PUBBDGELCPRDPVDCEBEP_23,0.4131587191184903,PublicBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,W,D,PUBBDGELCPRDPVDCEMEP_23,0.3570041554431634,PublicBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,W,D,PUBBDGELCPRDPVDCEPOP_23,0.30419679691876705,PublicBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,W,D,INDBDGELCPRDPVDCEBEP_23,0.4131587191184903,IndustrialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,W,D,INDBDGELCPRDPVDCEMEP_23,0.3570041554431634,IndustrialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,W,D,INDBDGELCPRDPVDCEPOP_23,0.30419679691876705,IndustrialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,W,D,RESBDGELCPRDWTDCESTD_23,0.433133333333334,ResidentialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,W,D,COMBDGELCPRDWTDCESTD_23,0.433133333333334,CommercialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,W,D,PUBBDGELCPRDWTDCESTD_23,0.433133333333334,PublicBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,W,D,INDBDGELCPRDWTDCESTD_23,0.433133333333334,IndustrialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,W,D,RESBDGELCSTGBATDCE8HR_23,0.104,ResidentialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,W,D,RESBDGELCSTGBATDCE4HR_23,0.16699999999999998,ResidentialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,W,D,COMBDGELCSTGBATDCE1HR_23,0.083,CommercialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,W,D,COMBDGELCSTGBATDCE4HR_23,0.249,CommercialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,W,D,COMBDGELCSTGBATDCE8HR_23,0.415,CommercialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,W,D,PUBBDGELCSTGBATDCE1HR_23,0.083,PublicBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,W,D,PUBBDGELCSTGBATDCE4HR_23,0.249,PublicBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,W,D,PUBBDGELCSTGBATDCE8HR_23,0.415,PublicBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,W,D,INDBDGELCSTGBATDCE1HR_23,0.083,IndustrialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,W,D,INDBDGELCSTGBATDCE4HR_23,0.249,IndustrialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,W,D,INDBDGELCSTGBATDCE8HR_23,0.415,IndustrialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,W,N,RESBDGELCPRDPVDCEBEP_23,0.0009507622056579586,ResidentialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,W,N,RESBDGELCPRDPVDCEMEP_23,0.0008252040930598252,ResidentialBuildingElectricityProductionPV pannelDecentralizedMedium potential
