regions,tech,vintage,exist_cap,exist_cap_units,exist_cap_notes
TO,PASTRAINHW,2015,10000000000,,arch
TO,PASTRAINHS,2015,10000000000,,arch
TO,PASTRAINHO,2015,10000000000,,arch
TO,PASTRAINNH,2015,10000000000,,arch
TO,PASTRAEXIHW,2015,10000000000,,arch
TO,PASTRAEXIHS,2015,10000000000,,arch
TO,PASTRAEXIHO,2015,10000000000,,arch
TO,PASTRAEXINH,2015,10000000000,,arch
TO,PASTRAEXOHW,2015,10000000000,,arch
TO,PASTRAEXOHS,2015,10000000000,,arch
TO,PASTRAEXOHO,2015,10000000000,,arch
TO,PASTRAEXONH,2015,10000000000,,arch
TO,PASTRAINHWRAIREG,2015,10000000000,,arch
TO,PASTRAINHWRAISUB,2015,10000000000,,arch
TO,PASTRAINHWRAITRM,2015,10000000000,,arch
TO,PASTRAINHWROABUS,2015,10000000000,,arch
TO,PASTRAINHWROACAR,2015,10000000000,,arch
TO,PASTRAINHWROATRU,2015,10000000000,,arch
TO,PASTRAINHWROAMOR,2015,10000000000,,arch
TO,PASTRAINHWROAWAL,2015,10000000000,,arch
TO,PASTRAINHWROABIK,2015,10000000000,,arch
TO,PASTRAINHSRAIREG,2015,10000000000,,arch
TO,PASTRAINHSRAISUB,2015,10000000000,,arch
TO,PASTRAINHSRAITRM,2015,10000000000,,arch
TO,PASTRAINHSROABUS,2015,10000000000,,arch
TO,PASTRAINHSROACAR,2015,10000000000,,arch
TO,PASTRAINHSROATRU,2015,10000000000,,arch
TO,PASTRAINHSROAMOR,2015,10000000000,,arch
TO,PASTRAINHSROAWAL,2015,10000000000,,arch
TO,PASTRAINHSROABIK,2015,10000000000,,arch
TO,PASTRAINHORAIREG,2015,10000000000,,arch
TO,PASTRAINHORAISUB,2015,10000000000,,arch
TO,PASTRAINHORAITRM,2015,10000000000,,arch
TO,PASTRAINHOROABUS,2015,10000000000,,arch
TO,PASTRAINHOROACAR,2015,10000000000,,arch
TO,PASTRAINHOROATRU,2015,10000000000,,arch
TO,PASTRAINHOROAMOR,2015,10000000000,,arch
TO,PASTRAINHOROAWAL,2015,10000000000,,arch
TO,PASTRAINHOROABIK,2015,10000000000,,arch
TO,PASTRAINNHRAIREG,2015,10000000000,,arch
TO,PASTRAINNHRAISUB,2015,10000000000,,arch
TO,PASTRAINNHRAITRM,2015,10000000000,,arch
TO,PASTRAINNHROABUS,2015,10000000000,,arch
TO,PASTRAINNHROACAR,2015,10000000000,,arch
TO,PASTRAINNHROATRU,2015,10000000000,,arch
TO,PASTRAINNHROAMOR,2015,10000000000,,arch
TO,PASTRAINNHROAWAL,2015,10000000000,,arch
TO,PASTRAINNHROABIK,2015,10000000000,,arch
TO,PASTRAEXIHWRAIREG,2015,10000000000,,arch
TO,PASTRAEXIHWRAISUB,2015,10000000000,,arch
TO,PASTRAEXIHWRAITRM,2015,10000000000,,arch
TO,PASTRAEXIHWROABUS,2015,10000000000,,arch
TO,PASTRAEXIHWROACAR,2015,10000000000,,arch
TO,PASTRAEXIHWROATRU,2015,10000000000,,arch
TO,PASTRAEXIHWROAMOR,2015,10000000000,,arch
TO,PASTRAEXIHWROAWAL,2015,10000000000,,arch
TO,PASTRAEXIHWROABIK,2015,10000000000,,arch
TO,PASTRAEXIHSRAIREG,2015,10000000000,,arch
TO,PASTRAEXIHSRAISUB,2015,10000000000,,arch
TO,PASTRAEXIHSRAITRM,2015,10000000000,,arch
TO,PASTRAEXIHSROABUS,2015,10000000000,,arch
TO,PASTRAEXIHSROACAR,2015,10000000000,,arch
TO,PASTRAEXIHSROATRU,2015,10000000000,,arch
TO,PASTRAEXIHSROAMOR,2015,10000000000,,arch
TO,PASTRAEXIHSROAWAL,2015,10000000000,,arch
TO,PASTRAEXIHSROABIK,2015,10000000000,,arch
TO,PASTRAEXIHORAIREG,2015,10000000000,,arch
TO,PASTRAEXIHORAISUB,2015,10000000000,,arch
TO,PASTRAEXIHORAITRM,2015,10000000000,,arch
TO,PASTRAEXIHOROABUS,2015,10000000000,,arch
TO,PASTRAEXIHOROACAR,2015,10000000000,,arch
TO,PASTRAEXIHOROATRU,2015,10000000000,,arch
TO,PASTRAEXIHOROAMOR,2015,10000000000,,arch
TO,PASTRAEXIHOROAWAL,2015,10000000000,,arch
TO,PASTRAEXIHOROABIK,2015,10000000000,,arch
TO,PASTRAEXINHRAIREG,2015,10000000000,,arch
TO,PASTRAEXINHRAISUB,2015,10000000000,,arch
TO,PASTRAEXINHRAITRM,2015,10000000000,,arch
TO,PASTRAEXINHROABUS,2015,10000000000,,arch
TO,PASTRAEXINHROACAR,2015,10000000000,,arch
TO,PASTRAEXINHROATRU,2015,10000000000,,arch
TO,PASTRAEXINHROAMOR,2015,10000000000,,arch
TO,PASTRAEXINHROAWAL,2015,10000000000,,arch
TO,PASTRAEXINHROABIK,2015,10000000000,,arch
TO,PASTRAEXOHWRAIREG,2015,10000000000,,arch
TO,PASTRAEXOHWRAISUB,2015,10000000000,,arch
TO,PASTRAEXOHWRAITRM,2015,10000000000,,arch
TO,PASTRAEXOHWROABUS,2015,10000000000,,arch
TO,PASTRAEXOHWROACAR,2015,10000000000,,arch
TO,PASTRAEXOHWROATRU,2015,10000000000,,arch
TO,PASTRAEXOHWROAMOR,2015,10000000000,,arch
TO,PASTRAEXOHWROAWAL,2015,10000000000,,arch
TO,PASTRAEXOHWROABIK,2015,10000000000,,arch
TO,PASTRAEXOHSRAIREG,2015,10000000000,,arch
TO,PASTRAEXOHSRAISUB,2015,10000000000,,arch
TO,PASTRAEXOHSRAITRM,2015,10000000000,,arch
TO,PASTRAEXOHSROABUS,2015,10000000000,,arch
TO,PASTRAEXOHSROACAR,2015,10000000000,,arch
TO,PASTRAEXOHSROATRU,2015,10000000000,,arch
TO,PASTRAEXOHSROAMOR,2015,10000000000,,arch
TO,PASTRAEXOHSROAWAL,2015,10000000000,,arch
TO,PASTRAEXOHSROABIK,2015,10000000000,,arch
TO,PASTRAEXOHORAIREG,2015,10000000000,,arch
TO,PASTRAEXOHORAISUB,2015,10000000000,,arch
TO,PASTRAEXOHORAITRM,2015,10000000000,,arch
TO,PASTRAEXOHOROABUS,2015,10000000000,,arch
TO,PASTRAEXOHOROACAR,2015,10000000000,,arch
TO,PASTRAEXOHOROATRU,2015,10000000000,,arch
TO,PASTRAEXOHOROAMOR,2015,10000000000,,arch
TO,PASTRAEXOHOROAWAL,2015,10000000000,,arch
TO,PASTRAEXOHOROABIK,2015,10000000000,,arch
TO,PASTRAEXONHRAIREG,2015,10000000000,,arch
TO,PASTRAEXONHRAISUB,2015,10000000000,,arch
TO,PASTRAEXONHRAITRM,2015,10000000000,,arch
TO,PASTRAEXONHROABUS,2015,10000000000,,arch
TO,PASTRAEXONHROACAR,2015,10000000000,,arch
TO,PASTRAEXONHROATRU,2015,10000000000,,arch
TO,PASTRAEXONHROAMOR,2015,10000000000,,arch
TO,PASTRAEXONHROAWAL,2015,10000000000,,arch
TO,PASTRAEXONHROABIK,2015,10000000000,,arch
TO,PASTRARAIREG___GOR,2015,10000000000,,arch
TO,PASTRARAIREG___UPX,2015,10000000000,,arch
TO,PASTRARAISUB___TSU,2015,10000000000,,arch
TO,PASTRARAITRM___TST,2015,10000000000,,arch
TO,PASTRAROABUSIUBGOB,2015,10000000000,,arch
TO,PASTRAROABUSURBTBU,2015,10000000000,,arch
TO,PASTRAROABUSURBWTB,2015,10000000000,,arch
TO,PASTRAROABUSIUBMWAY,2015,10000000000,,arch
TO,PASTRAROABUSIUBVIVA,2015,10000000000,,arch
TO,PASTRAROABUSIUBDURT,2015,10000000000,,arch
TO,PASTRAROABUSSCB___,2015,10000000000,,arch
TO,PASTRAROACAR___RSH,2015,10000000000,,arch
TO,PASTRAROACAR___TAX,2015,10000000000,,arch
TO,PASTRAROACAR___ADR,2015,10000000000,,arch
TO,PASTRAROACAR___APG,2015,10000000000,,arch
TO,PASTRAROATRULGTRSH,2015,10000000000,,arch
TO,PASTRAROATRULGTTAX,2015,10000000000,,arch
TO,PASTRAROATRULGTADR,2015,10000000000,,arch
TO,PASTRAROATRULGTAPG,2015,10000000000,,arch
TO,PASTRAROAMOR______,2015,10000000000,,arch
TO,PASTRAROAWAL______,2015,10000000000,,arch
TO,PASTRAROABIK______,2015,10000000000,,arch
