comm_name,flag,comm_desc
ADEMPASTRAEXIHWROAWAL______,p,Aggregated DemandPassengerTransportationExternal INHome WorkRoadWalk
ADEMPASTRAEXIHWROABIK______,p,Aggregated DemandPassengerTransportationExternal INHome WorkRoadBicycle
ADEMPASTRAEXIHSRAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRailRegionalGO rail
ADEMPASTRAEXIHSRAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRailRegionalUp Express
ADEMPASTRAEXIHSRAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRailSubwaySubway
ADEMPASTRAEXIHSRAITRM___TST,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRailTramwayStreetcar
ADEMPASTRAEXIHSROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXIHSROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXIHSROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXIHSROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXIHSROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXIHSROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXIHSROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadInter-city BusesSchool Bus
ADEMPASTRAEXIHSROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadCarsPaid Ridershare
ADEMPASTRAEXIHSROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadCarsTaxi passenger
ADEMPASTRAEXIHSROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadCarsAuto driver
ADEMPASTRAEXIHSROACAR___APG,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadCarsAuto passenger
ADEMPASTRAEXIHSROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXIHSROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXIHSROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXIHSROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXIHSROAMOR______,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadMotorcycles
ADEMPASTRAEXIHSROAWAL______,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadWalk
ADEMPASTRAEXIHSROABIK______,p,Aggregated DemandPassengerTransportationExternal INHome SchoolRoadBicycle
ADEMPASTRAEXIHORAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal INHome OtherRailRegionalGO rail
ADEMPASTRAEXIHORAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal INHome OtherRailRegionalUp Express
ADEMPASTRAEXIHORAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal INHome OtherRailSubwaySubway
ADEMPASTRAEXIHORAITRM___TST,p,Aggregated DemandPassengerTransportationExternal INHome OtherRailTramwayStreetcar
ADEMPASTRAEXIHOROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXIHOROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXIHOROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXIHOROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXIHOROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXIHOROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXIHOROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadInter-city BusesSchool Bus
ADEMPASTRAEXIHOROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadCarsPaid Ridershare
ADEMPASTRAEXIHOROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadCarsTaxi passenger
ADEMPASTRAEXIHOROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadCarsAuto driver
ADEMPASTRAEXIHOROACAR___APG,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadCarsAuto passenger
ADEMPASTRAEXIHOROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXIHOROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXIHOROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXIHOROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXIHOROAMOR______,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadMotorcycles
ADEMPASTRAEXIHOROAWAL______,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadWalk
ADEMPASTRAEXIHOROABIK______,p,Aggregated DemandPassengerTransportationExternal INHome OtherRoadBicycle
ADEMPASTRAEXINHRAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRailRegionalGO rail
ADEMPASTRAEXINHRAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRailRegionalUp Express
ADEMPASTRAEXINHRAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRailSubwaySubway
ADEMPASTRAEXINHRAITRM___TST,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRailTramwayStreetcar
ADEMPASTRAEXINHROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXINHROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXINHROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXINHROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXINHROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXINHROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXINHROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadInter-city BusesSchool Bus
ADEMPASTRAEXINHROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadCarsPaid Ridershare
ADEMPASTRAEXINHROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadCarsTaxi passenger
ADEMPASTRAEXINHROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadCarsAuto driver
ADEMPASTRAEXINHROACAR___APG,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadCarsAuto passenger
ADEMPASTRAEXINHROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXINHROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXINHROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXINHROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXINHROAMOR______,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadMotorcycles
ADEMPASTRAEXINHROAWAL______,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadWalk
ADEMPASTRAEXINHROABIK______,p,Aggregated DemandPassengerTransportationExternal INNon Home basedRoadBicycle
ADEMPASTRAEXOHWRAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRailRegionalGO rail
ADEMPASTRAEXOHWRAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRailRegionalUp Express
ADEMPASTRAEXOHWRAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRailSubwaySubway
ADEMPASTRAEXOHWRAITRM___TST,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRailTramwayStreetcar
ADEMPASTRAEXOHWROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXOHWROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXOHWROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXOHWROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXOHWROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXOHWROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXOHWROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadInter-city BusesSchool Bus
ADEMPASTRAEXOHWROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadCarsPaid Ridershare
ADEMPASTRAEXOHWROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadCarsTaxi passenger
ADEMPASTRAEXOHWROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadCarsAuto driver
ADEMPASTRAEXOHWROACAR___APG,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadCarsAuto passenger
ADEMPASTRAEXOHWROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXOHWROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXOHWROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXOHWROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXOHWROAMOR______,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadMotorcycles
ADEMPASTRAEXOHWROAWAL______,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadWalk
ADEMPASTRAEXOHWROABIK______,p,Aggregated DemandPassengerTransportationExternal OUTHome WorkRoadBicycle
ADEMPASTRAEXOHSRAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRailRegionalGO rail
ADEMPASTRAEXOHSRAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRailRegionalUp Express
ADEMPASTRAEXOHSRAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRailSubwaySubway
ADEMPASTRAEXOHSRAITRM___TST,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRailTramwayStreetcar
ADEMPASTRAEXOHSROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXOHSROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXOHSROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXOHSROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXOHSROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXOHSROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXOHSROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadInter-city BusesSchool Bus
ADEMPASTRAEXOHSROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadCarsPaid Ridershare
ADEMPASTRAEXOHSROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadCarsTaxi passenger
ADEMPASTRAEXOHSROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadCarsAuto driver
ADEMPASTRAEXOHSROACAR___APG,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadCarsAuto passenger
ADEMPASTRAEXOHSROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXOHSROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXOHSROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXOHSROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXOHSROAMOR______,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadMotorcycles
ADEMPASTRAEXOHSROAWAL______,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadWalk
ADEMPASTRAEXOHSROABIK______,p,Aggregated DemandPassengerTransportationExternal OUTHome SchoolRoadBicycle
ADEMPASTRAEXOHORAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRailRegionalGO rail
ADEMPASTRAEXOHORAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRailRegionalUp Express
ADEMPASTRAEXOHORAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRailSubwaySubway
ADEMPASTRAEXOHORAITRM___TST,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRailTramwayStreetcar
ADEMPASTRAEXOHOROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXOHOROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXOHOROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXOHOROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXOHOROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXOHOROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXOHOROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadInter-city BusesSchool Bus
ADEMPASTRAEXOHOROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadCarsPaid Ridershare
ADEMPASTRAEXOHOROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadCarsTaxi passenger
ADEMPASTRAEXOHOROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadCarsAuto driver
ADEMPASTRAEXOHOROACAR___APG,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadCarsAuto passenger
ADEMPASTRAEXOHOROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXOHOROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXOHOROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXOHOROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXOHOROAMOR______,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadMotorcycles
ADEMPASTRAEXOHOROAWAL______,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadWalk
ADEMPASTRAEXOHOROABIK______,p,Aggregated DemandPassengerTransportationExternal OUTHome OtherRoadBicycle
ADEMPASTRAEXONHRAIREG___GOR,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRailRegionalGO rail
ADEMPASTRAEXONHRAIREG___UPX,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRailRegionalUp Express
ADEMPASTRAEXONHRAISUB___TSU,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRailSubwaySubway
ADEMPASTRAEXONHRAITRM___TST,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRailTramwayStreetcar
ADEMPASTRAEXONHROABUSIUBGOB,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesInter Urban BusGo Bus
ADEMPASTRAEXONHROABUSURBTBU,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesUrban Bus TTC Bus
ADEMPASTRAEXONHROABUSURBWTB,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesUrban Bus TTC Wheel trans para
ADEMPASTRAEXONHROABUSIUBMWAY,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesInter Urban BusMiway Bus
ADEMPASTRAEXONHROABUSIUBVIVA,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesInter Urban BusViva Bus
ADEMPASTRAEXONHROABUSIUBDURT,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesInter Urban BusDurham RT
ADEMPASTRAEXONHROABUSSCB___,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadInter-city BusesSchool Bus
ADEMPASTRAEXONHROACAR___RSH,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadCarsPaid Ridershare
ADEMPASTRAEXONHROACAR___TAX,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadCarsTaxi passenger
ADEMPASTRAEXONHROACAR___ADR,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadCarsAuto driver
ADEMPASTRAEXONHROACAR___APG,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadCarsAuto passenger
ADEMPASTRAEXONHROATRULGTRSH,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadTruckPassenger Light TrucksPaid Ridershare
ADEMPASTRAEXONHROATRULGTTAX,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadTruckPassenger Light TrucksTaxi passenger
ADEMPASTRAEXONHROATRULGTADR,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadTruckPassenger Light TrucksAuto driver
ADEMPASTRAEXONHROATRULGTAPG,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadTruckPassenger Light TrucksAuto passenger
ADEMPASTRAEXONHROAMOR______,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadMotorcycles
ADEMPASTRAEXONHROAWAL______,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadWalk
ADEMPASTRAEXONHROABIK______,p,Aggregated DemandPassengerTransportationExternal OUTNon Home basedRoadBicycle
VKTPASTRARAIREG___GOR,p,Vehicule kilometer travelledPassengerTransportationRailRegionalGO rail
VKTPASTRARAIREG___UPX,p,Vehicule kilometer travelledPassengerTransportationRailRegionalUp Express
VKTPASTRARAISUB___TSU,p,Vehicule kilometer travelledPassengerTransportationRailSubwaySubway
VKTPASTRARAITRM___TST,p,Vehicule kilometer travelledPassengerTransportationRailTramwayStreetcar
VKTPASTRAROABUSIUBGOB,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesInter Urban BusGo Bus
VKTPASTRAROABUSURBTBU,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesUrban Bus TTC Bus
VKTPASTRAROABUSURBWTB,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesUrban Bus TTC Wheel trans para
VKTPASTRAROABUSIUBMWAY,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesInter Urban BusMiway Bus
VKTPASTRAROABUSIUBVIVA,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesInter Urban BusViva Bus
VKTPASTRAROABUSIUBDURT,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesInter Urban BusDurham RT
VKTPASTRAROABUSSCB___,p,Vehicule kilometer travelledPassengerTransportationRoadInter-city BusesSchool Bus
VKTPASTRAROACAR___RSH,p,Vehicule kilometer travelledPassengerTransportationRoadCarsPaid Ridershare
VKTPASTRAROACAR___TAX,p,Vehicule kilometer travelledPassengerTransportationRoadCarsTaxi passenger
VKTPASTRAROACAR___ADR,p,Vehicule kilometer travelledPassengerTransportationRoadCarsAuto driver
VKTPASTRAROACAR___APG,p,Vehicule kilometer travelledPassengerTransportationRoadCarsAuto passenger
VKTPASTRAROATRULGTRSH,p,Vehicule kilometer travelledPassengerTransportationRoadTruckPassenger Light TrucksPaid Ridershare
VKTPASTRAROATRULGTTAX,p,Vehicule kilometer travelledPassengerTransportationRoadTruckPassenger Light TrucksTaxi passenger
VKTPASTRAROATRULGTADR,p,Vehicule kilometer travelledPassengerTransportationRoadTruckPassenger Light TrucksAuto driver
VKTPASTRAROATRULGTAPG,p,Vehicule kilometer travelledPassengerTransportationRoadTruckPassenger Light TrucksAuto passenger
VKTPASTRAROAMOR______,p,Vehicule kilometer travelledPassengerTransportationRoadMotorcycles
VKTPASTRAROAWAL______,p,Vehicule kilometer travelledPassengerTransportationRoadWalk
VKTPASTRAROABIK______,p,Vehicule kilometer travelledPassengerTransportationRoadBicycle
PASTRADSL,p,Passenger TransportationDiesel
PASTRABDSL,p,Passenger TransportationBiodiesel
PASTRAETH,p,Passenger TransportationEthanol
PASTRAGAS,p,Passenger TransportationGasoline
PASTRARDSL,p,Passenger TransportationRenewable Diesel
PASTRAELC,p,Passenger TransportationElectricity
PASTRANGA,p,Passenger TransportationNatural Gas
PASTRABMTN,p,Passenger TransportationBio Methane
PASTRASGA,p,Passenger TransportationSynthetic Gas
PASTRASMTN,p,Passenger TransportationSynthetic Methane
PASTRACETH,p,Passenger TransportationCellulosic Ethanol
PASTRAPRO,p,Passenger TransportationPropane
PASTRAETHOS,p,Passenger TransportationDUMMY
PASTRAHH2,p,Passenger TransportationHydrogen
PASTRABELC,p,Passenger TransportationBattery Electric Vehicle
