tech,flag,sector,tech_desc,tech_category
PASTRAINHW,p,PASTRA,PassengerTransportationIn BoundaryHome Work,
PASTRAINHS,p,PASTRA,PassengerTransportationIn BoundaryHome School,
PASTRAINHO,p,PASTRA,PassengerTransportationIn BoundaryHome Other,
PASTRAINNH,p,PASTRA,PassengerTransportationIn BoundaryNon Home based,
PASTRAEXIHW,p,PASTRA,PassengerTransportationExternal INHome Work,
PASTRAEXIHS,p,PASTRA,PassengerTransportationExternal INHome School,
PASTRAEXIHO,p,PASTRA,PassengerTransportationExternal INHome Other,
PASTRAEXINH,p,PASTRA,PassengerTransportationExternal INNon Home based,
PASTRAEXOHW,p,PASTRA,PassengerTransportationExternal OUTHome Work,
PASTRAEXOHS,p,PASTRA,PassengerTransportationExternal OUTHome School,
PASTRAEXOHO,p,PASTRA,PassengerTransportationExternal OUTHome Other,
PASTRAEXONH,p,PASTRA,PassengerTransportationExternal OUTNon Home based,
PASTRAINHWRAIREG,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRailRegional,
PASTRAINHWRAISUB,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRailSubway,
PASTRAINHWRAITRM,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRailTramway,
PASTRAINHWROABUS,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadInter-city Buses,
PASTRAINHWROACAR,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadCars,
PASTRAINHWROATRU,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadTruck,
PASTRAINHWROAMOR,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadMotorcycles,
PASTRAINHWROAWAL,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadWalk,
PASTRAINHWROABIK,p,PASTRA,PassengerTransportationIn BoundaryHome WorkRoadBicycle,
PASTRAINHSRAIREG,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRailRegional,
PASTRAINHSRAISUB,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRailSubway,
PASTRAINHSRAITRM,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRailTramway,
PASTRAINHSROABUS,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadInter-city Buses,
PASTRAINHSROACAR,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadCars,
PASTRAINHSROATRU,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadTruck,
PASTRAINHSROAMOR,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadMotorcycles,
PASTRAINHSROAWAL,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadWalk,
PASTRAINHSROABIK,p,PASTRA,PassengerTransportationIn BoundaryHome SchoolRoadBicycle,
PASTRAINHORAIREG,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRailRegional,
PASTRAINHORAISUB,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRailSubway,
PASTRAINHORAITRM,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRailTramway,
PASTRAINHOROABUS,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadInter-city Buses,
PASTRAINHOROACAR,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadCars,
PASTRAINHOROATRU,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadTruck,
PASTRAINHOROAMOR,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadMotorcycles,
PASTRAINHOROAWAL,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadWalk,
PASTRAINHOROABIK,p,PASTRA,PassengerTransportationIn BoundaryHome OtherRoadBicycle,
PASTRAINNHRAIREG,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRailRegional,
PASTRAINNHRAISUB,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRailSubway,
PASTRAINNHRAITRM,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRailTramway,
PASTRAINNHROABUS,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadInter-city Buses,
PASTRAINNHROACAR,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadCars,
PASTRAINNHROATRU,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadTruck,
PASTRAINNHROAMOR,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadMotorcycles,
PASTRAINNHROAWAL,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadWalk,
PASTRAINNHROABIK,p,PASTRA,PassengerTransportationIn BoundaryNon Home basedRoadBicycle,
PASTRAEXIHWRAIREG,p,PASTRA,PassengerTransportationExternal INHome WorkRailRegional,
PASTRAEXIHWRAISUB,p,PASTRA,PassengerTransportationExternal INHome WorkRailSubway,
