regions,tech,vintage,cost_invest,cost_invest_units,cost_invest_notes
TO,LDITRADOMROATRULGTHYBDSL____23,2032,45637.98762,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2033,45746.48395,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2034,45854.98028,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2035,45963.47661,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2036,45913.38143,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2037,45863.28626,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2038,45813.19108,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2039,45763.09591,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2040,45713.00073,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2041,45662.90556,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2042,45612.81038,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2043,45562.71521,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2044,45512.62003,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2045,45462.52486,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2046,45412.42968,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2047,45362.33451,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2048,45312.23933,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2049,45262.14416,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTHYBDSL____23,2050,45212.04898,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2023,49697.05039,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2024,48585.63234,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2025,47474.21428,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2026,46638.14315,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2027,45802.07201,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2028,44966.00087,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2029,44129.92973,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2030,43293.85859,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2031,42743.34588,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2032,42192.83317,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2033,41642.32045,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2034,41091.80774,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2035,40541.29503,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2036,40295.35052,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2037,40049.40601,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2038,39803.46151,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2039,39557.517,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2040,39311.57249,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2041,39065.62798,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2042,38819.68348,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2043,38573.73897,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2044,38327.79447,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2045,38081.84996,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2046,37835.90545,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2047,37589.96095,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2048,37344.01644,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2049,37098.07194,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV320BELC____23,2050,36852.12743,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2023,59283.61072,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2024,57152.888,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2025,55022.16529,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2026,53702.57512,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2027,52382.98494,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2028,51063.39477,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2029,49743.80459,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2030,48424.21442,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2031,47534.90632,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2032,46645.59822,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2033,45756.29013,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2034,44866.98203,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2035,43977.67393,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2036,43570.19797,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2037,43162.72202,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2038,42755.24606,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2039,42347.77011,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2040,41940.29415,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2041,41532.81819,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2042,41125.34224,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2043,40717.86628,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2044,40310.39033,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2045,39902.91437,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2046,39495.43841,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2047,39087.96245,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2048,38680.4865,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2049,38273.01054,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV480BELC____23,2050,37865.53458,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2023,73672.76033,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2024,69986.05777,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2025,66299.3552,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2026,64034.9718,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2027,61770.58839,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2028,59506.20498,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2029,57241.82157,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2030,54977.43817,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2031,53482.01661,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2032,51986.59505,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2033,50491.1735,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2034,48995.75194,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2035,47500.33038,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2036,46922.38242,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2037,46344.43446,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2038,45766.4865,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2039,45188.53854,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2040,44610.59058,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2041,44032.64262,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2042,43454.69466,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2043,42876.7467,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2044,42298.79874,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2045,41720.85078,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2046,41142.90282,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2047,40564.95486,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2048,39987.0069,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2049,39409.05894,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTBEV640BELC____23,2050,38831.11098,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRADOMROATRULGTCONVGAS____23,2023,37307.35034,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2024,38050.40399,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2025,38793.45763,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2026,38978.72062,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2027,39163.9836,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2028,39349.24659,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2029,39534.50958,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2030,39719.77256,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2031,39993.38741,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2032,40267.00225,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2033,40540.61709,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2034,40814.23193,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2035,41087.84678,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2036,41015.13443,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2037,40942.42208,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2038,40869.70973,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2039,40796.99738,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2040,40724.28503,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2041,40651.57268,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2042,40578.86033,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2043,40506.14798,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2044,40433.43563,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2045,40360.72328,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2046,40288.01093,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2047,40215.29858,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2048,40142.58624,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2049,40069.87389,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTCONVGAS____23,2050,39997.16154,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2023,39390.95694,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2024,40103.22026,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2025,40815.48358,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2026,40970.91795,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2027,41126.35231,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2028,41281.78668,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2029,41437.22105,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2030,41592.65541,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2031,41839.75295,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2032,42086.85048,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2033,42333.94802,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2034,42581.04555,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2035,42828.14309,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2036,42739.01304,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2037,42649.88298,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2038,42560.75293,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2039,42471.62287,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2040,42382.49282,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2041,42293.36277,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2042,42204.23271,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2043,42115.10266,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2044,42025.9726,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2045,41936.84255,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2046,41847.7125,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2047,41758.58245,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2048,41669.45239,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2049,41580.32234,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTHYBGAS____23,2050,41491.19229,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRADOMROATRULGTPHEVGASELC_23,2023,60608.0663,k$/kunits,Long DistanceTransportationDomesticRoadTruckPassenger Light TrucksPlug Hybrid VehicleGasolineElectricity2023
