"Discounted and undiscounted Energy Cost breakdown, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Tech_cat,Tech_type_1,Tech_type_2,Costs
2025,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,33.62267598536923
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,31.16326887071115
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,46.91497812783893
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,66.24556880939181
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,25.47565879801281
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,13.4629752043022
2025,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,25.47565879801281
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2025,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,47.16319163136566
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,17.87430491615536
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,19.77386582998779
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,38.55543469495298
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,28.80994947937519
2025,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,38.55543469495298
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Large,1.36427987220052
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Medium,1.3232962717046306
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Small,1.3043684882237443
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Large,3.8679723951196046
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Medium,3.218822968046471
2030,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Small,2.325506059936545
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2030,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2030,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2030,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Large,41.92901279757508
2030,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Medium,42.16190252113195
2030,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Small,42.27968284592789
2030,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Large,19.81612361455848
2030,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Medium,20.728712446769332
2030,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Small,22.137311862239656
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Large,2.7293704085648867
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Medium,2.6473788548454125
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Small,2.609512040868947
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Large,7.604159382400587
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Medium,6.327977651453799
2030,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Small,4.571779971027714
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2030,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Large,55.73834755844548
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Medium,56.0479395924166
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Small,56.204510907623
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Large,26.34257073071985
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Medium,27.555721008149376
2030,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Small,29.42824312473612
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,26.936271538395594
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,33.95150506081905
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,54.221460769740716
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,17.57581197888284
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,8.523055807896778
2030,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,17.57581197888284
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2030,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2030,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,36.89606031175245
2030,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,17.418297736249052
2030,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,23.4549153356708
2030,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,36.89606031175245
2030,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,25.29887447225528
2030,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,36.89606031175245
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,49.199963947791254
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,61.763128526425135
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,98.36171732333125
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,32.102784324905095
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,15.567634810771997
2030,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,32.102784324905095
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2030,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,49.047790443393424
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,23.155020076114994
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,31.179799754530357
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,49.047790443393424
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,33.63106746585747
2030,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,49.047790443393424
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Large,0.7968177898124796
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Medium,0.7710005026898411
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Small,0.7590457670448256
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Large,2.167500828055049
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Medium,1.8019847552596422
2035,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Small,1.302841480576038
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2035,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2035,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2035,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Large,24.488951268110792
2035,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Medium,24.56505677015055
2035,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Small,24.603641214839254
2035,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Large,11.2700909654823
2035,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Medium,11.777664003164405
2035,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Small,12.587277237071987
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Large,1.7279107471346764
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Medium,1.6719255916180464
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Small,1.646001576787708
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Large,4.682616303995891
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Medium,3.8929642311151826
2035,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Small,2.8146271869901955
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2035,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Large,37.73946702802094
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Medium,37.85675180079194
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Small,37.91621357039495
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Large,17.368127435839675
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Medium,18.150338797616545
2035,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Small,19.398018684435222
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,120V,434.6656413325111
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,25.190416643751135
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,30.38279151252059
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,52.04692678132969
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,18.431882785625014
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,8.203983885477863
2035,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,18.431882785625014
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2035,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2035,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,120V,910.3503206582317
2035,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,41.56878798813787
2035,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,18.20585057293044
2035,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,27.187442850825743
2035,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,39.09706949696273
2035,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,24.605974831264966
2035,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,39.09706949696273
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,120V,919.3012407294599
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,53.276769712233445
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,63.92017657557794
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,109.06516998847309
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,38.98272856777942
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,17.351112781133892
2035,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,38.98272856777942
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2035,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,120V,1402.9239363617728
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,64.06088551925754
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,28.056697483362235
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,41.8980621837015
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,60.251766154406496
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,37.91980986323698
2035,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,60.251766154406496
2040,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2040,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2040,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2040,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2040,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2040,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2040,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,120V,25.152501758512535
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,19.73874046058342
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,29.39097486507595
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,49.11864746008479
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,14.381668705939973
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,8.043480389210114
2040,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,14.381668705939973
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2040,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2040,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,120V,45.21661260035388
2040,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,33.92571101135569
2040,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,19.887566248595764
2040,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,29.883714853439766
2040,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,29.674366570421093
2040,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,23.46699359742659
2040,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,29.674366570421093
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,120V,58.62338016825176
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,46.0054310769151
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,68.26354151287362
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,113.76359842374401
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,33.519609305536825
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,18.747081831450693
2040,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,33.519609305536825
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2040,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,120V,80.78109265734696
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,60.60949387998278
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,35.52984709527682
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,53.38832344337445
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,53.014315261964256
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,41.924621840607514
2040,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,53.014315261964256
2045,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2045,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2045,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2045,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2045,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2045,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2045,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,120V,11.82960783493154
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,10.535332876042851
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,17.753993193094715
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,29.294167108371877
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,7.641001252609114
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,5.012981284747941
2045,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,7.641001252609114
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2045,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2045,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,120V,21.30527099725187
2045,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,18.727235432690453
2045,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,13.474002262535738
2045,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,20.679555477164307
2045,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,15.017389411755168
2045,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,13.930975399308377
2045,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,15.017389411755168
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,120V,29.928512582167002
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,26.65404017932864
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,44.87441431105568
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,73.98228289545938
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,19.33147787484446
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,12.682675161193519
2045,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,19.33147787484446
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,120V,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2045,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,120V,44.12501696051614
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,38.785687410295466
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,27.905797510724504
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,42.82910723283029
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,31.102282744108035
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,28.852227500429578
2045,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,31.102282744108035
2050,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2050,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2050,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
