"Discounted and Undiscounted Investment and fixed Costs for building sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2018,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,565.2014459492303
2018,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,35.15720344206079
2018,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,5.160906360095455
2018,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,8.33563766904998
2018,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,9838.8178147167
2018,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,272.1069479554076
2018,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,178.65642710082565
2018,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,0.019327604025814512
2018,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,228.16372067868087
2018,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,301.37482908056495
2018,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,3757.8259089276544
2018,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,22.89437308153236
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,40.410556364663044
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,27.892885433905604
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,27.899184550212787
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,176.61234931879932
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,600.2480073460013
2018,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,278.83646913480345
2018,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,42.45141673443453
2018,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,6.2316613714985385
2018,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,10.065067576243745
2018,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,13262.915535180931
2018,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,352.15908910142855
2018,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,254.02370673402714
2018,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,0.027481069092208536
2018,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,328.711218128141
2018,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,434.1850969363562
2018,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,5413.829720004717
2018,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,32.55250095335476
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,50.879137029875125
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,35.118693426138485
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,35.12662436375954
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,222.36476630193226
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,755.7456111733326
2018,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,396.4652971721921
2018,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,1499.6397410413497
2018,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,394.53777853729844
2018,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,1630.061263685761
2018,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,54716.25169654543
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,303.64303362713775
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,243.92935669078028
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Biomass,27.592102350212155
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Wood Pellet,5.188591405894436
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.7488801682966633
2018,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,38.27068508337722
2018,Residential Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,269.7873725969567
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Biomass,958.6522487969611
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Wood Pellet,991.2306649711803
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,975.3445878285587
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,916.2733936909475
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,983.7724548185499
2018,Residential Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,171.1156527297797
2018,Residential Building,FixedCosts,Undiscounted,Clothe Washer,___,___,Standard,Electricity,1862.1197270213115
2018,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,560.975894217858
2018,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,2167.8654030178045
2018,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,73758.55903821085
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,449.0175041595221
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,360.7148486964099
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Biomass,37.6979207113647
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Wood Pellet,7.088952662629305
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,1.1363737498529491
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,58.07311203948256
2018,Residential Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,349.1571093597424
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Biomass,1206.9964761284527
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Wood Pellet,1248.0145132419889
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,1228.0130589558166
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,1153.6391415584799
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,1238.6242120313602
2018,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,215.44411971541484
2019,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,351.82747047929274
2019,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,53.958527259940844
2019,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,28.08514454500002
2019,Commercial Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,45.75035218909661
2019,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,507.3388169749583
2019,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,48.609819114531625
2019,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,77.19493449480309
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,9.981899043876913
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,6.3584519184225705
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,9.243449613016676
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,9.210832313292057
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,12.539804483714228
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,327.2956362941386
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,154.36984491028844
2019,Commercial Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,467.3643419111065
2019,Commercial Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,76.38841046925018
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,13.29134950259223
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,47.39793408515101
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,47.314233287440985
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,50.83123101053953
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,71.54665376499376
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,30.60896693739546
2019,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,26.154184239251325
2019,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,437.56727779354975
2019,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,67.10813642469964
2019,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,34.92945058625636
2019,Commercial Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,56.89964185629845
2019,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,704.4195516262616
2019,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,64.79783571079895
2019,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,107.18206319965431
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,14.61860738856956
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,9.435318215252382
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,13.71637147286952
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,13.667970603259674
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,18.607838382498123
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,485.6745821968597
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,226.07643550173597
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,640.2081322370769
2019,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,111.87171667217623
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,17.236584375340897
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,61.466933054180444
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,61.358387577911735
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,65.9193261033976
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,92.78365106215126
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,39.69454276674756
2019,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,33.91745912032066
2019,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,34.17109810813837
2019,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,5.111523461854738
2019,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,0.044575849623154216
2019,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,8.134392092975146
2019,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,185.13484935944166
2019,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,66.11082840327988
2019,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,162.6773776791629
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,0.018763913717669466
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,7.418390180064314
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.02697110650864699
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.02696271496213471
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,7.315152419258151
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,110.57817667192977
2019,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,0.019406151061694486
2019,Public Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,0.06282797778357979
2019,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,22.156632608339645
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,13.932855770519897
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,24.928901255178452
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,24.936494002630234
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,32.92164775634346
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,33.38348105433007
2019,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,256.4817345834194
2019,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,42.49854156648196
2019,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,6.357193778912952
2019,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,0.05543891484188759
2019,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,10.116730793589356
2019,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,257.05229565079856
2019,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,88.12702198062536
2019,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,238.24291398263676
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,0.027479970144545465
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,11.00816250430574
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.04002247336167349
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,0.04001002113074098
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,10.854967805732329
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,164.08715485276343
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,0.028420534213698088
2019,Public Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,0.08606343852545913
2019,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,32.44864646800661
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,18.068507191928372
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,32.32847874368376
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,32.338325225567914
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,42.693690299603816
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,43.29260831064066
2019,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,375.62048701687354
2019,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,1456.8327990745227
2019,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,383.2690866338224
2019,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,1582.9351971479975
2019,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,1613.2382426207414
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,301.1118650017427
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,236.10302828864081
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Biomass,17.383377554071146
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Wood Pellet,4.579280403265821
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.7088616120200224
2019,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,31.371688530687564
2019,Residential Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,249.91401657638858
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Biomass,73.02478090068182
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Wood Pellet,73.41546310730871
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,80.99736030327287
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,85.52883065374269
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,75.94772769396675
2019,Residential Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,153.91546569906612
2019,Residential Building,FixedCosts,Undiscounted,Clothe Washer,___,___,Standard,Electricity,1863.2348359959547
2019,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,561.3020405282903
2019,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,2168.3468231112934
2019,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,2239.916445402466
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,458.6327286197031
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,359.61577302431306
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Biomass,24.462677610565397
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Wood Pellet,6.444171154025042
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,1.10791781535689
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,49.03249383462793
2019,Residential Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,333.1402519681799
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Biomass,94.70052662748036
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Wood Pellet,95.20717396356582
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,105.039584940187
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,110.91611922476025
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,98.49108371254249
2019,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,199.60177186480763
2020,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,26996.894064922464
2020,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,2667.0949693222783
2020,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,1492.43456463037
2020,Commercial Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,2796.3332042018037
2020,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,43151.69474857627
2020,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,1091.1503631960159
2020,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,75.21332477516482
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,9.270457333017074
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,5.770857215942921
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,8.444905676310173
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,8.450528182170249
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,9.650821616729631
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,379.65272064034883
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,168.3346487205768
2020,Commercial Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,493.4840714080881
2020,Commercial Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,77.6503789508551
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,13.185413158028203
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,39.38968552426983
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,39.384176550826766
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,40.2612647213948
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,59.20739537441641
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,25.379508226068005
2020,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,21.432526440091053
2020,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,34583.27501158316
2020,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,3416.5737208239552
2020,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,1911.8227030592557
2020,Commercial Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,3582.1291142741043
2020,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,61711.82520073551
2020,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,1498.1604284038153
2020,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,107.56359810049548
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,13.983993499854453
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,8.820286942947657
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,12.90735301254765
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,12.915946556482037
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,14.75049766602982
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,580.2683742490545
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,253.923894900525
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,696.2672628887925
2020,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,117.13148073533047
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,17.61217933281271
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,52.61406654475146
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,52.606708032200004
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,53.778262837923144
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,79.08521732806346
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,33.90022329212698
2020,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,28.628113104540944
2020,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,3164.547737732876
2020,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,392.7111821975096
2020,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,0.03621392521207788
2020,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,662.9337189275114
2020,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,404.68576668360157
2020,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,1071.0165158741922
2020,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,147.9704699704807
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,0.016405361005485935
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,6.246397520977304
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.02359349247740273
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.023591748520369653
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,5.792050998713483
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,107.2506259808802
2020,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,0.016933228028338843
2020,Public Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,0.05436539064586531
2020,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,21.5163068492715
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,11.678939648381384
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,21.98619948543245
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,21.99541251841374
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,28.196495065393
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,22.01447588337373
2020,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,238.26566341267892
2020,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,4053.8153921749545
2020,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,503.06671505989095
2020,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,0.04639037853193098
2020,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,849.2243241384717
2020,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,578.7466156384976
