"Discounted and Undiscounted  Costs for building sector by building types, per vintage. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Archetype,NewOld,EndUse,Tech_type_1,Costs
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Clothe Washer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Dish Washer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Freezer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Lighting,Halogen,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Range,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Refrigerator,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Cooling,Central,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Cooling,Room,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Cooling,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Heating,Furnace,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Heating,Heat Pump,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Space Heating,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Attached,Old,Water Heating,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Other Appliances,Other,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Clothe Washer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Dish Washer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Freezer,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Lighting,Halogen,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Range,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Refrigerator,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Cooling,Central,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Cooling,Room,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Cooling,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Heating,Furnace,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Heating,Heat Pump,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Space Heating,___,0.0
2015,Residential Building,Discounted,FixedSubsidies,Single Detached,Old,Water Heating,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Clothe Washer,___,25006.18836649285
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Freezer,___,4705.644438772283
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Refrigerator,___,22834.649265421805
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Cooling,Central,19364.4966858649
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Heating,Furnace,17637.483086212163
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Heating,Heat Pump,17118.594079505525
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Apartments,Old,Water Heating,___,64.85677163674231
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Clothe Washer,___,8944.629621887632
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Freezer,___,1683.1932168243743
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Refrigerator,___,8167.877376249351
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Cooling,Central,2273.1152295754728
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Heating,Furnace,10632.495531890914
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Heating,Heat Pump,10319.690977046655
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Attached,Old,Water Heating,___,23.664964624175116
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Clothe Washer,___,15614.006239743192
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Freezer,___,2938.2311511119788
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Refrigerator,___,14258.084874318212
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Cooling,Central,50220.06380880981
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Heating,Furnace,25353.308463523914
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Heating,Heat Pump,24607.422387769217
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedCosts,Single Detached,Old,Water Heating,___,43.57382588530178
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Clothe Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Freezer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Refrigerator,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Cooling,Central,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Heating,Furnace,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Heating,Heat Pump,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Apartments,Old,Water Heating,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Clothe Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Freezer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Refrigerator,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Cooling,Central,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Heating,Furnace,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Heating,Heat Pump,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Attached,Old,Water Heating,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Other Appliances,Other,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Clothe Dryer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Clothe Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Dish Washer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Freezer,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Lighting,Fluocompact,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Lighting,Fluorescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Lighting,Halogen,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Lighting,Incandescent,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Lighting,Light Emitting Diode,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Range,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Refrigerator,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Cooling,Central,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Cooling,Room,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Cooling,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Heating,Furnace,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Heating,Heat Pump,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Heating,Plinthe,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Space Heating,___,0.0
2015,Residential Building,Undiscounted,FixedSubsidies,Single Detached,Old,Water Heating,___,0.0
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Auxiliary Equipment,___,0.15426857668889107
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Auxiliary Motors,___,0.03633602027171122
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Space Cooling,___,0.24511067740141898
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Space Heating,Furnace,0.2619261649833172
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Space Heating,Heat Pump,0.07241471490478715
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Space Heating,___,0.02876552130100289
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",New,Water Heating,___,0.2647441546472277
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Auxiliary Equipment,___,3.309629018244176
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Auxiliary Motors,___,0.9056735060969472
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Space Cooling,___,5.118833670792788
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Space Heating,Furnace,176.38517208234498
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Space Heating,Heat Pump,34.82166380841607
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Space Heating,___,26.2239457650569
2016,Commercial Building,Discounted,FixedCosts,"Arts, Entertainment and Recreation",Old,Water Heating,___,17.579446609430413
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Auxiliary Equipment,___,0.1450625155357392
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Auxiliary Motors,___,0.03360340157781659
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Space Cooling,___,0.2249386430835898
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Space Heating,Furnace,0.24335441077032174
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Space Heating,Heat Pump,0.06806056768158923
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Space Heating,___,0.027068278076986856
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,New,Water Heating,___,0.24905279180779089
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Auxiliary Equipment,___,3.7151537277646094
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Auxiliary Motors,___,0.8654365267481361
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Space Cooling,___,4.960901539416195
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Space Heating,Furnace,190.8147080760693
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Space Heating,Heat Pump,37.60102757029198
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Space Heating,___,28.444009368394465
2016,Commercial Building,Discounted,FixedCosts,Accommodation and Food Services,Old,Water Heating,___,20.64996441950244
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Auxiliary Equipment,___,0.1659300699743774
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Auxiliary Motors,___,0.039822879421823415
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Space Cooling,___,0.27522483079502646
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Space Heating,Furnace,0.28688743401020905
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Space Heating,Heat Pump,0.07807871085948757
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Space Heating,___,0.0310297425841963
2016,Commercial Building,Discounted,FixedCosts,Educational Services,New,Water Heating,___,0.3172507614973158
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Auxiliary Equipment,___,4.516890983901641
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Auxiliary Motors,___,1.127571717589299
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Space Cooling,___,7.149684253471806
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Space Heating,Furnace,571.0425462906298
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Space Heating,Heat Pump,104.23725758985648
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Space Heating,___,79.15328160979041
2016,Commercial Building,Discounted,FixedCosts,Educational Services,Old,Water Heating,___,37.52899537057363
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Auxiliary Equipment,___,0.1663808917252409
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Auxiliary Motors,___,0.040021924742828195
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Space Cooling,___,0.27488212040143206
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Space Heating,Furnace,0.28692421099248355
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Space Heating,Heat Pump,0.07808635189021189
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Space Heating,___,0.031033052789013908
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,New,Water Heating,___,0.32888564168481954
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Auxiliary Equipment,___,5.445752262655519
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Auxiliary Motors,___,1.187438077503002
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Space Cooling,___,7.177655073606461
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Space Heating,Furnace,309.61122380076176
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Space Heating,Heat Pump,58.222305518881576
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Space Heating,___,43.66100939221701
2016,Commercial Building,Discounted,FixedCosts,Health Care and Social Assistance,Old,Water Heating,___,36.08002479462569
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Auxiliary Equipment,___,1.830957147632427
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Auxiliary Motors,___,0.5917489395254272
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Space Cooling,___,2.4413390125890144
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Space Heating,Furnace,27.190862918917787
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Space Heating,Heat Pump,5.955305967981176
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Space Heating,___,3.96882204272947
2016,Commercial Building,Discounted,FixedCosts,Information and Cultural Industries,Old,Water Heating,___,5.762944137983005
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Auxiliary Equipment,___,0.1668257757046452
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Auxiliary Motors,___,0.04064949597196454
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Space Cooling,___,0.28199558869605934
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Space Heating,Furnace,0.29303797475638116
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Space Heating,Heat Pump,0.07940219593497777
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Space Heating,___,0.03158554481956095
2016,Commercial Building,Discounted,FixedCosts,Offices,New,Water Heating,___,0.32360865675317396
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Auxiliary Equipment,___,7.375415312062753
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Auxiliary Motors,___,1.5509928222533516
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Space Cooling,___,9.177514666825292
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Space Heating,Furnace,2117.2598705502414
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Space Heating,Heat Pump,362.759770308185
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Space Heating,___,277.20052438612885
2016,Commercial Building,Discounted,FixedCosts,Offices,Old,Water Heating,___,50.08357015441005
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Auxiliary Equipment,___,0.1635128335574306
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Auxiliary Motors,___,0.039042235270882145
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Space Cooling,___,0.2678317113082581
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Space Heating,Furnace,0.28175071390130585
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Space Heating,Heat Pump,0.07693805776677559
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Space Heating,___,0.03056453421697104
2016,Commercial Building,Discounted,FixedCosts,Other Services,New,Water Heating,___,0.3032995086509181
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Auxiliary Equipment,___,3.824631764008358
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Auxiliary Motors,___,1.0857159942228365
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Space Cooling,___,6.568235594632351
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Space Heating,Furnace,224.6560678211015
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Space Heating,Heat Pump,43.46357063554664
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Space Heating,___,32.672482302456956
2016,Commercial Building,Discounted,FixedCosts,Other Services,Old,Water Heating,___,22.530113260808452
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Auxiliary Equipment,___,0.16602483145216493
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Auxiliary Motors,___,0.040377194081020626
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Space Cooling,___,0.2801818822358393
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Space Heating,Furnace,0.291000834305203
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Space Heating,Heat Pump,0.07897129922709847
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Space Heating,___,0.031401752445829906
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,New,Water Heating,___,0.33173533372846264
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Auxiliary Equipment,___,4.517689468337772
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Auxiliary Motors,___,1.27840296051395
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Space Cooling,___,8.173782550007003
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Space Heating,Furnace,779.8822229361137
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Space Heating,Heat Pump,138.60199601338925
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Space Heating,___,105.1143711267529
2016,Commercial Building,Discounted,FixedCosts,Retail Trade,Old,Water Heating,___,47.19996860161828
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Auxiliary Equipment,___,0.15757241713798925
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Auxiliary Motors,___,0.03891951573234414
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Space Cooling,___,0.2546702959596706
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Space Heating,Furnace,0.28030330715221174
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Space Heating,Heat Pump,0.07659845325281396
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Space Heating,___,0.030432660093265423
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,New,Water Heating,___,0.2607106693787699
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Auxiliary Equipment,___,2.895750524324113
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Auxiliary Motors,___,0.9557473804479172
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Space Cooling,___,4.714386570196263
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Space Heating,Furnace,137.5306449495332
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Space Heating,Heat Pump,27.22731881255755
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Space Heating,___,20.15000252297094
2016,Commercial Building,Discounted,FixedCosts,Transportation and Warehousing,Old,Water Heating,___,8.405525785904354
2016,Commercial Building,Discounted,FixedCosts,Wholesale Trade,New,Auxiliary Equipment,___,0.1562982400010725
2016,Commercial Building,Discounted,FixedCosts,Wholesale Trade,New,Auxiliary Motors,___,0.037215463725857614
