regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2018,PUBTRAPOLROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2018,PUBTRAFLEROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2018,PUBTRATHCROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalGasoline
TO,2018,PUBTRAPOLROACAR___CONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalDiesel
TO,2018,PUBTRAPOLROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalGasoline
TO,2018,PUBTRAFLEROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline
TO,2018,PUBTRATHCROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline
TO,2018,PUBTRAPOLMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationPolice ServicesMarineAll
TO,2018,PUBTRAFLEMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationFleet ServicesMarineAll
TO,2018,PUBTRAPOLROAMOR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadMotorcyclesConventionnalGasoline
TO,2018,PUBTRAPOLROABUSURBCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadInter-city BusesUrban Bus ConventionnalDiesel
TO,2019,PUBTRAFLEROATRUHETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2019,PUBTRAPOLROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2019,PUBTRAFLEROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2019,PUBTRATHCROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2019,PUBTRAPOLROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2019,PUBTRAFLEROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2019,PUBTRATHCROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
