regions,periods,input_comm,tech,ti_split,ti_split_notes
TO,2016,PUBTRADSL,PUBTRAFLEROATRUHETCONVDSL_EX,1.0,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2016,PUBTRADSL,PUBTRAPOLROATRULGTCONVDSL_EX,1.0,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2016,PUBTRADSL,PUBTRAFLEROATRULGTCONVDSL_EX,1.0,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2016,PUBTRADSL,PUBTRATHCROATRULGTCONVDSL_EX,1.0,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2016,PUBTRAGAS,PUBTRAPOLROATRULGTCONVGAS_EX,1.0,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRAFLEROATRULGTCONVGAS_EX,1.0,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRATHCROATRULGTCONVGAS_EX,1.0,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2016,PUBTRADSL,PUBTRAPOLROATRUMETCONVDSL_EX,1.0,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2016,PUBTRADSL,PUBTRAFLEROATRUMETCONVDSL_EX,1.0,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2016,PUBTRADSL,PUBTRATHCROATRUMETCONVDSL_EX,1.0,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalDiesel
TO,2016,PUBTRAGAS,PUBTRAPOLROATRUMETCONVGAS_EX,1.0,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRAFLEROATRUMETCONVGAS_EX,1.0,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRATHCROATRUMETCONVGAS_EX,1.0,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalGasoline
TO,2016,PUBTRADSL,PUBTRAPOLROACAR___CONVDSL_EX,1.0,PublicTransportationPolice ServicesRoadCarsConventionnalDiesel
TO,2016,PUBTRAGAS,PUBTRAPOLROACAR___CONVGAS_EX,1.0,PublicTransportationPolice ServicesRoadCarsConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRAFLEROACAR___CONVGAS_EX,1.0,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline
TO,2016,PUBTRAGAS,PUBTRATHCROACAR___CONVGAS_EX,1.0,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline
TO,2016,PUBTRADSL,PUBTRAPOLMAR_________ALL_EX,0.25858476531682884,PublicTransportationPolice ServicesMarineAll
TO,2016,PUBTRADSL,PUBTRAFLEMAR_________ALL_EX,0.9366030830791449,PublicTransportationFleet ServicesMarineAll
TO,2016,PUBTRAGAS,PUBTRAPOLMAR_________ALL_EX,0.7414152346831712,PublicTransportationPolice ServicesMarineAll
TO,2016,PUBTRAGAS,PUBTRAFLEMAR_________ALL_EX,0.06339691692085514,PublicTransportationFleet ServicesMarineAll
TO,2016,PUBTRAGAS,PUBTRAPOLROAMOR___CONVGAS_EX,1.0,PublicTransportationPolice ServicesRoadMotorcyclesConventionnalGasoline
TO,2016,PUBTRADSL,PUBTRAPOLROABUSURBCONVDSL_EX,1.0,PublicTransportationPolice ServicesRoadInter-city BusesUrban Bus ConventionnalDiesel
TO,2017,PUBTRABDSL,PUBTRAFLEROATRUHETCONVDSL_EX,0.00563276064932153,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2017,PUBTRADSL,PUBTRAFLEROATRUHETCONVDSL_EX,0.971836196753392,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2017,PUBTRABDSL,PUBTRAPOLROATRULGTCONVDSL_EX,0.00563276064932152,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRABDSL,PUBTRAFLEROATRULGTCONVDSL_EX,0.00563276064932152,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRABDSL,PUBTRATHCROATRULGTCONVDSL_EX,0.00563276064932152,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRADSL,PUBTRAPOLROATRULGTCONVDSL_EX,0.971836196753392,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRADSL,PUBTRAFLEROATRULGTCONVDSL_EX,0.971836196753392,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRADSL,PUBTRATHCROATRULGTCONVDSL_EX,0.971836196753392,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2017,PUBTRAETH,PUBTRAPOLROATRULGTCONVGAS_EX,0.055736870485019,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRAETH,PUBTRAFLEROATRULGTCONVGAS_EX,0.055736870485019,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRAETH,PUBTRATHCROATRULGTCONVGAS_EX,0.055736870485019,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRAGAS,PUBTRAPOLROATRULGTCONVGAS_EX,0.944263129514981,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRAGAS,PUBTRAFLEROATRULGTCONVGAS_EX,0.944263129514981,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRAGAS,PUBTRATHCROATRULGTCONVGAS_EX,0.944263129514981,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2017,PUBTRABDSL,PUBTRAPOLROATRUMETCONVDSL_EX,0.00563276064932152,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2017,PUBTRABDSL,PUBTRAFLEROATRUMETCONVDSL_EX,0.00563276064932152,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalDiesel
