group_name,notes
NZ40-TRA-1-PASTRA-ROACAR___ADR,
NZ40-TRA-1-PASTRA-ROACAR___APG,
NZ40-TRA-1-PASTRA-ROACAR___RSH,
NZ40-TRA-1-PASTRA-ROACAR___TAX,
NZ40-TRA-1-PASTRA-ROAMOR______,
NZ40-TRA-1-PASTRA-ROATRULGTADR,
NZ40-TRA-1-PASTRA-ROATRULGTAPG,
NZ40-TRA-1-PASTRA-ROATRULGTRSH,
NZ40-TRA-1-PASTRA-ROATRULGTTAX,
