regions,periods,tech,maxact,maxaxt_notes,maxact_notes
TO,2050,COMBDGICINewWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGICINewWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGICINewWHSYS___STDBMA_23,0,,
TO,2050,COMBDGICINewWHSYS___STDBWP_23,0,,
TO,2050,COMBDGICINewWHSYS___STDHFO_23,0,,
TO,2050,COMBDGICINewWHSYS___STDKER_23,0,,
TO,2050,COMBDGICINewWHSYS___STDLFO_23,0,,
TO,2050,COMBDGICINewWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGICINewWHWTK___HIGELC_23,0,,
TO,2050,COMBDGICINewWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGICINewWHWTK___STDELC_23,0,,
TO,2050,COMBDGICINewWHWTK___STDNGA_23,0,,
TO,2050,COMBDGICIOldSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGICIOldSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGICIOldSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGICIOldSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGICIOldSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGICIOldSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGICIOldSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDELC_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDELC_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDHFO_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDHFO_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDKER_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDKER_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDLFO_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDLFO_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDNGA_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDNGA_23,0,,
TO,2050,COMBDGICIOldSHFUR___STDPRO_16,0,,
TO,2050,COMBDGICIOldSHFUR___STDPRO_23,0,,
TO,2050,COMBDGICIOldSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGICIOldSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGICIOldSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGICIOldSHHEP___STDELC_16,0,,
TO,2050,COMBDGICIOldSHHEP___STDNGA_23,0,,
TO,2050,COMBDGICIOldSHPLT___STDELC_16,0,,
TO,2050,COMBDGICIOldSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGICIOldSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGICIOldSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGICIOldWH______STDELC_16,0,,
TO,2050,COMBDGICIOldWH______STDHFO_16,0,,
TO,2050,COMBDGICIOldWH______STDKER_16,0,,
TO,2050,COMBDGICIOldWH______STDLFO_16,0,,
TO,2050,COMBDGICIOldWH______STDNGA_16,0,,
TO,2050,COMBDGICIOldWH______STDPRO_16,0,,
TO,2050,COMBDGICIOldWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGICIOldWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGICIOldWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGICIOldWHSYS___STDBMA_23,0,,
TO,2050,COMBDGICIOldWHSYS___STDBWP_23,0,,
TO,2050,COMBDGICIOldWHSYS___STDHFO_23,0,,
TO,2050,COMBDGICIOldWHSYS___STDKER_23,0,,
TO,2050,COMBDGICIOldWHSYS___STDLFO_23,0,,
TO,2050,COMBDGICIOldWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGICIOldWHWTK___HIGELC_23,0,,
TO,2050,COMBDGICIOldWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGICIOldWHWTK___STDELC_23,0,,
TO,2050,COMBDGICIOldWHWTK___STDNGA_23,0,,
TO,2050,COMBDGOFFNewSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGOFFNewSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGOFFNewSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGOFFNewSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDELC_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDELC_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDHFO_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDHFO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDKER_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDKER_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDLFO_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDLFO_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDNGA_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDNGA_23,0,,
TO,2050,COMBDGOFFNewSHFUR___STDPRO_16,0,,
TO,2050,COMBDGOFFNewSHFUR___STDPRO_23,0,,
TO,2050,COMBDGOFFNewSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGOFFNewSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGOFFNewSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGOFFNewSHHEP___STDELC_16,0,,
TO,2050,COMBDGOFFNewSHHEP___STDNGA_23,0,,
TO,2050,COMBDGOFFNewSHPLT___STDELC_16,0,,
TO,2050,COMBDGOFFNewSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGOFFNewSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGOFFNewSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGOFFNewWH______STDELC_16,0,,
TO,2050,COMBDGOFFNewWH______STDHFO_16,0,,
TO,2050,COMBDGOFFNewWH______STDKER_16,0,,
TO,2050,COMBDGOFFNewWH______STDLFO_16,0,,
TO,2050,COMBDGOFFNewWH______STDNGA_16,0,,
TO,2050,COMBDGOFFNewWH______STDPRO_16,0,,
TO,2050,COMBDGOFFNewWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGOFFNewWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGOFFNewWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGOFFNewWHSYS___STDBMA_23,0,,
TO,2050,COMBDGOFFNewWHSYS___STDBWP_23,0,,
TO,2050,COMBDGOFFNewWHSYS___STDHFO_23,0,,
TO,2050,COMBDGOFFNewWHSYS___STDKER_23,0,,
TO,2050,COMBDGOFFNewWHSYS___STDLFO_23,0,,
TO,2050,COMBDGOFFNewWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGOFFNewWHWTK___HIGELC_23,0,,
TO,2050,COMBDGOFFNewWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGOFFNewWHWTK___STDELC_23,0,,
TO,2050,COMBDGOFFNewWHWTK___STDNGA_23,0,,
TO,2050,COMBDGOFFOldSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGOFFOldSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGOFFOldSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGOFFOldSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDELC_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDELC_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDHFO_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDHFO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDKER_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDKER_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDLFO_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDLFO_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDNGA_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDNGA_23,0,,
TO,2050,COMBDGOFFOldSHFUR___STDPRO_16,0,,
TO,2050,COMBDGOFFOldSHFUR___STDPRO_23,0,,
TO,2050,COMBDGOFFOldSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGOFFOldSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGOFFOldSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGOFFOldSHHEP___STDELC_16,0,,
TO,2050,COMBDGOFFOldSHHEP___STDNGA_23,0,,
TO,2050,COMBDGOFFOldSHPLT___STDELC_16,0,,
TO,2050,COMBDGOFFOldSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGOFFOldSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGOFFOldSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGOFFOldWH______STDELC_16,0,,
TO,2050,COMBDGOFFOldWH______STDHFO_16,0,,
TO,2050,COMBDGOFFOldWH______STDKER_16,0,,
TO,2050,COMBDGOFFOldWH______STDLFO_16,0,,
TO,2050,COMBDGOFFOldWH______STDNGA_16,0,,
TO,2050,COMBDGOFFOldWH______STDPRO_16,0,,
TO,2050,COMBDGOFFOldWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGOFFOldWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGOFFOldWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGOFFOldWHSYS___STDBMA_23,0,,
TO,2050,COMBDGOFFOldWHSYS___STDBWP_23,0,,
TO,2050,COMBDGOFFOldWHSYS___STDHFO_23,0,,
TO,2050,COMBDGOFFOldWHSYS___STDKER_23,0,,
TO,2050,COMBDGOFFOldWHSYS___STDLFO_23,0,,
TO,2050,COMBDGOFFOldWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGOFFOldWHWTK___HIGELC_23,0,,
TO,2050,COMBDGOFFOldWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGOFFOldWHWTK___STDELC_23,0,,
TO,2050,COMBDGOFFOldWHWTK___STDNGA_23,0,,
TO,2050,COMBDGOTSNewSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGOTSNewSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGOTSNewSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGOTSNewSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDELC_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDELC_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDHFO_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDHFO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDKER_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDKER_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDLFO_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDLFO_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDNGA_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDNGA_23,0,,
TO,2050,COMBDGOTSNewSHFUR___STDPRO_16,0,,
TO,2050,COMBDGOTSNewSHFUR___STDPRO_23,0,,
TO,2050,COMBDGOTSNewSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGOTSNewSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGOTSNewSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGOTSNewSHHEP___STDELC_16,0,,
TO,2050,COMBDGOTSNewSHHEP___STDNGA_23,0,,
TO,2050,COMBDGOTSNewSHPLT___STDELC_16,0,,
TO,2050,COMBDGOTSNewSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGOTSNewSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGOTSNewSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGOTSNewWH______STDELC_16,0,,
TO,2050,COMBDGOTSNewWH______STDHFO_16,0,,
TO,2050,COMBDGOTSNewWH______STDKER_16,0,,
TO,2050,COMBDGOTSNewWH______STDLFO_16,0,,
TO,2050,COMBDGOTSNewWH______STDNGA_16,0,,
TO,2050,COMBDGOTSNewWH______STDPRO_16,0,,
TO,2050,COMBDGOTSNewWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGOTSNewWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGOTSNewWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGOTSNewWHSYS___STDBMA_23,0,,
TO,2050,COMBDGOTSNewWHSYS___STDBWP_23,0,,
TO,2050,COMBDGOTSNewWHSYS___STDHFO_23,0,,
TO,2050,COMBDGOTSNewWHSYS___STDKER_23,0,,
TO,2050,COMBDGOTSNewWHSYS___STDLFO_23,0,,
TO,2050,COMBDGOTSNewWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGOTSNewWHWTK___HIGELC_23,0,,
TO,2050,COMBDGOTSNewWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGOTSNewWHWTK___STDELC_23,0,,
TO,2050,COMBDGOTSNewWHWTK___STDNGA_23,0,,
TO,2050,COMBDGOTSOldSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGOTSOldSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGOTSOldSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGOTSOldSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDELC_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDELC_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDHFO_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDHFO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDKER_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDKER_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDLFO_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDLFO_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDNGA_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDNGA_23,0,,
TO,2050,COMBDGOTSOldSHFUR___STDPRO_16,0,,
TO,2050,COMBDGOTSOldSHFUR___STDPRO_23,0,,
TO,2050,COMBDGOTSOldSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGOTSOldSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGOTSOldSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGOTSOldSHHEP___STDELC_16,0,,
TO,2050,COMBDGOTSOldSHHEP___STDNGA_23,0,,
TO,2050,COMBDGOTSOldSHPLT___STDELC_16,0,,
TO,2050,COMBDGOTSOldSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGOTSOldSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGOTSOldSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGOTSOldWH______STDELC_16,0,,
TO,2050,COMBDGOTSOldWH______STDHFO_16,0,,
TO,2050,COMBDGOTSOldWH______STDKER_16,0,,
TO,2050,COMBDGOTSOldWH______STDLFO_16,0,,
TO,2050,COMBDGOTSOldWH______STDNGA_16,0,,
TO,2050,COMBDGOTSOldWH______STDPRO_16,0,,
TO,2050,COMBDGOTSOldWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGOTSOldWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGOTSOldWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGOTSOldWHSYS___STDBMA_23,0,,
TO,2050,COMBDGOTSOldWHSYS___STDBWP_23,0,,
TO,2050,COMBDGOTSOldWHSYS___STDHFO_23,0,,
TO,2050,COMBDGOTSOldWHSYS___STDKER_23,0,,
TO,2050,COMBDGOTSOldWHSYS___STDLFO_23,0,,
TO,2050,COMBDGOTSOldWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGOTSOldWHWTK___HIGELC_23,0,,
TO,2050,COMBDGOTSOldWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGOTSOldWHWTK___STDELC_23,0,,
TO,2050,COMBDGOTSOldWHWTK___STDNGA_23,0,,
TO,2050,COMBDGRTTNewSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGRTTNewSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGRTTNewSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGRTTNewSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDELC_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDELC_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDHFO_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDHFO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDKER_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDKER_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDLFO_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDLFO_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDNGA_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDNGA_23,0,,
TO,2050,COMBDGRTTNewSHFUR___STDPRO_16,0,,
TO,2050,COMBDGRTTNewSHFUR___STDPRO_23,0,,
TO,2050,COMBDGRTTNewSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGRTTNewSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGRTTNewSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGRTTNewSHHEP___STDELC_16,0,,
TO,2050,COMBDGRTTNewSHHEP___STDNGA_23,0,,
TO,2050,COMBDGRTTNewSHPLT___STDELC_16,0,,
TO,2050,COMBDGRTTNewSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGRTTNewSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGRTTNewSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGRTTNewWH______STDELC_16,0,,
TO,2050,COMBDGRTTNewWH______STDHFO_16,0,,
TO,2050,COMBDGRTTNewWH______STDKER_16,0,,
TO,2050,COMBDGRTTNewWH______STDLFO_16,0,,
TO,2050,COMBDGRTTNewWH______STDNGA_16,0,,
TO,2050,COMBDGRTTNewWH______STDPRO_16,0,,
TO,2050,COMBDGRTTNewWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGRTTNewWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGRTTNewWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGRTTNewWHSYS___STDBMA_23,0,,
TO,2050,COMBDGRTTNewWHSYS___STDBWP_23,0,,
TO,2050,COMBDGRTTNewWHSYS___STDHFO_23,0,,
TO,2050,COMBDGRTTNewWHSYS___STDKER_23,0,,
TO,2050,COMBDGRTTNewWHSYS___STDLFO_23,0,,
TO,2050,COMBDGRTTNewWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGRTTNewWHWTK___HIGELC_23,0,,
TO,2050,COMBDGRTTNewWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGRTTNewWHWTK___STDELC_23,0,,
TO,2050,COMBDGRTTNewWHWTK___STDNGA_23,0,,
TO,2050,COMBDGRTTOldSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGRTTOldSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGRTTOldSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGRTTOldSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDELC_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDELC_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDHFO_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDHFO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDKER_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDKER_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDLFO_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDLFO_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDNGA_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDNGA_23,0,,
TO,2050,COMBDGRTTOldSHFUR___STDPRO_16,0,,
TO,2050,COMBDGRTTOldSHFUR___STDPRO_23,0,,
TO,2050,COMBDGRTTOldSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGRTTOldSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGRTTOldSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGRTTOldSHHEP___STDELC_16,0,,
TO,2050,COMBDGRTTOldSHHEP___STDNGA_23,0,,
TO,2050,COMBDGRTTOldSHPLT___STDELC_16,0,,
TO,2050,COMBDGRTTOldSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGRTTOldSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGRTTOldSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGRTTOldWH______STDELC_16,0,,
TO,2050,COMBDGRTTOldWH______STDHFO_16,0,,
TO,2050,COMBDGRTTOldWH______STDKER_16,0,,
TO,2050,COMBDGRTTOldWH______STDLFO_16,0,,
TO,2050,COMBDGRTTOldWH______STDNGA_16,0,,
TO,2050,COMBDGRTTOldWH______STDPRO_16,0,,
TO,2050,COMBDGRTTOldWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGRTTOldWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGRTTOldWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGRTTOldWHSYS___STDBMA_23,0,,
TO,2050,COMBDGRTTOldWHSYS___STDBWP_23,0,,
TO,2050,COMBDGRTTOldWHSYS___STDHFO_23,0,,
TO,2050,COMBDGRTTOldWHSYS___STDKER_23,0,,
TO,2050,COMBDGRTTOldWHSYS___STDLFO_23,0,,
TO,2050,COMBDGRTTOldWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGRTTOldWHWTK___HIGELC_23,0,,
TO,2050,COMBDGRTTOldWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGRTTOldWHWTK___STDELC_23,0,,
TO,2050,COMBDGRTTOldWHWTK___STDNGA_23,0,,
TO,2050,COMBDGTAWNewSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGTAWNewSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGTAWNewSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGTAWNewSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDELC_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDELC_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDHFO_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDHFO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDKER_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDKER_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDLFO_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDLFO_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDNGA_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDNGA_23,0,,
TO,2050,COMBDGTAWNewSHFUR___STDPRO_16,0,,
TO,2050,COMBDGTAWNewSHFUR___STDPRO_23,0,,
TO,2050,COMBDGTAWNewSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGTAWNewSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGTAWNewSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGTAWNewSHHEP___STDELC_16,0,,
TO,2050,COMBDGTAWNewSHHEP___STDNGA_23,0,,
TO,2050,COMBDGTAWNewSHPLT___STDELC_16,0,,
TO,2050,COMBDGTAWNewSHPLT1000WSTDELC_23,0,,
TO,2050,COMBDGTAWNewSHPLT1500WSTDELC_23,0,,
TO,2050,COMBDGTAWNewSHPLT500WSTDELC_23,0,,
TO,2050,COMBDGTAWNewWH______STDELC_16,0,,
TO,2050,COMBDGTAWNewWH______STDHFO_16,0,,
TO,2050,COMBDGTAWNewWH______STDKER_16,0,,
TO,2050,COMBDGTAWNewWH______STDLFO_16,0,,
TO,2050,COMBDGTAWNewWH______STDNGA_16,0,,
TO,2050,COMBDGTAWNewWH______STDPRO_16,0,,
TO,2050,COMBDGTAWNewWHSTHBCKSTDELC_23,0,,
TO,2050,COMBDGTAWNewWHSTHBCKSTDNGA_23,0,,
TO,2050,COMBDGTAWNewWHSYS___ESRPRO_23,0,,
TO,2050,COMBDGTAWNewWHSYS___STDBMA_23,0,,
TO,2050,COMBDGTAWNewWHSYS___STDBWP_23,0,,
TO,2050,COMBDGTAWNewWHSYS___STDHFO_23,0,,
TO,2050,COMBDGTAWNewWHSYS___STDKER_23,0,,
TO,2050,COMBDGTAWNewWHSYS___STDLFO_23,0,,
TO,2050,COMBDGTAWNewWHWTK___ESRNGA_23,0,,
TO,2050,COMBDGTAWNewWHWTK___HIGELC_23,0,,
TO,2050,COMBDGTAWNewWHWTK___HIGNGA_23,0,,
TO,2050,COMBDGTAWNewWHWTK___STDELC_23,0,,
TO,2050,COMBDGTAWNewWHWTK___STDNGA_23,0,,
TO,2050,COMBDGTAWOldSHFUR___ESRNGA_23,0,,
TO,2050,COMBDGTAWOldSHFUR___ESRPRO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___HIGHFO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___HIGLFO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___HIGNGA_16,0,,
TO,2050,COMBDGTAWOldSHFUR___HIGNGA_23,0,,
TO,2050,COMBDGTAWOldSHFUR___HIGPRO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDELC_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDELC_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDHFO_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDHFO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDKER_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDKER_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDLFO_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDLFO_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDNGA_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDNGA_23,0,,
TO,2050,COMBDGTAWOldSHFUR___STDPRO_16,0,,
TO,2050,COMBDGTAWOldSHFUR___STDPRO_23,0,,
TO,2050,COMBDGTAWOldSHFURLARSTDHH2_23,0,,
TO,2050,COMBDGTAWOldSHFURMEDSTDHH2_23,0,,
TO,2050,COMBDGTAWOldSHFURSMASTDHH2_23,0,,
TO,2050,COMBDGTAWOldSHHEP___STDELC_16,0,,
TO,2050,COMBDGTAWOldSHHEP___STDNGA_23,0,,
TO,2050,COMBDGTAWOldSHPLT___STDELC_16,0,,
