GHG emissions per subsector per period (metric ton)
t_periods,emissions_comm,sector,Emisions
2050,CO2,Long distance transportation,6799.222971201437
2050,CO2,Passenger transportation,1104.7262584553594
2050,CO2,Public building,76383.21766476992
2050,CO2,Public transportation,373.13955225906756
2050,CO2,Residential building,83112.47918383984
2050,CO2,Solid waste,84.90875182687866
2050,CO2,Water waste,117271.1117753455
2050,CO2e,Commercial building,161633.69167996518
2050,CO2e,District Energy,4105.18822999617
2050,CO2e,Freight transportation,12277.950785545412
2050,CO2e,Industrial building,37973.8413010088
2050,CO2e,Long distance transportation,25574.04246699529
2050,CO2e,Passenger transportation,21461.84472981108
2050,CO2e,Public building,78031.28008401397
2050,CO2e,Public transportation,414.70940417421644
2050,CO2e,Residential building,83608.82678363449
2050,CO2e,Solid waste,145577.0836140709
2050,CO2e,Trade energy,1170540.9881051797
2050,CO2e,Water waste,58779.34382860089
2050,N2O,Commercial building,11.279042203386496
2050,N2O,District Energy,12.820700281062372
2050,N2O,Freight transportation,5.707363987851589
2050,N2O,Industrial building,1.2792017312700095
2050,N2O,Long distance transportation,62.10606142439888
2050,N2O,Passenger transportation,67.55471087343761
2050,N2O,Public building,5.445140132012206
2050,N2O,Public transportation,0.07297470195657578
2050,N2O,Residential building,1.5501173838586484
2050,N2O,Solid waste,0.04326837893304401
2050,N2O,Water waste,119.8285691159931
