"Buildin sector GHG emissions per subsector, per end use, per period (metric ton)"
t_periods,emissions_comm,Sub,Sector,EndUse,Tech_type_1,Energy_cat,Efficiency,Emisions
2021,CO2,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,662.1733493236471
2021,CO2,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,605.80453852284
2021,CO2,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14282.884010538319
2021,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,High,416.57843918372885
2021,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1756263.6823526325
2021,CO2,Commercial,Building,Space Heating,Furnace,Propane,Standard,68646.5637126117
2021,CO2,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,3815.9135972623053
2021,CO2,Commercial,Building,Water Heating,___,Kerosene,Standard,3491.5138342161563
2021,CO2,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,18216.48142070667
2021,CO2,Commercial,Building,Water Heating,___,Natural Gas,Standard,283390.1599432217
2021,CO2,Commercial,Building,Water Heating,___,Propane,Standard,7931.343553658434
2021,CO2,Industry,Building,Industrial Processes,Self produced,Mix Energy,,631973.5634558663
2021,CO2,Industry,Building,Space Cooling,Self produced,Mix Energy,,1469.6799407015378
2021,CO2,Industry,Building,Space Heating,Self produced,Mix Energy,,40558.87563067233
2021,CO2,Industry,Building,Water Heating,Self produced,Mix Energy,,153133.43297842
2021,CO2,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,17629.956374047735
2021,CO2,Public,Building,Auxiliary Equipment,___,Propane,Standard,2.3473745733825133
2021,CO2,Public,Building,Space Cooling,___,Natural Gas,Standard,18544.652153367264
2021,CO2,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.6129927815862097
2021,CO2,Public,Building,Space Heating,Furnace,Kerosene,Standard,0.5608367859620377
2021,CO2,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24598.200804655793
2021,CO2,Public,Building,Space Heating,Furnace,Natural Gas,High,0.40267653222973954
2021,CO2,Public,Building,Space Heating,Furnace,Natural Gas,Standard,358001.99272327614
2021,CO2,Public,Building,Space Heating,Furnace,Propane,Standard,0.5177458224716225
2021,CO2,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,175.2871199487757
2021,CO2,Public,Building,Water Heating,___,Kerosene,Standard,160.3869633278366
2021,CO2,Public,Building,Water Heating,___,Light Fuel Oil,Standard,4710.345930354965
2021,CO2,Public,Building,Water Heating,___,Natural Gas,Standard,44546.56548019881
2021,CO2,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,4477.273959516223
2021,CO2,Residential,Building,Range,___,Natural Gas,Standard,4555.718285012487
2021,CO2,Residential,Building,Space Heating,Furnace,Kerosene,Standard,59.70273981399626
2021,CO2,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,67697.51306928156
2021,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,High,2078711.8645276998
2021,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,739477.4581392683
2021,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,65.71195201433957
2021,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,26811.47513997055
2021,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,31008.515968774333
2021,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,882919.7076395539
2021,CO2,Residential,Building,Water Heating,___,Propane,Standard,37700.777972547774
2021,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,127502.15150657602
2021,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,120913.4620151695
2021,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,12943.461715274689
2021,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,666.4260706098659
2021,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,608.1198487042672
2021,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14333.644538489223
2021,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,422.11025107146475
2021,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1766776.1414963095
2021,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,70127.6982720019
2021,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,3840.4208006978183
2021,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,3504.8579691885766
2021,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,18281.22172124335
2021,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,285132.63557406154
2021,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,8102.472104911824
2021,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,635663.5283482553
2021,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1478.4038300529369
2021,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40816.92878670594
2021,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,154127.75142122182
2021,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,17743.60622455969
2021,CO2e,Public,Building,Auxiliary Equipment,___,Propane,Standard,2.3980220838770228
2021,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,18702.49011531351
2021,CO2e,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.6169296471414494
2021,CO2e,Public,Building,Space Heating,Furnace,Kerosene,Standard,0.5629802349428311
2021,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24685.621361144047
2021,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,High,0.4098204426859718
2021,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,360152.46185992076
2021,CO2e,Public,Building,Space Heating,Furnace,Propane,Standard,0.5289168291249552
2021,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,176.41287843326862
2021,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,160.99994250766676
2021,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,4727.086221063412
2021,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,44834.007023619866
2021,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,4503.8506593384145
2021,CO2e,Residential,Building,Range,___,Natural Gas,Standard,4582.760623370608
2021,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3756.4311452920438
2021,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,19.14430023704708
2021,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,59.75717200377117
2021,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,67754.9071742288
2021,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2091075.8894762518
2021,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,743889.0534392102
2021,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,67.13250124616191
2021,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,10655.043395813824
2021,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,10963.804700401433
2021,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,26835.919701602244
2021,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,31034.805042534026
2021,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,888196.7987924232
2021,CO2e,Residential,Building,Water Heating,___,Propane,Standard,38515.78665127825
2021,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.449822927913707
2021,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.437523409563356
2021,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.3542444796992847
2021,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.013428100261019479
2021,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.0073359177031372255
2021,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.16083159931360191
2021,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.01727611410826413
2021,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,32.830915298053775
2021,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,4.893616379382588
2021,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.07738226013439448
2021,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.042280069755880764
2021,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.20512564583620954
2021,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.441835146586404
2021,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.5654027013077864
2021,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.489581696664212
2021,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.027245126019361143
2021,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.8117541312610045
2021,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.1294425224732123
2021,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.35493394414625595
2021,N2O,Public,Building,Auxiliary Equipment,___,Propane,Standard,0.0001673375891349164
2021,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.4929355353090707
2021,N2O,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,1.2430775927222725e-05
2021,N2O,Public,Building,Space Heating,Furnace,Kerosene,Standard,6.791386074362306e-06
2021,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.2769866366160013
2021,N2O,Public,Building,Space Heating,Furnace,Natural Gas,High,2.2310775334698508e-05
2021,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.716018499221327
2021,N2O,Public,Building,Space Heating,Furnace,Propane,Standard,3.690861215738222e-05
2021,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.003554617568861211
2021,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.0019421867761143202
2021,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.05304057781557627
2021,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.8976937556400703
2021,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.08300031174950627
2021,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.08445452329207476
2021,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.6444434094095897
2021,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.008380752138110324
2021,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,0.00013992858748370097
2021,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.14754268030760354
2021,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.6134443359392
2021,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,13.777624214131993
2021,N2O,Residential,Building,Space Heating,Furnace,Propane,Standard,0.004684416263222872
2021,N2O,Residential,Building,Water Heating,___,Biomass,Standard,4.664431533951889
2021,N2O,Residential,Building,Water Heating,___,Wood Pellet,Standard,4.799597193262896
2021,N2O,Residential,Building,Water Heating,___,Kerosene,Standard,0.0628395255624588
2021,N2O,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.0675811529138103
2021,N2O,Residential,Building,Water Heating,___,Natural Gas,Standard,16.480609287973415
2021,N2O,Residential,Building,Water Heating,___,Propane,Standard,2.687580144206014
2022,CH4,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.599235437239709
2022,CH4,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,1.8815214688816646
2022,CH4,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.37771888503223067
2022,CH4,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.013298927743882043
2022,CH4,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.006842461828166657
2022,CH4,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.13522872370704617
2022,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.020483672559494445
2022,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,34.721670784018094
2022,CH4,Commercial,Building,Space Heating,Furnace,Propane,Standard,0.921561740764875
2022,CH4,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.06641110632382982
2022,CH4,Commercial,Building,Water Heating,___,Kerosene,Standard,0.03421507144632126
2022,CH4,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.16805117778114423
2022,CH4,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.789301943531699
2022,CH4,Commercial,Building,Water Heating,___,Propane,Standard,0.14178922435723257
2022,CH4,Industry,Building,Industrial Processes,Self produced,Mix Energy,,12.684696346001864
2022,CH4,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.028835447848406862
2022,CH4,Industry,Building,Space Heating,Self produced,Mix Energy,,0.7699612316350278
2022,CH4,Industry,Building,Water Heating,Self produced,Mix Energy,,2.9436331400864373
2022,CH4,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.37690292788083446
2022,CH4,Public,Building,Auxiliary Equipment,___,Propane,Standard,4.654772401714324e-05
2022,CH4,Public,Building,Space Cooling,___,Natural Gas,Standard,0.5368255826259811
2022,CH4,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,1.3797829708969426e-05
2022,CH4,Public,Building,Space Heating,Furnace,Kerosene,Standard,7.0989016725210905e-06
2022,CH4,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.23300645919008584
2022,CH4,Public,Building,Space Heating,Furnace,Natural Gas,High,2.651334783140453e-05
2022,CH4,Public,Building,Space Heating,Furnace,Natural Gas,Standard,7.134280659463227
2022,CH4,Public,Building,Space Heating,Furnace,Propane,Standard,1.020057934818452e-05
2022,CH4,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.003980980106374361
2022,CH4,Public,Building,Water Heating,___,Kerosene,Standard,0.0020484344582783662
2022,CH4,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.04225961977332409
2022,CH4,Public,Building,Water Heating,___,Natural Gas,Standard,0.9625972532715388
2022,CH4,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.08771906856636949
2022,CH4,Residential,Building,Range,___,Natural Gas,Standard,0.044534951146111446
2022,CH4,Residential,Building,Space Heating,Furnace,Biomass,Standard,155.7552692701482
2022,CH4,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.8592805479409171
2022,CH4,Residential,Building,Space Heating,Furnace,Kerosene,Standard,0.0006576460014833327
2022,CH4,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.535209705712733
2022,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,High,40.82205225119469
2022,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,14.567134922257685
2022,CH4,Residential,Building,Space Heating,Furnace,Propane,Standard,0.0012845300659546598
2022,CH4,Residential,Building,Water Heating,___,Biomass,Standard,462.55765102953137
2022,CH4,Residential,Building,Water Heating,___,Wood Pellet,Standard,475.37563527517847
2022,CH4,Residential,Building,Water Heating,___,Kerosene,Standard,0.2863263069132526
2022,CH4,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.30643601732510406
2022,CH4,Residential,Building,Water Heating,___,Natural Gas,Standard,17.501128175290344
2022,CH4,Residential,Building,Water Heating,___,Propane,Standard,0.7044328950703561
2022,CO2,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,127185.2615387435
2022,CO2,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,118771.02984366892
2022,CO2,Commercial,Building,Space Cooling,___,Natural Gas,Standard,12999.324529493842
2022,CO2,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,736.340889242842
2022,CO2,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,673.7195444507067
2022,CO2,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14318.641968856507
2022,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,High,465.6026386330207
2022,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1757506.3608241247
2022,CO2,Commercial,Building,Space Heating,Furnace,Propane,Standard,58173.57966647849
2022,CO2,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,3677.0793877413153
2022,CO2,Commercial,Building,Water Heating,___,Kerosene,Standard,3368.8697031928095
2022,CO2,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,17794.03534568
2022,CO2,Commercial,Building,Water Heating,___,Natural Gas,Standard,284937.8991456896
2022,CO2,Commercial,Building,Water Heating,___,Propane,Standard,8950.443702980445
2022,CO2,Industry,Building,Industrial Processes,Self produced,Mix Energy,,632707.6879314432
2022,CO2,Industry,Building,Space Cooling,Self produced,Mix Energy,,1471.387176697085
2022,CO2,Industry,Building,Space Heating,Self produced,Mix Energy,,40605.99035983977
2022,CO2,Industry,Building,Water Heating,Self produced,Mix Energy,,153311.31858576482
2022,CO2,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,17734.04431648313
2022,CO2,Public,Building,Auxiliary Equipment,___,Propane,Standard,2.9383244639948525
2022,CO2,Public,Building,Space Cooling,___,Natural Gas,Standard,19096.29496077423
2022,CO2,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.7639643130024336
2022,CO2,Public,Building,Space Heating,Furnace,Kerosene,Standard,0.6989690145180861
2022,CO2,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24671.80003293435
2022,CO2,Public,Building,Space Heating,Furnace,Natural Gas,High,0.45254754484044596
2022,CO2,Public,Building,Space Heating,Furnace,Natural Gas,Standard,359498.19233055296
2022,CO2,Public,Building,Space Heating,Furnace,Propane,Standard,0.6439114366720169
2022,CO2,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,220.42066007421423
2022,CO2,Public,Building,Water Heating,___,Kerosene,Standard,201.6920758530855
2022,CO2,Public,Building,Water Heating,___,Light Fuel Oil,Standard,4474.644201396773
2022,CO2,Public,Building,Water Heating,___,Natural Gas,Standard,45205.41505445802
2022,CO2,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,4476.043282521774
2022,CO2,Residential,Building,Range,___,Natural Gas,Standard,2272.4861557799572
2022,CO2,Residential,Building,Space Heating,Furnace,Kerosene,Standard,64.7528587891142
2022,CO2,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,56670.475491793615
2022,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,High,2079027.8318596538
2022,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,739768.0787184812
2022,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,72.0764110719023
2022,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,28192.138137149934
2022,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,32446.863737145028
2022,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,886713.8943655951
2022,CO2,Residential,Building,Water Heating,___,Propane,Standard,39526.51344126136
2022,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,127972.54872879079
2022,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,121333.66177772939
2022,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,13113.73248392308
2022,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,741.0699418040704
2022,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,676.2944174031226
2022,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14369.529578473448
2022,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,471.80697470509665
2022,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1768023.272500171
2022,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,59428.74663317081
2022,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,3700.69494671743
2022,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,3381.745107432473
2022,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,17857.2742977717
2022,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,286691.43153316283
2022,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,9143.560600740157
2022,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,636401.9392270902
2022,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1480.1212000494386
2022,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40864.3432802127
2022,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,154306.7920666054
2022,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,17848.205135754615
2022,CO2e,Public,Building,Auxiliary Equipment,___,Propane,Standard,3.001722449477845
2022,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,19258.89502785256
2022,CO2e,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.7688707733713619
2022,CO2e,Public,Building,Space Heating,Furnace,Kerosene,Standard,0.7016403878289594
2022,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24759.482156724098
2022,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,High,0.4605782199971637
2022,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,361659.1079158659
2022,CO2e,Public,Building,Space Heating,Furnace,Propane,Standard,0.6578046225385513
2022,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,221.83628278687326
2022,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,202.46291807535482
2022,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,4490.546822109234
2022,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,45496.97791806799
2022,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,4502.612677154835
2022,CO2e,Residential,Building,Range,___,Natural Gas,Standard,2285.9754313879157
2022,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3761.575955386466
2022,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,20.75210080026069
2022,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,64.81189527402357
2022,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,56718.52084766716
2022,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2091392.499527745
2022,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,744180.3454175474
2022,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,73.6345460419053
2022,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,11171.023274178275
2022,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,11480.584687804167
2022,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,28217.841477030528
2022,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,32474.37224449286
2022,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,892014.8433900451
2022,CO2e,Residential,Building,Water Heating,___,Propane,Standard,40380.99054298171
2022,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.458735724379823
2022,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.466845581254544
2022,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.3573015363878091
2022,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.014932131136265922
2022,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.008158326355785717
2022,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.16123424972850067
2022,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.019376439423913587
2022,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,32.84482077040989
2022,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,4.1470274165646
2022,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.07456686491045288
2022,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.0407949252996279
2022,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.20036871596744582
2022,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.4763659283862385
2022,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.638051422980561
2022,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.502928430808453
2022,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.027276774991736218
2022,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.8126970956663988
2022,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.1330778016734233
2022,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.35652972411408335
2022,N2O,Public,Building,Auxiliary Equipment,___,Propane,Standard,0.0002094647089887009
2022,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.5078078182657275
2022,N2O,Public,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,1.549230182899358e-05
2022,N2O,Public,Building,Space Heating,Furnace,Kerosene,Standard,8.4640817978195e-06
2022,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.2778153964656122
2022,N2O,Public,Building,Space Heating,Furnace,Natural Gas,High,2.5080184067980422e-05
2022,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.748643259946805
2022,N2O,Public,Building,Space Heating,Furnace,Propane,Standard,4.590259630947162e-05
2022,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.004469872920889752
2022,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.002442366102837249
2022,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.05038647213833635
2022,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.910564836547875
2022,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.08297749729251172
2022,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.04212765648956491
2022,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.6466956399777024
2022,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.00908459494463569
2022,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,0.00015176482845043844
2022,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.12350990622003598
2022,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.61545157991897
2022,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,13.779721025834162
2022,N2O,Residential,Building,Space Heating,Furnace,Propane,Standard,0.005138120263818639
2022,N2O,Residential,Building,Water Heating,___,Biomass,Standard,4.890310746839317
2022,N2O,Residential,Building,Water Heating,___,Wood Pellet,Standard,5.025826667870538
2022,N2O,Residential,Building,Water Heating,___,Kerosene,Standard,0.06607546119268647
2022,N2O,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.0707159428993448
2022,N2O,Residential,Building,Water Heating,___,Natural Gas,Standard,16.555118566338344
2022,N2O,Residential,Building,Water Heating,___,Propane,Standard,2.817731580281425
2023,CH4,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.1834536802811586
2023,CH4,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,1.8479974784540694
2023,CH4,Commercial,Building,Space Cooling,Central,Natural Gas,Energy Star,0.015819131478306853
2023,CH4,Commercial,Building,Space Cooling,Central,Natural Gas,High,0.014934364063825692
2023,CH4,Commercial,Building,Space Cooling,Central,Natural Gas,Standard,0.017608390373799153
2023,CH4,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.12616334150087571
