periods,group_name,max_act_g,notes
2036,BAP-BDG-3-COMBDGRTT-TEDI,0,
2036,BAP-BDG-3-COMBDGTAW-TEDI,0,
2036,BAP-BDG-3-COMBDGICI-TEDI,0,
2036,BAP-BDG-3-COMBDGOFF-TEDI,0,
2036,BAP-BDG-3-COMBDGEDS-TEDI,0,
2036,BAP-BDG-3-COMBDGHLC-TEDI,0,
2036,BAP-BDG-3-COMBDGAER-TEDI,0,
2036,BAP-BDG-3-COMBDGAFS-TEDI,0,
2036,BAP-BDG-3-COMBDGOTS-TEDI,0,
2036,BAP-BDG-3-COMBDG-TEUI,0,
2037,BAP-BDG-3-COMBDGWST-TEDI,0,
2037,BAP-BDG-3-COMBDGRTT-TEDI,0,
2037,BAP-BDG-3-COMBDGTAW-TEDI,0,
2037,BAP-BDG-3-COMBDGICI-TEDI,0,
2037,BAP-BDG-3-COMBDGOFF-TEDI,0,
2037,BAP-BDG-3-COMBDGEDS-TEDI,0,
2037,BAP-BDG-3-COMBDGHLC-TEDI,0,
2037,BAP-BDG-3-COMBDGAER-TEDI,0,
2037,BAP-BDG-3-COMBDGAFS-TEDI,0,
2037,BAP-BDG-3-COMBDGOTS-TEDI,0,
2037,BAP-BDG-3-COMBDG-TEUI,0,
2038,BAP-BDG-3-COMBDGWST-TEDI,0,
2038,BAP-BDG-3-COMBDGRTT-TEDI,0,
2038,BAP-BDG-3-COMBDGTAW-TEDI,0,
2038,BAP-BDG-3-COMBDGICI-TEDI,0,
2038,BAP-BDG-3-COMBDGOFF-TEDI,0,
2038,BAP-BDG-3-COMBDGEDS-TEDI,0,
2038,BAP-BDG-3-COMBDGHLC-TEDI,0,
2038,BAP-BDG-3-COMBDGAER-TEDI,0,
2038,BAP-BDG-3-COMBDGAFS-TEDI,0,
2038,BAP-BDG-3-COMBDGOTS-TEDI,0,
2038,BAP-BDG-3-COMBDG-TEUI,0,
2039,BAP-BDG-3-COMBDGWST-TEDI,0,
2039,BAP-BDG-3-COMBDGRTT-TEDI,0,
2039,BAP-BDG-3-COMBDGTAW-TEDI,0,
2039,BAP-BDG-3-COMBDGICI-TEDI,0,
2039,BAP-BDG-3-COMBDGOFF-TEDI,0,
2039,BAP-BDG-3-COMBDGEDS-TEDI,0,
2039,BAP-BDG-3-COMBDGHLC-TEDI,0,
2039,BAP-BDG-3-COMBDGAER-TEDI,0,
2039,BAP-BDG-3-COMBDGAFS-TEDI,0,
2039,BAP-BDG-3-COMBDGOTS-TEDI,0,
2039,BAP-BDG-3-COMBDG-TEUI,0,
2040,BAP-BDG-3-COMBDGWST-TEDI,0,
2040,BAP-BDG-3-COMBDGRTT-TEDI,0,
2040,BAP-BDG-3-COMBDGTAW-TEDI,0,
2040,BAP-BDG-3-COMBDGICI-TEDI,0,
2040,BAP-BDG-3-COMBDGOFF-TEDI,0,
2040,BAP-BDG-3-COMBDGEDS-TEDI,0,
2040,BAP-BDG-3-COMBDGHLC-TEDI,0,
2040,BAP-BDG-3-COMBDGAER-TEDI,0,
2040,BAP-BDG-3-COMBDGAFS-TEDI,0,
2040,BAP-BDG-3-COMBDGOTS-TEDI,0,
2040,BAP-BDG-3-COMBDG-TEUI,0,
2041,BAP-BDG-3-COMBDGWST-TEDI,0,
2041,BAP-BDG-3-COMBDGRTT-TEDI,0,
2041,BAP-BDG-3-COMBDGTAW-TEDI,0,
2041,BAP-BDG-3-COMBDGICI-TEDI,0,
2041,BAP-BDG-3-COMBDGOFF-TEDI,0,
2041,BAP-BDG-3-COMBDGEDS-TEDI,0,
2041,BAP-BDG-3-COMBDGHLC-TEDI,0,
2041,BAP-BDG-3-COMBDGAER-TEDI,0,
2041,BAP-BDG-3-COMBDGAFS-TEDI,0,
2041,BAP-BDG-3-COMBDGOTS-TEDI,0,
2041,BAP-BDG-3-COMBDG-TEUI,0,
2042,BAP-BDG-3-COMBDGWST-TEDI,0,
2042,BAP-BDG-3-COMBDGRTT-TEDI,0,
2042,BAP-BDG-3-COMBDGTAW-TEDI,0,
2042,BAP-BDG-3-COMBDGICI-TEDI,0,
2042,BAP-BDG-3-COMBDGOFF-TEDI,0,
2042,BAP-BDG-3-COMBDGEDS-TEDI,0,
2042,BAP-BDG-3-COMBDGHLC-TEDI,0,
2042,BAP-BDG-3-COMBDGAER-TEDI,0,
2042,BAP-BDG-3-COMBDGAFS-TEDI,0,
2042,BAP-BDG-3-COMBDGOTS-TEDI,0,
2042,BAP-BDG-3-COMBDG-TEUI,0,
2043,BAP-BDG-3-COMBDGWST-TEDI,0,
2043,BAP-BDG-3-COMBDGRTT-TEDI,0,
2043,BAP-BDG-3-COMBDGTAW-TEDI,0,
2043,BAP-BDG-3-COMBDGICI-TEDI,0,
2043,BAP-BDG-3-COMBDGOFF-TEDI,0,
2043,BAP-BDG-3-COMBDGEDS-TEDI,0,
2043,BAP-BDG-3-COMBDGHLC-TEDI,0,
2043,BAP-BDG-3-COMBDGAER-TEDI,0,
2043,BAP-BDG-3-COMBDGAFS-TEDI,0,
2043,BAP-BDG-3-COMBDGOTS-TEDI,0,
2043,BAP-BDG-3-COMBDG-TEUI,0,
2044,BAP-BDG-3-COMBDGWST-TEDI,0,
2044,BAP-BDG-3-COMBDGRTT-TEDI,0,
2044,BAP-BDG-3-COMBDGTAW-TEDI,0,
2044,BAP-BDG-3-COMBDGICI-TEDI,0,
2044,BAP-BDG-3-COMBDGOFF-TEDI,0,
2044,BAP-BDG-3-COMBDGEDS-TEDI,0,
2044,BAP-BDG-3-COMBDGHLC-TEDI,0,
2044,BAP-BDG-3-COMBDGAER-TEDI,0,
2044,BAP-BDG-3-COMBDGAFS-TEDI,0,
2044,BAP-BDG-3-COMBDGOTS-TEDI,0,
2044,BAP-BDG-3-COMBDG-TEUI,0,
2045,BAP-BDG-3-COMBDGWST-TEDI,0,
2045,BAP-BDG-3-COMBDGRTT-TEDI,0,
2045,BAP-BDG-3-COMBDGTAW-TEDI,0,
2045,BAP-BDG-3-COMBDGICI-TEDI,0,
2045,BAP-BDG-3-COMBDGOFF-TEDI,0,
2045,BAP-BDG-3-COMBDGEDS-TEDI,0,
2045,BAP-BDG-3-COMBDGHLC-TEDI,0,
2045,BAP-BDG-3-COMBDGAER-TEDI,0,
2045,BAP-BDG-3-COMBDGAFS-TEDI,0,
2045,BAP-BDG-3-COMBDGOTS-TEDI,0,
2045,BAP-BDG-3-COMBDG-TEUI,0,
2046,BAP-BDG-3-COMBDGWST-TEDI,0,
2046,BAP-BDG-3-COMBDGRTT-TEDI,0,
2046,BAP-BDG-3-COMBDGTAW-TEDI,0,
2046,BAP-BDG-3-COMBDGICI-TEDI,0,
2046,BAP-BDG-3-COMBDGOFF-TEDI,0,
2046,BAP-BDG-3-COMBDGEDS-TEDI,0,
2046,BAP-BDG-3-COMBDGHLC-TEDI,0,
2046,BAP-BDG-3-COMBDGAER-TEDI,0,
2046,BAP-BDG-3-COMBDGAFS-TEDI,0,
2046,BAP-BDG-3-COMBDGOTS-TEDI,0,
2046,BAP-BDG-3-COMBDG-TEUI,0,
2047,BAP-BDG-3-COMBDGWST-TEDI,0,
2047,BAP-BDG-3-COMBDGRTT-TEDI,0,
2047,BAP-BDG-3-COMBDGTAW-TEDI,0,
2047,BAP-BDG-3-COMBDGICI-TEDI,0,
2047,BAP-BDG-3-COMBDGOFF-TEDI,0,
2047,BAP-BDG-3-COMBDGEDS-TEDI,0,
2047,BAP-BDG-3-COMBDGHLC-TEDI,0,
2047,BAP-BDG-3-COMBDGAER-TEDI,0,
2047,BAP-BDG-3-COMBDGAFS-TEDI,0,
2047,BAP-BDG-3-COMBDGOTS-TEDI,0,
2047,BAP-BDG-3-COMBDG-TEUI,0,
2048,BAP-BDG-3-COMBDGWST-TEDI,0,
2048,BAP-BDG-3-COMBDGRTT-TEDI,0,
2048,BAP-BDG-3-COMBDGTAW-TEDI,0,
2048,BAP-BDG-3-COMBDGICI-TEDI,0,
2048,BAP-BDG-3-COMBDGOFF-TEDI,0,
2048,BAP-BDG-3-COMBDGEDS-TEDI,0,
2048,BAP-BDG-3-COMBDGHLC-TEDI,0,
2048,BAP-BDG-3-COMBDGAER-TEDI,0,
2048,BAP-BDG-3-COMBDGAFS-TEDI,0,
2048,BAP-BDG-3-COMBDGOTS-TEDI,0,
2048,BAP-BDG-3-COMBDG-TEUI,0,
2049,BAP-BDG-3-COMBDGWST-TEDI,0,
2049,BAP-BDG-3-COMBDGRTT-TEDI,0,
2049,BAP-BDG-3-COMBDGTAW-TEDI,0,
2049,BAP-BDG-3-COMBDGICI-TEDI,0,
2049,BAP-BDG-3-COMBDGOFF-TEDI,0,
2049,BAP-BDG-3-COMBDGEDS-TEDI,0,
2049,BAP-BDG-3-COMBDGHLC-TEDI,0,
2049,BAP-BDG-3-COMBDGAER-TEDI,0,
2049,BAP-BDG-3-COMBDGAFS-TEDI,0,
2049,BAP-BDG-3-COMBDGOTS-TEDI,0,
2049,BAP-BDG-3-COMBDG-TEUI,0,
2050,BAP-BDG-3-COMBDGWST-TEDI,0,
2050,BAP-BDG-3-COMBDGRTT-TEDI,0,
2050,BAP-BDG-3-COMBDGTAW-TEDI,0,
2050,BAP-BDG-3-COMBDGICI-TEDI,0,
2050,BAP-BDG-3-COMBDGOFF-TEDI,0,
2050,BAP-BDG-3-COMBDGEDS-TEDI,0,
2050,BAP-BDG-3-COMBDGHLC-TEDI,0,
2050,BAP-BDG-3-COMBDGAER-TEDI,0,
2050,BAP-BDG-3-COMBDGAFS-TEDI,0,
2050,BAP-BDG-3-COMBDGOTS-TEDI,0,
2050,BAP-BDG-3-COMBDG-TEUI,0,
