regions,tech,group_name,act_fraction,tech_desc
TO,PASTRAROACAR___ADRCONVNGA_EX,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVGAS_EX,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVDSL_EX,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVPRO_EX,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRBEV320BELC____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRBEV480BELC____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRBEV640BELC____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCELLHH2____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVDSL____16,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVDSL____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVGAS____16,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVGAS____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVNGA____16,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVNGA____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVNGABIF_23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVPRO____16,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVPRO____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVPROBIF_23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRCONVRDSL____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRHYBDSL____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRHYBGAS____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRHYBRDSL____23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___ADRPHEVGASELC_23,BAP-4-PASTRA-ROACAR___ADR,1,
TO,PASTRAROACAR___APGCONVNGA_EX,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVGAS_EX,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVDSL_EX,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVPRO_EX,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGBEV320BELC____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGBEV480BELC____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGBEV640BELC____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCELLHH2____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVDSL____16,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVDSL____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVGAS____16,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVGAS____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVNGA____16,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVNGA____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVNGABIF_23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVPRO____16,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVPRO____23,BAP-4-PASTRA-ROACAR___APG,1,
TO,PASTRAROACAR___APGCONVPROBIF_23,BAP-4-PASTRA-ROACAR___APG,1,
