regions,periods,tech,output_comm,TOS,to_split_notes
TO,2024,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2024,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2024,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2024,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2024,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2025,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2025,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2025,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2025,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2025,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2025,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2025,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2025,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2025,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2025,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2025,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2025,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2026,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2026,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2026,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2026,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2026,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2026,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2026,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2026,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2026,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2026,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2026,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2026,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2027,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2027,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2027,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2027,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2027,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2027,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2027,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2027,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2027,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2027,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2027,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2027,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2028,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2028,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2028,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2028,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2028,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2028,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2028,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2028,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2028,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2028,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2028,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2028,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2029,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2029,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2029,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2029,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2029,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2029,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2029,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2029,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2029,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2029,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2029,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2029,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2030,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2030,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2030,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2030,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2030,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2030,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2030,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2030,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2030,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2030,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2030,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2030,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2031,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2031,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2031,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2031,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2031,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2031,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2031,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2031,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2031,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2031,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2031,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2031,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2032,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2032,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2032,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2032,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2032,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2032,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2032,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2032,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2032,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2032,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2032,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2032,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2033,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2033,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2033,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2033,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2033,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2033,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2033,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2033,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2033,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2033,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2033,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2033,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2034,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2034,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2034,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2034,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2034,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2034,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2034,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2034,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2034,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2034,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2034,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2034,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2035,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2035,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2035,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2035,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2035,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2035,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2035,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2035,SLDWASGRBDFGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2035,SLDWASGRBDFADIPUBSTD____21,EUESLDWASGRBDFTTE,0.6171191250359388,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2035,SLDWASGRBDFADIPUBSTD____21,BMTNSLDWASGRBDF,0.3828808749640612,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2035,SLDWASGRBDFGASCENCCSHH2_21,EUESLDWASGRBDFTTE,0.5405405405405406,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2035,SLDWASGRBDFGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2036,SLDWASGRBDRGASERKSTD____21,EUESLDWASGRBDRTTE,0.5932203389830455,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2036,SLDWASGRBDRGASERKSTD____21,SLDWASCETH,0.40677966101695456,SolidWasteGreen BinDisco RoadGasificationEnerkemStandard Efficiency
TO,2036,SLDWASGRBDRADIPUBSTD____21,EUESLDWASGRBDRTTE,0.6171191250359388,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2036,SLDWASGRBDRADIPUBSTD____21,BMTNSLDWASGRBDR,0.3828808749640612,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2036,SLDWASGRBDRGASCENCCSHH2_21,EUESLDWASGRBDRTTE,0.5405405405405406,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2036,SLDWASGRBDRGASCENCCSHH2_21,SLDWASHH2,0.4594594594594595,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2036,SLDWASGRBDFGASERKSTD____21,EUESLDWASGRBDFTTE,0.5932203389830455,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
