regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2050,SLDWASGRBDRADIPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteGreen BinDisco RoadAnaerobic DigesterPublicStandard Efficiency
TO,2050,SLDWASGRBDRGASCENCCSHH2_21,2023,531.439626666667,k$/MW,SolidWasteGreen BinDisco RoadGasificationCentralCarbon Capture Storage
TO,2050,SLDWASGRBDFGASERKSTD____21,2023,9.0,k$/TJa,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2050,SLDWASGRBDFGASERKSTDMENE_21,2023,0.0,k$/TJa,SolidWasteGreen BinDufferinGasificationEnerkemStandard Efficiency
TO,2050,SLDWASGRBDFADIPUBSTD____21,2023,7.011,k$/TJa,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2050,SLDWASGRBDFADIPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteGreen BinDufferinAnaerobic DigesterPublicStandard Efficiency
TO,2050,SLDWASGRBDFGASCENCCSHH2_21,2023,531.439626666667,k$/MW,SolidWasteGreen BinDufferinGasificationCentralCarbon Capture Storage
TO,2023,SLDWASLDFGLCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillGreen LaneBiogas capture
TO,2023,SLDWASLDFGLBUPPUBSTD____23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLBUPPUBSTD____21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLBUPPUBSTD____17,2023,1.0,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFGLCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillGreen LaneCogeneration engineInternal Combustion EngineStandard Efficiency
TO,2023,SLDWASLDFBWCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillBrock WestBiogas capture
TO,2023,SLDWASLDFBWBUPPUBSTD_23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWBUPPUBSTD_21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWBUPPUBSTD_17,2023,1.0,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBWCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillBrock WestCogeneration engineInternal Combustion EngineStandard Efficiency
TO,2023,SLDWASLDFKVCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillKeele ValleyBiogas capture
TO,2023,SLDWASLDFKVBUPPUBSTD_23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVBUPPUBSTD_21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVBUPPUBSTD_17,2023,1.0,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFKVCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillKeele ValleyCogeneration engineInternal Combustion EngineStandard Efficiency
TO,2023,SLDWASLDFBRCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillBeare RdBiogas capture
TO,2023,SLDWASLDFBRBUPPUBSTD_23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRBUPPUBSTD_21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRBUPPUBSTD_17,2023,1.0,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFBRCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillBeare RdCogeneration engineInternal Combustion EngineStandard Efficiency
TO,2023,SLDWASLDFTKCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillThackerayBiogas capture
TO,2023,SLDWASLDFTKBUPPUBSTD_23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKBUPPUBSTD_21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKBUPPUBSTD_17,2023,1.0,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFTKCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillThackerayCogeneration engineInternal Combustion EngineStandard Efficiency
TO,2023,SLDWASLDFAHCAP__________23,2023,0.4346389888558569,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas capture
TO,2023,SLDWASLDFAHBUPPUBSTD_23,2023,1.63807054113948,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHBUPPUBSTDMENE_23,2023,0.0,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHBUPPUBSTD_21,2023,0.817003015271965,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHBUPPUBSTDMENE_21,2023,0.0,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHBUPPUBSTD_17,2023,1.0,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHBUPPUBSTDMENE_17,2023,0.0,k$/TJa,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SLDWASLDFAHCHPICESTD____20,2023,25.0704486,k$/MW,SolidWasteLandfillMI - Arbor HillsCogeneration engineInternal Combustion EngineStandard Efficiency
