regions,periods,input_comm,tech,TIS,ti_split_notes
TO,2023,BGASLDWASLDFGLCAP,SLDWASLDFGLBUPPUBSTD____23,0.999000999000999,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFGLBUPPUBSTDMENE,SLDWASLDFGLBUPPUBSTD____23,0.0009990009990009992,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFGLCAP,SLDWASLDFGLBUPPUBSTD____21,0.999000999000999,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFGLBUPPUBSTDMENE,SLDWASLDFGLBUPPUBSTD____21,0.0009990009990009992,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFGLCAP,SLDWASLDFGLBUPPUBSTD____17,0.999000999000999,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFGLBUPPUBSTDMENE,SLDWASLDFGLBUPPUBSTD____17,0.0009990009990009992,SolidWasteLandfillGreen LaneBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBWCAP,SLDWASLDFBWBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBWBUPPUBSTDMENE,SLDWASLDFBWBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBWCAP,SLDWASLDFBWBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBWBUPPUBSTDMENE,SLDWASLDFBWBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBWCAP,SLDWASLDFBWBUPPUBSTD_17,0.999000999000999,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBWBUPPUBSTDMENE,SLDWASLDFBWBUPPUBSTD_17,0.0009990009990009992,SolidWasteLandfillBrock WestBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFKVCAP,SLDWASLDFKVBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFKVBUPPUBSTDMENE,SLDWASLDFKVBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFKVCAP,SLDWASLDFKVBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFKVBUPPUBSTDMENE,SLDWASLDFKVBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFKVCAP,SLDWASLDFKVBUPPUBSTD_17,0.999000999000999,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFKVBUPPUBSTDMENE,SLDWASLDFKVBUPPUBSTD_17,0.0009990009990009992,SolidWasteLandfillKeele ValleyBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBRCAP,SLDWASLDFBRBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBRBUPPUBSTDMENE,SLDWASLDFBRBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBRCAP,SLDWASLDFBRBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBRBUPPUBSTDMENE,SLDWASLDFBRBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFBRCAP,SLDWASLDFBRBUPPUBSTD_17,0.999000999000999,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFBRBUPPUBSTDMENE,SLDWASLDFBRBUPPUBSTD_17,0.0009990009990009992,SolidWasteLandfillBeare RdBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFTKCAP,SLDWASLDFTKBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFTKBUPPUBSTDMENE,SLDWASLDFTKBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFTKCAP,SLDWASLDFTKBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFTKBUPPUBSTDMENE,SLDWASLDFTKBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFTKCAP,SLDWASLDFTKBUPPUBSTD_17,0.999000999000999,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFTKBUPPUBSTDMENE,SLDWASLDFTKBUPPUBSTD_17,0.0009990009990009992,SolidWasteLandfillThackerayBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFAHCAP,SLDWASLDFAHBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFAHBUPPUBSTDMENE,SLDWASLDFAHBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFAHCAP,SLDWASLDFAHBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFAHBUPPUBSTDMENE,SLDWASLDFAHBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFAHCAP,SLDWASLDFAHBUPPUBSTD_17,0.999000999000999,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFAHBUPPUBSTDMENE,SLDWASLDFAHBUPPUBSTD_17,0.0009990009990009992,SolidWasteLandfillMI - Arbor HillsBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFCFCAP,SLDWASLDFCFBUPPUBSTD_23,0.999000999000999,SolidWasteLandfillMI - Carleton farmsBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFCFBUPPUBSTDMENE,SLDWASLDFCFBUPPUBSTD_23,0.0009990009990009992,SolidWasteLandfillMI - Carleton farmsBiogas upgradePublicStandard Efficiency
TO,2023,BGASLDWASLDFCFCAP,SLDWASLDFCFBUPPUBSTD_21,0.999000999000999,SolidWasteLandfillMI - Carleton farmsBiogas upgradePublicStandard Efficiency
TO,2023,SEESLDWASLDFCFBUPPUBSTDMENE,SLDWASLDFCFBUPPUBSTD_21,0.0009990009990009992,SolidWasteLandfillMI - Carleton farmsBiogas upgradePublicStandard Efficiency
