"Buildin sector GHG emissions per subsector, per end use, per period (metric ton)"
t_periods,emissions_comm,Sub,EndUse,Emisions
2022,CH4,Commercial,Space Cooling,0.3779611653711578
2022,CH4,Commercial,Space Heating,35.82407179660145
2022,CH4,Commercial,Water Heating,6.202326895572024
2022,CH4,Industry,Industrial Processes,12.68469635587864
2022,CH4,Industry,Space Cooling,0.0288354476800933
2022,CH4,Industry,Space Heating,0.7699612319476811
2022,CH4,Industry,Water Heating,2.943633139543654
2022,CH4,Public,Auxiliary Equipment,0.3771296041989528
2022,CH4,Public,Space Cooling,0.5373832000332976
2022,CH4,Public,Space Heating,7.367845517665992
2022,CH4,Public,Water Heating,1.0111090516801011
2022,CH4,Residential,Clothe Dryer,0.08776882475060527
2022,CH4,Residential,Range,0.04460441911118664
2022,CH4,Residential,Space Heating,212.6819518827147
2022,CH4,Residential,Water Heating,958.3042973470797
2022,CO2,Commercial,Auxiliary Equipment,246145.22942236922
2022,CO2,Commercial,Space Cooling,13105.064973876211
2022,CO2,Commercial,Space Heating,1832453.9873256523
2022,CO2,Commercial,Water Heating,319074.89880057314
2022,CO2,Industry,Industrial Processes,632707.6880287052
2022,CO2,Industry,Space Cooling,1471.3871681085443
2022,CO2,Industry,Space Heating,40605.99038495412
2022,CO2,Industry,Water Heating,153311.3185249099
2022,CO2,Public,Auxiliary Equipment,17764.63782170488
2022,CO2,Public,Space Cooling,19249.096992633455
2022,CO2,Public,Space Heating,384283.0956758602
2022,CO2,Public,Water Heating,50114.22217392624
2022,CO2,Residential,Clothe Dryer,4478.582192679535
2022,CO2,Residential,Range,2276.030899511362
2022,CO2,Residential,Space Heating,2876017.5099439314
2022,CO2,Residential,Water Heating,987472.4498633791
2022,CO2e,Commercial,Auxiliary Equipment,249496.92755271014
2022,CO2e,Commercial,Space Cooling,13219.546313034702
2022,CO2e,Commercial,Space Heating,1844292.9474743942
2022,CO2e,Commercial,Water Heating,321123.99261745694
2022,CO2e,Industry,Industrial Processes,636401.9393250825
2022,CO2e,Industry,Space Cooling,1480.1211914099172
2022,CO2e,Industry,Space Heating,40864.34330490827
2022,CO2e,Industry,Water Heating,154306.79200428782
2022,CO2e,Public,Auxiliary Equipment,17878.916880294728
2022,CO2e,Public,Space Cooling,19411.865957444337
2022,CO2e,Public,Space Heating,386531.88072517613
2022,CO2e,Public,Water Heating,50423.79800273027
2022,CO2e,Residential,Clothe Dryer,4505.166658057374
2022,CO2e,Residential,Range,2289.5412164026875
2022,CO2e,Residential,Space Heating,2896630.6759995427
2022,CO2e,Residential,Water Heating,1016373.3686634814
2022,N2O,Commercial,Auxiliary Equipment,10.931413365843355
2022,N2O,Commercial,Space Cooling,0.35753072042181316
2022,N2O,Commercial,Space Heating,37.20353906379628
2022,N2O,Commercial,Water Heating,6.439077020391459
2022,N2O,Industry,Industrial Processes,11.50292843256119
2022,N2O,Industry,Space Cooling,0.027276774832520688
2022,N2O,Industry,Space Heating,0.8126970942389958
2022,N2O,Industry,Water Heating,3.133077796803578
2022,N2O,Public,Auxiliary Equipment,0.3569105265156656
2022,N2O,Public,Space Cooling,0.5083352939939194
2022,N2O,Public,Space Heating,7.027047964580881
2022,N2O,Public,Water Heating,0.9675924118079455
2022,N2O,Residential,Clothe Dryer,0.0830245639532753
2022,N2O,Residential,Range,0.0421933694295009
2022,N2O,Residential,Space Heating,54.18404384588846
2022,N2O,Residential,Water Heating,29.451438106756754
2023,CH4,Commercial,Auxiliary Equipment,4.7188446391564804
2023,CH4,Commercial,Space Cooling,0.2912721881187592
2023,CH4,Commercial,Space Heating,33.05997797062474
2023,CH4,Commercial,Water Heating,3.944488433765442
2023,CH4,Industry,Industrial Processes,12.67889919493239
2023,CH4,Industry,Space Cooling,0.1967663161712418
2023,CH4,Industry,Space Heating,0.9856609494488784
2023,CH4,Industry,Water Heating,2.6808210774038987
2023,CH4,Public,Auxiliary Equipment,0.3592955760600163
2023,CH4,Public,Space Cooling,2.348050966529779
2023,CH4,Public,Space Heating,7.824711162998135
2023,CH4,Public,Water Heating,0.7199497046968885
2023,CH4,Residential,Clothe Dryer,0.04341507507159241
2023,CH4,Residential,Range,0.06453990276615214
2023,CH4,Residential,Space Heating,209.66122078990637
2023,CH4,Residential,Water Heating,856.6860113433438
2023,CO2,Commercial,Auxiliary Equipment,264772.2915251473
2023,CO2,Commercial,Space Cooling,13793.458317027362
2023,CO2,Commercial,Space Heating,1696930.534685977
2023,CO2,Commercial,Water Heating,202675.79517767267
2023,CO2,Industry,Industrial Processes,623171.776026929
2023,CO2,Industry,Space Cooling,10040.4001332785
2023,CO2,Industry,Space Heating,43555.96140616365
2023,CO2,Industry,Water Heating,125448.45867681384
2023,CO2,Public,Auxiliary Equipment,18231.381986433338
2023,CO2,Public,Space Cooling,118970.89587427395
2023,CO2,Public,Space Heating,408138.5042322605
2023,CO2,Public,Water Heating,40391.33911740887
2023,CO2,Residential,Clothe Dryer,2215.342209058554
2023,CO2,Residential,Range,2816.7791261894117
2023,CO2,Residential,Space Heating,2716448.026727943
2023,CO2,Residential,Water Heating,748532.5141701465
2023,CO2e,Commercial,Auxiliary Equipment,268345.0282794045
2023,CO2e,Commercial,Space Cooling,13881.682270064306
2023,CO2e,Commercial,Space Heating,1707563.9607691937
2023,CO2e,Commercial,Water Heating,203930.82029836316
2023,CO2e,Industry,Industrial Processes,626925.3372792673
2023,CO2e,Industry,Space Cooling,10099.999055044203
2023,CO2e,Industry,Space Heating,43898.473557259895
2023,CO2e,Industry,Water Heating,126308.11595953732
2023,CO2e,Public,Auxiliary Equipment,18341.2521086763
2023,CO2e,Public,Space Cooling,119682.1012244456
2023,CO2e,Public,Space Heating,410522.3250945833
2023,CO2e,Public,Water Heating,40615.59106474531
2023,CO2e,Residential,Clothe Dryer,2228.4922832836173
2023,CO2e,Residential,Range,2836.327737148231
2023,CO2e,Residential,Space Heating,2736943.9571669386
2023,CO2e,Residential,Water Heating,773314.424699148
2023,N2O,Commercial,Auxiliary Equipment,11.656513479310755
2023,N2O,Commercial,Space Cooling,0.275527641229666
2023,N2O,Commercial,Space Heating,33.352907871914766
2023,N2O,Commercial,Water Heating,3.933526387857298
2023,N2O,Industry,Industrial Processes,11.702363655183104
2023,N2O,Industry,Space Cooling,0.1861302990809044
2023,N2O,Industry,Space Heating,1.0799103058987023
2023,N2O,Industry,Water Heating,2.695839060731398
2023,N2O,Public,Auxiliary Equipment,0.3433721984755336
2023,N2O,Public,Space Cooling,2.221128455954758
2023,N2O,Public,Space Heating,7.447993046645063
2023,N2O,Public,Water Heating,0.701788602475867
2023,N2O,Residential,Clothe Dryer,0.04106831425691176
2023,N2O,Residential,Range,0.06105125168030376
2023,N2O,Residential,Space Heating,54.003506048353124
2023,N2O,Residential,Water Heating,22.790282854999145
2024,CH4,Commercial,Auxiliary Equipment,4.938337145187392
2024,CH4,Commercial,Space Cooling,0.2597922245847312
2024,CH4,Commercial,Space Heating,33.012287778790494
2024,CH4,Commercial,Water Heating,3.918959113988933
2024,CH4,Industry,Industrial Processes,12.712780256390738
