GHG emissions by building type (metric ton)
t_periods,emissions_comm,Sub,Archetype,NewOld,Emisions
2020,CO2e,Residential,Apartments,Old,1501962.6898836838
2020,CO2e,Residential,Single Attached,Old,742117.7014597114
2020,CO2e,Residential,Single Detached,Old,1667582.5453180932
2020,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.0454935070757143
2020,N2O,Commercial,Accommodation and Food Services,Old,2.402458655100127
2020,N2O,Commercial,Educational Services,Old,6.065008474208416
2020,N2O,Commercial,Health Care and Social Assistance,Old,3.941044945562048
2020,N2O,Commercial,Information and Cultural Industries,Old,0.30758949059431556
2020,N2O,Commercial,Offices,Old,24.317527912757132
2020,N2O,Commercial,Other Services,Old,2.4369103539476846
2020,N2O,Commercial,Retail Trade,Old,7.543927804995601
2020,N2O,Commercial,Transportation and Warehousing,Old,1.3993347291496407
2020,N2O,Commercial,Wholesale Trade,Old,4.847043949774282
2020,N2O,Industry,,,15.440190690912528
2020,N2O,Public,Hospital,Old,1.704153050319297
2020,N2O,Public,Municipality,Old,1.4958412911185957
2020,N2O,Public,Post-Secondary Institution,Old,2.6702026960406022
2020,N2O,Public,School board,Old,2.861138277439694
2020,N2O,Residential,Apartments,Old,33.03219286929875
2020,N2O,Residential,Single Attached,Old,15.429939545567342
2020,N2O,Residential,Single Detached,Old,34.0000591892804
2021,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8696882805177641
2021,CH4,Commercial,Accommodation and Food Services,Old,2.174533216448523
2021,CH4,Commercial,Educational Services,Old,5.444122805673473
2021,CH4,Commercial,Health Care and Social Assistance,Old,3.485385808878246
2021,CH4,Commercial,Information and Cultural Industries,Old,0.2798674008070099
2021,CH4,Commercial,Offices,Old,18.948403817571425
2021,CH4,Commercial,Other Services,Old,2.2824365324298173
2021,CH4,Commercial,Retail Trade,Old,6.9212423027116206
2021,CH4,Commercial,Transportation and Warehousing,Old,1.2371170387847477
2021,CH4,Commercial,Wholesale Trade,Old,4.331105008806718
2021,CH4,Industry,,,16.408065942942347
2021,CH4,Public,Hospital,Old,1.7631371869161978
2021,CH4,Public,Municipality,Old,1.6078667212862132
2021,CH4,Public,Post-Secondary Institution,Old,2.8078528865569026
2021,CH4,Public,School board,Old,3.05029137079545
2021,CH4,Residential,Apartments,Old,569.0339503312551
2021,CH4,Residential,Single Attached,Old,187.97975707039475
2021,CH4,Residential,Single Detached,Old,371.1179022629134
2021,CO2,Commercial,"Arts, Entertainment and Recreation",Old,94508.77672793053
2021,CO2,Commercial,Accommodation and Food Services,Old,110064.17258659635
2021,CO2,Commercial,Educational Services,Old,280082.90051566716
2021,CO2,Commercial,Health Care and Social Assistance,Old,177713.16627698587
2021,CO2,Commercial,Information and Cultural Industries,Old,13661.059881504545
2021,CO2,Commercial,Offices,Old,986452.8109321502
2021,CO2,Commercial,Other Services,Old,115539.58071612412
2021,CO2,Commercial,Retail Trade,Old,355833.0996985839
2021,CO2,Commercial,Transportation and Warehousing,Old,62442.42264567546
2021,CO2,Commercial,Wholesale Trade,Old,220762.8260173597
2021,CO2,Industry,,,827135.552058487
2021,CO2,Public,Hospital,Old,96866.24092739091
2021,CO2,Public,Municipality,Old,78949.32942586076
2021,CO2,Public,Post-Secondary Institution,Old,143569.35560207255
2021,CO2,Public,School board,Old,149307.8383215824
2021,CO2,Residential,Apartments,Old,1490797.7779722356
