GHG emissions per subsector per period (metric ton)
t_periods,emissions_comm,sector,Emisions
2016,CH4,Commercial building,46.5335081411309
2016,CH4,District Energy,7.5286714745154155
2016,CH4,Freight transportation,86.01592963207858
2016,CH4,Industrial building,16.3134220758006
2016,CH4,Long distance transportation,5.034533220057822
2016,CH4,Passenger transportation,463.1823582831505
2016,CH4,Public building,8.652109022577479
2016,CH4,Public transportation,3.7038397763173063
2016,CH4,Residential building,232.10791188426467
2016,CH4,Solid waste,67255.30958636582
2016,CH4,Water waste,2.774944579497401
2016,CO2,Commercial building,2404185.696643953
2016,CO2,District Energy,364957.4366672244
2016,CO2,Freight transportation,1645590.1794957144
2016,CO2,Industrial building,822364.5261758845
2016,CO2,Long distance transportation,169609.15395353147
2016,CO2,Passenger transportation,4576428.047061063
2016,CO2,Public building,449601.64978301746
2016,CO2,Public transportation,83457.56533134368
2016,CO2,Residential building,3685067.7143365396
2016,CO2,Solid waste,137.489176452409
2016,CO2,Water waste,115327.12777897711
2016,CO2e,Commercial building,2421302.971893517
2016,CO2e,District Energy,367237.81021357287
2016,CO2e,Freight transportation,1729318.1248460351
2016,CO2e,Industrial building,827287.0281924148
2016,CO2e,Long distance transportation,178100.0182808023
2016,CO2e,Passenger transportation,4616531.058431721
2016,CO2e,Public building,452239.27378578455
2016,CO2e,Public transportation,84611.3607330252
2016,CO2e,Residential building,3710533.827710462
2016,CO2e,Solid waste,1426178.676026332
2016,CO2e,Trade energy,1092230.7871136065
2016,CO2e,Water waste,68066.88274378394
2016,N2O,Commercial building,54.16131402215396
2016,N2O,District Energy,7.121716259676745
2016,N2O,Freight transportation,91.66058064409013
2016,N2O,Industrial building,15.36885957362015
2016,N2O,Long distance transportation,28.138050770636056
2016,N2O,Passenger transportation,101.93349612991283
2016,N2O,Public building,8.241374876823006
2016,N2O,Public transportation,3.610787806640356
2016,N2O,Residential building,69.10015847097499
2016,N2O,Solid waste,45.90498502079618
2016,N2O,Water waste,101.84371033018243
2017,CH4,Commercial building,46.993036859747974
2017,CH4,District Energy,6.888458156190595
2017,CH4,Freight transportation,85.30779906410096
2017,CH4,Industrial building,16.332350850486336
2017,CH4,Long distance transportation,5.254831381109114
2017,CH4,Passenger transportation,464.45910141462747
2017,CH4,Public building,8.744421840147924
2017,CH4,Public transportation,3.8217987330579977
2017,CH4,Residential building,255.32226658978462
2017,CH4,Solid waste,64934.61601369123
2017,CH4,Water waste,2.7934031037490428
2017,CO2,Commercial building,2422726.216831877
2017,CO2,District Energy,333922.6634849081
2017,CO2,Freight transportation,1592219.610676932
2017,CO2,Industrial building,823318.7314157914
2017,CO2,Long distance transportation,169898.17789009376
2017,CO2,Passenger transportation,4466539.8076773705
2017,CO2,Public building,453318.69371196796
2017,CO2,Public transportation,83130.69651403722
2017,CO2,Residential building,3685290.4752695947
2017,CO2,Solid waste,148.31741203739114
2017,CO2,Water waste,116218.0024875935
2017,CO2e,Commercial building,2439843.398399806
2017,CO2e,District Energy,336009.1216080548
2017,CO2e,Freight transportation,1673797.7853051717
2017,CO2e,Industrial building,828246.9451052705
2017,CO2e,Long distance transportation,178587.0027770689
2017,CO2e,Passenger transportation,4506874.600520179
2017,CO2e,Public building,455985.45552642876
2017,CO2e,Public transportation,84321.51566575734
2017,CO2e,Residential building,3711383.8522081664
2017,CO2e,Solid waste,1378970.4213386197
2017,CO2e,Trade energy,1102515.509809793
2017,CO2e,Water waste,68526.55923374527
2017,N2O,Commercial building,54.128616757964416
2017,N2O,District Energy,6.516109066666782
2017,N2O,Freight transportation,84.37710185204921
2017,N2O,Industrial building,15.386692354424342
2017,N2O,Long distance transportation,28.786823583798167
2017,N2O,Passenger transportation,102.62131447347915
2017,N2O,Public building,8.332647502743571
2017,N2O,Public transportation,3.726716034650559
2017,N2O,Residential building,69.5691588596761
2017,N2O,Solid waste,50.99049543310785
2017,N2O,Water waste,102.53611883941169
2018,CH4,Commercial building,46.04542759203896
2018,CH4,District Energy,7.722635087980727
2018,CH4,Freight transportation,85.70742683311839
2018,CH4,Industrial building,16.35127962517177
2018,CH4,Long distance transportation,5.45346594767118
2018,CH4,Passenger transportation,465.62188737752183
2018,CH4,Public building,8.818256663021236
2018,CH4,Public transportation,3.9433959521731
2018,CH4,Residential building,973.5059917457046
2018,CH4,Solid waste,62704.94678477142
2018,CH4,Water waste,2.8117167296177064
2018,CO2,Commercial building,2373329.849002087
2018,CO2,District Energy,374359.9538865114
2018,CO2,Freight transportation,1599917.9631555732
2018,CO2,Industrial building,824272.9366556784
2018,CO2,Long distance transportation,170357.35952823507
2018,CO2,Passenger transportation,4470465.032650221
2018,CO2,Public building,453732.92113206827
2018,CO2,Public transportation,85653.5662086709
2018,CO2,Residential building,3793976.021445459
2018,CO2,Solid waste,213.882848536133
2018,CO2,Water waste,117096.69343414393
2018,CO2e,Commercial building,2390394.8217098177
2018,CO2e,District Energy,376699.0774387004
2018,CO2e,Freight transportation,1681611.3596047126
2018,CO2e,Industrial building,829206.8620181055
2018,CO2e,Long distance transportation,179234.91616712767
2018,CO2e,Passenger transportation,4511115.426703158
2018,CO2e,Public building,456423.9911417353
2018,CO2e,Public transportation,86883.3675195366
2018,CO2e,Residential building,3838491.4075614074
2018,CO2e,Solid waste,1332827.4546725736
2018,CO2e,Trade energy,1117691.3237209274
2018,CO2e,Water waste,68980.97882901128
2018,N2O,Commercial building,54.020197074832616
2018,N2O,District Energy,7.305195353495286
2018,N2O,Freight transportation,84.74219411527844
2018,N2O,Industrial building,15.40452513522827
2018,N2O,Long distance transportation,29.40615387245494
2018,N2O,Passenger transportation,103.59843764429887
2018,N2O,Public building,8.409015502494405
2018,N2O,Public transportation,3.848959717684749
2018,N2O,Residential building,80.77771909157978
2018,N2O,Solid waste,53.05264880482402
2018,N2O,Water waste,103.2174081805975
2019,CH4,Commercial building,46.34309693207133
2019,CH4,District Energy,7.7586073347351565
2019,CH4,Freight transportation,86.15089333797927
2019,CH4,Industrial building,16.370208393568632
2019,CH4,Long distance transportation,5.654105093523434
2019,CH4,Passenger transportation,466.94703606125654
2019,CH4,Public building,8.888806014048669
2019,CH4,Public transportation,4.086630964727056
2019,CH4,Residential building,1030.0088699206274
2019,CH4,Solid waste,60609.71873149205
2019,CH4,Water waste,2.8307941653758464
2019,CO2,Commercial building,2387467.971713178
2019,CO2,District Energy,376103.7328535126
2019,CO2,Freight transportation,1607554.7345980539
2019,CO2,Industrial building,825227.141578565
2019,CO2,Long distance transportation,171639.9511689599
2019,CO2,Passenger transportation,4492589.272770635
2019,CO2,Public building,456285.324064083
2019,CO2,Public transportation,88596.62662543151
2019,CO2,Residential building,3856074.2382632177
2019,CO2,Solid waste,288.9722166462509
2019,CO2,Water waste,118010.9153284749
2019,CO2e,Commercial building,2404704.471168345
2019,CO2e,District Energy,378453.75210757676
2019,CO2e,Freight transportation,1689388.666276671
2019,CO2e,Industrial building,830166.7786120425
2019,CO2e,Long distance transportation,180710.1601299939
2019,CO2e,Passenger transportation,4533486.51871338
2019,CO2e,Public building,458997.9283408331
2019,CO2e,Public transportation,89869.44153505447
2019,CO2e,Residential building,3902111.380138139
2019,CO2e,Solid waste,1287881.8517793906
2019,CO2e,Trade energy,1123653.9598065503
2019,CO2e,Water waste,69454.02494197382
2019,N2O,Commercial building,54.57481348856998
2019,N2O,District Energy,7.339223154479205
2019,N2O,Freight transportation,85.18796223566426
2019,N2O,Industrial building,15.422357910107888
2019,N2O,Long distance transportation,30.038499174731577
2019,N2O,Passenger transportation,104.33341672972924
2019,N2O,Public building,8.476306545152124
2019,N2O,Public transportation,3.9832069106165875
2019,N2O,Residential building,81.90253559256612
2019,N2O,Solid waste,49.62679933359222
2019,N2O,Water waste,103.92584231243907
2020,CH4,Commercial building,46.84959943788993
2020,CH4,District Energy,7.7941863829182925
2020,CH4,Freight transportation,86.0080546047273
2020,CH4,Industrial building,16.389137168254784
2020,CH4,Long distance transportation,7.313045721558037
2020,CH4,Passenger transportation,422.5811900747539
2020,CH4,Public building,9.157777644928101
2020,CH4,Public transportation,4.1929929996605475
2020,CH4,Residential building,1084.8184239482941
2020,CH4,Solid waste,58534.42558468993
2020,CH4,Water waste,2.849407524216247
2020,CO2,Commercial building,2411416.669768525
2020,CO2,District Energy,377828.45125409204
2020,CO2,Freight transportation,1606512.8220738296
2020,CO2,Industrial building,826181.3468184898
2020,CO2,Long distance transportation,155602.19862161455
2020,CO2,Passenger transportation,4316135.413329306
2020,CO2,Public building,466184.49467243056
2020,CO2,Public transportation,91258.41389243634
2020,CO2,Residential building,3864308.0166605394
2020,CO2,Solid waste,339.06414509223214
2020,CO2,Water waste,118901.75931240966
2020,CO2e,Commercial building,2428881.8006240176
2020,CO2e,District Energy,380189.247113372
2020,CO2e,Freight transportation,1674377.1645030354
2020,CO2e,Industrial building,831126.6955249155
2020,CO2e,Long distance transportation,165557.70391607974
2020,CO2e,Passenger transportation,4356957.667843664
2020,CO2e,Public building,468978.7459268195
2020,CO2e,Public transportation,92554.5549650085
2020,CO2e,Residential building,3911662.93666149
2020,CO2e,Solid waste,1244874.2168207255
2020,CO2e,Trade energy,1117834.3818057561
2020,CO2e,Water waste,69915.25154782512
2020,N2O,Commercial building,55.306339823165
2020,N2O,District Energy,7.372879010868661
2020,N2O,Freight transportation,84.15688209397862
2020,N2O,Industrial building,15.440190690912528
2020,N2O,Long distance transportation,32.892387027894394
2020,N2O,Passenger transportation,107.20821987510922
2020,N2O,Public building,8.731335314918187
2020,N2O,Public transportation,4.053987314024376
2020,N2O,Residential building,82.46219160414645
2020,N2O,Solid waste,51.38327314477899
2020,N2O,Water waste,104.615715524925
2021,CH4,Commercial building,46.973902212629305
2021,CH4,District Energy,7.832402161390835
2021,CH4,Freight transportation,86.42084281376856
2021,CH4,Industrial building,16.408065942942347
2021,CH4,Long distance transportation,7.524691868442357
2021,CH4,Passenger transportation,419.4222989049076
2021,CH4,Public building,9.229148165554761
2021,CH4,Public transportation,4.328650417374244
2021,CH4,Residential building,1128.1316096645633
2021,CH4,Solid waste,56498.155251269614
2021,CH4,Water waste,2.8676354523936247
2021,CO2,Commercial building,2417060.8159985775
2021,CO2,District Energy,379680.9869370251
2021,CO2,Freight transportation,1613683.1070929216
2021,CO2,Industrial building,827135.552058487
2021,CO2,Long distance transportation,156906.67934512944
2021,CO2,Passenger transportation,4521705.083916838
2021,CO2,Public building,468692.7642769068
2021,CO2,Public transportation,94139.26374375084
2021,CO2,Residential building,3874563.5409309315
2021,CO2,Solid waste,393.87380669498094
2021,CO2,Water waste,119774.80019784399
2021,CO2e,Commercial building,2434594.7281280984
2021,CO2e,District Energy,382053.3580457468
2021,CO2e,Freight transportation,1681758.313715589
2021,CO2e,Industrial building,832086.6124378615
2021,CO2e,Long distance transportation,167093.16165125908
2021,CO2e,Passenger transportation,4553682.902699887
2021,CO2e,Public building,471508.7402059673
2021,CO2e,Public transportation,95477.9473122057
2021,CO2e,Residential building,3923035.6003208947
2021,CO2e,Solid waste,1200532.3768789633
2021,CO2e,Trade energy,1004671.5591017521
2021,CO2e,Water waste,70367.14797277962
2021,N2O,Commercial building,55.52838987602257
2021,N2O,District Energy,7.409029071585929
2021,N2O,Freight transportation,84.83768350620934
2021,N2O,Industrial building,15.458023471718498
2021,N2O,Long distance transportation,33.65256300970608
2021,N2O,Passenger transportation,77.75151176525556
2021,N2O,Public building,8.799207441555502
2021,N2O,Public transportation,4.187187616409412
2021,N2O,Residential building,83.1587100235123
2021,N2O,Solid waste,45.89678790471922
2021,N2O,Water waste,105.29198204061076
2022,CH4,Commercial building,46.887071634669724
2022,CH4,District Energy,8.075431105448246
2022,CH4,Freight transportation,86.65310907132245
2022,CH4,Industrial building,16.427126175050066
2022,CH4,Long distance transportation,7.701465815719176
2022,CH4,Passenger transportation,419.4559224515611
2022,CH4,Public building,9.293467373578336
2022,CH4,Public transportation,4.454389565821638
2022,CH4,Residential building,1171.1186224736562
2022,CH4,Solid waste,54579.06876752917
2022,CH4,Water waste,2.8808532499841215
2022,CO2,Commercial building,2410779.180522471
2022,CO2,District Energy,391461.9792089559
2022,CO2,Freight transportation,1618721.674938208
2022,CO2,Industrial building,828096.3841066778
2022,CO2,Long distance transportation,158276.54930556286
2022,CO2,Passenger transportation,4531157.634336263
2022,CO2,Public building,471411.05266412476
2022,CO2,Public transportation,96963.04706161567
2022,CO2,Residential building,3870244.5728995004
2022,CO2,Solid waste,426.44342375778274
2022,CO2,Water waste,120409.67090194736
2022,CO2e,Commercial building,2428133.4139575935
2022,CO2e,District Energy,393907.96181432763
2022,CO2e,Freight transportation,1686766.1148254485
2022,CO2e,Industrial building,833053.1958256884
2022,CO2e,Long distance transportation,168631.08134625838
2022,CO2e,Passenger transportation,4561105.913783631
2022,CO2e,Public building,474246.4615656453
2022,CO2e,Public transportation,98339.94972436686
2022,CO2e,Residential building,3919798.752537482
2022,CO2e,Solid waste,1160410.4002436062
2022,CO2e,Trade energy,1095567.9760429692
2022,CO2e,Water waste,70695.43536090596
2022,N2O,Commercial building,54.93156017045278
2022,N2O,District Energy,7.6389213159645575
2022,N2O,Freight transportation,84.88862927357684
2022,N2O,Industrial building,15.475980098436283
2022,N2O,Long distance transportation,34.20403106901151
2022,N2O,Passenger transportation,70.93860763720662
2022,N2O,Public building,8.859886196898414
2022,N2O,Public transportation,4.3065787982184265
2022,N2O,Residential building,83.76069988602792
2022,N2O,Solid waste,46.38762651589206
2022,N2O,Water waste,105.78428605570161
2023,CH4,Commercial building,42.014583231665384
2023,CH4,District Energy,7.989804643411738
2023,CH4,Freight transportation,88.57854381011904
2023,CH4,Industrial building,16.54214753795641
2023,CH4,Long distance transportation,7.0793098944301125
2023,CH4,Passenger transportation,423.2713191152573
2023,CH4,Public building,11.252007410284813
2023,CH4,Public transportation,10.45402271298923
2023,CH4,Residential building,1066.4551871110868
2023,CH4,Solid waste,52626.84857048499
2023,CH4,Water waste,2.8948426929600073
2023,CO2,Commercial building,2178172.0797058227
2023,CO2,District Energy,387311.1786060268
2023,CO2,Freight transportation,1624223.7376097701
2023,CO2,Industrial building,802216.596243185
2023,CO2,Long distance transportation,160224.04190280937
2023,CO2,Passenger transportation,4599995.914694372
2023,CO2,Public building,585732.121210377
2023,CO2,Public transportation,97674.884168241
2023,CO2,Residential building,3470012.6622333396
2023,CO2,Solid waste,1075.9422574558969
2023,CO2,Water waste,121078.96801848615
2023,CO2e,Commercial building,2193721.4916170263
2023,CO2e,District Energy,389731.2256503164
2023,CO2e,Freight transportation,1692340.9554695792
2023,CO2e,Industrial building,807231.9258511087
2023,CO2e,Long distance transportation,170739.31426080724
2023,CO2e,Passenger transportation,4636162.234790428
2023,CO2e,Public building,589161.2694924504
2023,CO2e,Public transportation,99218.50877971016
2023,CO2e,Residential building,3515323.2018865165
2023,CO2e,Solid waste,1120209.9718282563
2023,CO2e,Trade energy,1473712.4552086988
2023,CO2e,Water waste,71042.07852548112
2023,N2O,Commercial building,49.2184753803124
2023,N2O,District Energy,7.55792331133543
2023,N2O,Freight transportation,84.77846742676063
2023,N2O,Industrial building,15.664243320894109
2023,N2O,Long distance transportation,34.78727130944595
2023,N2O,Passenger transportation,91.53564561956595
2023,N2O,Public building,10.71428230355122
2023,N2O,Public transportation,4.44325548488726
2023,N2O,Residential building,76.89590846928948
2023,N2O,Solid waste,44.46606406317602
2023,N2O,Water waste,106.30239823886411
2024,CH4,Commercial building,42.12937626255145
2024,CH4,District Energy,7.115323648859931
2024,CH4,Freight transportation,89.01820494115734
2024,CH4,Industrial building,16.619085731501272
2024,CH4,Long distance transportation,9.295929811752696
2024,CH4,Passenger transportation,424.4822227472274
2024,CH4,Public building,11.465210495727272
2024,CH4,Public transportation,14.215051503302156
2024,CH4,Residential building,1070.5119875928392
2024,CH4,Solid waste,50804.106494128464
2024,CH4,Water waste,2.909130584013162
2024,CO2,Commercial building,2183033.2249432267
2024,CO2,District Energy,344920.1215295933
2024,CO2,Freight transportation,1629126.6642605355
2024,CO2,Industrial building,794200.2796066204
2024,CO2,Long distance transportation,163790.23411047927
2024,CO2,Passenger transportation,4615924.115073399
2024,CO2,Public building,596197.366589886
2024,CO2,Public transportation,99046.85780275984
2024,CO2,Residential building,3481267.186660908
2024,CO2,Solid waste,557.7569893958783
2024,CO2,Water waste,121763.68684314698
2024,CO2e,Commercial building,2198582.28786432
2024,CO2e,District Energy,347075.2953710195
2024,CO2e,Freight transportation,1697388.6715690258
2024,CO2e,Industrial building,799238.380552182
2024,CO2e,Long distance transportation,174571.48270827197
2024,CO2e,Passenger transportation,4652577.115229566
2024,CO2e,Public building,599695.4298881178
2024,CO2e,Public transportation,100703.14427403524
2024,CO2e,Residential building,3526663.962938222
2024,CO2e,Solid waste,1081573.8023921868
2024,CO2e,Trade energy,1471904.7748969886
2024,CO2e,Water waste,71396.45482553607
2024,N2O,Commercial building,49.20921483081241
2024,N2O,District Energy,6.730711559732368
2024,N2O,Freight transportation,85.20383673290559
2024,N2O,Industrial building,15.735235386577395
2024,N2O,Long distance transportation,35.52360426760352
2024,N2O,Passenger transportation,93.08346804855445
2024,N2O,Public building,10.930516368530947
2024,N2O,Public transportation,4.556276475523219
2024,N2O,Residential building,76.89941120088409
2024,N2O,Solid waste,43.24095037895666
2024,N2O,Water waste,106.83285582206328
2025,CH4,Commercial building,41.059599206719916
2025,CH4,District Energy,7.8348101765497855
2025,CH4,Freight transportation,81.12675830247689
2025,CH4,Industrial building,16.647194068780216
2025,CH4,Long distance transportation,7.699745707700899
2025,CH4,Passenger transportation,396.14444918577453
2025,CH4,Public building,12.3021309444491
2025,CH4,Public transportation,42.9893453526399
2025,CH4,Residential building,1071.8324894751754
2025,CH4,Solid waste,49066.693358386205
2025,CH4,Water waste,2.9236821695646427
2025,CO2,Commercial building,2130354.341790041
2025,CO2,District Energy,379797.7170989047
2025,CO2,Freight transportation,1517253.8891050746
2025,CO2,Industrial building,792140.8773631766
2025,CO2,Long distance transportation,144661.1968220921
2025,CO2,Passenger transportation,4420757.6007220205
2025,CO2,Public building,639829.7835441221
2025,CO2,Public transportation,92655.42739667464
2025,CO2,Residential building,3489146.3584302943
2025,CO2,Solid waste,33.47629941420988
2025,CO2,Water waste,122448.99490148551
2025,CO2e,Commercial building,2145539.9105809317
2025,CO2e,District Energy,382170.8175758937
2025,CO2e,Freight transportation,1570861.199203292
2025,CO2e,Industrial building,797188.2886040676
2025,CO2e,Long distance transportation,156069.2319143911
2025,CO2e,Passenger transportation,4475986.400935469
2025,CO2e,Public building,643577.4707310579
2025,CO2e,Public transportation,94917.7156366962
2025,CO2e,Residential building,3534561.7433110885
2025,CO2e,Solid waste,1044700.6228856099
2025,CO2e,Trade energy,1827759.3490376496
2025,CO2e,Water waste,71753.61981622718
2025,N2O,Commercial building,48.06482284415344
2025,N2O,District Energy,7.411306923763313
2025,N2O,Freight transportation,82.82876774824815
2025,N2O,Industrial building,15.764497199487527
2025,N2O,Long distance transportation,37.73939742428571
2025,N2O,Passenger transportation,157.4153247668967
2025,N2O,Public building,11.709202809067264
2025,N2O,Public transportation,4.562120763812818
2025,N2O,Residential building,76.86880067722163
2025,N2O,Solid waste,41.529943221854175
2025,N2O,Water waste,107.35979163472345
2030,CH4,Commercial building,38.80345584210008
2030,CH4,District Energy,9.044031263865337
2030,CH4,Freight transportation,77.34308785499427
2030,CH4,Industrial building,16.530159554903303
2030,CH4,Long distance transportation,9.06535306740681
2030,CH4,Passenger transportation,388.1500217290306
2030,CH4,Public building,13.123642346007461
2030,CH4,Public transportation,91.56995584774484
2030,CH4,Residential building,1082.3229024409984
2030,CH4,Solid waste,41766.39555208639
2030,CH4,Water waste,1.605848006603528
2030,CO2,Commercial building,2012448.56601503
2030,CO2,District Energy,438415.5263478032
2030,CO2,Freight transportation,1442696.1071877151
2030,CO2,Industrial building,843114.775954475
2030,CO2,Long distance transportation,133001.29599133314
2030,CO2,Passenger transportation,4393721.072047311
2030,CO2,Public building,652444.1484207109
2030,CO2,Public transportation,85657.82512968684
2030,CO2,Residential building,3524002.5900913826
2030,CO2,Solid waste,26.291920311855094
2030,CO2,Water waste,106164.97336255817
2030,CO2e,Commercial building,2026783.2902295543
2030,CO2e,District Energy,441154.89008764486
2030,CO2e,Freight transportation,1481726.0334050874
2030,CO2e,Industrial building,848125.245796718
2030,CO2e,Long distance transportation,145911.6927625912
2030,CO2e,Passenger transportation,4475013.268493625
2030,CO2e,Public building,656441.3464312147
2030,CO2e,Public transportation,88949.7810810569
2030,CO2e,Residential building,3569867.1563118757
2030,CO2e,Solid waste,892137.0615624073
2030,CO2e,Trade energy,1656463.6785825563
2030,CO2e,Water waste,53865.88800242055
2030,N2O,Commercial building,45.36862967061811
2030,N2O,District Energy,8.55516470906181
2030,N2O,Freight transportation,79.6290795106911
2030,N2O,Industrial building,15.648780173121294
2030,N2O,Long distance transportation,42.68464549276017
2030,N2O,Passenger transportation,245.43975164433007
2030,N2O,Public building,12.48859570884552
2030,N2O,Public transportation,4.59391569989089
2030,N2O,Residential building,77.63686331957769
2030,N2O,Solid waste,43.65496042703547
2030,N2O,Water waste,109.88826035358964
2035,CH4,Commercial building,46.31885032523233
2035,CH4,District Energy,3.106694309663742
2035,CH4,Freight transportation,69.02643638022882
2035,CH4,Industrial building,16.577790256179608
2035,CH4,Long distance transportation,10.262668866196616
2035,CH4,Passenger transportation,371.5702008350007
2035,CH4,Public building,16.159508412471983
2035,CH4,Public transportation,93.16004904345888
2035,CH4,Residential building,1073.6861213525438
2035,CH4,Solid waste,35986.340152797085
2035,CH4,Water waste,1.6430631516151455
2035,CO2,Commercial building,2394063.7368612564
2035,CO2,District Energy,150599.1057787222
2035,CO2,Freight transportation,1323854.8114972536
2035,CO2,Industrial building,856039.9975809433
2035,CO2,Long distance transportation,121217.99908431729
2035,CO2,Passenger transportation,4379300.4099372085
2035,CO2,Public building,799265.2271287856
2035,CO2,Public transportation,80828.6592034084
2035,CO2,Residential building,3496571.161698787
2035,CO2,Solid waste,30.60886330263944
2035,CO2,Water waste,109007.51398207522
2035,CO2e,Commercial building,2410502.3970142673
2035,CO2e,District Energy,151540.09829570598
2035,CO2e,Freight transportation,1347478.9228063333
2035,CO2e,Industrial building,861062.5149119314
2035,CO2e,Long distance transportation,135558.60645778818
2035,CO2e,Passenger transportation,4499782.1198953455
2035,CO2e,Public building,804182.8278507587
2035,CO2e,Public transportation,84099.28815087624
2035,CO2e,Residential building,3542071.017369923
2035,CO2e,Solid waste,771639.0515032746
2035,CO2e,Trade energy,1504087.4681678268
2035,CO2e,Water waste,55122.851954540776
2035,N2O,Commercial building,51.899209047605915
2035,N2O,District Energy,2.9387648875197563
2035,N2O,Freight transportation,74.37287630781331
2035,N2O,Industrial building,15.685851461771783
2035,N2O,Long distance transportation,47.39963532644559
2035,N2O,Passenger transportation,378.1165628879306
2035,N2O,Public building,15.363258541311769
2035,N2O,Public transportation,4.410295025352496
2035,N2O,Residential building,77.02163464002915
2035,N2O,Solid waste,44.50490267758319
2035,N2O,Water waste,112.43329880314784
2040,CH4,Commercial building,53.87088351470055
2040,CH4,Freight transportation,64.11486597515041
2040,CH4,Industrial building,16.642955603073066
2040,CH4,Long distance transportation,11.489762973810665
2040,CH4,Passenger transportation,340.29260643016386
2040,CH4,Public building,18.01379680337149
2040,CH4,Public transportation,59.133576182119945
2040,CH4,Residential building,1077.7379249220073
2040,CH4,Solid waste,31450.35281510493
2040,CH4,Water waste,1.678427953496363
2040,CO2,Commercial building,2736700.2247717343
2040,CO2,Freight transportation,1216854.453241747
2040,CO2,Industrial building,858625.459765696
2040,CO2,Long distance transportation,109528.22203454006
2040,CO2,Passenger transportation,4363900.494642284
2040,CO2,Public building,922018.8311834965
2040,CO2,Public transportation,89650.03607526272
2040,CO2,Residential building,3558752.927996831
2040,CO2,Solid waste,27.487931754395706
2040,CO2,Water waste,111706.77833679874
2040,CO2e,Commercial building,2755261.7366377274
2040,CO2e,Freight transportation,1238692.1411802466
2040,CO2e,Industrial building,863665.4880326259
2040,CO2e,Long distance transportation,125288.58589378235
2040,CO2e,Passenger transportation,4500568.783473434
2040,CO2e,Public building,927499.7596565813
2040,CO2e,Public transportation,92270.93994317726
2040,CO2e,Residential building,3604690.89291227
2040,CO2e,Solid waste,677042.4567574298
2040,CO2e,Trade energy,1593789.3875281818
2040,CO2e,Water waste,56316.65276977705
2040,N2O,Commercial building,58.49068225565687
2040,N2O,Freight transportation,68.75688389851007
2040,N2O,Industrial building,15.740020802903059
2040,N2O,Long distance transportation,52.07744576104799
2040,N2O,Passenger transportation,434.63806743664713
2040,N2O,Public building,17.122948792663696
2040,N2O,Public transportation,4.627848215066635
2040,N2O,Residential building,78.20627010765207
2040,N2O,Solid waste,47.08353777984914
2040,N2O,Water waste,114.8497471961816
2045,CH4,Commercial building,50.99028346574773
2045,CH4,Freight transportation,96.99812521675035
2045,CH4,Industrial building,25.475203255720732
2045,CH4,Long distance transportation,11.841017510762498
2045,CH4,Passenger transportation,329.68997578129216
2045,CH4,Public building,18.186617930470828
2045,CH4,Public transportation,10.785293371120172
2045,CH4,Residential building,1079.4593828631323
2045,CH4,Solid waste,27979.040556869684
2045,CH4,Water waste,1.716148516501718
2045,CO2,Commercial building,2576180.5746311806
2045,CO2,Freight transportation,1114741.571206166
2045,CO2,Industrial building,759582.1869473882
2045,CO2,Long distance transportation,118098.36191675269
2045,CO2,Passenger transportation,4329475.7640981125
2045,CO2,Public building,939271.2860519434
2045,CO2,Public transportation,100507.88662413516
2045,CO2,Residential building,3564419.665172106
2045,CO2,Solid waste,41.55603512812589
2045,CO2,Water waste,114586.3632198219
2045,CO2e,Commercial building,2593740.068443358
2045,CO2e,Freight transportation,1135731.5881640203
2045,CO2e,Industrial building,766506.814927722
2045,CO2e,Long distance transportation,134684.3139762778
2045,CO2e,Passenger transportation,4487125.300497587
2045,CO2e,Public building,944805.7031754979
2045,CO2e,Public transportation,102180.90480926432
2045,CO2e,Residential building,3610431.092769291
2045,CO2e,Solid waste,616351.6673481714
2045,CO2e,Trade energy,1485108.7887504755
2045,CO2e,Water waste,57590.214751264124
2045,N2O,Commercial building,55.33120087043241
2045,N2O,Freight transportation,63.59482964927914
2045,N2O,Industrial building,21.441774201219285
2045,N2O,Long distance transportation,54.82312312684254
2045,N2O,Passenger transportation,505.7921037183406
2045,N2O,Public building,17.29026223830284
2045,N2O,Public transportation,4.854117531327581
2045,N2O,Residential building,78.33147837939242
