"Buildin sector GHG emissions per subsector, per end use, per period (metric ton)"
t_periods,emissions_comm,Sub,Sector,EndUse,Tech_type_1,Energy_cat,Efficiency,Emisions
2016,CO2,Commercial,Building,Water Heating,___,Kerosene,Standard,220.7665177389404
2016,CO2,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16528.898077354024
2016,CO2,Commercial,Building,Water Heating,___,Natural Gas,Standard,284269.5700705223
2016,CO2,Commercial,Building,Water Heating,___,Propane,Standard,5975.36548538868
2016,CO2,Industry,Building,Industrial Processes,Self produced,Mix Energy,,628328.2575069014
2016,CO2,Industry,Building,Space Cooling,Self produced,Mix Energy,,1461.2026263441917
2016,CO2,Industry,Building,Space Heating,Self produced,Mix Energy,,40324.92676426179
2016,CO2,Industry,Building,Water Heating,Self produced,Mix Energy,,152250.13927837717
2016,CO2,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18516.83142532382
2016,CO2,Public,Building,Space Cooling,___,Natural Gas,Standard,7940.282983702508
2016,CO2,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24367.183706175998
2016,CO2,Public,Building,Space Heating,Furnace,Natural Gas,Standard,350581.85419226653
2016,CO2,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,26.980447834449237
2016,CO2,Public,Building,Water Heating,___,Kerosene,Standard,24.68467117650835
2016,CO2,Public,Building,Water Heating,___,Light Fuel Oil,Standard,44.87064321068135
2016,CO2,Public,Building,Water Heating,___,Natural Gas,Standard,48098.961713327044
2016,CO2,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6724.1036162553955
2016,CO2,Residential,Building,Range,___,Natural Gas,Standard,6845.2148380071985
2016,CO2,Residential,Building,Space Heating,Furnace,Kerosene,Standard,13.95235826384478
2016,CO2,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,66232.91708107364
2016,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,High,2066800.257192849
2016,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,743257.7479181918
2016,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,15.988371883114752
2016,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,423.42538911342
2016,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,6853.22420679407
2016,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,787295.58987707
2016,CO2,Residential,Building,Water Heating,___,Propane,Standard,605.2934870391314
2016,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128520.86495499294
2016,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,117231.90987062264
2016,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6027.12442064002
2016,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,120.18614295614668
2016,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,109.7188874125047
2016,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,13725.56475360923
2016,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,75.58471446648528
2016,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1786972.887881072
2016,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,59396.08003270903
2016,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,242.8399642494259
2016,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,221.61026012404287
2016,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16587.640808366727
2016,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,285966.6678114214
2016,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,6104.291390874812
2016,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,631996.9382006304
2016,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1469.876195111903
2016,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40581.49143557552
2016,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,153238.72236109702
2016,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18626.77753214336
2016,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,8000.221321261412
2016,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24453.783243183007
2016,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,352662.89788459666
2016,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,27.153726213795792
2016,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,24.77901294330908
2016,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,45.030110828881796
2016,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,48398.63095461434
2016,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6764.017296990233
2016,CO2e,Residential,Building,Range,___,Natural Gas,Standard,6885.8474241775075
2016,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3523.039643170957
2016,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,4.565082994393154
2016,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,13.965078909751336
2016,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,66289.0695018893
2016,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2079106.1392691093
2016,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,747704.9813223842
2016,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,16.33400564836483
2016,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,169.27334324234022
2016,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,175.95266881966452
2016,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,423.81143456472677
2016,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,6859.034386388468
2016,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,791979.4186387338
2016,CO2e,Residential,Building,Water Heating,___,Propane,Standard,618.3786134382508
2016,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.372208926729318
2016,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.180619262654794
2016,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.11511753433044157
2016,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.0024216813368712555
2016,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.0013235692442088612
2016,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.15400860315057857
2016,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.003046893751918353
2016,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,33.268045958918364
2016,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,4.144747931202544
2016,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.004893084966408277
2016,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.0026733457786401065
2016,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.1861227168330842
2016,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.300117865238702
2016,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.42596664801805123
2016,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.423308290715577
2016,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.0270879724163383
2016,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.8070718260047688
2016,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.111391484483466
2016,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.34336697944465455
2016,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.18719030934491823
2016,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.2743852869192111
2016,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.49919953881758
2016,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0005471318937529643
2016,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.00029891607732324973
2016,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.0005052633044565668
2016,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.935881451021112
2016,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.1246523445810058
2016,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.12689752083170125
2016,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.5422721988561254
2016,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.001998444894416927
2016,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,3.270090769718163e-05
2016,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.14435069281528487
2016,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.4318615602225
2016,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,13.888923797572094
2016,N2O,Residential,Building,Space Heating,Furnace,Propane,Standard,0.0011397650956309182
2016,N2O,Residential,Building,Water Heating,___,Biomass,Standard,0.07410236549456374
2016,N2O,Residential,Building,Water Heating,___,Wood Pellet,Standard,0.07702635704401566
2016,N2O,Residential,Building,Water Heating,___,Kerosene,Standard,0.0009924053198893123
2016,N2O,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.014936194118867934
2016,N2O,Residential,Building,Water Heating,___,Natural Gas,Standard,14.627822489588477
2016,N2O,Residential,Building,Water Heating,___,Propane,Standard,0.043149633632710266
2017,CH4,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.524903510945159
2017,CH4,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,1.8291953693506333
2017,CH4,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.12762553065612497
2017,CH4,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.0040138103508115495
2017,CH4,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.0020650148160836434
2017,CH4,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.13799542497221656
2017,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.006156565361253592
2017,CH4,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,35.62421205113247
2017,CH4,Commercial,Building,Space Heating,Furnace,Propane,Standard,0.7731369245447974
2017,CH4,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.008485419182017008
2017,CH4,Commercial,Building,Water Heating,___,Kerosene,Standard,0.004365535993021825
2017,CH4,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.15928371024842877
2017,CH4,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.693152023469445
2017,CH4,Commercial,Building,Water Heating,___,Propane,Standard,0.09844596872553829
2017,CH4,Industry,Building,Industrial Processes,Self produced,Mix Energy,,12.611512756914486
2017,CH4,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.028669083284780725
2017,CH4,Industry,Building,Space Heating,Self produced,Mix Energy,,0.7655189865495384
2017,CH4,Industry,Building,Water Heating,Self produced,Mix Energy,,2.926650023737529
2017,CH4,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.3651275580430826
2017,CH4,Public,Building,Space Cooling,___,Natural Gas,Standard,0.214718223983616
2017,CH4,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.23092958291861265
2017,CH4,Public,Building,Space Heating,Furnace,Natural Gas,High,5.364773251314858e-06
2017,CH4,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.913667033861597
2017,CH4,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0007466493427669882
2017,CH4,Public,Building,Water Heating,___,Kerosene,Standard,0.00038414095965845464
2017,CH4,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.015336343300317804
2017,CH4,Public,Building,Water Heating,___,Natural Gas,Standard,1.0035069429650227
2017,CH4,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.13173632947914712
2017,CH4,Residential,Building,Range,___,Natural Gas,Standard,0.08932194928271495
2017,CH4,Residential,Building,Space Heating,Furnace,Biomass,Standard,153.16257937689062
2017,CH4,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.3535554776855881
2017,CH4,Residential,Building,Space Heating,Furnace,Kerosene,Standard,0.0002546978798589806
2017,CH4,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.5194591394548249
2017,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,High,40.65684680441058
2017,CH4,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,14.713022979857051
2017,CH4,Residential,Building,Space Heating,Furnace,Propane,Standard,0.0005200394201306958
2017,CH4,Residential,Building,Water Heating,___,Biomass,Standard,14.705352249009348
2017,CH4,Residential,Building,Water Heating,___,Wood Pellet,Standard,15.228640488606931
2017,CH4,Residential,Building,Water Heating,___,Kerosene,Standard,0.009116903233925503
2017,CH4,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,0.06924514961371292
2017,CH4,Residential,Building,Water Heating,___,Natural Gas,Standard,15.660137386877116
2017,CH4,Residential,Building,Water Heating,___,Propane,Standard,0.022477618083118694
2017,CO2,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128110.81674196299
2017,CO2,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,115467.95748959639
2017,CO2,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6097.023744961644
2017,CO2,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,222.23841950929815
2017,CO2,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,203.32460393843309
2017,CO2,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14611.592743577756
2017,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,High,142.15686827890633
2017,CO2,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1798733.0103952407
2017,CO2,Commercial,Building,Space Heating,Furnace,Propane,Standard,48804.26742874411
2017,CO2,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,469.82442693239216
2017,CO2,Commercial,Building,Water Heating,___,Kerosene,Standard,429.837534262119
2017,CO2,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16865.694490149872
2017,CO2,Commercial,Building,Water Heating,___,Natural Gas,Standard,286354.0702705204
2017,CO2,Commercial,Building,Water Heating,___,Propane,Standard,6214.401674204361
2017,CO2,Industry,Building,Industrial Processes,Self produced,Mix Energy,,629057.3187645811
2017,CO2,Industry,Building,Space Cooling,Self produced,Mix Energy,,1462.8980876125947
2017,CO2,Industry,Building,Space Heating,Self produced,Mix Energy,,40371.71654564906
2017,CO2,Industry,Building,Water Heating,Self produced,Mix Energy,,152426.7980179486
2017,CO2,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18559.81380691652
2017,CO2,Public,Building,Space Cooling,___,Natural Gas,Standard,8240.932800063867
2017,CO2,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24451.89008118619
2017,CO2,Public,Building,Space Heating,Furnace,Natural Gas,High,0.09177770203898526
2017,CO2,Public,Building,Space Heating,Furnace,Natural Gas,Standard,351874.9307888254
2017,CO2,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,41.34080969486799
2017,CO2,Public,Building,Water Heating,___,Kerosene,Standard,37.82312256103504
2017,CO2,Public,Building,Water Heating,___,Light Fuel Oil,Standard,1623.883034407405
2017,CO2,Public,Building,Water Heating,___,Natural Gas,Standard,48487.98749061069
2017,CO2,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6722.113244773777
2017,CO2,Residential,Building,Range,___,Natural Gas,Standard,4557.833520155834
2017,CO2,Residential,Building,Space Heating,Furnace,Kerosene,Standard,25.077953505679947
2017,CO2,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,55002.73211633099
2017,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,High,2069758.759610471
2017,CO2,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,746097.7770275271
2017,CO2,Residential,Building,Space Heating,Furnace,Propane,Standard,29.17999042013608
2017,CO2,Residential,Building,Water Heating,___,Kerosene,Standard,897.6646195200175
2017,CO2,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,7331.996158396781
2017,CO2,Residential,Building,Water Heating,___,Natural Gas,Standard,793606.0968709508
2017,CO2,Residential,Building,Water Heating,___,Propane,Standard,1261.2441575449059
2017,CO2e,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,128875.58954061732
2017,CO2e,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,117959.32157787582
2017,CO2e,Commercial,Building,Space Cooling,___,Natural Gas,Standard,6135.680482003799
2017,CO2e,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,223.6657165429648
2017,CO2e,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,204.1016854815677
2017,CO2e,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,14663.521483784478
2017,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,High,144.0216413287573
2017,CO2e,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,1809523.2951429638
2017,CO2e,Commercial,Building,Space Heating,Furnace,Propane,Standard,49857.27989776344
2017,CO2e,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,472.8418125508889
2017,CO2e,Commercial,Building,Water Heating,___,Kerosene,Standard,431.48032027006684
2017,CO2e,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,16925.63417568467
2017,CO2e,Commercial,Building,Water Heating,___,Natural Gas,Standard,288078.4798417485
2017,CO2e,Commercial,Building,Water Heating,___,Propane,Standard,6348.48508119038
2017,CO2e,Industry,Building,Industrial Processes,Self produced,Mix Energy,,632730.2562984712
2017,CO2e,Industry,Building,Space Cooling,Self produced,Mix Energy,,1471.5817204875275
2017,CO2e,Industry,Building,Space Heating,Self produced,Mix Energy,,40628.57891384276
2017,CO2e,Industry,Building,Water Heating,Self produced,Mix Energy,,153416.52817246888
2017,CO2e,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,18670.407983501507
2017,CO2e,Public,Building,Space Cooling,___,Natural Gas,Standard,8305.969200489097
2017,CO2e,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,24538.79065963493
2017,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,High,0.09340264776612303
2017,CO2e,Public,Building,Space Heating,Furnace,Natural Gas,Standard,353969.02447184536
2017,CO2e,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,41.60631561043899
2017,CO2e,Public,Building,Water Heating,___,Kerosene,Standard,37.967677867557605
2017,CO2e,Public,Building,Water Heating,___,Light Fuel Oil,Standard,1629.6542186228676
2017,CO2e,Public,Building,Water Heating,___,Natural Gas,Standard,48791.9415962092
2017,CO2e,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,6762.015110840609
2017,CO2e,Residential,Building,Range,___,Natural Gas,Standard,4584.888414361547
2017,CO2e,Residential,Building,Space Heating,Furnace,Biomass,Standard,3698.9610595440927
2017,CO2e,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,8.53856046083814
2017,CO2e,Residential,Building,Space Heating,Furnace,Kerosene,Standard,25.10081758073983
2017,CO2e,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,55049.3635593705
2017,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,High,2082073.3887914529
2017,CO2e,Residential,Building,Space Heating,Furnace,Natural Gas,Medium,750554.2323334741
2017,CO2e,Residential,Building,Space Heating,Furnace,Propane,Standard,29.810798236754607
2017,CO2e,Residential,Building,Water Heating,___,Biomass,Standard,355.1423954679877
2017,CO2e,Residential,Building,Water Heating,___,Wood Pellet,Standard,367.7800960673345
2017,CO2e,Residential,Building,Water Heating,___,Kerosene,Standard,898.4830384246804
2017,CO2e,Residential,Building,Water Heating,___,Light Fuel Oil,Standard,7338.212241632205
2017,CO2e,Residential,Building,Water Heating,___,Natural Gas,Standard,798349.4254829732
2017,CO2e,Residential,Building,Water Heating,___,Propane,Standard,1288.509508279729
2017,N2O,Commercial,Building,Auxiliary Equipment,___,Natural Gas,Standard,2.3884222312903804
2017,N2O,Commercial,Building,Auxiliary Equipment,___,Propane,Standard,8.231379146050505
2017,N2O,Commercial,Building,Space Cooling,___,Natural Gas,Standard,0.12072684865227333
2017,N2O,Commercial,Building,Space Heating,Furnace,Heavy Fuel Oil,Standard,0.00450673495402602
2017,N2O,Commercial,Building,Space Heating,Furnace,Kerosene,Standard,0.0024621350067008155
2017,N2O,Commercial,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.16453300765873113
2017,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,High,0.005823775762633022
2017,N2O,Commercial,Building,Space Heating,Furnace,Natural Gas,Standard,33.69857816996732
2017,N2O,Commercial,Building,Space Heating,Furnace,Propane,Standard,3.479116085919141
2017,N2O,Commercial,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.009527489314343635
2017,N2O,Commercial,Building,Water Heating,___,Kerosene,Standard,0.005205066282195655
2017,N2O,Commercial,Building,Water Heating,___,Light Fuel Oil,Standard,0.18991519335430568
2017,N2O,Commercial,Building,Water Heating,___,Natural Gas,Standard,5.385414022601567
2017,N2O,Commercial,Building,Water Heating,___,Propane,Standard,0.44300685115028604
2017,N2O,Industry,Building,Industrial Processes,Self produced,Mix Energy,,11.43656297313638
2017,N2O,Industry,Building,Space Cooling,Self produced,Mix Energy,,0.027119403107225017
2017,N2O,Industry,Building,Space Heating,Self produced,Mix Energy,,0.808008286832649
2017,N2O,Industry,Building,Water Heating,Self produced,Mix Energy,,3.115001691348087
2017,N2O,Public,Building,Auxiliary Equipment,___,Natural Gas,Standard,0.34539093243649394
2017,N2O,Public,Building,Space Cooling,___,Natural Gas,Standard,0.20311180443482463
2017,N2O,Public,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.2753391181458335
2017,N2O,Public,Building,Space Heating,Furnace,Natural Gas,High,5.074783519664886e-06
2017,N2O,Public,Building,Space Heating,Furnace,Natural Gas,Standard,6.539955286271263
2017,N2O,Public,Building,Water Heating,___,Heavy Fuel Oil,Standard,0.0008383432193721318
2017,N2O,Public,Building,Water Heating,___,Kerosene,Standard,0.0004580145851333285
2017,N2O,Public,Building,Water Heating,___,Light Fuel Oil,Standard,0.01828564096025663
2017,N2O,Public,Building,Water Heating,___,Natural Gas,Standard,0.9492632879068736
2017,N2O,Residential,Building,Clothe Dryer,___,Natural Gas,Standard,0.12461544680459867
2017,N2O,Residential,Building,Range,___,Natural Gas,Standard,0.08449373580797365
2017,N2O,Residential,Building,Space Heating,Furnace,Biomass,Standard,1.6192848745952708
2017,N2O,Residential,Building,Space Heating,Furnace,Wood Pellet,Standard,0.00373790412564023
2017,N2O,Residential,Building,Space Heating,Furnace,Kerosene,Standard,5.8776575781352495e-05
2017,N2O,Residential,Building,Space Heating,Furnace,Light Fuel Oil,Standard,0.11987517151322527
2017,N2O,Residential,Building,Space Heating,Furnace,Natural Gas,High,38.45917918821434
