"Transportation sector GHG emissions per subsector, per end use (metric ton)"
t_periods,emissions_comm,Sub,Mode,Tech_type_1,Tech_type_2,Name,Emisions
2016,CO2,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,2010903.3776308938
2016,CO2,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,254812.931702488
2016,CO2,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,15889.542021594794
2016,CO2,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,8712.536500674458
2016,CO2,Public,Marine,___,___,Fleet Services,4.360912165221397
2016,CO2,Public,Marine,___,___,Police Services,0.8312760913731094
2016,CO2,Public,Road,Inter-city Buses,Urban Bus ,Police Services,41.299093914338854
2016,CO2,Public,Road,Cars,___,Fleet Services,467.8018614080296
2016,CO2,Public,Road,Cars,___,Police Services,12020.617729115107
2016,CO2,Public,Road,Cars,___,Toronto Housing Company,2340.6937195357464
2016,CO2,Public,Road,Motorcycles,___,Police Services,33.2781894927077
2016,CO2,Public,Road,Truck,Heavy Trucks,Fleet Services,22070.42869657591
2016,CO2,Public,Road,Truck,Passenger Light Trucks,Fleet Services,27964.00605410159
2016,CO2,Public,Road,Truck,Passenger Light Trucks,Police Services,7872.501890424517
2016,CO2,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,1679.7589734303692
2016,CO2,Public,Road,Truck,Medium Trucks,Fleet Services,7072.1508472392425
2016,CO2,Public,Road,Truck,Medium Trucks,Police Services,817.624665065051
2016,CO2,Public,Road,Truck,Medium Trucks,Toronto Housing Company,1072.2114227844966
2016,CO2e,Freight Transportation,Air,___,___,,2111.6681690866794
2016,CO2e,Freight Transportation,Marine,___,___,,11169.925212671564
2016,CO2e,Freight Transportation,Rail,___,___,,48374.63745745714
2016,CO2e,Freight Transportation,Road,Truck,Heavy Trucks,,256065.39998931123
2016,CO2e,Freight Transportation,Road,Truck,Passenger Light Trucks,,1079319.378966315
2016,CO2e,Freight Transportation,Road,Truck,Medium Trucks,,332277.11505119316
2016,CO2e,Long Distance,Air,___,___,,102980.48755259284
2016,CO2e,Long Distance,Rail,___,___,,75119.53072820947
2016,CO2e,Passenger,Rail,Regional,___,GO rail,119285.41473997556
2016,CO2e,Passenger,Rail,Regional,___,Up Express,5116.088170642737
2016,CO2e,Passenger,Rail,Subway,___,Subway,34920.656280544965
2016,CO2e,Passenger,Rail,Tramway,___,Streetcar,5422.435618398282
2016,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,219.28363261359777
2016,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,2783.088617715133
2016,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,2464.482523872537
2016,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,344.5529895973306
2016,CO2e,Passenger,Road,Inter-city Buses,School Bus,___,5265.909551612798
2016,CO2e,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,239553.19003152443
2016,CO2e,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,22842.003202210482
2016,CO2e,Passenger,Road,Cars,___,Auto driver,1630969.1308011173
2016,CO2e,Passenger,Road,Cars,___,Auto passenger,206590.94014025416
2016,CO2e,Passenger,Road,Cars,___,Paid Ridershare,12977.205774587102
2016,CO2e,Passenger,Road,Cars,___,Taxi passenger,22047.158279487812
2016,CO2e,Passenger,Road,Motorcycles,___,___,5350.5772610089125
2016,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,2019736.616820488
2016,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,255932.21198734076
2016,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,15959.321151568456
2016,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,8750.790857163509
2016,CO2e,Public,Marine,___,___,Fleet Services,4.401749270888451
2016,CO2e,Public,Marine,___,___,Police Services,0.8335141575329008
2016,CO2e,Public,Road,Inter-city Buses,Urban Bus ,Police Services,42.027843461840604
2016,CO2e,Public,Road,Cars,___,Fleet Services,469.7278284870277
2016,CO2e,Public,Road,Cars,___,Police Services,12070.152603827268
2016,CO2e,Public,Road,Cars,___,Toronto Housing Company,2350.3404218019145
2016,CO2e,Public,Road,Motorcycles,___,Police Services,33.688813128794365
2016,CO2e,Public,Road,Truck,Heavy Trucks,Fleet Services,22621.932790007806
2016,CO2e,Public,Road,Truck,Passenger Light Trucks,Fleet Services,28280.019574358448
2016,CO2e,Public,Road,Truck,Passenger Light Trucks,Police Services,7912.804920673719
2016,CO2e,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,1690.683735735894
2016,CO2e,Public,Road,Truck,Medium Trucks,Fleet Services,7214.689341529063
2016,CO2e,Public,Road,Truck,Medium Trucks,Police Services,837.2902949155657
2016,CO2e,Public,Road,Truck,Medium Trucks,Toronto Housing Company,1082.7673016694189
2016,N2O,Freight Transportation,Air,___,___,,0.058150260794967816
2016,N2O,Freight Transportation,Marine,___,___,,0.2880207071456412
2016,N2O,Freight Transportation,Rail,___,___,,16.23512369614517
2016,N2O,Freight Transportation,Road,Truck,Heavy Trucks,,20.137799692780753
2016,N2O,Freight Transportation,Road,Truck,Passenger Light Trucks,,30.072002981948707
2016,N2O,Freight Transportation,Road,Truck,Medium Trucks,,24.869483305274922
2016,N2O,Long Distance,Air,___,___,,2.948964901964878
2016,N2O,Long Distance,Rail,___,___,,25.189085868671178
2016,N2O,Passenger,Rail,Regional,___,GO rail,39.99651943400703
2016,N2O,Passenger,Rail,Regional,___,Up Express,1.7155703673757834
2016,N2O,Passenger,Rail,Subway,___,Subway,0.045838639270494856
2016,N2O,Passenger,Rail,Tramway,___,Streetcar,0.05147771723110707
2016,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,0.012166080068529823
2016,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,0.15412190003911191
2016,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,0.13644343578404922
2016,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,0.01913338182864422
2016,N2O,Passenger,Road,Inter-city Buses,School Bus,___,0.29661396345885244
2016,N2O,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,13.258455824555243
2016,N2O,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,1.2643518021021867
2016,N2O,Passenger,Road,Cars,___,Auto driver,18.317745258735826
2016,N2O,Passenger,Road,Cars,___,Auto passenger,2.3202651144385205
2016,N2O,Passenger,Road,Cars,___,Paid Ridershare,0.14574224419323809
2016,N2O,Passenger,Road,Cars,___,Taxi passenger,0.24761023464918555
2016,N2O,Passenger,Road,Motorcycles,___,___,0.09393457006007086
2016,N2O,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,20.947021012707125
2016,N2O,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,2.6542869190199085
2016,N2O,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,0.1654808918073385
2016,N2O,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,0.09071733858056126
2016,N2O,Public,Marine,___,___,Fleet Services,0.00011009779105923332
2016,N2O,Public,Marine,___,___,Police Services,6.033878660413245e-06
2016,N2O,Public,Road,Inter-city Buses,Urban Bus ,Police Services,0.0023260586300097494
2016,N2O,Public,Road,Cars,___,Fleet Services,0.0044624467108599
2016,N2O,Public,Road,Cars,___,Police Services,0.11482442562713294
2016,N2O,Public,Road,Cars,___,Toronto Housing Company,0.022360210082100884
2016,N2O,Public,Road,Motorcycles,___,Police Services,0.0005930523184173045
2016,N2O,Public,Road,Truck,Heavy Trucks,Fleet Services,1.8112333635126023
2016,N2O,Public,Road,Truck,Passenger Light Trucks,Fleet Services,0.9648156231282863
2016,N2O,Public,Road,Truck,Passenger Light Trucks,Police Services,0.10251474756300147
2016,N2O,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,0.029949907670699452
2016,N2O,Public,Road,Truck,Medium Trucks,Fleet Services,0.46159828864890207
2016,N2O,Public,Road,Truck,Medium Trucks,Police Services,0.06443000477720084
2016,N2O,Public,Road,Truck,Medium Trucks,Toronto Housing Company,0.03156354630142645
2017,CH4,Freight Transportation,Air,___,___,,0.05230590705879276
2017,CH4,Freight Transportation,Marine,___,___,,1.0221860317657345
2017,CH4,Freight Transportation,Rail,___,___,,1.2866551699836477
2017,CH4,Freight Transportation,Road,Truck,Heavy Trucks,,6.255107654797381
2017,CH4,Freight Transportation,Road,Truck,Passenger Light Trucks,,68.09997057513958
2017,CH4,Freight Transportation,Road,Truck,Medium Trucks,,8.591573725355834
2017,CH4,Long Distance,Air,___,___,,1.404929825780887
2017,CH4,Long Distance,Rail,___,___,,3.8499015553282288
2017,CH4,Passenger,Rail,Regional,___,GO rail,6.039794046691811
2017,CH4,Passenger,Rail,Regional,___,Up Express,0.2621591169475247
2017,CH4,Passenger,Rail,Subway,___,Subway,149.94146991689436
2017,CH4,Passenger,Rail,Tramway,___,Streetcar,22.60933880193966
2017,CH4,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,0.00897611882215878
2017,CH4,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,0.11260780064393455
2017,CH4,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,0.10079483881246795
2017,CH4,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,0.014071068712131499
2017,CH4,Passenger,Road,Inter-city Buses,School Bus,___,1.0205770047132443
2017,CH4,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,9.698801499254293
2017,CH4,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,0.9273767427503101
2017,CH4,Passenger,Road,Cars,___,Auto driver,113.88560637123298
2017,CH4,Passenger,Road,Cars,___,Auto passenger,14.41112113840498
2017,CH4,Passenger,Road,Cars,___,Paid Ridershare,0.9069476525677749
2017,CH4,Passenger,Road,Cars,___,Taxi passenger,1.5386517610575206
2017,CH4,Passenger,Road,Motorcycles,___,___,1.772207435739412
2017,CH4,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,123.99139871086808
2017,CH4,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,15.700896823279258
2017,CH4,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,0.9794982908461687
2017,CH4,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,0.5368062744494783
2017,CH4,Public,Marine,___,___,Fleet Services,0.00039371196950616945
2017,CH4,Public,Marine,___,___,Police Services,2.1577273738831136e-05
2017,CH4,Public,Road,Inter-city Buses,Urban Bus ,Police Services,0.001705997300114432
2017,CH4,Public,Road,Cars,___,Fleet Services,0.0292933365194051
2017,CH4,Public,Road,Cars,___,Police Services,0.7521844586129454
2017,CH4,Public,Road,Cars,___,Toronto Housing Company,0.1465117858176153
2017,CH4,Public,Road,Motorcycles,___,Police Services,0.01149844283551937
2017,CH4,Public,Road,Truck,Heavy Trucks,Fleet Services,0.5784795827096341
2017,CH4,Public,Road,Truck,Passenger Light Trucks,Fleet Services,1.3995947914174702
2017,CH4,Public,Road,Truck,Passenger Light Trucks,Police Services,0.478778958265019
2017,CH4,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,0.09833184682538118
2017,CH4,Public,Road,Truck,Medium Trucks,Fleet Services,0.24546546641639438
2017,CH4,Public,Road,Truck,Medium Trucks,Police Services,0.0228932671451553
2017,CH4,Public,Road,Truck,Medium Trucks,Toronto Housing Company,0.05664550995010175
2017,CO2,Freight Transportation,Air,___,___,,2048.3329419783895
2017,CO2,Freight Transportation,Marine,___,___,,11122.939180979822
2017,CO2,Freight Transportation,Rail,___,___,,24909.587489692607
2017,CO2,Freight Transportation,Road,Truck,Heavy Trucks,,245759.56345895742
2017,CO2,Freight Transportation,Road,Truck,Passenger Light Trucks,,992403.3083507338
2017,CO2,Freight Transportation,Road,Truck,Medium Trucks,,315975.87925459
2017,CO2,Long Distance,Air,___,___,,102111.71631961576
2017,CO2,Long Distance,Rail,___,___,,67786.46157047796
2017,CO2,Passenger,Rail,Regional,___,GO rail,108016.38464691413
2017,CO2,Passenger,Rail,Regional,___,Up Express,4687.003502357367
2017,CO2,Passenger,Rail,Subway,___,Subway,31912.917392799045
2017,CO2,Passenger,Rail,Tramway,___,Streetcar,5056.976557774622
2017,CO2,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,213.22888330211217
2017,CO2,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,2708.9265734982478
2017,CO2,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,2418.183647192749
2017,CO2,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,336.50173432946235
2017,CO2,Passenger,Road,Inter-city Buses,School Bus,___,5085.120838575033
2017,CO2,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,234796.56747717923
2017,CO2,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,22308.502278785658
2017,CO2,Passenger,Road,Cars,___,Auto driver,1627496.7081556453
2017,CO2,Passenger,Road,Cars,___,Auto passenger,206005.84157560798
2017,CO2,Passenger,Road,Cars,___,Paid Ridershare,12944.656606797915
2017,CO2,Passenger,Road,Cars,___,Taxi passenger,21990.572034923414
2017,CO2,Passenger,Road,Motorcycles,___,___,5013.625237777145
2017,CO2,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,1910301.9026672472
2017,CO2,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,241887.18802062317
2017,CO2,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,15089.095927699036
2017,CO2,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,8269.90391834493
2017,CO2,Public,Marine,___,___,Fleet Services,4.491276980864392
2017,CO2,Public,Marine,___,___,Police Services,0.8561261910491658
2017,CO2,Public,Road,Inter-city Buses,Urban Bus ,Police Services,41.57980674631945
2017,CO2,Public,Road,Cars,___,Fleet Services,455.6580823014274
2017,CO2,Public,Road,Cars,___,Police Services,11718.814672274419
2017,CO2,Public,Road,Cars,___,Toronto Housing Company,2280.262474724737
2017,CO2,Public,Road,Motorcycles,___,Police Services,32.48983185879807
2017,CO2,Public,Road,Truck,Heavy Trucks,Fleet Services,22596.82760307072
2017,CO2,Public,Road,Truck,Passenger Light Trucks,Fleet Services,27692.468362669613
2017,CO2,Public,Road,Truck,Passenger Light Trucks,Police Services,7680.852895580779
2017,CO2,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,1641.6688239423925
2017,CO2,Public,Road,Truck,Medium Trucks,Fleet Services,7114.565191407866
2017,CO2,Public,Road,Truck,Medium Trucks,Police Services,817.50960303306
2017,CO2,Public,Road,Truck,Medium Trucks,Toronto Housing Company,1052.6517632551834
2017,CO2e,Freight Transportation,Air,___,___,,2120.4073717879187
2017,CO2e,Freight Transportation,Marine,___,___,,11210.760687215457
2017,CO2e,Freight Transportation,Rail,___,___,,27490.74927726439
2017,CO2e,Freight Transportation,Road,Truck,Heavy Trucks,,256446.3722665293
2017,CO2e,Freight Transportation,Road,Truck,Passenger Light Trucks,,1044506.4401392967
2017,CO2e,Freight Transportation,Road,Truck,Medium Trucks,,332023.0555630791
2017,CO2e,Long Distance,Air,___,___,,103071.22217635569
2017,CO2e,Long Distance,Rail,___,___,,75515.78060071326
2017,CO2e,Passenger,Rail,Regional,___,GO rail,120142.27783407057
2017,CO2e,Passenger,Rail,Regional,___,Up Express,5213.331623271152
2017,CO2e,Passenger,Rail,Subway,___,Subway,35096.05153872446
2017,CO2e,Passenger,Rail,Tramway,___,Streetcar,5568.841418125789
2017,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,217.09422938030735
2017,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,2757.471266591349
2017,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,2461.5379111649368
2017,CO2e,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,342.6074668033627
2017,CO2e,Passenger,Road,Inter-city Buses,School Bus,___,5195.073423064983
2017,CO2e,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,238964.56417725538
2017,CO2e,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,22705.301514362807
2017,CO2e,Passenger,Road,Cars,___,Auto driver,1635369.618180913
2017,CO2e,Passenger,Road,Cars,___,Auto passenger,207002.45524835226
2017,CO2e,Passenger,Road,Cars,___,Paid Ridershare,13007.31221641076
2017,CO2e,Passenger,Road,Cars,___,Taxi passenger,22096.964656723343
2017,CO2e,Passenger,Road,Motorcycles,___,___,5078.962153010838
2017,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,1919176.5523238408
2017,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,243011.13847490668
2017,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,15159.22176693616
2017,CO2e,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,8308.223096268928
2017,CO2e,Public,Marine,___,___,Fleet Services,4.5333348682949195
2017,CO2e,Public,Marine,___,___,Police Services,0.8584311617390427
2017,CO2e,Public,Road,Inter-city Buses,Urban Bus ,Police Services,42.31350965655321
2017,CO2e,Public,Road,Cars,___,Fleet Services,457.64604338272943
2017,CO2e,Public,Road,Cars,___,Police Services,11769.9507903099
2017,CO2e,Public,Road,Cars,___,Toronto Housing Company,2290.2231100158024
2017,CO2e,Public,Road,Motorcycles,___,Police Services,32.91375107915137
2017,CO2e,Public,Road,Truck,Heavy Trucks,Fleet Services,23166.698046521422
2017,CO2e,Public,Road,Truck,Passenger Light Trucks,Fleet Services,28018.551982149012
2017,CO2e,Public,Road,Truck,Passenger Light Trucks,Police Services,7722.59203676634
2017,CO2e,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,1652.8673764317869
2017,CO2e,Public,Road,Truck,Medium Trucks,Fleet Services,7261.160930642514
2017,CO2e,Public,Road,Truck,Medium Trucks,Police Services,837.7687564016454
2017,CO2e,Public,Road,Truck,Medium Trucks,Toronto Housing Company,1063.437566370422
2017,N2O,Freight Transportation,Air,___,___,,0.06264499898933268
2017,N2O,Freight Transportation,Marine,___,___,,0.2890736651586835
2017,N2O,Freight Transportation,Rail,___,___,,8.573794975046603
2017,N2O,Freight Transportation,Road,Truck,Heavy Trucks,,20.237112989605535
2017,N2O,Freight Transportation,Road,Truck,Passenger Light Trucks,,30.222129791245308
2017,N2O,Freight Transportation,Road,Truck,Medium Trucks,,24.992345432003823
2017,N2O,Long Distance,Air,___,___,,3.1208131892566224
2017,N2O,Long Distance,Rail,___,___,,25.666010394541548
2017,N2O,Passenger,Rail,Regional,___,GO rail,40.265293665019804
2017,N2O,Passenger,Rail,Regional,___,Up Express,1.7477274478452518
2017,N2O,Passenger,Rail,Subway,___,Subway,0.1153130123175988
2017,N2O,Passenger,Rail,Tramway,___,Streetcar,0.12439176345783576
2017,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Durham RT,0.01233841470781859
2017,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Go Bus,0.15496620563616895
2017,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Miway Bus,0.13838111529236832
2017,N2O,Passenger,Road,Inter-city Buses,Inter Urban Bus,Viva Bus,0.019497449768274305
2017,N2O,Passenger,Road,Inter-city Buses,School Bus,___,0.2970485482918491
2017,N2O,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Bus,13.303093518764355
2017,N2O,Passenger,Road,Inter-city Buses,Urban Bus ,TTC Wheel trans para,1.2661890066422696
2017,N2O,Passenger,Road,Cars,___,Auto driver,18.39366540762268
2017,N2O,Passenger,Road,Cars,___,Auto passenger,2.328792378650029
2017,N2O,Passenger,Road,Cars,___,Paid Ridershare,0.14634130506349605
2017,N2O,Passenger,Road,Cars,___,Taxi passenger,0.24859374099904677
2017,N2O,Passenger,Road,Motorcycles,___,___,0.09436429222537882
2017,N2O,Passenger,Road,Truck,Passenger Light Trucks,Auto driver,21.043054643173246
2017,N2O,Passenger,Road,Truck,Passenger Light Trucks,Auto passenger,2.6652067818610132
2017,N2O,Passenger,Road,Truck,Passenger Light Trucks,Paid Ridershare,0.16629656083676372
2017,N2O,Passenger,Road,Truck,Passenger Light Trucks,Taxi passenger,0.09075921530390718
2017,N2O,Public,Marine,___,___,Fleet Services,0.00011338904721777676
2017,N2O,Public,Marine,___,___,Police Services,6.2142548367833674e-06
2017,N2O,Public,Road,Inter-city Buses,Urban Bus ,Police Services,0.0023418690165482236
2017,N2O,Public,Road,Cars,___,Fleet Services,0.004606714813404718
2017,N2O,Public,Road,Cars,___,Police Services,0.11859142417654232
2017,N2O,Public,Road,Cars,___,Toronto Housing Company,0.023100294593608312
2017,N2O,Public,Road,Motorcycles,___,Police Services,0.0006122547678100092
2017,N2O,Public,Road,Truck,Heavy Trucks,Fleet Services,1.871551584610039
2017,N2O,Public,Road,Truck,Passenger Light Trucks,Fleet Services,0.9956111706699315
2017,N2O,Public,Road,Truck,Passenger Light Trucks,Police Services,0.10632477537582778
2017,N2O,Public,Road,Truck,Passenger Light Trucks,Toronto Housing Company,0.030649609751884754
2017,N2O,Public,Road,Truck,Medium Trucks,Fleet Services,0.47463410885873697
2017,N2O,Public,Road,Truck,Medium Trucks,Police Services,0.0663704522098549
2017,N2O,Public,Road,Truck,Medium Trucks,Toronto Housing Company,0.032202172504318664
2018,CH4,Freight Transportation,Air,___,___,,0.050357479431684574
2018,CH4,Freight Transportation,Marine,___,___,,1.025909369749803
2018,CH4,Freight Transportation,Rail,___,___,,1.2826704535152447
2018,CH4,Freight Transportation,Road,Truck,Heavy Trucks,,6.283486962391687
2018,CH4,Freight Transportation,Road,Truck,Passenger Light Trucks,,68.43233985477667
2018,CH4,Freight Transportation,Road,Truck,Medium Trucks,,8.632662713253303
2018,CH4,Long Distance,Air,___,___,,1.5358566271807346
2018,CH4,Long Distance,Rail,___,___,,3.9176093204904485
2018,CH4,Passenger,Rail,Regional,___,GO rail,6.085362134806571
2018,CH4,Passenger,Rail,Regional,___,Up Express,0.30412212602793726
2018,CH4,Passenger,Rail,Subway,___,Subway,149.82423014780898
2018,CH4,Passenger,Rail,Tramway,___,Streetcar,22.456791746794906
