"Waste sector GHG emissions per subsector, per end use, per period (metric ton)"
t_periods,emissions_comm,Sub,EndUse,Treatment_Plant,Tech_type_1,Emisions
2020,CO2,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,30480.399815639263
2020,CO2,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,18712.691877518515
2020,CO2,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,12972.375411505014
2020,CO2,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2956.3065915984293
2020,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2708.4763975148576
2020,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,18179.28105198743
2020,CO2,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1818.9898607675368
2020,CO2e,Solid,Green Bin,Compost,Leaking,29699.53187768226
2020,CO2e,Solid,Green Bin,Dufferin,Anaerobic Digester,2538.8812355353084
2020,CO2e,Solid,Green Bin,Disco Road,Anaerobic Digester,2984.9810263855716
2020,CO2e,Solid,Green Bin,Disco Road,Flaring,3.0796073959419616
2020,CO2e,Solid,Landfill,MI - Arbor Hills,Biogas capture,34817.69565955708
2020,CO2e,Solid,Landfill,MI - Arbor Hills,Flaring,646.6143479632035
2020,CO2e,Solid,Landfill,Beare Rd,Biogas capture,49119.262029013975
2020,CO2e,Solid,Landfill,Beare Rd,Flaring,912.2148662531172
2020,CO2e,Solid,Landfill,Brock West,Leaking,394605.8574859518
2020,CO2e,Solid,Landfill,MI - Carleton farms,Biogas capture,106767.35077519296
2020,CO2e,Solid,Landfill,MI - Carleton farms,Flaring,1601.5102616278955
2020,CO2e,Solid,Landfill,Green Lane,Biogas capture,117683.97716768614
2020,CO2e,Solid,Landfill,Green Lane,Flaring,3530.519315030588
2020,CO2e,Solid,Landfill,Keele Valley,Biogas capture,469617.436739463
2020,CO2e,Solid,Landfill,Keele Valley,Flaring,3615.638672241887
2020,CO2e,Solid,Landfill,Thackeray,Leaking,26729.66575374483
2020,CO2e,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,574.0125420818695
2020,CO2e,Water,Fresh water,Island Water Treatment Plant,Process,315.73140720846465
2020,CO2e,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,220.42561682853488
2020,CO2e,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,753.3217446643517
2020,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,12989.11717504742
2020,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,0.0027010377682740363
2020,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,11634.434024259715
2020,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2963.818676051769
2020,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,0.002567946309294289
2020,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Process,4257.547475413224
2020,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2711.971876944721
2020,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,0.002693131627429117
2020,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,29566.688756194526
2020,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,3463.966510590606
2020,CO2e,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,464.20778042422495
2020,N2O,Solid,Green Bin,Compost,Leaking,51.38327314477899
2020,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,6.674722656360881e-06
2020,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,39.04172491362322
2020,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,6.23039357366516e-06
2020,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Process,14.287072065145043
2020,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,6.6551852407638815e-06
2020,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,38.10510606298671
2020,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,11.624048693257064
2020,N2O,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1.557744229611493
2021,CH4,Solid,Green Bin,Compost,Leaking,611.957172062923
2021,CH4,Solid,Green Bin,Dufferin,Anaerobic Digester,157.934857318477
2021,CH4,Solid,Green Bin,Disco Road,Anaerobic Digester,143.34270364988976
2021,CH4,Solid,Green Bin,Disco Road,Flaring,0.09423077497814622
2021,CH4,Solid,Landfill,MI - Arbor Hills,Biogas capture,1585.0299701794197
2021,CH4,Solid,Landfill,MI - Arbor Hills,Flaring,29.436270874760684
2021,CH4,Solid,Landfill,Beare Rd,Biogas capture,2236.090038535122
2021,CH4,Solid,Landfill,Beare Rd,Flaring,41.52738642993802
2021,CH4,Solid,Landfill,Brock West,Leaking,17963.91457491242
2021,CH4,Solid,Landfill,MI - Carleton farms,Biogas capture,4860.443737289321
2021,CH4,Solid,Landfill,MI - Carleton farms,Flaring,72.90665605933984
2021,CH4,Solid,Landfill,Green Lane,Biogas capture,5859.54272548774
2021,CH4,Solid,Landfill,Green Lane,Flaring,175.78628176463235
2021,CH4,Solid,Landfill,Keele Valley,Biogas capture,21378.718426087697
2021,CH4,Solid,Landfill,Keele Valley,Flaring,164.59721266102937
2021,CH4,Solid,Landfill,Thackeray,Leaking,1216.8330071819296
2021,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,0.8023148709768345
2021,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,3.251099362987053e-05
2021,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,0.35996804281308964
2021,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,3.247977730036489e-05
2021,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,0.16746886391034008
2021,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,3.2415937275868e-05
2021,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,1.5377862679851544
2021,CO2,Solid,Green Bin,Dufferin,Anaerobic Digester,226.74439535258807
2021,CO2,Solid,Green Bin,Disco Road,Anaerobic Digester,167.12941134239287
2021,CO2,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,31315.51207978357
2021,CO2,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,30718.05130920995
2021,CO2,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,18858.592167550247
2021,CO2,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13055.167291176178
2021,CO2,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2974.8991762812493
2021,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2725.0324199410643
2021,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,18296.797396034068
2021,CO2,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1830.7483578676488
2021,CO2e,Solid,Green Bin,Compost,Leaking,26528.34340892772
2021,CO2e,Solid,Green Bin,Dufferin,Anaerobic Digester,3543.3763990406046
2021,CO2e,Solid,Green Bin,Disco Road,Anaerobic Digester,3177.3261879900774
2021,CO2e,Solid,Green Bin,Disco Road,Flaring,1.9788462745410704
2021,CO2e,Solid,Landfill,MI - Arbor Hills,Biogas capture,33285.629373767835
2021,CO2e,Solid,Landfill,MI - Arbor Hills,Flaring,618.1616883699743
2021,CO2e,Solid,Landfill,Beare Rd,Biogas capture,46957.890809237586
2021,CO2e,Solid,Landfill,Beare Rd,Flaring,872.0751150286987
2021,CO2e,Solid,Landfill,Brock West,Leaking,377242.2060731608
2021,CO2e,Solid,Landfill,MI - Carleton farms,Biogas capture,102069.31848307574
2021,CO2e,Solid,Landfill,MI - Carleton farms,Flaring,1531.039777246137
2021,CO2e,Solid,Landfill,Green Lane,Biogas capture,123050.39723524258
2021,CO2e,Solid,Landfill,Green Lane,Flaring,3691.51191705728
2021,CO2e,Solid,Landfill,Keele Valley,Biogas capture,448953.08694784186
2021,CO2e,Solid,Landfill,Keele Valley,Flaring,3456.5414658816157
2021,CO2e,Solid,Landfill,Thackeray,Leaking,25553.493150820515
2021,CO2e,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,578.4880390815797
2021,CO2e,Water,Fresh water,Island Water Treatment Plant,Process,318.1931216523741
2021,CO2e,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,222.14424510656536
2021,CO2e,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,759.19529090427
2021,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13072.01590346669
2021,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,0.002590110223749749
2021,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,11709.642502509749
2021,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2982.458505180324
2021,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,0.002462476924578943
2021,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Process,4285.069542108698
2021,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2728.5492660831815
2021,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,0.002582537202846809
2021,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,29757.816730851857
2021,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,3486.3586316900623
2021,CO2e,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,467.2085590199147
2021,N2O,Solid,Green Bin,Compost,Leaking,45.89678790471922
2021,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,6.400601870880764e-06
2021,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,39.294102357415255
2021,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,5.974502017688861e-06
2021,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Process,14.379427993653351
2021,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,6.3818876511865125e-06
2021,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,38.35142893687956
2021,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,11.699190039228393
2021,N2O,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1.5678139564426663
2022,CH4,Solid,Green Bin,Compost,Leaking,618.5016868785608
2022,CH4,Solid,Green Bin,Dufferin,Anaerobic Digester,157.94810200344608
2022,CH4,Solid,Green Bin,Disco Road,Anaerobic Digester,143.3576738916591
2022,CH4,Solid,Green Bin,Disco Road,Flaring,0.09175544706821406
2022,CH4,Solid,Landfill,MI - Arbor Hills,Biogas capture,1515.2846601215183
2022,CH4,Solid,Landfill,MI - Arbor Hills,Flaring,28.141000830828233
2022,CH4,Solid,Landfill,Beare Rd,Biogas capture,2137.6964459916553
2022,CH4,Solid,Landfill,Beare Rd,Flaring,39.700076854130785
2022,CH4,Solid,Landfill,Brock West,Leaking,17173.4570974812
2022,CH4,Solid,Landfill,MI - Carleton farms,Biogas capture,4646.571973440053
2022,CH4,Solid,Landfill,MI - Carleton farms,Flaring,69.69857960160081
2022,CH4,Solid,Landfill,Green Lane,Biogas capture,6106.771770223979
2022,CH4,Solid,Landfill,Green Lane,Flaring,183.2031531067195
2022,CH4,Solid,Landfill,Keele Valley,Biogas capture,20438.000980158733
2022,CH4,Solid,Landfill,Keele Valley,Flaring,157.35452082069128
2022,CH4,Solid,Landfill,Thackeray,Leaking,1163.289290677323
2022,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,0.8060014644420203
2022,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,3.0995933747631215e-05
2022,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,0.3615888138946724
2022,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,3.096687201745377e-05
2022,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,0.16819373392922618
2022,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,3.090741741971057e-05
2022,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,1.544976367495018
2022,CO2,Solid,Green Bin,Dufferin,Anaerobic Digester,246.87638441031297
2022,CO2,Solid,Green Bin,Disco Road,Anaerobic Digester,179.56703934746977
2022,CO2,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,31491.881044039717
2022,CO2,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,30891.05537440248
2022,CO2,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,18964.80375877142
2022,CO2,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13115.1550792175
2022,CO2,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2988.2937835298835
2022,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2736.827414279628
2022,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,18382.346211710297
2022,CO2,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1839.3082359964371
2022,CO2e,Solid,Green Bin,Compost,Leaking,26812.04812618561
2022,CO2e,Solid,Green Bin,Dufferin,Anaerobic Digester,3563.7865264826796
2022,CO2e,Solid,Green Bin,Disco Road,Anaerobic Digester,3190.07819107231
2022,CO2e,Solid,Green Bin,Disco Road,Flaring,1.926864388432496
2022,CO2e,Solid,Landfill,MI - Arbor Hills,Biogas capture,31820.977862551896
2022,CO2e,Solid,Landfill,MI - Arbor Hills,Flaring,590.9610174473929
2022,CO2e,Solid,Landfill,Beare Rd,Biogas capture,44891.62536582478
2022,CO2e,Solid,Landfill,Beare Rd,Flaring,833.7016139367465
2022,CO2e,Solid,Landfill,Brock West,Leaking,360642.5990471053
2022,CO2e,Solid,Landfill,MI - Carleton farms,Biogas capture,97578.01144224108
2022,CO2e,Solid,Landfill,MI - Carleton farms,Flaring,1463.6701716336172
2022,CO2e,Solid,Landfill,Green Lane,Biogas capture,128242.20717470357
2022,CO2e,Solid,Landfill,Green Lane,Flaring,3847.26621524111
2022,CO2e,Solid,Landfill,Keele Valley,Biogas capture,429198.02058333345
2022,CO2e,Solid,Landfill,Keele Valley,Flaring,3304.444937234517
2022,CO2e,Solid,Landfill,Thackeray,Leaking,24429.075104223775
2022,CO2e,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,581.7460837209799
2022,CO2e,Water,Fresh water,Island Water Treatment Plant,Process,319.9851853156223
2022,CO2e,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,223.39536149623137
2022,CO2e,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,763.471078787074
2022,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13132.08110997078
2022,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,0.002469407296756595
2022,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,11764.392306012844
2022,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,2995.8871486216735
2022,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,0.0023477749574506053
2022,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Process,4305.1048857260475
2022,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2740.3594826921403
2022,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,0.002462355311556566
2022,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,29896.952882569127
2022,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,3502.6595091589325
2022,CO2e,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,469.39304729693566
2022,N2O,Solid,Green Bin,Compost,Leaking,46.38762651589206
2022,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,6.1023244565648945e-06
2022,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,39.47782653024445
2022,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,5.696210218402939e-06
2022,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Process,14.44666069035586
2022,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,6.084897804505517e-06
2022,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,38.53074552732026
2022,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,11.753890970331986
2022,N2O,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1.575144454016562
2023,CH4,Solid,Green Bin,Compost,Biogas upgrade,0.0001931503840442791
2023,CH4,Solid,Green Bin,Compost,Biogas capture,5.664463533011141
2023,CH4,Solid,Green Bin,Compost,Leaking,592.8808541756803
2023,CH4,Solid,Green Bin,Dufferin,Anaerobic Digester,157.83604189330688
2023,CH4,Solid,Green Bin,Dufferin,Gasification,0.00042957658144823654
2023,CH4,Solid,Green Bin,Disco Road,Anaerobic Digester,143.24484404615907
2023,CH4,Solid,Green Bin,Disco Road,Flaring,0.1188177044906868
2023,CH4,Solid,Green Bin,Disco Road,Gasification,0.0004364130310360684
2023,CH4,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,0.0001489418655988083
2023,CH4,Solid,Landfill,MI - Arbor Hills,Biogas capture,1445.4254708141211
2023,CH4,Solid,Landfill,MI - Arbor Hills,Flaring,26.602793916853965
2023,CH4,Solid,Landfill,Beare Rd,Biogas upgrade,0.00015413122658961952
2023,CH4,Solid,Landfill,Beare Rd,Biogas capture,2040.3494980778387
2023,CH4,Solid,Landfill,Beare Rd,Flaring,37.639877706176975
2023,CH4,Solid,Landfill,Brock West,Biogas upgrade,0.00013645559503383802
2023,CH4,Solid,Landfill,Brock West,Biogas capture,5.703236908561988
2023,CH4,Solid,Landfill,Brock West,Leaking,16384.2332871575
2023,CH4,Solid,Landfill,MI - Carleton farms,Biogas upgrade,0.00016172022072986843
2023,CH4,Solid,Landfill,MI - Carleton farms,Biogas capture,4437.652604652748
2023,CH4,Solid,Landfill,MI - Carleton farms,Flaring,66.30750193110764
2023,CH4,Solid,Landfill,Green Lane,Biogas upgrade,0.003491206923287202
2023,CH4,Solid,Landfill,Green Lane,Biogas capture,6344.533937282833
2023,CH4,Solid,Landfill,Green Lane,Flaring,178.9099412766385
2023,CH4,Solid,Landfill,Keele Valley,Biogas upgrade,0.0033231218951987745
2023,CH4,Solid,Landfill,Keele Valley,Biogas capture,19530.454638232706
2023,CH4,Solid,Landfill,Keele Valley,Flaring,140.04861829761097
2023,CH4,Solid,Landfill,Thackeray,Biogas upgrade,0.00010566727533282866
2023,CH4,Solid,Landfill,Thackeray,Biogas capture,4.683821574106823
2023,CH4,Solid,Landfill,Thackeray,Leaking,1084.549740918541
2023,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,0.8099177018083292
2023,CH4,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,2.8990071223896757e-05
2023,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,0.36331406640461966
2023,CH4,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,2.8971986196224904e-05
2023,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,0.16898062848734777
2023,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,2.893526004290291e-05
2023,CH4,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,1.5525433989422477
2023,CO2,Solid,Green Bin,Compost,Biogas upgrade,0.052319996321729186
2023,CO2,Solid,Green Bin,Dufferin,Anaerobic Digester,602.1992764050083
2023,CO2,Solid,Green Bin,Dufferin,Gasification,0.11636241508129908
2023,CO2,Solid,Green Bin,Disco Road,Anaerobic Digester,471.418752115122
2023,CO2,Solid,Green Bin,Disco Road,Gasification,0.1182142520272047
2023,CO2,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,0.04034492552960545
2023,CO2,Solid,Landfill,Beare Rd,Biogas upgrade,0.041750604059807725
2023,CO2,Solid,Landfill,Brock West,Biogas upgrade,0.036962682034393984
2023,CO2,Solid,Landfill,MI - Carleton farms,Biogas upgrade,0.04380628801543695
2023,CO2,Solid,Landfill,Green Lane,Biogas upgrade,0.9456876531133778
2023,CO2,Solid,Landfill,Keele Valley,Biogas upgrade,0.9001572851835462
2023,CO2,Solid,Landfill,Thackeray,Biogas upgrade,0.028622834399714924
2023,CO2,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,31677.49591761229
2023,CO2,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,31073.128948534988
2023,CO2,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,19076.58335196563
2023,CO2,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13178.879604112408
2023,CO2,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,3002.551861082018
2023,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2749.6316641675626
2023,CO2,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,18472.37981661482
2023,CO2,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1848.3168543964305
2023,CO2e,Solid,Green Bin,Compost,Biogas upgrade,0.05637615438665905
2023,CO2e,Solid,Green Bin,Compost,Biogas capture,838.2762339818618
2023,CO2e,Solid,Green Bin,Compost,Leaking,25701.385028515742
2023,CO2e,Solid,Green Bin,Dufferin,Anaerobic Digester,3916.756156164453
2023,CO2e,Solid,Green Bin,Dufferin,Gasification,0.12538352329171207
2023,CO2e,Solid,Green Bin,Disco Road,Anaerobic Digester,3479.5604770844616
2023,CO2e,Solid,Green Bin,Disco Road,Flaring,2.495171794304422
2023,CO2e,Solid,Green Bin,Disco Road,Gasification,0.12737892567896214
2023,CO2e,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,0.04347270470718042
2023,CO2e,Solid,Landfill,MI - Arbor Hills,Biogas capture,30353.934887096555
2023,CO2e,Solid,Landfill,MI - Arbor Hills,Flaring,558.6586722539334
2023,CO2e,Solid,Landfill,Beare Rd,Biogas upgrade,0.04498735981818974
2023,CO2e,Solid,Landfill,Beare Rd,Biogas capture,42847.33945963463
2023,CO2e,Solid,Landfill,Beare Rd,Flaring,790.4374318297168
2023,CO2e,Solid,Landfill,Brock West,Biogas upgrade,0.03982824953010458
2023,CO2e,Solid,Landfill,Brock West,Biogas capture,119.76797507980172
2023,CO2e,Solid,Landfill,Brock West,Leaking,344068.8990303076
2023,CO2e,Solid,Landfill,MI - Carleton farms,Biogas upgrade,0.047202412650764185
2023,CO2e,Solid,Landfill,MI - Carleton farms,Biogas capture,93190.70469770771
2023,CO2e,Solid,Landfill,MI - Carleton farms,Flaring,1392.4575405532603
2023,CO2e,Solid,Landfill,Green Lane,Biogas upgrade,1.0190029985024087
2023,CO2e,Solid,Landfill,Green Lane,Biogas capture,133235.2126829395
2023,CO2e,Solid,Landfill,Green Lane,Flaring,3757.10876680941
2023,CO2e,Solid,Landfill,Keele Valley,Biogas upgrade,0.9699428449827203
2023,CO2e,Solid,Landfill,Keele Valley,Biogas capture,410139.5474028871
2023,CO2e,Solid,Landfill,Keele Valley,Flaring,2941.0209842498307
2023,CO2e,Solid,Landfill,Thackeray,Biogas upgrade,0.03084184718170433
2023,CO2e,Solid,Landfill,Thackeray,Biogas capture,98.36025305624332
2023,CO2e,Solid,Landfill,Thackeray,Leaking,22775.544559289352
2023,CO2e,Water,Fresh water,F.J Horgan Water Treatment Plant,Process,585.1749270355841
2023,CO2e,Water,Fresh water,Island Water Treatment Plant,Process,321.8711955426679
2023,CO2e,Water,Fresh water,R.C. Harris Water Treatment Plant,Process,224.71206600567015
2023,CO2e,Water,Fresh water,R.L. Clark Water Treatment Plant,Process,767.9710191867364
2023,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,13195.88787585038
2023,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,0.002309602736818825
2023,CO2e,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,11822.01229523579
2023,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,3010.181456476515
2023,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,0.0021965313003122723
2023,CO2e,Water,Waste water,Humber Wastewater Treatment Plant,Process,4326.190556051906
2023,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,2753.180257365796
2023,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,0.002305235998543021
2023,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,30043.383072310826
2023,CO2e,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,3519.814938571235
2023,CO2e,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,471.692054477979
2023,N2O,Solid,Green Bin,Compost,Leaking,44.46606406317602
2023,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Flaring,5.707420272204675e-06
2023,N2O,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Process,39.671182198777835
2023,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Flaring,5.329260369770301e-06
2023,N2O,Water,Waste water,Humber Wastewater Treatment Plant,Process,14.51741797332854
2023,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Flaring,5.69662932094651e-06
2023,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,38.71946256482626
2023,N2O,Water,Waste water,Highland Creek Waterwater Treatment Plant,Process,11.811459525406828
2023,N2O,Water,Waste water,North Toronto Wastewater Treatment Plant,Process,1.5828592432146944
2024,CH4,Solid,Green Bin,Compost,Biogas upgrade,0.00031713112377369156
2024,CH4,Solid,Green Bin,Compost,Biogas capture,9.796197902317488
2024,CH4,Solid,Green Bin,Compost,Leaking,576.5460050527556
2024,CH4,Solid,Green Bin,Dufferin,Anaerobic Digester,157.6542316220779
2024,CH4,Solid,Green Bin,Dufferin,Gasification,0.0007944688330715221
2024,CH4,Solid,Green Bin,Disco Road,Anaerobic Digester,143.02970856976575
2024,CH4,Solid,Green Bin,Disco Road,Flaring,0.15485816941985536
2024,CH4,Solid,Green Bin,Disco Road,Gasification,0.0008054333541281269
2024,CH4,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,0.00023327751815873008
2024,CH4,Solid,Landfill,MI - Arbor Hills,Biogas capture,1378.6390276363888
2024,CH4,Solid,Landfill,MI - Arbor Hills,Flaring,25.230346687717834
2024,CH4,Solid,Landfill,Beare Rd,Biogas upgrade,0.00024120041113907855
2024,CH4,Solid,Landfill,Beare Rd,Biogas capture,1947.2916515057466
2024,CH4,Solid,Landfill,Beare Rd,Flaring,35.769402973524834
2024,CH4,Solid,Landfill,Brock West,Biogas upgrade,0.00021764817682123655
2024,CH4,Solid,Landfill,Brock West,Biogas capture,9.810404850658966
2024,CH4,Solid,Landfill,Brock West,Leaking,15637.649736541862
2024,CH4,Solid,Landfill,MI - Carleton farms,Biogas upgrade,0.00025275414903838325
2024,CH4,Solid,Landfill,MI - Carleton farms,Biogas capture,4237.990818042384
2024,CH4,Solid,Landfill,MI - Carleton farms,Flaring,63.16405065272548
2024,CH4,Solid,Landfill,Green Lane,Biogas upgrade,0.002666675123184958
