GHG emissions per sector per period (metric ton)
t_periods,emissions_comm,main_sector,Emisions
2030,CO2e,Waste,946002.949564828
2030,N2O,Building,151.14286887216252
2030,N2O,Energy,8.55516470906181
2030,N2O,Transportation,372.34739234767267
2030,N2O,Waste,153.5432207806251
2035,CH4,Building,1152.742270346426
2035,CH4,Energy,3.106694309663742
2035,CH4,Transportation,544.0193551248848
2035,CH4,Waste,35987.983215948705
2035,CO2,Building,7545940.123269769
2035,CO2,Energy,150599.1057787222
2035,CO2,Transportation,5905201.879722193
2035,CO2,Waste,109038.12284537782
2035,CO2e,Building,7617818.75714688
2035,CO2e,Energy,1655627.5664635324
2035,CO2e,Transportation,6066918.937310337
2035,CO2e,Waste,826761.9034578154
2035,N2O,Building,159.96995369071877
2035,N2O,Energy,2.9387648875197563
2035,N2O,Transportation,504.29936954754174
2035,N2O,Waste,156.93820148073104
2040,CH4,Building,1166.265560843154
2040,CH4,Transportation,475.03081156124534
2040,CH4,Waste,31452.031243058424
2040,CO2,Building,8076097.443717773
2040,CO2,Transportation,5779933.205993839
2040,CO2,Waste,111734.26626855312
2040,CO2e,Building,8151117.8772392
2040,CO2e,Energy,1593789.3875281818
2040,CO2e,Transportation,5956820.450490646
2040,CO2e,Waste,733359.1095272069
2040,N2O,Building,169.55992195887555
2040,N2O,Transportation,560.1002453112724
2040,N2O,Waste,161.93328497603073
2045,CH4,Building,1174.111487515073
2045,CH4,Transportation,449.3144118799257
2045,CH4,Waste,27980.75670538619
2045,CO2,Building,7839453.712802633
2045,CO2,Transportation,5662823.583845163
2045,CO2,Waste,114627.91925495007
2045,CO2e,Building,7915483.679315842
2045,CO2e,Energy,1485108.7887504755
2045,CO2e,Transportation,5859722.107447151
2045,CO2e,Waste,673941.8820994354
2045,N2O,Building,172.39471568934732
2045,N2O,Transportation,629.0641740257892
2045,N2O,Waste,199.1628791518525
2050,CH4,Building,1184.9680093158263
2050,CH4,Transportation,675.9688624458227
2050,CH4,Waste,24934.170999390404
2050,CO2,Building,7903822.854666102
2050,CO2,Transportation,5558900.7956027
2050,CO2,Waste,117538.87434424799
2050,CO2e,Building,7980493.17603165
2050,CO2e,Energy,1476087.3523630812
2050,CO2e,Transportation,5762350.199790044
2050,CO2e,Waste,611957.7403204301
2050,N2O,Building,173.77850057016303
2050,N2O,Transportation,635.0755889543101
2050,N2O,Waste,197.470996184352
