tech,flag,sector,tech_desc,tech_category
FRETRAROATRULGTCONVGAS_EX,p,FRETRA,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalGasoline,
FRETRAROATRULGTCONVPRO_EX,p,FRETRA,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalPropane,
FRETRAROATRULGTCONVDSL_EX,p,FRETRA,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel,
FRETRAROATRUMETCONVGAS_EX,p,FRETRA,Freight TransportationTransportationRoadTruckMedium TrucksConventionnalGasoline,
FRETRAROATRUMETCONVDSL_EX,p,FRETRA,Freight TransportationTransportationRoadTruckMedium TrucksConventionnalDiesel,
FRETRAROATRUHETCONVDSL_EX,p,FRETRA,Freight TransportationTransportationRoadTruckHeavy TrucksConventionnalDiesel,
FRETRAAIR_________ATF_EX,p,FRETRA,Freight TransportationTransportationAirAviation Turbo Fuel,
FRETRAAIR_________AGA_EX,p,FRETRA,Freight TransportationTransportationAirAviation Gasoline,
FRETRARAI_________DSL_EX,p,FRETRA,Freight TransportationTransportationRailDiesel,
FRETRAMAR_________ALL_EX,p,FRETRA,Freight TransportationTransportationMarineAll,
