regions,tech,group_name,act_fraction,tech_desc
TO,FRETRAAGAIMP,BAP-ENE-2-FRETRA,1,
TO,FRETRAATFIMP,BAP-ENE-2-FRETRA,1,
TO,FRETRABDSLIMP,BAP-ENE-2-FRETRA,1,
TO,PASTRABDSLIMP,BAP-ENE-2-PASTRA,1,
TO,PUBTRABDSLIMP,BAP-ENE-2-PUBTRA,1,
TO,FRETRABJEIMP,BAP-ENE-2-FRETRA,1,
TO,COMBDGBMAIMP,BAP-ENE-2-COMBDG,1,
TO,INDBDGBMAIMP,BAP-ENE-2-INDBDG,1,
TO,PUBBDGBMAIMP,BAP-ENE-2-PUBBDG,1,
TO,RESBDGBMAIMP,BAP-ENE-2-RESBDG,1,
TO,COMBDGBMTNIMP,BAP-ENE-2-COMBDG,1,
TO,FRETRABMTNIMP,BAP-ENE-2-FRETRA,1,
TO,INDBDGBMTNIMP,BAP-ENE-2-INDBDG,1,
TO,PASTRABMTNIMP,BAP-ENE-2-PASTRA,1,
TO,PUBBDGBMTNIMP,BAP-ENE-2-PUBBDG,1,
TO,PUBTRABMTNIMP,BAP-ENE-2-PUBTRA,1,
TO,RESBDGBMTNIMP,BAP-ENE-2-RESBDG,1,
TO,COMBDGBWPIMP,BAP-ENE-2-COMBDG,1,
TO,PUBBDGBWPIMP,BAP-ENE-2-PUBBDG,1,
TO,RESBDGBWPIMP,BAP-ENE-2-RESBDG,1,
TO,FRETRACETHIMP,BAP-ENE-2-FRETRA,1,
TO,PASTRACETHIMP,BAP-ENE-2-PASTRA,1,
TO,PUBTRACETHIMP,BAP-ENE-2-PUBTRA,1,
TO,INDBDGCOAIMP,BAP-ENE-2-INDBDG,1,
TO,INDBDGCOKIMP,BAP-ENE-2-INDBDG,1,
TO,FRETRADSLIMP,BAP-ENE-2-FRETRA,1,
TO,PASTRADSLIMP,BAP-ENE-2-PASTRA,1,
TO,PUBTRADSLIMP,BAP-ENE-2-PUBTRA,1,
TO,COMBDGELCIMP16,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP17,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP18,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP19,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP20,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP21,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP22,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP23,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP24,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP25,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP26,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP27,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP28,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP29,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP30,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP31,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP32,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP33,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP34,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP35,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP36,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP37,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP38,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP39,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP40,BAP-ENE-2-COMBDG,1,
TO,COMBDGELCIMP41,BAP-ENE-2-COMBDG,1,
