regions,vintage,tech,group_name,max_share_g,tech_desc
TO,2023,COMBDGHLCOldWH______STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWH______STDHFO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWH______STDKER_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWH______STDLFO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWH______STDNGA_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWH______STDPRO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHHEP___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHSYS___STDBMA_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHSYS___STDBWP_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHSYS___STDHFO_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHSYS___STDKER_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGHLCOldWHSYS___STDLFO_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDBMA_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDNGA_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDNGA_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDPRO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAE______STDPRO_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldAM______STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIFLC___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIFLC___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIFLU___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIFLUT5STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIFLUT8STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIHAL___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIHAL100WSTDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIINC___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLIINC100WSTDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLILED___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldLILED___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSC______STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSC______STDNGA_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSCCE___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSCCE___STDNGA_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSCWA___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSCWD___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDELC_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDELC_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDHFO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDHFO_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDKER_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDKER_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDLFO_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDLFO_23,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDNGA_16,BAP-BDG-4-COMBDG-ESR,0,
TO,2023,COMBDGICIOldSHFUR___STDNGA_23,BAP-BDG-4-COMBDG-ESR,0,
