regions,tech,vintage,exist_cap,exist_cap_units,exist_cap_notes
TO,COMBDGICINewWH,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesNewWater Heating
TO,COMBDGOFFNewWH,2015,10000000000,,CommercialBuildingOfficesNewWater Heating
TO,COMBDGEDSNewWH,2015,10000000000,,CommercialBuildingEducational ServicesNewWater Heating
TO,COMBDGHLCNewWH,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceNewWater Heating
TO,COMBDGAERNewWH,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationNewWater Heating"
TO,COMBDGAFSNewWH,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesNewWater Heating
TO,COMBDGOTSNewWH,2015,10000000000,,CommercialBuildingOther ServicesNewWater Heating
TO,COMBDGWSTNewSL,2015,10000000000,,CommercialBuildingWholesale TradeNewStreet Lighting
TO,COMBDGRTTNewSL,2015,10000000000,,CommercialBuildingRetail TradeNewStreet Lighting
TO,COMBDGTAWNewSL,2015,10000000000,,CommercialBuildingTransportation and WarehousingNewStreet Lighting
TO,COMBDGICINewSL,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesNewStreet Lighting
TO,COMBDGOFFNewSL,2015,10000000000,,CommercialBuildingOfficesNewStreet Lighting
TO,COMBDGEDSNewSL,2015,10000000000,,CommercialBuildingEducational ServicesNewStreet Lighting
TO,COMBDGHLCNewSL,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceNewStreet Lighting
TO,COMBDGAERNewSL,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationNewStreet Lighting"
TO,COMBDGAFSNewSL,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesNewStreet Lighting
TO,COMBDGOTSNewSL,2015,10000000000,,CommercialBuildingOther ServicesNewStreet Lighting
TO,COMBDGWSTOldLI,2015,10000000000,,CommercialBuildingWholesale TradeOldLighting
TO,COMBDGRTTOldLI,2015,10000000000,,CommercialBuildingRetail TradeOldLighting
TO,COMBDGTAWOldLI,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldLighting
TO,COMBDGICIOldLI,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldLighting
TO,COMBDGOFFOldLI,2015,10000000000,,CommercialBuildingOfficesOldLighting
TO,COMBDGEDSOldLI,2015,10000000000,,CommercialBuildingEducational ServicesOldLighting
TO,COMBDGHLCOldLI,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldLighting
TO,COMBDGAEROldLI,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldLighting"
TO,COMBDGAFSOldLI,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldLighting
TO,COMBDGOTSOldLI,2015,10000000000,,CommercialBuildingOther ServicesOldLighting
TO,COMBDGWSTOldSC,2015,10000000000,,CommercialBuildingWholesale TradeOldSpace Cooling
TO,COMBDGRTTOldSC,2015,10000000000,,CommercialBuildingRetail TradeOldSpace Cooling
TO,COMBDGTAWOldSC,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldSpace Cooling
TO,COMBDGICIOldSC,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldSpace Cooling
TO,COMBDGOFFOldSC,2015,10000000000,,CommercialBuildingOfficesOldSpace Cooling
TO,COMBDGEDSOldSC,2015,10000000000,,CommercialBuildingEducational ServicesOldSpace Cooling
TO,COMBDGHLCOldSC,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldSpace Cooling
TO,COMBDGAEROldSC,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldSpace Cooling"
TO,COMBDGAFSOldSC,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldSpace Cooling
TO,COMBDGOTSOldSC,2015,10000000000,,CommercialBuildingOther ServicesOldSpace Cooling
TO,COMBDGWSTOldAM,2015,10000000000,,CommercialBuildingWholesale TradeOldAuxiliary Motors
TO,COMBDGRTTOldAM,2015,10000000000,,CommercialBuildingRetail TradeOldAuxiliary Motors
TO,COMBDGTAWOldAM,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldAuxiliary Motors
TO,COMBDGICIOldAM,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldAuxiliary Motors
TO,COMBDGOFFOldAM,2015,10000000000,,CommercialBuildingOfficesOldAuxiliary Motors
TO,COMBDGEDSOldAM,2015,10000000000,,CommercialBuildingEducational ServicesOldAuxiliary Motors
TO,COMBDGHLCOldAM,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldAuxiliary Motors
TO,COMBDGAEROldAM,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldAuxiliary Motors"
TO,COMBDGAFSOldAM,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldAuxiliary Motors
TO,COMBDGOTSOldAM,2015,10000000000,,CommercialBuildingOther ServicesOldAuxiliary Motors
TO,COMBDGWSTOldAE,2015,10000000000,,CommercialBuildingWholesale TradeOldAuxiliary Equipment
TO,COMBDGRTTOldAE,2015,10000000000,,CommercialBuildingRetail TradeOldAuxiliary Equipment
TO,COMBDGTAWOldAE,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldAuxiliary Equipment
TO,COMBDGICIOldAE,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldAuxiliary Equipment
TO,COMBDGOFFOldAE,2015,10000000000,,CommercialBuildingOfficesOldAuxiliary Equipment
TO,COMBDGEDSOldAE,2015,10000000000,,CommercialBuildingEducational ServicesOldAuxiliary Equipment
TO,COMBDGHLCOldAE,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldAuxiliary Equipment
TO,COMBDGAEROldAE,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldAuxiliary Equipment"
TO,COMBDGAFSOldAE,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldAuxiliary Equipment
TO,COMBDGOTSOldAE,2015,10000000000,,CommercialBuildingOther ServicesOldAuxiliary Equipment
TO,COMBDGWSTOldSH,2015,10000000000,,CommercialBuildingWholesale TradeOldSpace Heating
TO,COMBDGRTTOldSH,2015,10000000000,,CommercialBuildingRetail TradeOldSpace Heating
TO,COMBDGTAWOldSH,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldSpace Heating
TO,COMBDGICIOldSH,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldSpace Heating
TO,COMBDGOFFOldSH,2015,10000000000,,CommercialBuildingOfficesOldSpace Heating
TO,COMBDGEDSOldSH,2015,10000000000,,CommercialBuildingEducational ServicesOldSpace Heating
TO,COMBDGHLCOldSH,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldSpace Heating
TO,COMBDGAEROldSH,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldSpace Heating"
TO,COMBDGAFSOldSH,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldSpace Heating
TO,COMBDGOTSOldSH,2015,10000000000,,CommercialBuildingOther ServicesOldSpace Heating
TO,COMBDGWSTOldWH,2015,10000000000,,CommercialBuildingWholesale TradeOldWater Heating
TO,COMBDGRTTOldWH,2015,10000000000,,CommercialBuildingRetail TradeOldWater Heating
TO,COMBDGTAWOldWH,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldWater Heating
TO,COMBDGICIOldWH,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldWater Heating
TO,COMBDGOFFOldWH,2015,10000000000,,CommercialBuildingOfficesOldWater Heating
TO,COMBDGEDSOldWH,2015,10000000000,,CommercialBuildingEducational ServicesOldWater Heating
TO,COMBDGHLCOldWH,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldWater Heating
TO,COMBDGAEROldWH,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldWater Heating"
TO,COMBDGAFSOldWH,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldWater Heating
TO,COMBDGOTSOldWH,2015,10000000000,,CommercialBuildingOther ServicesOldWater Heating
TO,COMBDGWSTOldSL,2015,10000000000,,CommercialBuildingWholesale TradeOldStreet Lighting
TO,COMBDGRTTOldSL,2015,10000000000,,CommercialBuildingRetail TradeOldStreet Lighting
TO,COMBDGTAWOldSL,2015,10000000000,,CommercialBuildingTransportation and WarehousingOldStreet Lighting
TO,COMBDGICIOldSL,2015,10000000000,,CommercialBuildingInformation and Cultural IndustriesOldStreet Lighting
TO,COMBDGOFFOldSL,2015,10000000000,,CommercialBuildingOfficesOldStreet Lighting
TO,COMBDGEDSOldSL,2015,10000000000,,CommercialBuildingEducational ServicesOldStreet Lighting
TO,COMBDGHLCOldSL,2015,10000000000,,CommercialBuildingHealth Care and Social AssistanceOldStreet Lighting
TO,COMBDGAEROldSL,2015,10000000000,,"CommercialBuildingArts, Entertainment and RecreationOldStreet Lighting"
TO,COMBDGAFSOldSL,2015,10000000000,,CommercialBuildingAccommodation and Food ServicesOldStreet Lighting
TO,COMBDGOTSOldSL,2015,10000000000,,CommercialBuildingOther ServicesOldStreet Lighting
