regions,tech,life,life_notes
TO,COMBDGTAWNewSH,200,CommercialBuildingTransportation and WarehousingNewSpace Heating
TO,COMBDGICINewSH,200,CommercialBuildingInformation and Cultural IndustriesNewSpace Heating
TO,COMBDGOFFNewSH,200,CommercialBuildingOfficesNewSpace Heating
TO,COMBDGEDSNewSH,200,CommercialBuildingEducational ServicesNewSpace Heating
TO,COMBDGHLCNewSH,200,CommercialBuildingHealth Care and Social AssistanceNewSpace Heating
TO,COMBDGAERNewSH,200,"CommercialBuildingArts, Entertainment and RecreationNewSpace Heating"
TO,COMBDGAFSNewSH,200,CommercialBuildingAccommodation and Food ServicesNewSpace Heating
TO,COMBDGOTSNewSH,200,CommercialBuildingOther ServicesNewSpace Heating
TO,COMBDGWSTNewWH,200,CommercialBuildingWholesale TradeNewWater Heating
TO,COMBDGRTTNewWH,200,CommercialBuildingRetail TradeNewWater Heating
TO,COMBDGTAWNewWH,200,CommercialBuildingTransportation and WarehousingNewWater Heating
TO,COMBDGICINewWH,200,CommercialBuildingInformation and Cultural IndustriesNewWater Heating
TO,COMBDGOFFNewWH,200,CommercialBuildingOfficesNewWater Heating
TO,COMBDGEDSNewWH,200,CommercialBuildingEducational ServicesNewWater Heating
TO,COMBDGHLCNewWH,200,CommercialBuildingHealth Care and Social AssistanceNewWater Heating
TO,COMBDGAERNewWH,200,"CommercialBuildingArts, Entertainment and RecreationNewWater Heating"
TO,COMBDGAFSNewWH,200,CommercialBuildingAccommodation and Food ServicesNewWater Heating
TO,COMBDGOTSNewWH,200,CommercialBuildingOther ServicesNewWater Heating
TO,COMBDGWSTNewSL,200,CommercialBuildingWholesale TradeNewStreet Lighting
TO,COMBDGRTTNewSL,200,CommercialBuildingRetail TradeNewStreet Lighting
TO,COMBDGTAWNewSL,200,CommercialBuildingTransportation and WarehousingNewStreet Lighting
TO,COMBDGICINewSL,200,CommercialBuildingInformation and Cultural IndustriesNewStreet Lighting
TO,COMBDGOFFNewSL,200,CommercialBuildingOfficesNewStreet Lighting
TO,COMBDGEDSNewSL,200,CommercialBuildingEducational ServicesNewStreet Lighting
TO,COMBDGHLCNewSL,200,CommercialBuildingHealth Care and Social AssistanceNewStreet Lighting
TO,COMBDGAERNewSL,200,"CommercialBuildingArts, Entertainment and RecreationNewStreet Lighting"
TO,COMBDGAFSNewSL,200,CommercialBuildingAccommodation and Food ServicesNewStreet Lighting
TO,COMBDGOTSNewSL,200,CommercialBuildingOther ServicesNewStreet Lighting
TO,COMBDGWSTOldLI,200,CommercialBuildingWholesale TradeOldLighting
TO,COMBDGRTTOldLI,200,CommercialBuildingRetail TradeOldLighting
TO,COMBDGTAWOldLI,200,CommercialBuildingTransportation and WarehousingOldLighting
TO,COMBDGICIOldLI,200,CommercialBuildingInformation and Cultural IndustriesOldLighting
TO,COMBDGOFFOldLI,200,CommercialBuildingOfficesOldLighting
TO,COMBDGEDSOldLI,200,CommercialBuildingEducational ServicesOldLighting
TO,COMBDGHLCOldLI,200,CommercialBuildingHealth Care and Social AssistanceOldLighting
TO,COMBDGAEROldLI,200,"CommercialBuildingArts, Entertainment and RecreationOldLighting"
TO,COMBDGAFSOldLI,200,CommercialBuildingAccommodation and Food ServicesOldLighting
TO,COMBDGOTSOldLI,200,CommercialBuildingOther ServicesOldLighting
TO,COMBDGWSTOldSC,200,CommercialBuildingWholesale TradeOldSpace Cooling
TO,COMBDGRTTOldSC,200,CommercialBuildingRetail TradeOldSpace Cooling
TO,COMBDGTAWOldSC,200,CommercialBuildingTransportation and WarehousingOldSpace Cooling
TO,COMBDGICIOldSC,200,CommercialBuildingInformation and Cultural IndustriesOldSpace Cooling
TO,COMBDGOFFOldSC,200,CommercialBuildingOfficesOldSpace Cooling
TO,COMBDGEDSOldSC,200,CommercialBuildingEducational ServicesOldSpace Cooling
TO,COMBDGHLCOldSC,200,CommercialBuildingHealth Care and Social AssistanceOldSpace Cooling
TO,COMBDGAEROldSC,200,"CommercialBuildingArts, Entertainment and RecreationOldSpace Cooling"
TO,COMBDGAFSOldSC,200,CommercialBuildingAccommodation and Food ServicesOldSpace Cooling
TO,COMBDGOTSOldSC,200,CommercialBuildingOther ServicesOldSpace Cooling
TO,COMBDGWSTOldAM,200,CommercialBuildingWholesale TradeOldAuxiliary Motors
TO,COMBDGRTTOldAM,200,CommercialBuildingRetail TradeOldAuxiliary Motors
TO,COMBDGTAWOldAM,200,CommercialBuildingTransportation and WarehousingOldAuxiliary Motors
TO,COMBDGICIOldAM,200,CommercialBuildingInformation and Cultural IndustriesOldAuxiliary Motors
TO,COMBDGOFFOldAM,200,CommercialBuildingOfficesOldAuxiliary Motors
TO,COMBDGEDSOldAM,200,CommercialBuildingEducational ServicesOldAuxiliary Motors
TO,COMBDGHLCOldAM,200,CommercialBuildingHealth Care and Social AssistanceOldAuxiliary Motors
TO,COMBDGAEROldAM,200,"CommercialBuildingArts, Entertainment and RecreationOldAuxiliary Motors"
TO,COMBDGAFSOldAM,200,CommercialBuildingAccommodation and Food ServicesOldAuxiliary Motors
TO,COMBDGOTSOldAM,200,CommercialBuildingOther ServicesOldAuxiliary Motors
TO,COMBDGWSTOldAE,200,CommercialBuildingWholesale TradeOldAuxiliary Equipment
TO,COMBDGRTTOldAE,200,CommercialBuildingRetail TradeOldAuxiliary Equipment
TO,COMBDGTAWOldAE,200,CommercialBuildingTransportation and WarehousingOldAuxiliary Equipment
TO,COMBDGICIOldAE,200,CommercialBuildingInformation and Cultural IndustriesOldAuxiliary Equipment
TO,COMBDGOFFOldAE,200,CommercialBuildingOfficesOldAuxiliary Equipment
TO,COMBDGEDSOldAE,200,CommercialBuildingEducational ServicesOldAuxiliary Equipment
TO,COMBDGHLCOldAE,200,CommercialBuildingHealth Care and Social AssistanceOldAuxiliary Equipment
TO,COMBDGAEROldAE,200,"CommercialBuildingArts, Entertainment and RecreationOldAuxiliary Equipment"
TO,COMBDGAFSOldAE,200,CommercialBuildingAccommodation and Food ServicesOldAuxiliary Equipment
TO,COMBDGOTSOldAE,200,CommercialBuildingOther ServicesOldAuxiliary Equipment
TO,COMBDGWSTOldSH,200,CommercialBuildingWholesale TradeOldSpace Heating
TO,COMBDGRTTOldSH,200,CommercialBuildingRetail TradeOldSpace Heating
TO,COMBDGTAWOldSH,200,CommercialBuildingTransportation and WarehousingOldSpace Heating
TO,COMBDGICIOldSH,200,CommercialBuildingInformation and Cultural IndustriesOldSpace Heating
TO,COMBDGOFFOldSH,200,CommercialBuildingOfficesOldSpace Heating
TO,COMBDGEDSOldSH,200,CommercialBuildingEducational ServicesOldSpace Heating
TO,COMBDGHLCOldSH,200,CommercialBuildingHealth Care and Social AssistanceOldSpace Heating
TO,COMBDGAEROldSH,200,"CommercialBuildingArts, Entertainment and RecreationOldSpace Heating"
TO,COMBDGAFSOldSH,200,CommercialBuildingAccommodation and Food ServicesOldSpace Heating
TO,COMBDGOTSOldSH,200,CommercialBuildingOther ServicesOldSpace Heating
TO,COMBDGWSTOldWH,200,CommercialBuildingWholesale TradeOldWater Heating
TO,COMBDGRTTOldWH,200,CommercialBuildingRetail TradeOldWater Heating
TO,COMBDGTAWOldWH,200,CommercialBuildingTransportation and WarehousingOldWater Heating
TO,COMBDGICIOldWH,200,CommercialBuildingInformation and Cultural IndustriesOldWater Heating
TO,COMBDGOFFOldWH,200,CommercialBuildingOfficesOldWater Heating
TO,COMBDGEDSOldWH,200,CommercialBuildingEducational ServicesOldWater Heating
TO,COMBDGHLCOldWH,200,CommercialBuildingHealth Care and Social AssistanceOldWater Heating
TO,COMBDGAEROldWH,200,"CommercialBuildingArts, Entertainment and RecreationOldWater Heating"
TO,COMBDGAFSOldWH,200,CommercialBuildingAccommodation and Food ServicesOldWater Heating
TO,COMBDGOTSOldWH,200,CommercialBuildingOther ServicesOldWater Heating
TO,COMBDGWSTOldSL,200,CommercialBuildingWholesale TradeOldStreet Lighting
TO,COMBDGRTTOldSL,200,CommercialBuildingRetail TradeOldStreet Lighting
TO,COMBDGTAWOldSL,200,CommercialBuildingTransportation and WarehousingOldStreet Lighting
TO,COMBDGICIOldSL,200,CommercialBuildingInformation and Cultural IndustriesOldStreet Lighting
TO,COMBDGOFFOldSL,200,CommercialBuildingOfficesOldStreet Lighting
TO,COMBDGEDSOldSL,200,CommercialBuildingEducational ServicesOldStreet Lighting
TO,COMBDGHLCOldSL,200,CommercialBuildingHealth Care and Social AssistanceOldStreet Lighting
TO,COMBDGAEROldSL,200,"CommercialBuildingArts, Entertainment and RecreationOldStreet Lighting"
TO,COMBDGAFSOldSL,200,CommercialBuildingAccommodation and Food ServicesOldStreet Lighting
TO,COMBDGOTSOldSL,200,CommercialBuildingOther ServicesOldStreet Lighting
