regions,tech,vintage,exist_cap,exist_cap_units,exist_cap_notes
TO,PUBBDGHSPOldLILED___HIGELC_EX,2015,0.48497113309907386,Mlma,PublicBuildingHospitalOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,PUBBDGMUNOldLILED___HIGELC_EX,2015,0.3067978434479835,Mlma,PublicBuildingMunicipalityOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,PUBBDGPSIOldLILED___HIGELC_EX,2015,0.7380683343006962,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,PUBBDGSBDOldLILED___HIGELC_EX,2015,0.5335291856013351,Mlma,PublicBuildingSchool boardOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,PUBBDGHSPOldLIFLC___STDELC_EX,2015,30.180848708862513,Mlma,PublicBuildingHospitalOldLightingFluocompactStandard EfficiencyElectricity
TO,PUBBDGMUNOldLIFLC___STDELC_EX,2015,19.09272256709202,Mlma,PublicBuildingMunicipalityOldLightingFluocompactStandard EfficiencyElectricity
TO,PUBBDGPSIOldLIFLC___STDELC_EX,2015,45.93165904944871,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingFluocompactStandard EfficiencyElectricity
TO,PUBBDGSBDOldLIFLC___STDELC_EX,2015,33.20272596329358,Mlma,PublicBuildingSchool boardOldLightingFluocompactStandard EfficiencyElectricity
TO,PUBBDGHSPOldLIFLU___STDELC_EX,2015,110.38568758538977,Mlma,PublicBuildingHospitalOldLightingFluorescenteStandard EfficiencyElectricity
TO,PUBBDGMUNOldLIFLU___STDELC_EX,2015,69.83114785061234,Mlma,PublicBuildingMunicipalityOldLightingFluorescenteStandard EfficiencyElectricity
TO,PUBBDGPSIOldLIFLU___STDELC_EX,2015,167.99387634921737,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteStandard EfficiencyElectricity
TO,PUBBDGSBDOldLIFLU___STDELC_EX,2015,121.43812689042065,Mlma,PublicBuildingSchool boardOldLightingFluorescenteStandard EfficiencyElectricity
TO,PUBBDGHSPOldLIHAL___STDELC_EX,2015,64.78588568999659,Mlma,PublicBuildingHospitalOldLightingHalogenStandard EfficiencyElectricity
TO,PUBBDGMUNOldLIHAL___STDELC_EX,2015,40.98423320279985,Mlma,PublicBuildingMunicipalityOldLightingHalogenStandard EfficiencyElectricity
TO,PUBBDGPSIOldLIHAL___STDELC_EX,2015,98.5964060001954,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingHalogenStandard EfficiencyElectricity
TO,PUBBDGSBDOldLIHAL___STDELC_EX,2015,71.27261494878258,Mlma,PublicBuildingSchool boardOldLightingHalogenStandard EfficiencyElectricity
TO,PUBBDGHSPOldLIINC___STDELC_EX,2015,208.07868981633698,Mlma,PublicBuildingHospitalOldLightingIncandescentStandard EfficiencyElectricity
TO,PUBBDGMUNOldLIINC___STDELC_EX,2015,131.63276934689782,Mlma,PublicBuildingMunicipalityOldLightingIncandescentStandard EfficiencyElectricity
TO,PUBBDGPSIOldLIINC___STDELC_EX,2015,316.6709965082421,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingIncandescentStandard EfficiencyElectricity
TO,PUBBDGSBDOldLIINC___STDELC_EX,2015,228.91270498779116,Mlma,PublicBuildingSchool boardOldLightingIncandescentStandard EfficiencyElectricity
TO,PUBBDGHSPOldLILED___STDELC_EX,2015,0.4849711330990733,Mlma,PublicBuildingHospitalOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,PUBBDGMUNOldLILED___STDELC_EX,2015,0.3067978434479831,Mlma,PublicBuildingMunicipalityOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,PUBBDGPSIOldLILED___STDELC_EX,2015,0.7380683343006953,Mlma,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,PUBBDGSBDOldLILED___STDELC_EX,2015,0.5335291856013346,Mlma,PublicBuildingSchool boardOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,PUBBDGHSPOldSC______STDELC_EX,2015,23.445599730210372,MW,PublicBuildingHospitalOldSpace CoolingStandard EfficiencyElectricity
TO,PUBBDGMUNOldSC______STDELC_EX,2015,16.05334969905505,MW,PublicBuildingMunicipalityOldSpace CoolingStandard EfficiencyElectricity
TO,PUBBDGPSIOldSC______STDELC_EX,2015,27.77711774923069,MW,PublicBuildingPost-Secondary InstitutionOldSpace CoolingStandard EfficiencyElectricity
TO,PUBBDGSBDOldSC______STDELC_EX,2015,20.42000697562807,MW,PublicBuildingSchool boardOldSpace CoolingStandard EfficiencyElectricity
TO,PUBBDGHSPOldSC______STDNGA_EX,2015,1.5743236572122772,MW,PublicBuildingHospitalOldSpace CoolingStandard EfficiencyNatural Gas
