tech,flag,sector,tech_desc,tech_category
PUBBDGPSIOldSC______STDNGA_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace CoolingStandard EfficiencyNatural Gas,
PUBBDGSBDOldSC______STDNGA_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace CoolingStandard EfficiencyNatural Gas,
PUBBDGMUNOldSC_________DCO_EX,p,PUBBDG,PublicBuildingMunicipalityOldSpace CoolingDistrict Cooling,
PUBBDGPSIOldSC_________DCO_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace CoolingDistrict Cooling,
PUBBDGSBDOldSC_________DCO_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace CoolingDistrict Cooling,
PUBBDGHSPOldAM______STDELC_EX,p,PUBBDG,PublicBuildingHospitalOldAuxiliary MotorsStandard EfficiencyElectricity,
PUBBDGMUNOldAM______STDELC_EX,p,PUBBDG,PublicBuildingMunicipalityOldAuxiliary MotorsStandard EfficiencyElectricity,
PUBBDGPSIOldAM______STDELC_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsStandard EfficiencyElectricity,
PUBBDGSBDOldAM______STDELC_EX,p,PUBBDG,PublicBuildingSchool boardOldAuxiliary MotorsStandard EfficiencyElectricity,
PUBBDGHSPOldAE______STDELC_EX,p,PUBBDG,PublicBuildingHospitalOldAuxiliary EquipmentStandard EfficiencyElectricity,
PUBBDGMUNOldAE______STDELC_EX,p,PUBBDG,PublicBuildingMunicipalityOldAuxiliary EquipmentStandard EfficiencyElectricity,
PUBBDGPSIOldAE______STDELC_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyElectricity,
PUBBDGSBDOldAE______STDELC_EX,p,PUBBDG,PublicBuildingSchool boardOldAuxiliary EquipmentStandard EfficiencyElectricity,
PUBBDGHSPOldAE______STDNGA_EX,p,PUBBDG,PublicBuildingHospitalOldAuxiliary EquipmentStandard EfficiencyNatural Gas,
PUBBDGMUNOldAE______STDNGA_EX,p,PUBBDG,PublicBuildingMunicipalityOldAuxiliary EquipmentStandard EfficiencyNatural Gas,
PUBBDGPSIOldAE______STDNGA_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyNatural Gas,
PUBBDGSBDOldAE______STDNGA_EX,p,PUBBDG,PublicBuildingSchool boardOldAuxiliary EquipmentStandard EfficiencyNatural Gas,
PUBBDGHSPOldSHPLT___STDELC_EX,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingPlintheStandard EfficiencyElectricity,
PUBBDGMUNOldSHPLT___STDELC_EX,p,PUBBDG,PublicBuildingMunicipalityOldSpace HeatingPlintheStandard EfficiencyElectricity,
PUBBDGPSIOldSHPLT___STDELC_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPlintheStandard EfficiencyElectricity,
PUBBDGSBDOldSHPLT___STDELC_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace HeatingPlintheStandard EfficiencyElectricity,
PUBBDGHSPOldSHFUR___STDELC_EX,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingFurnaceStandard EfficiencyElectricity,
PUBBDGMUNOldSHFUR___STDELC_EX,p,PUBBDG,PublicBuildingMunicipalityOldSpace HeatingFurnaceStandard EfficiencyElectricity,
PUBBDGPSIOldSHFUR___STDELC_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyElectricity,
PUBBDGSBDOldSHFUR___STDELC_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace HeatingFurnaceStandard EfficiencyElectricity,
PUBBDGHSPOldSHFUR___STDNGA_EX,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingFurnaceStandard EfficiencyNatural Gas,
PUBBDGMUNOldSHFUR___STDNGA_EX,p,PUBBDG,PublicBuildingMunicipalityOldSpace HeatingFurnaceStandard EfficiencyNatural Gas,
PUBBDGPSIOldSHFUR___STDNGA_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyNatural Gas,
PUBBDGSBDOldSHFUR___STDNGA_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace HeatingFurnaceStandard EfficiencyNatural Gas,
PUBBDGHSPOldSHFUR___STDLFO_EX,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil,
PUBBDGPSIOldSHFUR___STDLFO_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil,
PUBBDGHSPOldSH_________DHE_EX,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingDistrict Heating,
PUBBDGMUNOldSH_________DHE_EX,p,PUBBDG,PublicBuildingMunicipalityOldSpace HeatingDistrict Heating,
PUBBDGPSIOldSH_________DHE_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingDistrict Heating,
PUBBDGSBDOldSH_________DHE_EX,p,PUBBDG,PublicBuildingSchool boardOldSpace HeatingDistrict Heating,
PUBBDGHSPOldWH______STDELC_EX,p,PUBBDG,PublicBuildingHospitalOldWater HeatingStandard EfficiencyElectricity,
PUBBDGMUNOldWH______STDELC_EX,p,PUBBDG,PublicBuildingMunicipalityOldWater HeatingStandard EfficiencyElectricity,
PUBBDGPSIOldWH______STDELC_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldWater HeatingStandard EfficiencyElectricity,
PUBBDGSBDOldWH______STDELC_EX,p,PUBBDG,PublicBuildingSchool boardOldWater HeatingStandard EfficiencyElectricity,
PUBBDGHSPOldWH______STDNGA_EX,p,PUBBDG,PublicBuildingHospitalOldWater HeatingStandard EfficiencyNatural Gas,
PUBBDGMUNOldWH______STDNGA_EX,p,PUBBDG,PublicBuildingMunicipalityOldWater HeatingStandard EfficiencyNatural Gas,
PUBBDGPSIOldWH______STDNGA_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldWater HeatingStandard EfficiencyNatural Gas,
PUBBDGSBDOldWH______STDNGA_EX,p,PUBBDG,PublicBuildingSchool boardOldWater HeatingStandard EfficiencyNatural Gas,
PUBBDGHSPOldWH______STDLFO_EX,p,PUBBDG,PublicBuildingHospitalOldWater HeatingStandard EfficiencyLight Fuel Oil,
PUBBDGPSIOldWH______STDLFO_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldWater HeatingStandard EfficiencyLight Fuel Oil,
PUBBDGHSPOldWH_________DHE_EX,p,PUBBDG,PublicBuildingHospitalOldWater HeatingDistrict Heating,
PUBBDGMUNOldWH_________DHE_EX,p,PUBBDG,PublicBuildingMunicipalityOldWater HeatingDistrict Heating,
PUBBDGPSIOldWH_________DHE_EX,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldWater HeatingDistrict Heating,
PUBBDGSBDOldWH_________DHE_EX,p,PUBBDG,PublicBuildingSchool boardOldWater HeatingDistrict Heating,
