regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,PUBBDGHSPOldLILED___HIGELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLILED___HIGELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLILED___HIGELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLILED___HIGELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,W,D,PUBBDGHSPOldLIFLC___STDELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingFluocompactStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLIFLC___STDELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingFluocompactStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLIFLC___STDELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingFluocompactStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLIFLC___STDELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingFluocompactStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldLIFLU___STDELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingFluorescenteStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLIFLU___STDELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingFluorescenteStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLIFLU___STDELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLIFLU___STDELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingFluorescenteStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldLIHAL___STDELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingHalogenStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLIHAL___STDELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingHalogenStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLIHAL___STDELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingHalogenStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLIHAL___STDELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingHalogenStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldLIINC___STDELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingIncandescentStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLIINC___STDELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingIncandescentStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLIINC___STDELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingIncandescentStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLIINC___STDELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingIncandescentStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldLILED___STDELC_EX,0.9693971960046831,PublicBuildingHospitalOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldLILED___STDELC_EX,0.9693971960046831,PublicBuildingMunicipalityOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldLILED___STDELC_EX,0.9693971960046831,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldLILED___STDELC_EX,0.9693971960046831,PublicBuildingSchool boardOldLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldSC______STDELC_EX,0.40314300992546503,PublicBuildingHospitalOldSpace CoolingStandard EfficiencyElectricity
TO,W,D,PUBBDGMUNOldSC______STDELC_EX,0.40314300992546503,PublicBuildingMunicipalityOldSpace CoolingStandard EfficiencyElectricity
TO,W,D,PUBBDGPSIOldSC______STDELC_EX,0.40314300992546503,PublicBuildingPost-Secondary InstitutionOldSpace CoolingStandard EfficiencyElectricity
TO,W,D,PUBBDGSBDOldSC______STDELC_EX,0.40314300992546503,PublicBuildingSchool boardOldSpace CoolingStandard EfficiencyElectricity
TO,W,D,PUBBDGHSPOldSC______STDNGA_EX,0.40314300992546503,PublicBuildingHospitalOldSpace CoolingStandard EfficiencyNatural Gas
TO,W,D,PUBBDGMUNOldSC______STDNGA_EX,0.40314300992546503,PublicBuildingMunicipalityOldSpace CoolingStandard EfficiencyNatural Gas
TO,W,D,PUBBDGPSIOldSC______STDNGA_EX,0.40314300992546503,PublicBuildingPost-Secondary InstitutionOldSpace CoolingStandard EfficiencyNatural Gas
TO,W,D,PUBBDGSBDOldSC______STDNGA_EX,0.40314300992546503,PublicBuildingSchool boardOldSpace CoolingStandard EfficiencyNatural Gas
