regions,periods,input_comm,tech,ti_split,ti_split_notes
TO,2016,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2017,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2018,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2019,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2020,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2021,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2022,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2023,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2024,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2025,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2026,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2027,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2028,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2029,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2030,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2031,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2032,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2033,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2034,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2035,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2036,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2037,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2038,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2039,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2040,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2041,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2042,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2043,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2044,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2045,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2046,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2047,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2048,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2049,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2050,COMBDGELC,COMBDGWSTNewWHSTHBCKSTDELC_23,0.588235294,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2016,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2017,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2018,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2019,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2020,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2021,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2022,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2023,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2024,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2025,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2026,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2027,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2028,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2029,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2030,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2031,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2032,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2033,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2034,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
TO,2035,COMBDGSOL,COMBDGWSTNewWHSTHBCKSTDELC_23,0.411764706,CommercialBuildingWholesale TradeNewWater HeatingSolar ThermalBackupStandard EfficiencyElectricity2023
