tech,flag,sector,tech_desc,tech_category
COMBDGWSTNewAM______STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewAuxiliary MotorsStandard EfficiencyElectricity2023,
COMBDGWSTNewAE______STDBMA_23,p,COMBDG,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyBiomass2023,
COMBDGWSTNewAE______STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyElectricity2023,
COMBDGWSTNewAE______STDNGA_23,p,COMBDG,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023,
COMBDGWSTNewAE______STDPRO_23,p,COMBDG,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyPropane2023,
COMBDGWSTNewLILED___HIGELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023,
COMBDGWSTNewLIFLC___HIGELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluocompactHigh EfficiencyElectricity2023,
COMBDGWSTNewLIFLC___STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluocompactStandard EfficiencyElectricity2023,
COMBDGWSTNewLIFLUT5HIGELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluorescenteT5High EfficiencyElectricity2023,
COMBDGWSTNewLIFLUT8HIGELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluorescenteT8High EfficiencyElectricity2023,
COMBDGWSTNewLIFLUT5STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluorescenteT5Standard EfficiencyElectricity2023,
COMBDGWSTNewLIFLUT8STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingFluorescenteT8Standard EfficiencyElectricity2023,
COMBDGWSTNewLIHAL100WSTDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingHalogen100WStandard EfficiencyElectricity2023,
COMBDGWSTNewLIINC100WSTDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingIncandescent100WStandard EfficiencyElectricity2023,
COMBDGWSTNewLILED___ESRELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingLight Emitting DiodeEnergy StarElectricity2023,
COMBDGWSTNewLILED___STDELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023,
COMBDGWSTNewSCCE___HIGELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewSpace CoolingCentralHigh EfficiencyElectricity2023,
COMBDGWSTNewSCCE___ESRELC_23,p,COMBDG,CommercialBuildingWholesale TradeNewSpace CoolingCentralEnergy StarElectricity2023,
