tech,flag,sector,tech_desc,tech_category
COMBDGWSTOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingWholesale TradeOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGRTTOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingRetail TradeOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGTAWOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingTransportation and WarehousingOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGICIOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingInformation and Cultural IndustriesOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGOFFOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingOfficesOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGEDSOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingEducational ServicesOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGHLCOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingHealth Care and Social AssistanceOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGAEROldLILED___HIGELC_EX,p,COMBDG,"CommercialBuildingArts, Entertainment and RecreationOldLightingLight Emitting DiodeHigh EfficiencyElectricity",
COMBDGAFSOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingAccommodation and Food ServicesOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGOTSOldLILED___HIGELC_EX,p,COMBDG,CommercialBuildingOther ServicesOldLightingLight Emitting DiodeHigh EfficiencyElectricity,
COMBDGWSTOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingWholesale TradeOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGRTTOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingRetail TradeOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGTAWOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingTransportation and WarehousingOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGICIOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingInformation and Cultural IndustriesOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGOFFOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingOfficesOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGEDSOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingEducational ServicesOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGHLCOldLIFLC___STDELC_EX,p,COMBDG,CommercialBuildingHealth Care and Social AssistanceOldLightingFluocompactStandard EfficiencyElectricity,
COMBDGAEROldLIFLC___STDELC_EX,p,COMBDG,"CommercialBuildingArts, Entertainment and RecreationOldLightingFluocompactStandard EfficiencyElectricity",
