regions,tech,vintage,exist_cap,exist_cap_units,exist_cap_notes
TO,PUBBDGHSPOldLI,2015,10000000000,,PublicBuildingHospitalOldLightingHospital
TO,PUBBDGMUNOldLI,2015,10000000000,,PublicBuildingMunicipalityOldLightingMunicipality
TO,PUBBDGPSIOldLI,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldLightingPost-Secondary Institution
TO,PUBBDGSBDOldLI,2015,10000000000,,PublicBuildingSchool boardOldLightingSchool board
TO,PUBBDGHSPOldSC,2015,10000000000,,PublicBuildingHospitalOldSpace CoolingHospital
TO,PUBBDGMUNOldSC,2015,10000000000,,PublicBuildingMunicipalityOldSpace CoolingMunicipality
TO,PUBBDGPSIOldSC,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldSpace CoolingPost-Secondary Institution
TO,PUBBDGSBDOldSC,2015,10000000000,,PublicBuildingSchool boardOldSpace CoolingSchool board
TO,PUBBDGHSPOldAM,2015,10000000000,,PublicBuildingHospitalOldAuxiliary MotorsHospital
TO,PUBBDGMUNOldAM,2015,10000000000,,PublicBuildingMunicipalityOldAuxiliary MotorsMunicipality
TO,PUBBDGPSIOldAM,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsPost-Secondary Institution
TO,PUBBDGSBDOldAM,2015,10000000000,,PublicBuildingSchool boardOldAuxiliary MotorsSchool board
TO,PUBBDGHSPOldAE,2015,10000000000,,PublicBuildingHospitalOldAuxiliary EquipmentHospital
TO,PUBBDGMUNOldAE,2015,10000000000,,PublicBuildingMunicipalityOldAuxiliary EquipmentMunicipality
TO,PUBBDGPSIOldAE,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentPost-Secondary Institution
TO,PUBBDGSBDOldAE,2015,10000000000,,PublicBuildingSchool boardOldAuxiliary EquipmentSchool board
TO,PUBBDGHSPOldSH,2015,10000000000,,PublicBuildingHospitalOldSpace HeatingHospital
TO,PUBBDGMUNOldSH,2015,10000000000,,PublicBuildingMunicipalityOldSpace HeatingMunicipality
TO,PUBBDGPSIOldSH,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPost-Secondary Institution
TO,PUBBDGSBDOldSH,2015,10000000000,,PublicBuildingSchool boardOldSpace HeatingSchool board
TO,PUBBDGHSPOldWH,2015,10000000000,,PublicBuildingHospitalOldWater HeatingHospital
TO,PUBBDGMUNOldWH,2015,10000000000,,PublicBuildingMunicipalityOldWater HeatingMunicipality
TO,PUBBDGPSIOldWH,2015,10000000000,,PublicBuildingPost-Secondary InstitutionOldWater HeatingPost-Secondary Institution
TO,PUBBDGSBDOldWH,2015,10000000000,,PublicBuildingSchool boardOldWater HeatingSchool board
TO,PUBBDGHSPNewLI,2015,10000000000,,PublicBuildingHospitalNewLightingHospital
TO,PUBBDGMUNNewLI,2015,10000000000,,PublicBuildingMunicipalityNewLightingMunicipality
TO,PUBBDGPSINewLI,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewLightingPost-Secondary Institution
TO,PUBBDGSBDNewLI,2015,10000000000,,PublicBuildingSchool boardNewLightingSchool board
TO,PUBBDGHSPNewSC,2015,10000000000,,PublicBuildingHospitalNewSpace CoolingHospital
TO,PUBBDGMUNNewSC,2015,10000000000,,PublicBuildingMunicipalityNewSpace CoolingMunicipality
TO,PUBBDGPSINewSC,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewSpace CoolingPost-Secondary Institution
TO,PUBBDGSBDNewSC,2015,10000000000,,PublicBuildingSchool boardNewSpace CoolingSchool board
TO,PUBBDGHSPNewAM,2015,10000000000,,PublicBuildingHospitalNewAuxiliary MotorsHospital
TO,PUBBDGMUNNewAM,2015,10000000000,,PublicBuildingMunicipalityNewAuxiliary MotorsMunicipality
TO,PUBBDGPSINewAM,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewAuxiliary MotorsPost-Secondary Institution
TO,PUBBDGSBDNewAM,2015,10000000000,,PublicBuildingSchool boardNewAuxiliary MotorsSchool board
TO,PUBBDGHSPNewAE,2015,10000000000,,PublicBuildingHospitalNewAuxiliary EquipmentHospital
TO,PUBBDGMUNNewAE,2015,10000000000,,PublicBuildingMunicipalityNewAuxiliary EquipmentMunicipality
TO,PUBBDGPSINewAE,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentPost-Secondary Institution
TO,PUBBDGSBDNewAE,2015,10000000000,,PublicBuildingSchool boardNewAuxiliary EquipmentSchool board
TO,PUBBDGHSPNewSH,2015,10000000000,,PublicBuildingHospitalNewSpace HeatingHospital
TO,PUBBDGMUNNewSH,2015,10000000000,,PublicBuildingMunicipalityNewSpace HeatingMunicipality
TO,PUBBDGPSINewSH,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewSpace HeatingPost-Secondary Institution
TO,PUBBDGSBDNewSH,2015,10000000000,,PublicBuildingSchool boardNewSpace HeatingSchool board
TO,PUBBDGHSPNewWH,2015,10000000000,,PublicBuildingHospitalNewWater HeatingHospital
TO,PUBBDGMUNNewWH,2015,10000000000,,PublicBuildingMunicipalityNewWater HeatingMunicipality
TO,PUBBDGPSINewWH,2015,10000000000,,PublicBuildingPost-Secondary InstitutionNewWater HeatingPost-Secondary Institution
TO,PUBBDGSBDNewWH,2015,10000000000,,PublicBuildingSchool boardNewWater HeatingSchool board
