regions,tech,c2a,c2a_notes
TO,PUBBDGHSPOldLI,1,PublicBuildingHospitalOldLightingHospital
TO,PUBBDGMUNOldLI,1,PublicBuildingMunicipalityOldLightingMunicipality
TO,PUBBDGPSIOldLI,1,PublicBuildingPost-Secondary InstitutionOldLightingPost-Secondary Institution
TO,PUBBDGSBDOldLI,1,PublicBuildingSchool boardOldLightingSchool board
TO,PUBBDGHSPOldSC,1,PublicBuildingHospitalOldSpace CoolingHospital
TO,PUBBDGMUNOldSC,1,PublicBuildingMunicipalityOldSpace CoolingMunicipality
TO,PUBBDGPSIOldSC,1,PublicBuildingPost-Secondary InstitutionOldSpace CoolingPost-Secondary Institution
TO,PUBBDGSBDOldSC,1,PublicBuildingSchool boardOldSpace CoolingSchool board
TO,PUBBDGHSPOldAM,1,PublicBuildingHospitalOldAuxiliary MotorsHospital
TO,PUBBDGMUNOldAM,1,PublicBuildingMunicipalityOldAuxiliary MotorsMunicipality
TO,PUBBDGPSIOldAM,1,PublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsPost-Secondary Institution
TO,PUBBDGSBDOldAM,1,PublicBuildingSchool boardOldAuxiliary MotorsSchool board
TO,PUBBDGHSPOldAE,1,PublicBuildingHospitalOldAuxiliary EquipmentHospital
TO,PUBBDGMUNOldAE,1,PublicBuildingMunicipalityOldAuxiliary EquipmentMunicipality
TO,PUBBDGPSIOldAE,1,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentPost-Secondary Institution
TO,PUBBDGSBDOldAE,1,PublicBuildingSchool boardOldAuxiliary EquipmentSchool board
TO,PUBBDGHSPOldSH,1,PublicBuildingHospitalOldSpace HeatingHospital
TO,PUBBDGMUNOldSH,1,PublicBuildingMunicipalityOldSpace HeatingMunicipality
TO,PUBBDGPSIOldSH,1,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPost-Secondary Institution
TO,PUBBDGSBDOldSH,1,PublicBuildingSchool boardOldSpace HeatingSchool board
TO,PUBBDGHSPOldWH,1,PublicBuildingHospitalOldWater HeatingHospital
TO,PUBBDGMUNOldWH,1,PublicBuildingMunicipalityOldWater HeatingMunicipality
TO,PUBBDGPSIOldWH,1,PublicBuildingPost-Secondary InstitutionOldWater HeatingPost-Secondary Institution
TO,PUBBDGSBDOldWH,1,PublicBuildingSchool boardOldWater HeatingSchool board
TO,PUBBDGHSPNewLI,1,PublicBuildingHospitalNewLightingHospital
TO,PUBBDGMUNNewLI,1,PublicBuildingMunicipalityNewLightingMunicipality
TO,PUBBDGPSINewLI,1,PublicBuildingPost-Secondary InstitutionNewLightingPost-Secondary Institution
TO,PUBBDGSBDNewLI,1,PublicBuildingSchool boardNewLightingSchool board
TO,PUBBDGHSPNewSC,1,PublicBuildingHospitalNewSpace CoolingHospital
TO,PUBBDGMUNNewSC,1,PublicBuildingMunicipalityNewSpace CoolingMunicipality
TO,PUBBDGPSINewSC,1,PublicBuildingPost-Secondary InstitutionNewSpace CoolingPost-Secondary Institution
TO,PUBBDGSBDNewSC,1,PublicBuildingSchool boardNewSpace CoolingSchool board
TO,PUBBDGHSPNewAM,1,PublicBuildingHospitalNewAuxiliary MotorsHospital
TO,PUBBDGMUNNewAM,1,PublicBuildingMunicipalityNewAuxiliary MotorsMunicipality
TO,PUBBDGPSINewAM,1,PublicBuildingPost-Secondary InstitutionNewAuxiliary MotorsPost-Secondary Institution
TO,PUBBDGSBDNewAM,1,PublicBuildingSchool boardNewAuxiliary MotorsSchool board
TO,PUBBDGHSPNewAE,1,PublicBuildingHospitalNewAuxiliary EquipmentHospital
TO,PUBBDGMUNNewAE,1,PublicBuildingMunicipalityNewAuxiliary EquipmentMunicipality
TO,PUBBDGPSINewAE,1,PublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentPost-Secondary Institution
TO,PUBBDGSBDNewAE,1,PublicBuildingSchool boardNewAuxiliary EquipmentSchool board
TO,PUBBDGHSPNewSH,1,PublicBuildingHospitalNewSpace HeatingHospital
TO,PUBBDGMUNNewSH,1,PublicBuildingMunicipalityNewSpace HeatingMunicipality
TO,PUBBDGPSINewSH,1,PublicBuildingPost-Secondary InstitutionNewSpace HeatingPost-Secondary Institution
TO,PUBBDGSBDNewSH,1,PublicBuildingSchool boardNewSpace HeatingSchool board
TO,PUBBDGHSPNewWH,1,PublicBuildingHospitalNewWater HeatingHospital
TO,PUBBDGMUNNewWH,1,PublicBuildingMunicipalityNewWater HeatingMunicipality
TO,PUBBDGPSINewWH,1,PublicBuildingPost-Secondary InstitutionNewWater HeatingPost-Secondary Institution
TO,PUBBDGSBDNewWH,1,PublicBuildingSchool boardNewWater HeatingSchool board
