tech,flag,sector,tech_desc,tech_category
PUBBDGHSPOldLI,p,PUBBDG,PublicBuildingHospitalOldLightingHospital,
PUBBDGMUNOldLI,p,PUBBDG,PublicBuildingMunicipalityOldLightingMunicipality,
PUBBDGPSIOldLI,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldLightingPost-Secondary Institution,
PUBBDGSBDOldLI,p,PUBBDG,PublicBuildingSchool boardOldLightingSchool board,
PUBBDGHSPOldSC,p,PUBBDG,PublicBuildingHospitalOldSpace CoolingHospital,
PUBBDGMUNOldSC,p,PUBBDG,PublicBuildingMunicipalityOldSpace CoolingMunicipality,
PUBBDGPSIOldSC,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace CoolingPost-Secondary Institution,
PUBBDGSBDOldSC,p,PUBBDG,PublicBuildingSchool boardOldSpace CoolingSchool board,
PUBBDGHSPOldAM,p,PUBBDG,PublicBuildingHospitalOldAuxiliary MotorsHospital,
PUBBDGMUNOldAM,p,PUBBDG,PublicBuildingMunicipalityOldAuxiliary MotorsMunicipality,
PUBBDGPSIOldAM,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsPost-Secondary Institution,
PUBBDGSBDOldAM,p,PUBBDG,PublicBuildingSchool boardOldAuxiliary MotorsSchool board,
PUBBDGHSPOldAE,p,PUBBDG,PublicBuildingHospitalOldAuxiliary EquipmentHospital,
PUBBDGMUNOldAE,p,PUBBDG,PublicBuildingMunicipalityOldAuxiliary EquipmentMunicipality,
PUBBDGPSIOldAE,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentPost-Secondary Institution,
PUBBDGSBDOldAE,p,PUBBDG,PublicBuildingSchool boardOldAuxiliary EquipmentSchool board,
PUBBDGHSPOldSH,p,PUBBDG,PublicBuildingHospitalOldSpace HeatingHospital,
PUBBDGMUNOldSH,p,PUBBDG,PublicBuildingMunicipalityOldSpace HeatingMunicipality,
PUBBDGPSIOldSH,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPost-Secondary Institution,
PUBBDGSBDOldSH,p,PUBBDG,PublicBuildingSchool boardOldSpace HeatingSchool board,
PUBBDGHSPOldWH,p,PUBBDG,PublicBuildingHospitalOldWater HeatingHospital,
PUBBDGMUNOldWH,p,PUBBDG,PublicBuildingMunicipalityOldWater HeatingMunicipality,
PUBBDGPSIOldWH,p,PUBBDG,PublicBuildingPost-Secondary InstitutionOldWater HeatingPost-Secondary Institution,
PUBBDGSBDOldWH,p,PUBBDG,PublicBuildingSchool boardOldWater HeatingSchool board,
PUBBDGHSPNewLI,p,PUBBDG,PublicBuildingHospitalNewLightingHospital,
PUBBDGMUNNewLI,p,PUBBDG,PublicBuildingMunicipalityNewLightingMunicipality,
PUBBDGPSINewLI,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewLightingPost-Secondary Institution,
PUBBDGSBDNewLI,p,PUBBDG,PublicBuildingSchool boardNewLightingSchool board,
PUBBDGHSPNewSC,p,PUBBDG,PublicBuildingHospitalNewSpace CoolingHospital,
PUBBDGMUNNewSC,p,PUBBDG,PublicBuildingMunicipalityNewSpace CoolingMunicipality,
PUBBDGPSINewSC,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewSpace CoolingPost-Secondary Institution,
PUBBDGSBDNewSC,p,PUBBDG,PublicBuildingSchool boardNewSpace CoolingSchool board,
PUBBDGHSPNewAM,p,PUBBDG,PublicBuildingHospitalNewAuxiliary MotorsHospital,
PUBBDGMUNNewAM,p,PUBBDG,PublicBuildingMunicipalityNewAuxiliary MotorsMunicipality,
PUBBDGPSINewAM,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewAuxiliary MotorsPost-Secondary Institution,
PUBBDGSBDNewAM,p,PUBBDG,PublicBuildingSchool boardNewAuxiliary MotorsSchool board,
PUBBDGHSPNewAE,p,PUBBDG,PublicBuildingHospitalNewAuxiliary EquipmentHospital,
PUBBDGMUNNewAE,p,PUBBDG,PublicBuildingMunicipalityNewAuxiliary EquipmentMunicipality,
PUBBDGPSINewAE,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentPost-Secondary Institution,
PUBBDGSBDNewAE,p,PUBBDG,PublicBuildingSchool boardNewAuxiliary EquipmentSchool board,
PUBBDGHSPNewSH,p,PUBBDG,PublicBuildingHospitalNewSpace HeatingHospital,
PUBBDGMUNNewSH,p,PUBBDG,PublicBuildingMunicipalityNewSpace HeatingMunicipality,
PUBBDGPSINewSH,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewSpace HeatingPost-Secondary Institution,
PUBBDGSBDNewSH,p,PUBBDG,PublicBuildingSchool boardNewSpace HeatingSchool board,
PUBBDGHSPNewWH,p,PUBBDG,PublicBuildingHospitalNewWater HeatingHospital,
PUBBDGMUNNewWH,p,PUBBDG,PublicBuildingMunicipalityNewWater HeatingMunicipality,
PUBBDGPSINewWH,p,PUBBDG,PublicBuildingPost-Secondary InstitutionNewWater HeatingPost-Secondary Institution,
PUBBDGSBDNewWH,p,PUBBDG,PublicBuildingSchool boardNewWater HeatingSchool board,
