"District heating and cooling  generation, per technology type, and per period.(TJ)"
t_periods,Sub,EndUse,Tech_cat,Tech_type_1,Tech_type_2,Output_units,VFlow_Out
2023,Commercial,District Cooling,Toronto Average,Substation,___,TJ,1365.771209021937
2023,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,0.9212015051231006
2023,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.7264030196912802
2023,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.4992440470356203
2023,Commercial,District Heating,Toronto Average,Substation,___,TJ,3591.874708253109
2023,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,1.1708971583520995
2023,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,1.009178101954138
2023,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,1.0485956918616093
2023,Industrial,District Cooling,Toronto Average,Substation,___,TJ,2.116466534828974
2023,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.35170049485637833
2023,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.3410111937081004
2023,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.2392001432082344
2023,Industrial,District Heating,Toronto Average,Substation,___,TJ,12.470705638491857
2023,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.6212198494236737
2023,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.5596594428218291
2023,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,38.83958165611415
2023,Public,District Cooling,Toronto Average,Substation,___,TJ,1022.3343448959863
2023,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.5280688285905937
2023,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.5310833950367662
2023,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.4146834943268992
2023,Public,District Heating,Toronto Average,Substation,___,TJ,594.3109672406015
2023,Public,District Heating,Consumption,Heat Pump,Large,TJ,1.1677612509320106
2023,Public,District Heating,Consumption,Heat Pump,Medium,TJ,1.0033428875925683
2023,Public,District Heating,Consumption,Heat Pump,Small,TJ,5.247264628783517
2023,Residential,District Cooling,Toronto Average,Substation,___,TJ,305.383180349438
2023,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.803211644719041
2023,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.751827367166686
2023,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.38605081378458705
2023,Residential,District Heating,Toronto Average,Substation,___,TJ,238.61828497411807
2023,Residential,District Heating,Consumption,Heat Pump,Large,TJ,1.1326860823921066
2023,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,0.9834957266640264
2023,Residential,District Heating,Consumption,Heat Pump,Small,TJ,21.805318907281332
2024,Commercial,District Cooling,Toronto Average,Substation,___,TJ,1478.8211417577966
2024,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,1.2457295778117632
2024,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,1.0651582525847163
2024,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.5548392826840619
2024,Commercial,District Heating,Toronto Average,Substation,___,TJ,3662.564659457416
2024,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,1.3455219557876468
2024,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,1.1644447888846752
2024,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,1.933862043782853
2024,Industrial,District Cooling,Toronto Average,Substation,___,TJ,2.5569684819982257
2024,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.3747157952095107
2024,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.37022133079335884
2024,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.2593883347000985
2024,Industrial,District Heating,Toronto Average,Substation,___,TJ,13.659033562282328
2024,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.7458540531976536
2024,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.6709468514131406
2024,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,47.45408344098564
2024,Public,District Cooling,Toronto Average,Substation,___,TJ,505.1351321442649
2024,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.6368014517673298
2024,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.6811415866863126
2024,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.43455085806893246
2024,Public,District Heating,Toronto Average,Substation,___,TJ,1932.7125637325732
2024,Public,District Heating,Consumption,Heat Pump,Large,TJ,1.3006902819116242
2024,Public,District Heating,Consumption,Heat Pump,Medium,TJ,1.1295061573283487
2024,Public,District Heating,Consumption,Heat Pump,Small,TJ,47.7091663001342
2024,Residential,District Cooling,Toronto Average,Substation,___,TJ,150.88008708466336
2024,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.5242423276170819
2024,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.5443463845706129
2024,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.2844041990820114
2024,Residential,District Heating,Toronto Average,Substation,___,TJ,1242.1034618376455
2024,Residential,District Heating,Consumption,Heat Pump,Large,TJ,1.366056967667982
2024,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,1.1854013299937054
2024,Residential,District Heating,Consumption,Heat Pump,Small,TJ,48.26123360384383
2025,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2622.273192574216
2025,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,4.194070961224004
2025,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,4.157306167598728
2025,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.4497747387358925
2025,Commercial,District Heating,Toronto Average,Substation,___,TJ,3096.6465221933963
2025,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,1.5937687397649491
2025,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,1.3794047714954503
2025,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,1.7571874608250915
2025,Industrial,District Cooling,Toronto Average,Substation,___,TJ,2.426948043529512
2025,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.07068925065028188
2025,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.07846875734265098
2025,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.05280941909307597
2025,Industrial,District Heating,Toronto Average,Substation,___,TJ,1.1127059692826258
2025,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.6313799986354248
2025,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.5852420334539833
2025,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,59.52227008866167
2025,Public,District Cooling,Toronto Average,Substation,___,TJ,9.085489268436481
2025,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.20499274942099302
2025,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.26391734831073566
2025,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.12386125914382731
2025,Public,District Heating,Toronto Average,Substation,___,TJ,4050.1465537055215
2025,Public,District Heating,Consumption,Heat Pump,Large,TJ,1.9133024358461477
2025,Public,District Heating,Consumption,Heat Pump,Medium,TJ,1.6302541706638431
2025,Public,District Heating,Consumption,Heat Pump,Small,TJ,59.56451733566701
2025,Residential,District Cooling,Toronto Average,Substation,___,TJ,205.290798094691
2025,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.14289495158678364
2025,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.15012170439722008
2025,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.04862599291754404
2025,Residential,District Heating,Toronto Average,Substation,___,TJ,1389.0805364228531
2025,Residential,District Heating,Consumption,Heat Pump,Large,TJ,2.2095772178627073
2025,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,1.879748530076682
2025,Residential,District Heating,Consumption,Heat Pump,Small,TJ,59.63535336888624
2030,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2197.259817136286
2030,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,106.38496068006586
2030,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,120.75692879239287
2030,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.31254844629892836
2030,Commercial,District Heating,Toronto Average,Substation,___,TJ,921.8906689429612
2030,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,2.6226228053236227
2030,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,2.2435720649513957
2030,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,148.53910342306065
2030,Industrial,District Cooling,Toronto Average,Substation,___,TJ,3.206550093749761
2030,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.08457409101576562
2030,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.09419302068140603
2030,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.0634982096101512
2030,Industrial,District Heating,Toronto Average,Substation,___,TJ,0.9209546589959974
2030,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.5913223851431626
2030,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.5669578859724193
2030,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,148.40670455461873
2030,Public,District Cooling,Toronto Average,Substation,___,TJ,3.6166509847526944
2030,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.27022347704082494
2030,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.5237556650995112
2030,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.12503031146729832
2030,Public,District Heating,Toronto Average,Substation,___,TJ,2763.978894027587
2030,Public,District Heating,Consumption,Heat Pump,Large,TJ,2.8835539654187423
2030,Public,District Heating,Consumption,Heat Pump,Medium,TJ,2.441967830810749
2030,Public,District Heating,Consumption,Heat Pump,Small,TJ,148.52780715161157
2030,Residential,District Cooling,Toronto Average,Substation,___,TJ,375.9253903216286
2030,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.3024994921166281
2030,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.33546517105153356
2030,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.1392771035306089
2030,Residential,District Heating,Toronto Average,Substation,___,TJ,900.2465258110435
2030,Residential,District Heating,Consumption,Heat Pump,Large,TJ,2.546050521629809
2030,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,2.1760699615557035
2030,Residential,District Heating,Consumption,Heat Pump,Small,TJ,148.5242268298589
2035,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2431.1318081391823
2035,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,6.470986524446239
2035,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,49.67240135585423
2035,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.15615955681415597
2035,Commercial,District Heating,Toronto Average,Substation,___,TJ,140.84436698886208
2035,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,2.215577576321604
2035,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,1.9376094425397448
2035,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,369.76136638228866
2035,Industrial,District Cooling,Toronto Average,Substation,___,TJ,4.852819762192327
2035,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.13586312673291875
2035,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.1509775328530368
2035,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.10186085208493076
2035,Industrial,District Heating,Toronto Average,Substation,___,TJ,1.5459053089389934
2035,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.9452707906472012
2035,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.9020354336543823
2035,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,369.5435054562039
2035,Public,District Cooling,Toronto Average,Substation,___,TJ,2.2474537488400603
2035,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.6168462671005311
2035,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,1.1932376281108636
2035,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.17246868475533628
2035,Public,District Heating,Toronto Average,Substation,___,TJ,1015.4160104018332
2035,Public,District Heating,Consumption,Heat Pump,Large,TJ,3.076580724809758
2035,Public,District Heating,Consumption,Heat Pump,Medium,TJ,2.6118746815398057
2035,Public,District Heating,Consumption,Heat Pump,Small,TJ,353.95218169740633
2035,Residential,District Cooling,Toronto Average,Substation,___,TJ,658.8990361509052
2035,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.3485515385146374
2035,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.3653650851546777
2035,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.09740095577298775
2035,Residential,District Heating,Toronto Average,Substation,___,TJ,379.4287297387964
2035,Residential,District Heating,Consumption,Heat Pump,Large,TJ,2.573180357630164
2035,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,2.201282398033034
2035,Residential,District Heating,Consumption,Heat Pump,Small,TJ,326.97303878275204
2040,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2455.674842511151
2040,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,0.19230149167823157
2040,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,3.8297402584319844
2040,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.10660458327516005
2040,Commercial,District Heating,Toronto Average,Substation,___,TJ,592.2074410339119
2040,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,3.1932639561370575
2040,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,2.7417675843813814
2040,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,877.7901458787398
2040,Industrial,District Cooling,Toronto Average,Substation,___,TJ,7.934270762314549
2040,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.12285930159761964
2040,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.13627571615949674
2040,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.0937367277549069
2040,Industrial,District Heating,Toronto Average,Substation,___,TJ,228.18459246666146
2040,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,3.1974509933163735
2040,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,2.748442027816465
2040,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,789.3623596539248
2040,Public,District Cooling,Toronto Average,Substation,___,TJ,2.3762088206544076
2040,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.5469803347186426
2040,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,1.2708509935088015
2040,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.1805088953630097
2040,Public,District Heating,Toronto Average,Substation,___,TJ,1109.090863391268
2040,Public,District Heating,Consumption,Heat Pump,Large,TJ,3.0909876142359627
2040,Public,District Heating,Consumption,Heat Pump,Medium,TJ,2.633924141809776
2040,Public,District Heating,Consumption,Heat Pump,Small,TJ,803.9455325819958
2040,Residential,District Cooling,Toronto Average,Substation,___,TJ,860.2552485198659
2040,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,1.4465657924042132
2040,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,1.5311010795394924
2040,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.5322342195521038
2040,Residential,District Heating,Toronto Average,Substation,___,TJ,646.2433073415638
2040,Residential,District Heating,Consumption,Heat Pump,Large,TJ,3.1606569981664423
2040,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,2.757525014118684
2040,Residential,District Heating,Consumption,Heat Pump,Small,TJ,652.5206193880898
2045,Commercial,District Cooling,Toronto Average,Substation,___,TJ,1530.2375115559648
2045,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,13.663493960438752
2045,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,602.2484463372842
2045,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.14156621860566285
2045,Commercial,District Heating,Toronto Average,Substation,___,TJ,0.6395972951188866
2045,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,0.39258968073882594
2045,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,0.3879379275435133
2045,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,1661.2268439425454
2045,Industrial,District Cooling,Toronto Average,Substation,___,TJ,8.224429355459769
2045,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.18493233041650034
2045,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.20546387727602947
2045,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.1396033230744276
2045,Industrial,District Heating,Toronto Average,Substation,___,TJ,169.04409697794108
2045,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,2.952816385588675
2045,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,2.5902164950581934
2045,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,2210.2756118285533
2045,Public,District Cooling,Toronto Average,Substation,___,TJ,2.6301725307038235
2045,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.2872370020459957
2045,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.4246416229166437
2045,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.16044994196122253
2045,Public,District Heating,Toronto Average,Substation,___,TJ,0.7373115055792914
2045,Public,District Heating,Consumption,Heat Pump,Large,TJ,0.46626359322529887
2045,Public,District Heating,Consumption,Heat Pump,Medium,TJ,0.4588712217143123
2045,Public,District Heating,Consumption,Heat Pump,Small,TJ,1774.695869490253
2045,Residential,District Cooling,Toronto Average,Substation,___,TJ,810.6552468009954
2045,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.47280526375671494
2045,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.5670473527554526
2045,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.1778607594974636
2045,Residential,District Heating,Toronto Average,Substation,___,TJ,420.2496421526866
2045,Residential,District Heating,Consumption,Heat Pump,Large,TJ,2.5906585242402214
2045,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,2.2489680953968283
2045,Residential,District Heating,Consumption,Heat Pump,Small,TJ,1687.3123818211095
2050,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2182.2401742795787
2050,Commercial,District Cooling,Consumption,Heat Pump,Large,TJ,0.4826011789792219
2050,Commercial,District Cooling,Consumption,Heat Pump,Medium,TJ,19.686133478704733
2050,Commercial,District Cooling,Consumption,Heat Pump,Small,TJ,0.26788297872085653
2050,Commercial,District Heating,Toronto Average,Substation,___,TJ,1.459507851306528
2050,Commercial,District Heating,Consumption,Heat Pump,Large,TJ,0.6512858098822567
2050,Commercial,District Heating,Consumption,Heat Pump,Medium,TJ,0.6423738388367917
2050,Commercial,District Heating,Consumption,Heat Pump,Small,TJ,326.11130517614964
2050,Industrial,District Cooling,Toronto Average,Substation,___,TJ,11.771802342932094
2050,Industrial,District Cooling,Consumption,Heat Pump,Large,TJ,0.2927668521751081
2050,Industrial,District Cooling,Consumption,Heat Pump,Medium,TJ,0.32260358535018835
2050,Industrial,District Cooling,Consumption,Heat Pump,Small,TJ,0.22210737913316148
2050,Industrial,District Heating,Toronto Average,Substation,___,TJ,1.8126269940341628
2050,Industrial,District Heating,Consumption,Heat Pump,Large,TJ,0.799773953398471
2050,Industrial,District Heating,Consumption,Heat Pump,Medium,TJ,0.7878874334531175
2050,Industrial,District Heating,Consumption,Heat Pump,Small,TJ,2921.754370622801
2050,Public,District Cooling,Toronto Average,Substation,___,TJ,9.704882182170532
2050,Public,District Cooling,Consumption,Heat Pump,Large,TJ,0.5514360371730087
2050,Public,District Cooling,Consumption,Heat Pump,Medium,TJ,0.6615643399094064
2050,Public,District Cooling,Consumption,Heat Pump,Small,TJ,0.36665675932470804
2050,Public,District Heating,Toronto Average,Substation,___,TJ,1.4458456069439019
2050,Public,District Heating,Consumption,Heat Pump,Large,TJ,0.6711777020297847
2050,Public,District Heating,Consumption,Heat Pump,Medium,TJ,0.6606736154249665
2050,Public,District Heating,Consumption,Heat Pump,Small,TJ,1018.5741854379837
2050,Residential,District Cooling,Toronto Average,Substation,___,TJ,657.8147351829662
2050,Residential,District Cooling,Consumption,Heat Pump,Large,TJ,0.7100333910436092
2050,Residential,District Cooling,Consumption,Heat Pump,Medium,TJ,0.8516025688910905
2050,Residential,District Cooling,Consumption,Heat Pump,Small,TJ,0.3790116948036996
2050,Residential,District Heating,Toronto Average,Substation,___,TJ,3.0692576608199875
2050,Residential,District Heating,Consumption,Heat Pump,Large,TJ,1.2220814549598702
2050,Residential,District Heating,Consumption,Heat Pump,Medium,TJ,1.1793989310811885
2050,Residential,District Heating,Consumption,Heat Pump,Small,TJ,3405.702006854012
