"Energy consumed for building sector, and per end use (TJ)"
t_periods,Fuel,Sub,EndUse,VFlow_In
2018,Natural Gas,Public,Water Heating,891.4621004032248
2018,Natural Gas,Residential,Clothe Dryer,92.6030312505549
2018,Natural Gas,Residential,Range,94.23743176088203
2018,Natural Gas,Residential,Space Heating,58480.18827782847
2018,Natural Gas,Residential,Water Heating,17931.736759845993
2018,Pet Coke,Industry,Industrial Processes,237.50154043335718
2018,Propane,Commercial,Auxiliary Equipment,1942.8226676406148
2018,Propane,Commercial,Space Heating,1033.2474186520865
2018,Propane,Commercial,Water Heating,104.77161764527563
2018,Propane,Industry,Space Heating,21.911293333616815
2018,Propane,Industry,Water Heating,96.49637968089922
2018,Propane,Residential,Space Heating,0.6965207691261301
2018,Propane,Residential,Water Heating,524.471181187114
2018,Synthetic Gas,Commercial,Auxiliary Equipment,1.5294846002360556
2018,Synthetic Gas,Commercial,Space Cooling,0.6266102451200748
2018,Synthetic Gas,Commercial,Space Heating,4.835916514273705
2018,Synthetic Gas,Commercial,Water Heating,3.212775249864299
2018,Synthetic Gas,Public,Auxiliary Equipment,0.29785214947641914
2018,Synthetic Gas,Public,Space Cooling,0.6640887131381904
2018,Synthetic Gas,Public,Space Heating,1.0286891298160312
2018,Synthetic Gas,Public,Water Heating,1.3801765474990162
2018,Synthetic Gas,Residential,Space Heating,1.7412750727781332
2018,Synthetic Gas,Residential,Water Heating,1.2360265140152704
2019,Biomass,Industry,Industrial Processes,85.49328029078673
2019,Biomass,Residential,Space Heating,216.9238470136729
2019,Biomass,Residential,Water Heating,549.6482053599359
2019,Bio Methane,Commercial,Auxiliary Equipment,30.799411093664354
2019,Bio Methane,Commercial,Space Cooling,2.918566414383226
2019,Bio Methane,Commercial,Space Heating,345.49620789365184
2019,Bio Methane,Commercial,Water Heating,241.5281307623421
2019,Bio Methane,Public,Auxiliary Equipment,3.291616723039964
2019,Bio Methane,Public,Space Cooling,15.21654795172648
2019,Bio Methane,Public,Space Heating,82.76874353774173
2019,Bio Methane,Public,Water Heating,87.8547242606574
2019,Bio Methane,Residential,Space Heating,113.73733425129693
2019,Bio Methane,Residential,Water Heating,150.5299403689593
2019,Wood Pellet,Residential,Space Heating,0.8849971756729236
2019,Wood Pellet,Residential,Water Heating,567.2774097739363
2019,Coal,Industry,Industrial Processes,98.425257461495
2019,District Cooling,Commercial,Space Cooling,1262.1735501559144
2019,District Cooling,Public,Space Cooling,255.03291308036273
2019,District Cooling,Residential,Space Cooling,89.0658672961974
2019,District Heating,Commercial,Space Heating,3527.610183770599
2019,District Heating,Commercial,Water Heating,618.7797133905693
2019,District Heating,Public,Space Heating,1507.198328230576
2019,District Heating,Public,Water Heating,322.2769395046626
2019,District Heating,Residential,Space Heating,71.78709748184723
2019,District Heating,Residential,Water Heating,956.1912957873959
2019,Electricity,Commercial,Auxiliary Equipment,17511.68018084174
2019,Electricity,Commercial,Auxiliary Motors,2306.402284103429
2019,Electricity,Commercial,Lighting,30314.8744027402
