regions,periods,tech,group_name,min_share_g,tech_desc
TO,2040,FRETRAROATRUHETBEVBELCF____25,NZ40-TRA-2-FRETRA-ROATRUHET,1,
TO,2040,FRETRAROATRULGTBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRULGT,1,
TO,2040,FRETRAROATRUMETBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRUMET,1,
TO,2045,FRETRAROATRUHETBEVBELCF____25,NZ40-TRA-2-FRETRA-ROATRUHET,1,
TO,2045,FRETRAROATRULGTBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRULGT,1,
TO,2045,FRETRAROATRUMETBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRUMET,1,
TO,2050,FRETRAROATRUHETBEVBELCF____25,NZ40-TRA-2-FRETRA-ROATRUHET,1,
TO,2050,FRETRAROATRULGTBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRULGT,1,
TO,2050,FRETRAROATRUMETBEVBELCF____23,NZ40-TRA-2-FRETRA-ROATRUMET,1,
