regions,periods,tech,output_comm,TOS,to_split_notes
TO,2017,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2017,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2017,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2017,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2017,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWABADIPUB_______23,EUEWATWASWWABTTE,0.6171191250359388,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWABADIPUB_______23,BMTNWATWASWWAB,0.3828808749640612,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWABGASCENCCSHH2_23,EUEWATWASWWABTTE,0.5405405405405406,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWABGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWHBGASERKSTD____23,EUEWATWASWWHBTTE,0.5932203389830455,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWHBGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWHBADIPUB_______23,EUEWATWASWWHBTTE,0.6171191250359388,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWHBADIPUB_______23,BMTNWATWASWWHB,0.3828808749640612,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWHBGASCENCCSHH2_23,EUEWATWASWWHBTTE,0.5405405405405406,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWHBGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWHCGASERKSTD____23,EUEWATWASWWHCTTE,0.5932203389830455,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2018,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2018,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2018,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWABADIPUB_______23,EUEWATWASWWABTTE,0.6171191250359388,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWABADIPUB_______23,BMTNWATWASWWAB,0.3828808749640612,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWABGASCENCCSHH2_23,EUEWATWASWWABTTE,0.5405405405405406,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWABGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWHBGASERKSTD____23,EUEWATWASWWHBTTE,0.5932203389830455,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWHBGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWHBADIPUB_______23,EUEWATWASWWHBTTE,0.6171191250359388,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWHBADIPUB_______23,BMTNWATWASWWHB,0.3828808749640612,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWHBGASCENCCSHH2_23,EUEWATWASWWHBTTE,0.5405405405405406,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWHBGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWHCGASERKSTD____23,EUEWATWASWWHCTTE,0.5932203389830455,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2019,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2019,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2019,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWABADIPUB_______23,EUEWATWASWWABTTE,0.6171191250359388,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWABADIPUB_______23,BMTNWATWASWWAB,0.3828808749640612,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWABGASCENCCSHH2_23,EUEWATWASWWABTTE,0.5405405405405406,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWABGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWHBGASERKSTD____23,EUEWATWASWWHBTTE,0.5932203389830455,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWHBGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWHBADIPUB_______23,EUEWATWASWWHBTTE,0.6171191250359388,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWHBADIPUB_______23,BMTNWATWASWWHB,0.3828808749640612,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWHBGASCENCCSHH2_23,EUEWATWASWWHBTTE,0.5405405405405406,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWHBGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWHCGASERKSTD____23,EUEWATWASWWHCTTE,0.5932203389830455,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2020,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2020,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2020,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWABADIPUB_______23,EUEWATWASWWABTTE,0.6171191250359388,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWABADIPUB_______23,BMTNWATWASWWAB,0.3828808749640612,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWABGASCENCCSHH2_23,EUEWATWASWWABTTE,0.5405405405405406,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWABGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWHBGASERKSTD____23,EUEWATWASWWHBTTE,0.5932203389830455,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWHBGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWHBADIPUB_______23,EUEWATWASWWHBTTE,0.6171191250359388,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWHBADIPUB_______23,BMTNWATWASWWHB,0.3828808749640612,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWHBGASCENCCSHH2_23,EUEWATWASWWHBTTE,0.5405405405405406,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWHBGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWHCGASERKSTD____23,EUEWATWASWWHCTTE,0.5932203389830455,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2021,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2021,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2021,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWABADIPUB_______23,EUEWATWASWWABTTE,0.6171191250359388,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWABADIPUB_______23,BMTNWATWASWWAB,0.3828808749640612,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWABGASCENCCSHH2_23,EUEWATWASWWABTTE,0.5405405405405406,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWABGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWHBGASERKSTD____23,EUEWATWASWWHBTTE,0.5932203389830455,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWHBGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWHBADIPUB_______23,EUEWATWASWWHBTTE,0.6171191250359388,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWHBADIPUB_______23,BMTNWATWASWWHB,0.3828808749640612,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWHBGASCENCCSHH2_23,EUEWATWASWWHBTTE,0.5405405405405406,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWHBGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWHCGASERKSTD____23,EUEWATWASWWHCTTE,0.5932203389830455,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWHCGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2022,WATWASWWHCADIPUB_______23,EUEWATWASWWHCTTE,0.6171191250359388,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWHCADIPUB_______23,BMTNWATWASWWHC,0.3828808749640612,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,2022,WATWASWWHCGASCENCCSHH2_23,EUEWATWASWWHCTTE,0.5405405405405406,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2022,WATWASWWHCGASCENCCSHH2_23,WATWASHH2,0.4594594594594595,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,2023,WATWASWWABGASERKSTD____23,EUEWATWASWWABTTE,0.5932203389830455,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,2023,WATWASWWABGASERKSTD____23,WATWASCETH,0.40677966101695456,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
