regions,tech,vintage,cost_invest,cost_invest_units,cost_invest_notes
TO,WATWASWWABGASERKSTDMENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2026,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2026,3459.640054290076,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2026,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2026,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2026,3459.640054290076,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2026,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2026,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2026,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2026,3459.640054290076,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2027,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2027,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2027,3419.864123080202,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2027,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2027,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2027,3419.864123080202,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2027,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2027,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2027,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2027,3419.864123080202,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2028,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2028,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2028,3380.088191870328,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2028,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2028,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2028,3380.088191870328,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2028,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2028,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2028,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2028,3380.088191870328,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2029,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2029,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2029,3340.312260660454,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2029,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2029,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2029,3340.312260660454,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2029,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2029,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2029,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2029,3340.312260660454,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2030,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2030,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2030,3300.53632945058,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2030,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2030,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2030,3300.53632945058,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2030,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2030,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2030,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2030,3300.53632945058,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2031,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2031,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2031,3271.412323502792,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2031,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2031,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2031,3271.412323502792,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2031,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2031,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2031,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2031,3271.412323502792,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2032,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2032,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2032,3242.288317555004,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2032,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2032,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2032,3242.288317555004,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2032,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2032,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2032,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2032,3242.288317555004,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2033,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2033,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2033,3213.164311607216,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2033,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2033,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2033,3213.164311607216,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2033,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2033,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2033,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2033,3213.164311607216,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2034,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2034,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2034,3184.040305659428,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2034,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2034,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2034,3184.040305659428,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2034,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2034,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2034,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2034,3184.040305659428,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2035,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2035,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2035,3154.91629971164,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2035,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2035,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2035,3154.91629971164,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2035,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2035,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2035,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2035,3154.91629971164,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2036,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2036,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
