comm_name,flag,comm_desc
SEEWATWASWWABGASMENE,p,SecondaryEnergyWaterWasteWaterWasteAhsbridges Bay Wastewater Treatment PlantGasification
SEEWATWASWWABADIMENE,p,SecondaryEnergyWaterWasteWaterWasteAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
SEEWATWASWWHBGASMENE,p,Secondary EnergyWaterWasteWaterWasteHumber Wastewater Treatment PlantGasification
SEEWATWASWWHBADIMENE,p,Secondary EnergyWaterWasteWaterWasteHumber Wastewater Treatment PlantAnaerobic Digester
SEEWATWASWWHCGASMENE,p,Secondary EnergyWaterWasteWaterWasteHighland Creek Wastewater Treatment PlantGasification
SEEWATWASWWHCADIMENE,p,Secondary EnergyWaterWasteWaterWasteHighland Creek Wastewater Treatment PlantAnaerobic Digester
