regions,emis_comm,input_comm,tech,vintage,output_comm,emis_act,emis_act_units,emis_act_notes
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOILARNGA_23,2023,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOIMEDNGA_23,2023,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOISMANGA_23,2023,SEECOMBDGDHEHWP,53.74782930509294,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTULARMNGA_23,2023,SEECOMBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUMEDMNGA_23,2023,SEECOMBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUSMAMNGA_23,2023,SEECOMBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDICELARMNGA_23,2023,SEECOMBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDICEMEDMNGA_23,2023,SEECOMBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDICESMAMNGA_23,2023,SEECOMBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOILARNGA_23,2023,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOIMEDNGA_23,2023,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOISMANGA_23,2023,SEEINDBDGDHEHWP,53.74782930509294,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTULARMNGA_23,2023,SEEINDBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUMEDMNGA_23,2023,SEEINDBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUSMAMNGA_23,2023,SEEINDBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDICELARMNGA_23,2023,SEEINDBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDICEMEDMNGA_23,2023,SEEINDBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDICESMAMNGA_23,2023,SEEINDBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOILARNGA_23,2023,SEEPUBBDGDHEHWP,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOIMEDNGA_23,2023,SEEPUBBDGDHEHWP,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOISMANGA_23,2023,SEEPUBBDGDHEHWP,53.74782930509294,t/TJ,PublicBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTULARMNGA_23,2023,SEEPUBBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTUMEDMNGA_23,2023,SEEPUBBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTUSMAMNGA_23,2023,SEEPUBBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICELARMNGA_23,2023,SEEPUBBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICEMEDMNGA_23,2023,SEEPUBBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICESMAMNGA_23,2023,SEEPUBBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOILARNGA_23,2023,SEERESBDGDHEHWP,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOIMEDNGA_23,2023,SEERESBDGDHEHWP,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOISMANGA_23,2023,SEERESBDGDHEHWP,53.74782930509294,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTULARMNGA_23,2023,SEERESBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTUMEDMNGA_23,2023,SEERESBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTUSMAMNGA_23,2023,SEERESBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDICELARMNGA_23,2023,SEERESBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDICEMEDMNGA_23,2023,SEERESBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDICESMAMNGA_23,2023,SEERESBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOILARNGA_23,2024,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOIMEDNGA_23,2024,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOISMANGA_23,2024,SEECOMBDGDHEHWP,53.74782930509294,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTULARMNGA_23,2024,SEECOMBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUMEDMNGA_23,2024,SEECOMBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUSMAMNGA_23,2024,SEECOMBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDICELARMNGA_23,2024,SEECOMBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDICEMEDMNGA_23,2024,SEECOMBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDICESMAMNGA_23,2024,SEECOMBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOILARNGA_23,2024,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOIMEDNGA_23,2024,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOISMANGA_23,2024,SEEINDBDGDHEHWP,53.74782930509294,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTULARMNGA_23,2024,SEEINDBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUMEDMNGA_23,2024,SEEINDBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUSMAMNGA_23,2024,SEEINDBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDICELARMNGA_23,2024,SEEINDBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDICEMEDMNGA_23,2024,SEEINDBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDICESMAMNGA_23,2024,SEEINDBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOILARNGA_23,2024,SEEPUBBDGDHEHWP,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOIMEDNGA_23,2024,SEEPUBBDGDHEHWP,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDBOISMANGA_23,2024,SEEPUBBDGDHEHWP,53.74782930509294,t/TJ,PublicBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTULARMNGA_23,2024,SEEPUBBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTUMEDMNGA_23,2024,SEEPUBBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDGTUSMAMNGA_23,2024,SEEPUBBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,PublicBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICELARMNGA_23,2024,SEEPUBBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICEMEDMNGA_23,2024,SEEPUBBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,PUBBDGNGA,PUBBDGDHEPRDICESMAMNGA_23,2024,SEEPUBBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOILARNGA_23,2024,SEERESBDGDHEHWP,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOIMEDNGA_23,2024,SEERESBDGDHEHWP,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDBOISMANGA_23,2024,SEERESBDGDHEHWP,53.74782930509294,t/TJ,ResidentialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTULARMNGA_23,2024,SEERESBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTUMEDMNGA_23,2024,SEERESBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDGTUSMAMNGA_23,2024,SEERESBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,RESBDGNGA,RESBDGDHEPRDICELARMNGA_23,2024,SEERESBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,RESBDGNGA,RESBDGDHEPRDICEMEDMNGA_23,2024,SEERESBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,RESBDGNGA,RESBDGDHEPRDICESMAMNGA_23,2024,SEERESBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOILARNGA_23,2025,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOIMEDNGA_23,2025,SEECOMBDGDHEHWP,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDBOISMANGA_23,2025,SEECOMBDGDHEHWP,53.74782930509294,t/TJ,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTULARMNGA_23,2025,SEECOMBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUMEDMNGA_23,2025,SEECOMBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDGTUSMAMNGA_23,2025,SEECOMBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,COMBDGNGA,COMBDGDHEPRDICELARMNGA_23,2025,SEECOMBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,COMBDGNGA,COMBDGDHEPRDICEMEDMNGA_23,2025,SEECOMBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,CO2,COMBDGNGA,COMBDGDHEPRDICESMAMNGA_23,2025,SEECOMBDGDHEPRDICESMAMNGA,48.86166300462995,t/TJ,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOILARNGA_23,2025,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOIMEDNGA_23,2025,SEEINDBDGDHEHWP,48.86166300462995,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDBOISMANGA_23,2025,SEEINDBDGDHEHWP,53.74782930509294,t/TJ,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTULARMNGA_23,2025,SEEINDBDGDHEPRDGTULARMNGA,49.86911997379758,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUMEDMNGA_23,2025,SEEINDBDGDHEPRDGTUMEDMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,CO2,INDBDGNGA,INDBDGDHEPRDGTUSMAMNGA_23,2025,SEEINDBDGDHEPRDGTUSMAMNGA,47.42455526919966,t/TJ,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,CO2,INDBDGNGA,INDBDGDHEPRDICELARMNGA_23,2025,SEEINDBDGDHEPRDICELARMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,CO2,INDBDGNGA,INDBDGDHEPRDICEMEDMNGA_23,2025,SEEINDBDGDHEPRDICEMEDMNGA,48.37304637458365,t/TJ,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
