tech,flag,sector,tech_desc,tech_category
INDBDGDHECONHEPLARHWC_23,p,DISENE,IndustrialBuildingDistrict HeatingConsumptionHeat PumpLarge,
INDBDGDHECONHEPMEDHWC_23,p,DISENE,IndustrialBuildingDistrict HeatingConsumptionHeat PumpMedium,
INDBDGDHECONHEPSMAHWC_23,p,DISENE,IndustrialBuildingDistrict HeatingConsumptionHeat PumpSmall,
INDBDGDHEPRDBOILARELC_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerLarge,
INDBDGDHEPRDBOILARNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerLarge,
INDBDGDHEPRDBOIMEDELC_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerMedium,
INDBDGDHEPRDBOIMEDNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerMedium,
INDBDGDHEPRDBOISMAELC_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerSmall,
INDBDGDHEPRDBOISMANGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionBoilerSmall,
INDBDGDHEPRDGTULARNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge,
INDBDGDHEPRDGTULARMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge,
INDBDGDHEPRDGTUMEDNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium,
INDBDGDHEPRDGTUMEDMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium,
INDBDGDHEPRDGTUSMANGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall,
INDBDGDHEPRDGTUSMAMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall,
INDBDGDHEPRDICELARNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
INDBDGDHEPRDICELARMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
INDBDGDHEPRDICEMEDNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
INDBDGDHEPRDICEMEDMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
INDBDGDHEPRDICESMANGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
INDBDGDHEPRDICESMAMNGA_23,p,DISENE,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
INDBDGDHESTGHTSLARHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStorageHot Tank StorageLarge,
INDBDGDHESTGHTSMEDHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStorageHot Tank StorageMedium,
INDBDGDHESTGHTSSMAHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStorageHot Tank StorageSmall,
INDBDGDHESTGPITLARHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStoragePit StorageLarge,
INDBDGDHESTGPITMEDHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStoragePit StorageMedium,
INDBDGDHESTGPITSMAHW_23,ps,DISENE,IndustrialBuildingDistrict HeatingStoragePit StorageSmall,
PUBBDGDCOAVGPIP___CW_23,p,DISENE,PublicBuildingDistrict CoolingToronto AveragePipe,
PUBBDGDCOAVGSUB___CW_23,p,DISENE,PublicBuildingDistrict CoolingToronto AverageSubstation,
PUBBDGDCOCONHEPLARHWC_23,p,DISENE,PublicBuildingDistrict CoolingConsumptionHeat PumpLarge,
PUBBDGDCOCONHEPMEDHWC_23,p,DISENE,PublicBuildingDistrict CoolingConsumptionHeat PumpMedium,
PUBBDGDCOCONHEPSMAHWC_23,p,DISENE,PublicBuildingDistrict CoolingConsumptionHeat PumpSmall,
PUBBDGDCOPRDDLAENWELC_23,p,DISENE,PublicBuildingDistrict CoolingProductionDeep Lake CoolingEnwave,
PUBBDGDCOPRDHEPENWELC_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpEnwave,
PUBBDGDCOPRDHEPLARELC_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpLarge,
PUBBDGDCOPRDHEPLARHWP_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpLarge,
PUBBDGDCOPRDHEPMEDELC_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpMedium,
PUBBDGDCOPRDHEPMEDHWP_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpMedium,
PUBBDGDCOPRDHEPSMAELC_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpSmall,
PUBBDGDCOPRDHEPSMAHWP_23,p,DISENE,PublicBuildingDistrict CoolingProductionHeat PumpSmall,
PUBBDGDCOSTGHTSLARCW_23,ps,DISENE,PublicBuildingDistrict CoolingStorageHot Tank StorageLarge,
PUBBDGDCOSTGHTSMEDCW_23,ps,DISENE,PublicBuildingDistrict CoolingStorageHot Tank StorageMedium,
PUBBDGDCOSTGHTSSMACW_23,ps,DISENE,PublicBuildingDistrict CoolingStorageHot Tank StorageSmall,
PUBBDGDHEAVGPIP___HW_23,p,DISENE,PublicBuildingDistrict HeatingToronto AveragePipe,
PUBBDGDHEAVGSUB___HW_23,p,DISENE,PublicBuildingDistrict HeatingToronto AverageSubstation,
PUBBDGDHECONHEPLARHWC_23,p,DISENE,PublicBuildingDistrict HeatingConsumptionHeat PumpLarge,
PUBBDGDHECONHEPMEDHWC_23,p,DISENE,PublicBuildingDistrict HeatingConsumptionHeat PumpMedium,
PUBBDGDHECONHEPSMAHWC_23,p,DISENE,PublicBuildingDistrict HeatingConsumptionHeat PumpSmall,
PUBBDGDHEPRDBOILARELC_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerLarge,
PUBBDGDHEPRDBOILARNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerLarge,
PUBBDGDHEPRDBOIMEDELC_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerMedium,
PUBBDGDHEPRDBOIMEDNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerMedium,
PUBBDGDHEPRDBOISMAELC_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerSmall,
PUBBDGDHEPRDBOISMANGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionBoilerSmall,
PUBBDGDHEPRDGTULARNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineLarge,
PUBBDGDHEPRDGTULARMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineLarge,
PUBBDGDHEPRDGTUMEDNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineMedium,
PUBBDGDHEPRDGTUMEDMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineMedium,
PUBBDGDHEPRDGTUSMANGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineSmall,
PUBBDGDHEPRDGTUSMAMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionGas TurbineSmall,
PUBBDGDHEPRDICELARNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
PUBBDGDHEPRDICELARMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
PUBBDGDHEPRDICEMEDNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
PUBBDGDHEPRDICEMEDMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
PUBBDGDHEPRDICESMANGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
PUBBDGDHEPRDICESMAMNGA_23,p,DISENE,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
PUBBDGDHESTGHTSLARHW_23,ps,DISENE,PublicBuildingDistrict HeatingStorageHot Tank StorageLarge,
PUBBDGDHESTGHTSMEDHW_23,ps,DISENE,PublicBuildingDistrict HeatingStorageHot Tank StorageMedium,
PUBBDGDHESTGHTSSMAHW_23,ps,DISENE,PublicBuildingDistrict HeatingStorageHot Tank StorageSmall,
PUBBDGDHESTGPITLARHW_23,ps,DISENE,PublicBuildingDistrict HeatingStoragePit StorageLarge,
PUBBDGDHESTGPITMEDHW_23,ps,DISENE,PublicBuildingDistrict HeatingStoragePit StorageMedium,
PUBBDGDHESTGPITSMAHW_23,ps,DISENE,PublicBuildingDistrict HeatingStoragePit StorageSmall,
RESBDGDCOAVGPIP___CW_23,p,DISENE,ResidentialBuildingDistrict CoolingToronto AveragePipe,
RESBDGDCOAVGSUB___CW_23,p,DISENE,ResidentialBuildingDistrict CoolingToronto AverageSubstation,
RESBDGDCOCONHEPLARHWC_23,p,DISENE,ResidentialBuildingDistrict CoolingConsumptionHeat PumpLarge,
RESBDGDCOCONHEPMEDHWC_23,p,DISENE,ResidentialBuildingDistrict CoolingConsumptionHeat PumpMedium,
RESBDGDCOCONHEPSMAHWC_23,p,DISENE,ResidentialBuildingDistrict CoolingConsumptionHeat PumpSmall,
RESBDGDCOPRDDLAENWELC_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave,
RESBDGDCOPRDHEPENWELC_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpEnwave,
RESBDGDCOPRDHEPLARELC_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpLarge,
RESBDGDCOPRDHEPLARHWP_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpLarge,
RESBDGDCOPRDHEPMEDELC_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpMedium,
RESBDGDCOPRDHEPMEDHWP_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpMedium,
RESBDGDCOPRDHEPSMAELC_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpSmall,
RESBDGDCOPRDHEPSMAHWP_23,p,DISENE,ResidentialBuildingDistrict CoolingProductionHeat PumpSmall,
RESBDGDCOSTGHTSLARCW_23,ps,DISENE,ResidentialBuildingDistrict CoolingStorageHot Tank StorageLarge,
RESBDGDCOSTGHTSMEDCW_23,ps,DISENE,ResidentialBuildingDistrict CoolingStorageHot Tank StorageMedium,
RESBDGDCOSTGHTSSMACW_23,ps,DISENE,ResidentialBuildingDistrict CoolingStorageHot Tank StorageSmall,
RESBDGDHEAVGPIP___HW_23,p,DISENE,ResidentialBuildingDistrict HeatingToronto AveragePipe,
RESBDGDHEAVGSUB___HW_23,p,DISENE,ResidentialBuildingDistrict HeatingToronto AverageSubstation,
RESBDGDHECONHEPLARHWC_23,p,DISENE,ResidentialBuildingDistrict HeatingConsumptionHeat PumpLarge,
RESBDGDHECONHEPMEDHWC_23,p,DISENE,ResidentialBuildingDistrict HeatingConsumptionHeat PumpMedium,
RESBDGDHECONHEPSMAHWC_23,p,DISENE,ResidentialBuildingDistrict HeatingConsumptionHeat PumpSmall,
RESBDGDHEPRDBOILARELC_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerLarge,
RESBDGDHEPRDBOILARNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerLarge,
RESBDGDHEPRDBOIMEDELC_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerMedium,
RESBDGDHEPRDBOIMEDNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerMedium,
RESBDGDHEPRDBOISMAELC_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerSmall,
RESBDGDHEPRDBOISMANGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionBoilerSmall,
RESBDGDHEPRDGTULARNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge,
RESBDGDHEPRDGTULARMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge,
RESBDGDHEPRDGTUMEDNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium,
RESBDGDHEPRDGTUMEDMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium,
RESBDGDHEPRDGTUSMANGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall,
RESBDGDHEPRDGTUSMAMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall,
RESBDGDHEPRDICELARNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
RESBDGDHEPRDICELARMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge,
RESBDGDHEPRDICEMEDNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
RESBDGDHEPRDICEMEDMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium,
RESBDGDHEPRDICESMANGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
RESBDGDHEPRDICESMAMNGA_23,p,DISENE,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall,
RESBDGDHESTGHTSLARHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStorageHot Tank StorageLarge,
RESBDGDHESTGHTSMEDHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStorageHot Tank StorageMedium,
RESBDGDHESTGHTSSMAHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStorageHot Tank StorageSmall,
RESBDGDHESTGPITLARHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStoragePit StorageLarge,
RESBDGDHESTGPITMEDHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStoragePit StorageMedium,
RESBDGDHESTGPITSMAHW_23,ps,DISENE,ResidentialBuildingDistrict HeatingStoragePit StorageSmall,
INDBDGHH2PRDSMRCCSNGA_23,p,DISENE,IndustrialBuildingHydrogenProductionSteam Methane ReformingCarbon Capture and Storage,
INDBDGHH2PRDARGCCSNGA_23,p,DISENE,IndustrialBuildingHydrogenProductionAutothermal Reforming GasCarbon Capture and Storage,
INDBDGHH2PRDSMR___NGA_23,p,DISENE,IndustrialBuildingHydrogenProductionSteam Methane Reforming,
INDBDGHH2PRDALK___ELC_23,p,DISENE,IndustrialBuildingHydrogenProductionAlkaline Electrolysed,
