regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,INDBDGDCOCONHEPSMAHWC_23,0.95,IndustrialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,W,D,INDBDGDCOPRDDLAENWELC_23,0.95,IndustrialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,D,INDBDGDCOPRDHEPENWELC_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,W,D,INDBDGDCOPRDHEPLARELC_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,INDBDGDCOPRDHEPLARHWP_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,INDBDGDCOPRDHEPMEDELC_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,INDBDGDCOPRDHEPMEDHWP_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,INDBDGDCOPRDHEPSMAELC_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,INDBDGDCOPRDHEPSMAHWP_23,0.95,IndustrialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,INDBDGDCOSTGHTSLARCW_23,0.95,IndustrialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,W,D,INDBDGDCOSTGHTSMEDCW_23,0.95,IndustrialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,D,INDBDGDCOSTGHTSSMACW_23,0.95,IndustrialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,W,D,INDBDGDHEAVGPIP___HW_23,0.95,IndustrialBuildingDistrict HeatingToronto AveragePipe
TO,W,D,INDBDGDHEAVGSUB___HW_23,0.95,IndustrialBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,INDBDGDHECONHEPLARHWC_23,0.95,IndustrialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,W,D,INDBDGDHECONHEPMEDHWC_23,0.95,IndustrialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,W,D,INDBDGDHECONHEPSMAHWC_23,0.95,IndustrialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,W,D,INDBDGDHEPRDBOILARELC_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,INDBDGDHEPRDBOILARNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,INDBDGDHEPRDBOIMEDELC_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,INDBDGDHEPRDBOIMEDNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,INDBDGDHEPRDBOISMAELC_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,INDBDGDHEPRDBOISMANGA_23,0.95,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,INDBDGDHEPRDGTULARNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,INDBDGDHEPRDGTULARMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,INDBDGDHEPRDGTUMEDNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,INDBDGDHEPRDGTUMEDMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,INDBDGDHEPRDGTUSMANGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,INDBDGDHEPRDGTUSMAMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,INDBDGDHEPRDICELARNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,INDBDGDHEPRDICELARMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,INDBDGDHEPRDICEMEDNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,INDBDGDHEPRDICEMEDMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,INDBDGDHEPRDICESMANGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,INDBDGDHEPRDICESMAMNGA_23,0.95,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,INDBDGDHESTGHTSLARHW_23,0.95,IndustrialBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,W,D,INDBDGDHESTGHTSMEDHW_23,0.95,IndustrialBuildingDistrict HeatingStorageHot Tank StorageMedium
TO,W,D,INDBDGDHESTGHTSSMAHW_23,0.95,IndustrialBuildingDistrict HeatingStorageHot Tank StorageSmall
TO,W,D,INDBDGDHESTGPITLARHW_23,0.95,IndustrialBuildingDistrict HeatingStoragePit StorageLarge
TO,W,D,INDBDGDHESTGPITMEDHW_23,0.95,IndustrialBuildingDistrict HeatingStoragePit StorageMedium
TO,W,D,INDBDGDHESTGPITSMAHW_23,0.95,IndustrialBuildingDistrict HeatingStoragePit StorageSmall
TO,W,D,PUBBDGDCOAVGPIP___CW_23,0.95,PublicBuildingDistrict CoolingToronto AveragePipe
TO,W,D,PUBBDGDCOAVGSUB___CW_23,0.95,PublicBuildingDistrict CoolingToronto AverageSubstation
TO,W,D,PUBBDGDCOCONHEPLARHWC_23,0.95,PublicBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,W,D,PUBBDGDCOCONHEPMEDHWC_23,0.95,PublicBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,W,D,PUBBDGDCOCONHEPSMAHWC_23,0.95,PublicBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,W,D,PUBBDGDCOPRDDLAENWELC_23,0.95,PublicBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,D,PUBBDGDCOPRDHEPENWELC_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpEnwave
TO,W,D,PUBBDGDCOPRDHEPLARELC_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,PUBBDGDCOPRDHEPLARHWP_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,PUBBDGDCOPRDHEPMEDELC_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,PUBBDGDCOPRDHEPMEDHWP_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,PUBBDGDCOPRDHEPSMAELC_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,PUBBDGDCOPRDHEPSMAHWP_23,0.95,PublicBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,PUBBDGDCOSTGHTSLARCW_23,0.95,PublicBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,W,D,PUBBDGDCOSTGHTSMEDCW_23,0.95,PublicBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,D,PUBBDGDCOSTGHTSSMACW_23,0.95,PublicBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,W,D,PUBBDGDHEAVGPIP___HW_23,0.95,PublicBuildingDistrict HeatingToronto AveragePipe
TO,W,D,PUBBDGDHEAVGSUB___HW_23,0.95,PublicBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,PUBBDGDHECONHEPLARHWC_23,0.95,PublicBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,W,D,PUBBDGDHECONHEPMEDHWC_23,0.95,PublicBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,W,D,PUBBDGDHECONHEPSMAHWC_23,0.95,PublicBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,W,D,PUBBDGDHEPRDBOILARELC_23,0.95,PublicBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,PUBBDGDHEPRDBOILARNGA_23,0.95,PublicBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,PUBBDGDHEPRDBOIMEDELC_23,0.95,PublicBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,PUBBDGDHEPRDBOIMEDNGA_23,0.95,PublicBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,PUBBDGDHEPRDBOISMAELC_23,0.95,PublicBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,PUBBDGDHEPRDBOISMANGA_23,0.95,PublicBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,PUBBDGDHEPRDGTULARNGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,PUBBDGDHEPRDGTULARMNGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,PUBBDGDHEPRDGTUMEDNGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,PUBBDGDHEPRDGTUMEDMNGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,PUBBDGDHEPRDGTUSMANGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,PUBBDGDHEPRDGTUSMAMNGA_23,0.95,PublicBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,PUBBDGDHEPRDICELARNGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,PUBBDGDHEPRDICELARMNGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,PUBBDGDHEPRDICEMEDNGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,PUBBDGDHEPRDICEMEDMNGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,PUBBDGDHEPRDICESMANGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,PUBBDGDHEPRDICESMAMNGA_23,0.95,PublicBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,PUBBDGDHESTGHTSLARHW_23,0.95,PublicBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,W,D,PUBBDGDHESTGHTSMEDHW_23,0.95,PublicBuildingDistrict HeatingStorageHot Tank StorageMedium
TO,W,D,PUBBDGDHESTGHTSSMAHW_23,0.95,PublicBuildingDistrict HeatingStorageHot Tank StorageSmall
TO,W,D,PUBBDGDHESTGPITLARHW_23,0.95,PublicBuildingDistrict HeatingStoragePit StorageLarge
TO,W,D,PUBBDGDHESTGPITMEDHW_23,0.95,PublicBuildingDistrict HeatingStoragePit StorageMedium
TO,W,D,PUBBDGDHESTGPITSMAHW_23,0.95,PublicBuildingDistrict HeatingStoragePit StorageSmall
TO,W,D,RESBDGDCOAVGPIP___CW_23,0.95,ResidentialBuildingDistrict CoolingToronto AveragePipe
TO,W,D,RESBDGDCOAVGSUB___CW_23,0.95,ResidentialBuildingDistrict CoolingToronto AverageSubstation
TO,W,D,RESBDGDCOCONHEPLARHWC_23,0.95,ResidentialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,W,D,RESBDGDCOCONHEPMEDHWC_23,0.95,ResidentialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,W,D,RESBDGDCOCONHEPSMAHWC_23,0.95,ResidentialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,W,D,RESBDGDCOPRDDLAENWELC_23,0.95,ResidentialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,D,RESBDGDCOPRDHEPENWELC_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,W,D,RESBDGDCOPRDHEPLARELC_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,RESBDGDCOPRDHEPLARHWP_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,D,RESBDGDCOPRDHEPMEDELC_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,RESBDGDCOPRDHEPMEDHWP_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,D,RESBDGDCOPRDHEPSMAELC_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,RESBDGDCOPRDHEPSMAHWP_23,0.95,ResidentialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,D,RESBDGDCOSTGHTSLARCW_23,0.95,ResidentialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,W,D,RESBDGDCOSTGHTSMEDCW_23,0.95,ResidentialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,D,RESBDGDCOSTGHTSSMACW_23,0.95,ResidentialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,W,D,RESBDGDHEAVGPIP___HW_23,0.95,ResidentialBuildingDistrict HeatingToronto AveragePipe
TO,W,D,RESBDGDHEAVGSUB___HW_23,0.95,ResidentialBuildingDistrict HeatingToronto AverageSubstation
TO,W,D,RESBDGDHECONHEPLARHWC_23,0.95,ResidentialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,W,D,RESBDGDHECONHEPMEDHWC_23,0.95,ResidentialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,W,D,RESBDGDHECONHEPSMAHWC_23,0.95,ResidentialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,W,D,RESBDGDHEPRDBOILARELC_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,RESBDGDHEPRDBOILARNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerLarge
TO,W,D,RESBDGDHEPRDBOIMEDELC_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,RESBDGDHEPRDBOIMEDNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerMedium
TO,W,D,RESBDGDHEPRDBOISMAELC_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,RESBDGDHEPRDBOISMANGA_23,0.95,ResidentialBuildingDistrict HeatingProductionBoilerSmall
TO,W,D,RESBDGDHEPRDGTULARNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,RESBDGDHEPRDGTULARMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,D,RESBDGDHEPRDGTUMEDNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,RESBDGDHEPRDGTUMEDMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,D,RESBDGDHEPRDGTUSMANGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,RESBDGDHEPRDGTUSMAMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,D,RESBDGDHEPRDICELARNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,RESBDGDHEPRDICELARMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,D,RESBDGDHEPRDICEMEDNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,RESBDGDHEPRDICEMEDMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,D,RESBDGDHEPRDICESMANGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,RESBDGDHEPRDICESMAMNGA_23,0.95,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,D,RESBDGDHESTGHTSLARHW_23,0.95,ResidentialBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,W,D,RESBDGDHESTGHTSMEDHW_23,0.95,ResidentialBuildingDistrict HeatingStorageHot Tank StorageMedium
TO,W,D,RESBDGDHESTGHTSSMAHW_23,0.95,ResidentialBuildingDistrict HeatingStorageHot Tank StorageSmall
TO,W,D,RESBDGDHESTGPITLARHW_23,0.95,ResidentialBuildingDistrict HeatingStoragePit StorageLarge
TO,W,D,RESBDGDHESTGPITMEDHW_23,0.95,ResidentialBuildingDistrict HeatingStoragePit StorageMedium
TO,W,D,RESBDGDHESTGPITSMAHW_23,0.95,ResidentialBuildingDistrict HeatingStoragePit StorageSmall
TO,W,D,INDBDGHH2PRDSMRCCSNGA_23,0.9,IndustrialBuildingHydrogenProductionSteam Methane ReformingCarbon Capture and Storage
TO,W,D,INDBDGHH2PRDARGCCSNGA_23,0.9,IndustrialBuildingHydrogenProductionAutothermal Reforming GasCarbon Capture and Storage
TO,W,D,INDBDGHH2PRDSMR___NGA_23,0.97,IndustrialBuildingHydrogenProductionSteam Methane Reforming
TO,W,D,INDBDGHH2PRDALK___ELC_23,0.9,IndustrialBuildingHydrogenProductionAlkaline Electrolysed
TO,W,N,COMBDGDCOAVGPIP___CW_23,0.95,CommercialBuildingDistrict CoolingToronto AveragePipe
TO,W,N,COMBDGDCOAVGSUB___CW_23,0.95,CommercialBuildingDistrict CoolingToronto AverageSubstation
TO,W,N,COMBDGDCOCONHEPLARHWC_23,0.95,CommercialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,W,N,COMBDGDCOCONHEPMEDHWC_23,0.95,CommercialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,W,N,COMBDGDCOCONHEPSMAHWC_23,0.95,CommercialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,W,N,COMBDGDCOPRDDLAENWELC_23,0.95,CommercialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,W,N,COMBDGDCOPRDHEPENWELC_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,W,N,COMBDGDCOPRDHEPLARELC_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,N,COMBDGDCOPRDHEPLARHWP_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,W,N,COMBDGDCOPRDHEPMEDELC_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,N,COMBDGDCOPRDHEPMEDHWP_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,W,N,COMBDGDCOPRDHEPSMAELC_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,N,COMBDGDCOPRDHEPSMAHWP_23,0.95,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,W,N,COMBDGDCOSTGHTSLARCW_23,0.95,CommercialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,W,N,COMBDGDCOSTGHTSMEDCW_23,0.95,CommercialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,W,N,COMBDGDCOSTGHTSSMACW_23,0.95,CommercialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,W,N,COMBDGDHEAVGPIP___HW_23,0.95,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,W,N,COMBDGDHEAVGSUB___HW_23,0.95,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,W,N,COMBDGDHECONHEPLARHWC_23,0.95,CommercialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,W,N,COMBDGDHECONHEPMEDHWC_23,0.95,CommercialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,W,N,COMBDGDHECONHEPSMAHWC_23,0.95,CommercialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,W,N,COMBDGDHEPRDBOILARELC_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,W,N,COMBDGDHEPRDBOILARNGA_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,W,N,COMBDGDHEPRDBOIMEDELC_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,W,N,COMBDGDHEPRDBOIMEDNGA_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,W,N,COMBDGDHEPRDBOISMAELC_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,W,N,COMBDGDHEPRDBOISMANGA_23,0.95,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,W,N,COMBDGDHEPRDGTULARNGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,N,COMBDGDHEPRDGTULARMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,W,N,COMBDGDHEPRDGTUMEDNGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,N,COMBDGDHEPRDGTUMEDMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,W,N,COMBDGDHEPRDGTUSMANGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,N,COMBDGDHEPRDGTUSMAMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,W,N,COMBDGDHEPRDICELARNGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,N,COMBDGDHEPRDICELARMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,W,N,COMBDGDHEPRDICEMEDNGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,N,COMBDGDHEPRDICEMEDMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,W,N,COMBDGDHEPRDICESMANGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,W,N,COMBDGDHEPRDICESMAMNGA_23,0.95,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
